syear,sampreg,plh0193,proportion,n,lower_confidence,upper_confidence
2003,West,3.0,0.37400663003496665,22166,0.36763666682308005,0.38037659324685325
2003,West,2.0,0.24004359475046547,22166,0.2344208054760591,0.24566638402487184
2003,East,3.0,0.11366422959901912,22166,0.10948570030070426,0.11784275889733398
2003,East,2.0,0.09295672312792334,22166,0.08913405307655242,0.09677939317929427
2003,West,4.0,0.08382907224921665,22166,0.08018070969136004,0.08747743480707326
2003,West,1.0,0.06030607147722628,22166,0.0571721642468262,0.06343997870762635
2003,East,1.0,0.022433132010353754,22166,0.02048359897033526,0.02438266505037225
2003,East,4.0,0.012760546750828754,22166,0.011282941928448467,0.014238151573209042
2008,West,3.0,0.37193219633943425,19571,0.3651606989445606,0.3787036937343079
2008,West,2.0,0.23736480865224627,19571,0.2314038494495646,0.24332576785492793
2008,East,3.0,0.12026830282861897,19571,0.115711079895863,0.12482552576137494
2008,East,2.0,0.09187811980033278,19571,0.0878311712579193,0.09592506834274626
2008,West,4.0,0.0910981697171381,19571,0.08706670486663705,0.09512963456763916
2008,West,1.0,0.05194467554076539,19571,0.048835559562628826,0.05505379151890196
2008,East,1.0,0.020278702163061563,19571,0.018303912179220328,0.0222534921469028
2008,East,4.0,0.015235024958402663,19571,0.013518945294689381,0.016951104622115944
2013,West,3.0,0.41033314956288885,31177,0.40487292419315046,0.41579337493262725
2013,West,2.0,0.2220603292116248,31177,0.217446650381265,0.2266740080419846
2013,East,3.0,0.11152240686776405,31177,0.10802824341761817,0.11501657031790992
2013,West,4.0,0.09659762148539025,31177,0.09331846047765914,0.09987678249312136
2013,East,2.0,0.07797117429314011,31177,0.07499486406540361,0.08094748452087662
2013,West,1.0,0.04666456643301567,31177,0.04432327543669048,0.04900585742934086
2013,East,1.0,0.01953217295424116,31177,0.01799603272029796,0.02106831318818436
2013,East,4.0,0.015318579191935102,31177,0.01395526478329039,0.016681893600579815
2018,West,3.0,0.3896131129207004,29779,0.38407425281157614,0.39515197302982463
2018,West,2.0,0.22730926501939677,29779,0.2225492049012911,0.23206932513750245
2018,West,4.0,0.11243141229511061,29779,0.10884346701255662,0.1160193575776646
2018,East,3.0,0.10386887079299618,29779,0.10040366123598457,0.1073340803500078
2018,East,2.0,0.06825568797399784,29779,0.06539138591089919,0.07111999003709649
2018,West,1.0,0.06322301051969384,29779,0.06045889168855049,0.06598712935083718
2018,East,4.0,0.017719218537028625,29779,0.016220772449027917,0.019217664625029333
2018,East,1.0,0.017579421941075736,29779,0.01608679238509961,0.01907205149705186
