year,regtyp,sampreg,plh0193,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,West,Strongly agree,0.08910,1064,12908,0.08419,0.09402
2003,Urban regions,West,Agree,0.32681,3993,12908,0.31872,0.33490
2003,Urban regions,West,Disagree,0.47582,6357,12908,0.46720,0.48443
2003,Urban regions,West,Strongly disagree,0.10827,1494,12908,0.10291,0.11363
2003,Urban regions,East,Strongly agree,0.09490,142,1759,0.08120,0.10860
2003,Urban regions,East,Agree,0.36831,643,1759,0.34576,0.39086
2003,Urban regions,East,Disagree,0.47115,859,1759,0.44781,0.49448
2003,Urban regions,East,Strongly disagree,0.06564,115,1759,0.05407,0.07722
2003,Rural regions,West,Strongly agree,0.07270,264,3788,0.06443,0.08097
2003,Rural regions,West,Agree,0.34184,1293,3788,0.32673,0.35695
2003,Rural regions,West,Disagree,0.48920,1879,3788,0.47328,0.50512
2003,Rural regions,West,Strongly disagree,0.09626,352,3788,0.08687,0.10566
2003,Rural regions,East,Strongly agree,0.11802,352,3566,0.10743,0.12861
2003,Rural regions,East,Agree,0.39717,1404,3566,0.38111,0.41323
2003,Rural regions,East,Disagree,0.43425,1644,3566,0.41798,0.45052
2003,Rural regions,East,Strongly disagree,0.05056,166,3566,0.04337,0.05775
2008,Urban regions,West,Strongly agree,0.08058,794,11031,0.07550,0.08566
2008,Urban regions,West,Agree,0.33270,3410,11031,0.32391,0.34150
2008,Urban regions,West,Disagree,0.47575,5421,11031,0.46643,0.48507
2008,Urban regions,West,Strongly disagree,0.11096,1406,11031,0.10510,0.11683
2008,Urban regions,East,Strongly agree,0.07088,104,1616,0.05837,0.08340
2008,Urban regions,East,Agree,0.34596,562,1616,0.32276,0.36916
2008,Urban regions,East,Disagree,0.48670,820,1616,0.46232,0.51108
2008,Urban regions,East,Strongly disagree,0.09646,130,1616,0.08206,0.11086
2008,Rural regions,West,Strongly agree,0.07309,205,3438,0.06439,0.08179
2008,Rural regions,West,Agree,0.34812,1155,3438,0.33220,0.36405
2008,Rural regions,West,Disagree,0.48732,1732,3438,0.47061,0.50403
2008,Rural regions,West,Strongly disagree,0.09147,346,3438,0.08183,0.10111
2008,Rural regions,East,Strongly agree,0.10252,286,3147,0.09192,0.11312
2008,Rural regions,East,Agree,0.40601,1205,3147,0.38885,0.42317
2008,Rural regions,East,Disagree,0.44140,1493,3147,0.42405,0.45876
2008,Rural regions,East,Strongly disagree,0.05007,163,3147,0.04245,0.05769
2013,Urban regions,West,Strongly agree,0.06427,850,14198,0.06024,0.06831
2013,Urban regions,West,Agree,0.29924,3963,14198,0.29171,0.30677
2013,Urban regions,West,Disagree,0.51698,7542,14198,0.50876,0.52521
2013,Urban regions,West,Strongly disagree,0.11950,1843,14198,0.11417,0.12484
2013,Urban regions,East,Strongly agree,0.07541,137,1949,0.06368,0.08713
2013,Urban regions,East,Agree,0.33915,628,1949,0.31813,0.36018
2013,Urban regions,East,Disagree,0.50941,1009,1949,0.48721,0.53161
2013,Urban regions,East,Strongly disagree,0.07603,175,1949,0.06426,0.08780
2013,Rural regions,West,Strongly agree,0.06386,335,5499,0.05740,0.07033
2013,Rural regions,West,Agree,0.32349,1676,5499,0.31113,0.33586
2013,Rural regions,West,Disagree,0.51364,2878,5499,0.50043,0.52685
2013,Rural regions,West,Strongly disagree,0.09901,610,5499,0.09111,0.10690
2013,Rural regions,East,Strongly agree,0.09169,359,3748,0.08245,0.10093
2013,Rural regions,East,Agree,0.38026,1352,3748,0.36472,0.39581
2013,Rural regions,East,Disagree,0.47567,1823,3748,0.45968,0.49166
2013,Rural regions,East,Strongly disagree,0.05238,214,3748,0.04524,0.05951
2018,Urban regions,West,Strongly agree,0.06295,1381,16714,0.05926,0.06663
2018,Urban regions,West,Agree,0.28278,4734,16714,0.27596,0.28961
2018,Urban regions,West,Disagree,0.51584,8108,16714,0.50826,0.52342
2018,Urban regions,West,Strongly disagree,0.13843,2491,16714,0.13320,0.14367
2018,Urban regions,East,Strongly agree,0.06910,171,2152,0.05838,0.07982
2018,Urban regions,East,Agree,0.31105,683,2152,0.29149,0.33062
2018,Urban regions,East,Disagree,0.51868,1071,2152,0.49757,0.53980
2018,Urban regions,East,Strongly disagree,0.10116,227,2152,0.08842,0.11391
2018,Rural regions,West,Strongly agree,0.06144,428,5964,0.05535,0.06754
2018,Rural regions,West,Agree,0.30075,1770,5964,0.28911,0.31239
2018,Rural regions,West,Disagree,0.52764,3040,5964,0.51496,0.54031
2018,Rural regions,West,Strongly disagree,0.11017,726,5964,0.10222,0.11811
2018,Rural regions,East,Strongly agree,0.07371,332,3783,0.06539,0.08204
2018,Rural regions,East,Agree,0.34264,1270,3783,0.32751,0.35776
2018,Rural regions,East,Disagree,0.50705,1901,3783,0.49112,0.52299
2018,Rural regions,East,Strongly disagree,0.07660,280,3783,0.06812,0.08507
