year,migback,regtyp,plh0193,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Urban regions,Strongly agree,0.044593757895583244,849,22003,0.04454449537343007,0.04464302041773642
2003,No migration background,Urban regions,Agree,0.18211069975618904,3699,22003,0.18201859107480192,0.18220280843757616
2003,No migration background,Urban regions,Disagree,0.2700349724925153,6028,22003,0.26992901135697334,0.27014093362805724
2003,No migration background,Urban regions,Strongly disagree,0.056165643671320375,1271,22003,0.05611069352777102,0.05622059381486973
2003,No migration background,Rural regions,Strongly agree,0.02670149203485742,562,22003,0.02666301723549275,0.026739966834222088
2003,No migration background,Rural regions,Agree,0.10359151634605113,2487,22003,0.10351878851359546,0.1036642441785068
2003,No migration background,Rural regions,Disagree,0.1374516752173632,3298,22003,0.137369497834352,0.1375338526003744
2003,No migration background,Rural regions,Strongly disagree,0.022140271445911904,476,22003,0.02210515461462403,0.022175388277199778
2003,Direct migration background,Urban regions,Strongly agree,0.013896688673008509,282,22003,0.013868750214349565,0.013924627131667453
2003,Direct migration background,Urban regions,Agree,0.03376675495677064,690,22003,0.033723645631919485,0.03380986428162179
2003,Direct migration background,Urban regions,Disagree,0.04363101685928662,886,22003,0.04358226446168112,0.043679769256892126
2003,Direct migration background,Urban regions,Strongly disagree,0.01261083073562583,266,22003,0.012584198869564947,0.012637462601686711
2003,Direct migration background,Rural regions,Strongly agree,0.0017455669616233736,47,22003,0.0017356043213203089,0.0017555296019264384
2003,Direct migration background,Rural regions,Agree,0.010219686223478505,182,22003,0.010195682768515025,0.010243689678441985
2003,Direct migration background,Rural regions,Disagree,0.00961467024398366,192,22003,0.00959138102811787,0.00963795945984945
2003,Direct migration background,Rural regions,Strongly disagree,0.002331922916282852,37,22003,0.0023204113159427777,0.002343434516622926
2003,Indirect migration background,Urban regions,Strongly agree,0.0027086786777935617,73,22003,0.0026962742900123586,0.002721083065574765
2003,Indirect migration background,Urban regions,Agree,0.009772691815445062,233,22003,0.009749213868259552,0.009796169762630572
2003,Indirect migration background,Urban regions,Disagree,0.011292063394252016,293,22003,0.011266845650107335,0.011317281138396697
2003,Indirect migration background,Urban regions,Strongly disagree,0.0023724263647077813,68,22003,0.0023608154572647847,0.002384037272150778
2003,Indirect migration background,Rural regions,Agree,0.0020465108305762927,42,22003,0.002035725145281264,0.0020572965158713215
2003,Indirect migration background,Rural regions,Disagree,0.0012004624873736833,42,22003,0.0011921983213536856,0.001208726653393681
2008,No migration background,Urban regions,Strongly agree,0.03644474018853991,650,19181,0.03640007601555606,0.03648940436152376
2008,No migration background,Urban regions,Agree,0.17709207309506872,3222,19181,0.17700108622235627,0.17718305996778116
2008,No migration background,Urban regions,Disagree,0.26211147507924365,5214,19181,0.2620066556115432,0.2622162945469441
2008,No migration background,Urban regions,Strongly disagree,0.06444875579997378,1331,19181,0.0643902303699375,0.06450728123001005
2008,No migration background,Rural regions,Strongly agree,0.02339948874997928,451,19181,0.023363458671143894,0.023435518828814665
2008,No migration background,Rural regions,Agree,0.10729374628801039,2209,19181,0.10721998218805208,0.1073675103879687
2008,No migration background,Rural regions,Disagree,0.13747628095691858,3035,19181,0.13739420745482134,0.13755835445901582
2008,No migration background,Rural regions,Strongly disagree,0.021494987966116007,467,19181,0.021460421603244028,0.021529554328987986
2008,Direct migration background,Urban regions,Strongly agree,0.015107607381919757,195,19181,0.015078533984110814,0.0151366807797287
2008,Direct migration background,Urban regions,Agree,0.036410559309513424,513,19181,0.03636591529448954,0.036455203324537305
2008,Direct migration background,Urban regions,Disagree,0.044553432735697375,700,19181,0.04450425739900762,0.04460260807238713
2008,Direct migration background,Urban regions,Strongly disagree,0.006870321933682757,134,19181,0.006850634229353555,0.00689000963801196
2008,Direct migration background,Rural regions,Agree,0.009339610552806086,129,19181,0.00931668444463264,0.009362536660979531
2008,Direct migration background,Rural regions,Disagree,0.010800997623668903,155,19181,0.010776361219258759,0.010825634028079047
2008,Direct migration background,Rural regions,Strongly disagree,0.002245980552095292,34,19181,0.0022346977156403824,0.002257263388550202
2008,Indirect migration background,Urban regions,Strongly agree,0.0027992931339740146,51,19181,0.002786700428884382,0.002811885839063647
2008,Indirect migration background,Urban regions,Agree,0.01402001507067011,220,19181,0.013991992250223873,0.014048037891116348
2008,Indirect migration background,Urban regions,Disagree,0.018348043202073443,310,19181,0.018316055930339845,0.01838003047380704
2008,Indirect migration background,Urban regions,Strongly disagree,0.003562361180502638,70,19181,0.0035481608781609757,0.0035765614828443004
2008,Indirect migration background,Rural regions,Agree,0.002849631878378759,39,19181,0.0028369267732905887,0.0028623369834669295
2008,Indirect migration background,Rural regions,Disagree,0.003330597321167141,52,19181,0.0033168651192230815,0.0033443295231112002
2013,No migration background,Urban regions,Strongly agree,0.03536563351780944,750,25361,0.035319103159126806,0.03541216387649208
2013,No migration background,Urban regions,Agree,0.16992482453229854,3641,25361,0.1698302113953141,0.17001943766928299
2013,No migration background,Urban regions,Disagree,0.29535392402096905,7071,25361,0.29523899724976893,0.29546885079216917
2013,No migration background,Urban regions,Strongly disagree,0.06644407990019964,1682,25361,0.06638133728326916,0.06650682251713012
2013,No migration background,Rural regions,Strongly agree,0.023705682709627758,624,25361,0.023667357818616078,0.02374400760063944
2013,No migration background,Rural regions,Agree,0.10691375249620738,2712,25361,0.10683590801987426,0.1069915969725405
2013,No migration background,Rural regions,Disagree,0.1596185639162156,4314,25361,0.15952629737535892,0.15971083045707227
2013,No migration background,Rural regions,Strongly disagree,0.025716392134269375,744,25361,0.025676516093467255,0.025756268175071494
2013,Direct migration background,Urban regions,Strongly agree,0.006342353695959647,180,25361,0.006322354711982127,0.006362352679937166
2013,Direct migration background,Urban regions,Agree,0.02247671342929968,648,25361,0.022439371713063577,0.022514055145535786
2013,Direct migration background,Urban regions,Disagree,0.03300204356356642,1003,25361,0.032957039937353674,0.03304704718977916
2013,Direct migration background,Urban regions,Strongly disagree,0.007010747612840116,224,25361,0.00698972828836222,0.0070317669373180115
2013,Direct migration background,Rural regions,Strongly agree,0.0016262243446029234,58,25361,0.001616073524627254,0.0016363751645785928
2013,Direct migration background,Rural regions,Agree,0.007989525215703156,256,25361,0.007967097609133316,0.008011952822272995
2013,Direct migration background,Rural regions,Disagree,0.007887018581869888,298,25361,0.007864734163041977,0.007909303000697799
2013,Direct migration background,Rural regions,Strongly disagree,0.001979088353959271,64,25361,0.0019678922550538484,0.001990284452864694
2013,Indirect migration background,Urban regions,Strongly agree,0.001411388304420607,56,25361,0.0014019307058638936,0.0014208459029773203
2013,Indirect migration background,Urban regions,Agree,0.007300924561066108,290,25361,0.007279477783214516,0.0073223713389177
2013,Indirect migration background,Urban regions,Disagree,0.011834009431851974,456,25361,0.011806767040903407,0.011861251822800541
2013,Indirect migration background,Urban regions,Strongly disagree,0.002624922058970585,108,25361,0.00261203209283356,0.00263781202510761
2013,Indirect migration background,Rural regions,Agree,0.0024584825723262837,72,25361,0.0024460069169012703,0.002470958227751297
2013,Indirect migration background,Rural regions,Disagree,0.0030137050459665177,110,25361,0.0029998961397233806,0.0030275139522096548
2018,No migration background,Urban regions,Strongly agree,0.027086200258808677,557,28555,0.02704766971826838,0.027124730799348976
2018,No migration background,Urban regions,Agree,0.14298117884053743,3104,28555,0.142898092717578,0.14306426496349686
2018,No migration background,Urban regions,Disagree,0.2741538704421996,6457,28555,0.27404799058401624,0.2742597503003829
2018,No migration background,Urban regions,Strongly disagree,0.0701500905670615,1789,28555,0.07008947077782707,0.07021071035629592
