"plh0175","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Hamburg","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Hamburg","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Hamburg","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Niedersachsen","kein Migrationshintergrund","42","0.0381941993502361","0.0263089650358784","0.0500794336645939"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Niedersachsen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Bremen","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Bremen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Bremen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Nordrhein-Westfalen","kein Migrationshintergrund","86","0.0406994258463102","0.0325112607159991","0.0488875909766213"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","36","0.0344076338791791","0.0228230043839827","0.0459922633743756"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Hessen","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Hessen","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Hessen","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Baden-Wuerttemberg","kein Migrationshintergrund","40","0.0285248039873706","0.0195918032694633","0.0374578047052778"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","40","0.036874984542219","0.0244378293528766","0.0493121397315614"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Bayern","kein Migrationshintergrund","40","0.0265961141436267","0.0186749486004089","0.0345172796868445"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Bayern","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Bayern","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Saarland","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Saarland","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Saarland","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Berlin","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Berlin","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Berlin","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","Brandenburg","kein Migrationshintergrund","","","",""
