year,quintil_oecd,region_secnat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,2nd Quintile,Eastern Europe,0.00777,34,34,-0.02218,0.03772
2005,1st Quintile,Eastern Europe,0.01046,33,33,-0.02479,0.04572
2007,1st Quintile,Eastern Europe,0.00889,33,33,-0.02363,0.04140
2008,3rd Quintile,Eastern Europe,0.00868,34,34,-0.02297,0.04033
2012,1st Quintile,Eastern Europe,0.01308,59,59,-0.01616,0.04232
2012,2nd Quintile,Eastern Europe,0.00661,54,54,-0.01521,0.02842
2012,3rd Quintile,Eastern Europe,0.00657,40,40,-0.01878,0.03192
2013,1st Quintile,Eastern Europe,0.00699,72,72,-0.01239,0.02637
2013,2nd Quintile,Eastern Europe,0.00390,56,56,-0.01257,0.02037
2013,3rd Quintile,Eastern Europe,0.00352,44,44,-0.01418,0.02121
2014,1st Quintile,Western Asia,0.00346,42,220,-0.00432,0.01124
2014,1st Quintile,Eastern Europe,0.01116,178,220,-0.00275,0.02507
2014,2nd Quintile,Southern Europe,0.00154,42,172,-0.00434,0.00743
2014,2nd Quintile,Eastern Europe,0.00582,130,172,-0.00558,0.01723
2014,3rd Quintile,Southern Europe,0.00295,42,137,-0.00617,0.01207
2014,3rd Quintile,Eastern Europe,0.00592,95,137,-0.00697,0.01881
2014,4th Quintile,Eastern Europe,0.00585,63,63,-0.01314,0.02485
2014,5th Quintile,Southern Europe,0.00241,33,72,-0.00899,0.01381
2014,5th Quintile,Eastern Europe,0.00346,39,72,-0.01019,0.01711
2015,1st Quintile,Western Asia,0.00475,43,174,-0.00550,0.01499
2015,1st Quintile,Eastern Europe,0.00888,131,174,-0.00510,0.02286
2015,2nd Quintile,Eastern Europe,0.00897,116,116,-0.00826,0.02619
2015,3rd Quintile,Southern Europe,0.00361,37,131,-0.00670,0.01391
2015,3rd Quintile,Eastern Europe,0.00627,94,131,-0.00730,0.01984
2015,4th Quintile,Eastern Europe,0.00434,63,63,-0.01202,0.02070
2015,5th Quintile,Southern Europe,0.00189,35,69,-0.00844,0.01222
2015,5th Quintile,Eastern Europe,0.00328,34,69,-0.01031,0.01688
2016,1st Quintile,Western Asia,0.00555,46,154,-0.00622,0.01732
2016,1st Quintile,Eastern Europe,0.01118,108,154,-0.00548,0.02784
2016,2nd Quintile,Eastern Europe,0.00706,121,121,-0.00792,0.02205
2016,3rd Quintile,Southern Europe,0.00488,33,123,-0.00749,0.01724
2016,3rd Quintile,Eastern Europe,0.00614,90,123,-0.00772,0.02000
2016,4th Quintile,Southern Europe,0.00211,32,88,-0.00754,0.01176
2016,4th Quintile,Eastern Europe,0.00472,56,88,-0.00968,0.01912
2016,5th Quintile,Eastern Europe,0.00454,42,42,-0.01603,0.02510
2017,1st Quintile,Southern Europe,0.00337,32,196,-0.00476,0.01151
2017,1st Quintile,Western Asia,0.00502,46,196,-0.00490,0.01494
2017,1st Quintile,Eastern Europe,0.01077,118,196,-0.00372,0.02526
2017,2nd Quintile,Eastern Europe,0.00639,99,99,-0.00939,0.02217
2017,3rd Quintile,Eastern Europe,0.00721,79,79,-0.01157,0.02598
2017,4th Quintile,Southern Europe,0.00514,33,85,-0.01015,0.02044
2017,4th Quintile,Eastern Europe,0.00371,52,85,-0.00929,0.01670
2017,5th Quintile,Southern Europe,0.00345,36,81,-0.00940,0.01631
2017,5th Quintile,Eastern Europe,0.00516,45,81,-0.01054,0.02086
2018,1st Quintile,Southern Europe,0.00315,31,171,-0.00527,0.01158
2018,1st Quintile,Western Asia,0.00285,36,171,-0.00517,0.01087
2018,1st Quintile,Eastern Europe,0.00745,104,171,-0.00548,0.02037
2018,2nd Quintile,Western Asia,0.00253,32,147,-0.00562,0.01069
2018,2nd Quintile,Eastern Europe,0.00695,115,147,-0.00653,0.02043
2018,3rd Quintile,Eastern Europe,0.00699,85,85,-0.01083,0.02480
