"beruf","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1984","(noch) kein Abschluss","männlich","319","0.323610352473519","0.285269677358376","0.361951027588662"
"Angestellte, einfache Tätigkeiten","1984","(noch) kein Abschluss","weiblich","248","0.210722505385281","0.180661139850041","0.240783870920521"
"Angestellte, einfache Tätigkeiten","1984","Hauptschule","männlich","950","0.201292195867886","0.187998922565067","0.214585469170706"
"Angestellte, einfache Tätigkeiten","1984","Hauptschule","weiblich","957","0.202942333763217","0.19005950103943","0.215825166487003"
"Angestellte, einfache Tätigkeiten","1984","Realschule","männlich","43","0.0561077485554291","0.0399783807303328","0.0722371163805255"
"Angestellte, einfache Tätigkeiten","1984","Realschule","weiblich","130","0.107574257810601","0.0892641048563784","0.125884410764823"
"Angestellte, einfache Tätigkeiten","1984","(Fach-)Abitur","männlich","84","0.0919715568495764","0.0669886466529133","0.11695446704624"
"Angestellte, einfache Tätigkeiten","1984","(Fach-)Abitur","weiblich","47","0.0829067780631089","0.0539775304792539","0.111836025646964"
"Angestellte, einfache Tätigkeiten","1984","AkademikerIn","männlich","","","",""
"Angestellte, einfache Tätigkeiten","1984","AkademikerIn","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","(noch) kein Abschluss","männlich","51","0.0510951862648497","0.0330504144373983","0.0691399580923011"
"Angestellte, qualifizierte Tätigkeiten","1984","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","Hauptschule","männlich","1255","0.367155875866293","0.351175090505716","0.383136661226869"
"Angestellte, qualifizierte Tätigkeiten","1984","Hauptschule","weiblich","309","0.0800461776818136","0.0713539021492538","0.0887384532143735"
"Angestellte, qualifizierte Tätigkeiten","1984","Realschule","männlich","273","0.351120066759258","0.317665553809435","0.384574579709081"
"Angestellte, qualifizierte Tätigkeiten","1984","Realschule","weiblich","314","0.266451815447521","0.240325665592928","0.292577965302114"
"Angestellte, qualifizierte Tätigkeiten","1984","(Fach-)Abitur","männlich","111","0.187555146407931","0.153808705979062","0.221301586836799"
"Angestellte, qualifizierte Tätigkeiten","1984","(Fach-)Abitur","weiblich","73","0.245258238196896","0.200119816421947","0.290396659971846"
"Angestellte, qualifizierte Tätigkeiten","1984","AkademikerIn","männlich","204","0.37758589519103","0.336506996264607","0.418664794117453"
"Angestellte, qualifizierte Tätigkeiten","1984","AkademikerIn","weiblich","62","0.232399302715954","0.180355032742008","0.2844435726899"
"Selbstständige/ManagerInnen","1984","(noch) kein Abschluss","männlich","","","",""
