"beruf","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","kein Migrationshintergrund","505","0.16249306947349","0.149502774572963","0.175483364374018"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","direkter Migrationshintergrund","511","0.320880696919806","0.296269150475729","0.345492243363884"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","kein Migrationshintergrund","801","0.182627553485441","0.171118292307418","0.194136814663464"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","direkter Migrationshintergrund","976","0.385227629257798","0.36360023622396","0.406855022291636"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","kein Migrationshintergrund","906","0.294876999849592","0.278820152653791","0.310933847045392"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","direkter Migrationshintergrund","192","0.169890958902821","0.150091798445","0.189690119360642"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","kein Migrationshintergrund","1241","0.277760832887093","0.264418544629117","0.29110312114507"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","direkter Migrationshintergrund","315","0.217053264772672","0.198732754814793","0.235373774730551"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","kein Migrationshintergrund","105","0.0329527374287366","0.0266666997018412","0.039238775155632"
"Selbstständige/ManagerInnen","1984","16-34 J.","direkter Migrationshintergrund","50","0.0390392563272633","0.0288275654212353","0.0492509472332913"
"Selbstständige/ManagerInnen","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","kein Migrationshintergrund","402","0.0921840898031127","0.0835665920467895","0.100801587559436"
"Selbstständige/ManagerInnen","1984","35-65 J.","direkter Migrationshintergrund","70","0.0397773753130025","0.0310919254630126","0.0484628251629924"
"Selbstständige/ManagerInnen","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","16-34 J.","kein Migrationshintergrund","843","0.278111228841071","0.262333234732347","0.293889222949795"
"In Ausbildung","1984","16-34 J.","direkter Migrationshintergrund","228","0.173694661022517","0.15372100420582","0.193668317839215"
"In Ausbildung","1984","16-34 J.","indirekter Migrationshintergrund","55","0.405894831389649","0.310596251046175","0.501193411733122"
"In Ausbildung","1984","35-65 J.","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","35-65 J.","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1984","66 und älter","kein Migrationshintergrund","","","",""
"In Ausbildung","1984","66 und älter","direkter Migrationshintergrund","","","",""
"In Ausbildung","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","16-34 J.","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1984","16-34 J.","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","35-65 J.","kein Migrationshintergrund","562","0.148079875646721","0.137499483674027","0.158660267619414"
"In Rente oder Pension","1984","35-65 J.","direkter Migrationshintergrund","84","0.0971851477564504","0.0840211564939619","0.110349139018939"
"In Rente oder Pension","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","66 und älter","kein Migrationshintergrund","1083","0.893317264811429","0.876043947769156","0.910590581853702"
"In Rente oder Pension","1984","66 und älter","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","16-34 J.","kein Migrationshintergrund","142","0.0488404415857255","0.0412507546263463","0.0564301285451046"
"Arbeitslose","1984","16-34 J.","direkter Migrationshintergrund","88","0.0727181227471087","0.0590275604768047","0.0864086850174128"
"Arbeitslose","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","35-65 J.","kein Migrationshintergrund","92","0.0219839401229611","0.0176159659928785","0.0263519142530437"
"Arbeitslose","1984","35-65 J.","direkter Migrationshintergrund","106","0.0540929134864385","0.0440402136650224","0.0641456133078546"
"Arbeitslose","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1984","66 und älter","kein Migrationshintergrund","","","",""
"Arbeitslose","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Arbeitslose","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","16-34 J.","kein Migrationshintergrund","419","0.126379593284372","0.114679017172186","0.138080169396559"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","direkter Migrationshintergrund","306","0.212297950246263","0.190737989896671","0.233857910595856"
"Sonstige Nichterwerbspersonen","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","35-65 J.","kein Migrationshintergrund","925","0.209170042348359","0.197054423656351","0.221285661040368"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","direkter Migrationshintergrund","369","0.185486697521628","0.168212663786343","0.202760731256913"
"Sonstige Nichterwerbspersonen","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","66 und älter","kein Migrationshintergrund","97","0.0718002065861468","0.0573554778558922","0.0862449353164014"
"Sonstige Nichterwerbspersonen","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige Nichterwerbspersonen","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte","1984","16-34 J.","kein Migrationshintergrund","171","0.0544012678159459","0.0464146052605294","0.0623879303713624"
"Beamte","1984","16-34 J.","direkter Migrationshintergrund","","","",""
"Beamte","1984","16-34 J.","indirekter Migrationshintergrund","","","",""
"Beamte","1984","35-65 J.","kein Migrationshintergrund","292","0.0648663644281333","0.0575296618080138","0.0722030670482527"
"Beamte","1984","35-65 J.","direkter Migrationshintergrund","","","",""
"Beamte","1984","35-65 J.","indirekter Migrationshintergrund","","","",""
"Beamte","1984","66 und älter","kein Migrationshintergrund","","","",""
"Beamte","1984","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","kein Migrationshintergrund","473","0.161765519500765","0.148356420953948","0.175174618047582"
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","direkter Migrationshintergrund","393","0.293975796814787","0.26756444936211","0.320387144267463"
"Angestellte, einfache Tätigkeiten","1985","16-34 J.","indirekter Migrationshintergrund","","","",""
