"beruf","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Niedersachsen","70","0.129595488948407","0.0983554105680806","0.160835567328734"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Nordrhein-Westfalen","255","0.16415774130499","0.143912616755317","0.184402865854664"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Hessen","123","0.179205458248804","0.1459198996654","0.212491016832209"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Rheinland-Pfalz,Saarland","71","0.198983881989977","0.154755047058697","0.243212716921257"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Baden-Württemberg","257","0.225542937197224","0.197396743365337","0.253689131029112"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Bayern","163","0.194531452567961","0.166426049799014","0.222636855336908"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Berlin","45","0.251012684115573","0.178670167424946","0.3233552008062"
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1984","16-34 J.","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Schleswig-Holstein","45","0.184551841318838","0.131576733371304","0.237526949266371"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Hamburg","46","0.202833989300045","0.138268609576445","0.267399369023645"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Niedersachsen","143","0.180662834952692","0.150738330569942","0.210587339335442"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Nordrhein-Westfalen","447","0.186672616896966","0.168062459231545","0.205282774562387"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Hessen","184","0.208774238170443","0.17706235193611","0.240486124404775"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Rheinland-Pfalz,Saarland","96","0.170020565246907","0.13426451356431","0.205776616929504"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Baden-Württemberg","422","0.253061636282441","0.228318127494803","0.277805145070079"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Bayern","308","0.209729930717224","0.185561257169519","0.233898604264929"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Berlin","77","0.287857466371395","0.228432646845481","0.34728228589731"
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1984","35-65 J.","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Baden-Württemberg","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1984","66 und älter","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Schleswig-Holstein","41","0.305443328926659","0.22803319791398","0.382853459939337"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Hamburg","38","0.400293982851176","0.310353668842758","0.490234296859594"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Niedersachsen","98","0.249542831439449","0.20929040078978","0.289795262089118"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Nordrhein-Westfalen","287","0.265621005360553","0.241482024079751","0.289759986641354"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Hessen","122","0.282060989643097","0.243005841304763","0.32111613798143"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Rheinland-Pfalz,Saarland","74","0.256511389838467","0.208131329126554","0.30489145055038"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Baden-Württemberg","191","0.276592076338107","0.246467712535244","0.30671644014097"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Bayern","213","0.304617556876798","0.271939221063049","0.337295892690548"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Berlin","39","0.364695679119441","0.284386578679964","0.445004779558918"
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","16-34 J.","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Schleswig-Holstein","58","0.30288935340763","0.240140276312874","0.365638430502386"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Hamburg","46","0.354865279331377","0.27803862525033","0.431691933412424"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Niedersachsen","164","0.274520282153722","0.239809764993183","0.309230799314262"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Nordrhein-Westfalen","399","0.263298684544114","0.242263461818686","0.284333907269542"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Hessen","161","0.278063543661697","0.243104871804205","0.313022215519189"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Rheinland-Pfalz,Saarland","96","0.238219304752184","0.197671381061535","0.278767228442833"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Baden-Württemberg","295","0.296230855909836","0.270245061143687","0.322216650675985"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Bayern","267","0.256248043023063","0.2303313740602","0.282164711985925"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Berlin","60","0.287515430754256","0.228111665946835","0.346919195561677"
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","35-65 J.","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Niedersachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Hessen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Baden-Württemberg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Bayern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1984","66 und älter","Thüringen","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Hamburg","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Bremen","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Nordrhein-Westfalen","41","0.0273922493083612","0.0184713154866855","0.036313183130037"
"Selbstständige/ManagerInnen","1984","16-34 J.","Hessen","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Bayern","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Saarland","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Berlin","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Sachsen","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1984","16-34 J.","Thüringen","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Hamburg","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Niedersachsen","58","0.0934460728704631","0.0708080456670648","0.116084100073861"
"Selbstständige/ManagerInnen","1984","35-65 J.","Bremen","","","",""
"Selbstständige/ManagerInnen","1984","35-65 J.","Nordrhein-Westfalen","131","0.0866093885641922","0.0731759310728455","0.100042846055539"
"Selbstständige/ManagerInnen","1984","35-65 J.","Hessen","41","0.0773956906963254","0.0565460036329501","0.0982453777597007"
