year,migback,quintil_oecd,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,1st Quintile,In mancher Beziehung,0.5555555555555556,16099,0.5478796590664949,0.5632314520446162
1984,No migration background,1st Quintile,Voll und ganz,0.4444444444444444,16099,0.4367685479553838,0.45212034093350506
1984,No migration background,2nd Quintile,Voll und ganz,1.0,16099,1.0,1.0
1984,Direct migration background,1st Quintile,Gar nicht,0.5187292555713608,16099,0.5110109543532592,0.5264475567894625
1984,Direct migration background,1st Quintile,In mancher Beziehung,0.2422949265054528,16099,0.23567613228529058,0.24891372072561505
1984,Direct migration background,1st Quintile,Kaum,0.1588430535798957,16099,0.15319655461721216,0.16448955254257924
1984,Direct migration background,1st Quintile,Ueberwiegend,0.05357989568515884,16099,0.050101335421241976,0.05705845594907571
1984,Direct migration background,1st Quintile,Voll und ganz,0.026552868658131817,16099,0.024069343695264027,0.029036393620999607
1984,Direct migration background,2nd Quintile,Gar nicht,0.4644808743169399,16099,0.45677666573720205,0.47218508289667777
1984,Direct migration background,2nd Quintile,In mancher Beziehung,0.2568306010928962,16099,0.25008184217148355,0.2635793600143088
1984,Direct migration background,2nd Quintile,Kaum,0.1785063752276867,16099,0.1725909552255938,0.18442179522977958
1984,Direct migration background,2nd Quintile,Ueberwiegend,0.07103825136612021,16099,0.06706997721310387,0.07500652551913656
1984,Direct migration background,2nd Quintile,Voll und ganz,0.029143897996357013,16099,0.026545486837994115,0.031742309154719914
1984,Direct migration background,3rd Quintile,Gar nicht,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Direct migration background,3rd Quintile,In mancher Beziehung,0.23015873015873015,16099,0.22365637117980428,0.23666108913765602
1984,Direct migration background,3rd Quintile,Kaum,0.15873015873015872,16099,0.1530852879264538,0.16437502953386365
1984,Direct migration background,3rd Quintile,Ueberwiegend,0.07936507936507936,16099,0.07518951607616627,0.08354064265399246
1984,Direct migration background,3rd Quintile,Voll und ganz,0.031746031746031744,16099,0.029037736626928674,0.03445432686513482
1984,Direct migration background,4th Quintile,Gar nicht,0.5789473684210527,16099,0.5713205333264963,0.586574203515609
1984,Direct migration background,4th Quintile,Kaum,0.21052631578947367,16099,0.20422866397819822,0.21682396760074912
1984,Direct migration background,4th Quintile,In mancher Beziehung,0.15789473684210525,16099,0.15226194582265062,0.16352752786155988
1984,Direct migration background,4th Quintile,Ueberwiegend,0.05263157894736842,16099,0.04918221299101959,0.05608094490371725
1984,Direct migration background,5th Quintile,In mancher Beziehung,0.375,16099,0.3675215384741104,0.3824784615258896
1984,Direct migration background,5th Quintile,Gar nicht,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,Direct migration background,5th Quintile,Kaum,0.1875,16099,0.1814706715617544,0.1935293284382456
1984,Direct migration background,5th Quintile,Ueberwiegend,0.125,16099,0.11989123819593908,0.13010876180406092
1984,Indirect migration background,1st Quintile,Gar nicht,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1984,Indirect migration background,1st Quintile,In mancher Beziehung,0.2619047619047619,16099,0.255112967665606,0.26869655614391785
1984,Indirect migration background,1st Quintile,Voll und ganz,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,Indirect migration background,1st Quintile,Kaum,0.11904761904761904,16099,0.11404504881010771,0.12405018928513037
1984,Indirect migration background,1st Quintile,Ueberwiegend,0.11904761904761904,16099,0.11404504881010771,0.12405018928513037
1984,Indirect migration background,2nd Quintile,In mancher Beziehung,0.36363636363636365,16099,0.3562054373759114,0.37106728989681587
1984,Indirect migration background,2nd Quintile,Voll und ganz,0.3181818181818182,16099,0.3109868547684115,0.3253767815952249
1984,Indirect migration background,2nd Quintile,Kaum,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,Indirect migration background,2nd Quintile,Ueberwiegend,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Indirect migration background,2nd Quintile,Gar nicht,0.045454545454545456,16099,0.04223685999694519,0.048672230912145724
1984,Indirect migration background,3rd Quintile,Kaum,1.0,16099,1.0,1.0
1984,Indirect migration background,4th Quintile,Voll und ganz,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Indirect migration background,4th Quintile,In mancher Beziehung,0.25,16099,0.24331106066439764,0.2566889393356024
