year,sampreg,sex,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,West,male,Gar nicht,0.4697644812221515,16099,0.462054894149779,0.47747406829452393
1984,West,male,In mancher Beziehung,0.2692552514322088,16099,0.26240318501648685,0.27610731784793074
1984,West,male,Kaum,0.16104392106938256,16099,0.15536588166851367,0.16672196047025145
1984,West,male,Ueberwiegend,0.06556333545512412,16099,0.06173982681191022,0.06938684409833802
1984,West,male,Voll und ganz,0.03437301082113304,16099,0.03155871266313029,0.03718730897913579
1984,West,female,Gar nicht,0.5305199698568199,16099,0.5228106502407065,0.5382292894729334
1984,West,female,In mancher Beziehung,0.22004521477015826,16099,0.21364569626955218,0.22644473327076434
1984,West,female,Kaum,0.16352675207234363,16099,0.1578135832881074,0.16923992085657985
1984,West,female,Ueberwiegend,0.05199698568198945,16099,0.048567329662793986,0.05542664170118491
1984,West,female,Voll und ganz,0.03391107761868877,16099,0.031115085339761896,0.03670706989761564
1985,West,male,Gar nicht,0.4449438202247191,14443,0.436838905934792,0.4530487345146462
1985,West,male,In mancher Beziehung,0.3048689138576779,14443,0.29736103437340156,0.31237679334195423
1985,West,male,Kaum,0.15580524344569288,14443,0.14989044805809365,0.1617200388332921
1985,West,male,Ueberwiegend,0.06816479400749063,14443,0.06405446121044342,0.07227512680453785
1985,West,male,Voll und ganz,0.026217228464419477,14443,0.02361136415112042,0.028823092777718533
1985,West,female,Gar nicht,0.5235555555555556,14443,0.5154101092434071,0.531701001867704
1985,West,female,In mancher Beziehung,0.21955555555555556,14443,0.2128045171617852,0.22630659394932592
1985,West,female,Kaum,0.17066666666666666,14443,0.1645309361145505,0.17680239721878283
1985,West,female,Ueberwiegend,0.057777777777777775,14443,0.053972516741171844,0.061583038814383706
1985,West,female,Voll und ganz,0.028444444444444446,14443,0.02573325469760628,0.031155634191282613
1986,West,male,Gar nicht,0.4278996865203762,13742,0.41962715984438,0.4361722131963724
1986,West,male,In mancher Beziehung,0.32601880877742945,13742,0.31818133111960456,0.33385628643525433
1986,West,male,Kaum,0.16065830721003135,13742,0.15451853737492502,0.1667980770451377
1986,West,male,Ueberwiegend,0.052507836990595615,13742,0.048778505600782986,0.056237168380408244
1986,West,male,Voll und ganz,0.032915360501567396,13742,0.029932295959589225,0.03589842504354557
1986,West,female,Gar nicht,0.49764816556914393,13742,0.4892883576429556,0.5060079734953323
1986,West,female,In mancher Beziehung,0.24459078080903104,13742,0.23740386956734405,0.25177769205071804
1986,West,female,Kaum,0.17497648165569143,13742,0.16862384372288483,0.18132911958849804
1986,West,female,Ueberwiegend,0.059266227657572904,13742,0.055318309786162374,0.06321414552898344
1986,West,female,Voll und ganz,0.023518344308560677,13742,0.020984578240480604,0.02605211037664075
1987,West,male,Gar nicht,0.39765625,13496,0.38939911001938177,0.4059133899806182
1987,West,male,In mancher Beziehung,0.3203125,13496,0.3124403180828933,0.3281846819171067
1987,West,male,Kaum,0.18125,13496,0.17475067580516046,0.18774932419483953
1987,West,male,Ueberwiegend,0.071875,13496,0.06751741666954647,0.07623258333045352
1987,West,male,Voll und ganz,0.02890625,13496,0.02607954821421344,0.03173295178578656
1987,West,female,Gar nicht,0.4849906191369606,13496,0.47655867393132645,0.4934225643425948
1987,West,female,In mancher Beziehung,0.2448405253283302,13496,0.23758590771899785,0.25209514293766255
1987,West,female,Kaum,0.1801125703564728,13496,0.17362917265738112,0.18659596805556447
1987,West,female,Ueberwiegend,0.06378986866791744,13496,0.05966684280671096,0.06791289452912393
1987,West,female,Voll und ganz,0.02626641651031895,13496,0.023568217216400535,0.028964615804237367
1989,West,male,Gar nicht,0.3549459684123026,12393,0.34652141249342777,0.3633705243311774
1989,West,male,In mancher Beziehung,0.35328345802161265,12393,0.3448678309366327,0.3616990851065926
1989,West,male,Kaum,0.17871986699916875,12393,0.1719745879426592,0.1854651460556783
1989,West,male,Ueberwiegend,0.07065669160432253,12393,0.0661450708710524,0.07516831233759266
1989,West,male,Voll und ganz,0.04239401496259352,12393,0.03884658731256671,0.04594144261262033
1989,West,female,Gar nicht,0.44454976303317534,12393,0.4358009201710704,0.45329860589528026
1989,West,female,In mancher Beziehung,0.2739336492890995,12393,0.26608167817816986,0.2817856204000292
1989,West,female,Kaum,0.18578199052132702,12393,0.17893436495938805,0.19262961608326598
1989,West,female,Ueberwiegend,0.06066350710900474,12393,0.0564606734558135,0.06486634076219598
1989,West,female,Voll und ganz,0.035071090047393366,12393,0.03183224524693479,0.038309934847851945
1991,West,male,Gar nicht,0.33814783347493627,17756,0.3311893066590026,0.34510636029086994
1991,West,male,In mancher Beziehung,0.32710280373831774,17756,0.3202019949182134,0.3340036125584221
1991,West,male,Kaum,0.1860662701784197,17756,0.18034210902158584,0.19179043133525356
1991,West,male,Ueberwiegend,0.102803738317757,17756,0.09833657649976657,0.10727090013574744
1991,West,male,Voll und ganz,0.045879354290569246,17756,0.042801884500508265,0.04895682408063023
1991,West,female,Gar nicht,0.43418467583497056,17756,0.42689416261910673,0.4414751890508344
1991,West,female,In mancher Beziehung,0.275049115913556,17756,0.26848096804078103,0.281617263786331
1991,West,female,Kaum,0.18369351669941061,17756,0.1779976864155676,0.18938934698325363
1991,West,female,Ueberwiegend,0.08055009823182711,17756,0.07654714445020783,0.0845530520134464
1991,West,female,Voll und ganz,0.026522593320235755,17756,0.024159099699188058,0.028886086941283452
1993,West,male,In mancher Beziehung,0.34305923961096374,16993,0.335921368404705,0.3501971108172225
1993,West,male,Gar nicht,0.3306808134394341,16993,0.32360718605975647,0.33775444081911177
1993,West,male,Kaum,0.18037135278514588,16993,0.17459021409182288,0.18615249147846888
1993,West,male,Ueberwiegend,0.10167992926613616,16993,0.09713576301552311,0.1062240955167492
1993,West,male,Voll und ganz,0.04420866489832007,16993,0.04111796892115939,0.047299360875480756
1993,West,female,Gar nicht,0.4059304703476483,16993,0.39854691546396503,0.41331402523133154
1993,West,female,In mancher Beziehung,0.2770961145194274,16993,0.27036671147656277,0.283825517562292
1993,West,female,Kaum,0.18813905930470348,16993,0.18226279460527775,0.1940153240041292
1993,West,female,Ueberwiegend,0.08997955010224949,16993,0.08567707340056238,0.0942820268039366
1993,West,female,Voll und ganz,0.03885480572597137,16993,0.03594919176890838,0.041760419683034365
1995,West,male,Gar nicht,0.3350151362260343,17246,0.32797063944299787,0.3420596330090707
1995,West,male,In mancher Beziehung,0.32593340060544906,17246,0.31893775631948684,0.3329290448914113
1995,West,male,Kaum,0.20383451059535823,17246,0.19782204765731554,0.20984697353340093
1995,West,male,Ueberwiegend,0.09283551967709384,17246,0.08850428230724863,0.09716675704693906
1995,West,male,Voll und ganz,0.04238143289606458,17246,0.03937469218878243,0.04538817360334673
1995,West,female,Gar nicht,0.4029017857142857,17246,0.39558139329222114,0.41022217813635026
1995,West,female,In mancher Beziehung,0.27455357142857145,17246,0.2678927452153015,0.2812143976418414
