year,age_gr,regtyp,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,18-29 y.,Urban regions,Gar nicht,0.4430769230769231,14443,0.4349754398304332,0.451178406323413
1985,18-29 y.,Urban regions,In mancher Beziehung,0.28923076923076924,14443,0.281836182255295,0.2966253562062435
1985,18-29 y.,Urban regions,Kaum,0.14923076923076922,14443,0.1434196144660643,0.15504192399547415
1985,18-29 y.,Urban regions,Ueberwiegend,0.07846153846153846,14443,0.074076105178542,0.08284697174453491
1985,18-29 y.,Urban regions,Voll und ganz,0.04,14443,0.036804101499910216,0.043195898500089785
1985,18-29 y.,Rural regions,Gar nicht,0.5238095238095238,14443,0.515664273902488,0.5319547737165596
1985,18-29 y.,Rural regions,In mancher Beziehung,0.19047619047619047,14443,0.18407202526107921,0.19688035569130172
1985,18-29 y.,Rural regions,Kaum,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,18-29 y.,Rural regions,Ueberwiegend,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,18-29 y.,Rural regions,Voll und ganz,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,30-45 y.,Urban regions,Gar nicht,0.47297297297297297,14443,0.46483039414414434,0.4811155518018016
1985,30-45 y.,Urban regions,In mancher Beziehung,0.27364864864864863,14443,0.26637759424622653,0.2809197030510707
1985,30-45 y.,Urban regions,Kaum,0.17905405405405406,14443,0.17280122254380204,0.18530688556430608
1985,30-45 y.,Urban regions,Ueberwiegend,0.05630630630630631,14443,0.05254688142487354,0.06006573118773907
1985,30-45 y.,Urban regions,Voll und ganz,0.018018018018018018,14443,0.01584865299468544,0.020187383041350596
1985,30-45 y.,Rural regions,Gar nicht,0.4074074074074074,14443,0.39939394995307165,0.4154208648617431
1985,30-45 y.,Rural regions,In mancher Beziehung,0.34074074074074073,14443,0.33301095392542795,0.3484705275560535
1985,30-45 y.,Rural regions,Kaum,0.13333333333333333,14443,0.1277893389621819,0.13887732770448477
1985,30-45 y.,Rural regions,Ueberwiegend,0.08888888888888889,14443,0.08424761950556538,0.09353015827221241
1985,30-45 y.,Rural regions,Voll und ganz,0.02962962962962963,14443,0.026864221464985103,0.032395037794274155
1985,46-65 y.,Urban regions,Gar nicht,0.5405405405405406,14443,0.5324128885415488,0.5486681925395324
1985,46-65 y.,Urban regions,In mancher Beziehung,0.2289348171701113,14443,0.2220826360229797,0.2357869983172429
1985,46-65 y.,Urban regions,Kaum,0.16216216216216217,14443,0.15615067237296562,0.16817365195135872
1985,46-65 y.,Urban regions,Ueberwiegend,0.046104928457869634,14443,0.042684729703923396,0.04952512721181587
1985,46-65 y.,Urban regions,Voll und ganz,0.022257551669316374,14443,0.019851647659266065,0.024663455679366682
1985,46-65 y.,Rural regions,Gar nicht,0.4444444444444444,14443,0.4363404365740921,0.45254845231479673
1985,46-65 y.,Rural regions,In mancher Beziehung,0.25396825396825395,14443,0.2468692774999793,0.2610672304365286
