year,age_gr,pgisced97,plj0078,proportion,n,lower_confidence,upper_confidence
1984,46-65 J.,inadequately,Gar nicht,0.0748792270531401,16099,0.07081351596712297,0.07894493813915722
1984,30-45 J.,inadequately,Gar nicht,0.0728088336783989,16099,0.06879524095271856,0.07682242640407923
1984,30-45 J.,general elemantary,Gar nicht,0.06901311249137336,16099,0.06509754954070114,0.07292867544204558
1984,18-29 J.,general elemantary,Gar nicht,0.059006211180124224,16099,0.05536623229661929,0.06264619006362915
1984,30-45 J.,middle vocational,Gar nicht,0.051759834368530024,16099,0.04833758041600506,0.055182088321054985
1984,18-29 J.,middle vocational,Gar nicht,0.04416839199447895,16099,0.04099441986153998,0.04734236412741792
1984,46-65 J.,general elemantary,Gar nicht,0.03554175293305728,16099,0.032681741570825436,0.038401764295289124
1984,30-45 J.,middle vocational,In mancher Beziehung,0.035196687370600416,16099,0.032350084326480656,0.038043290414720175
1984,30-45 J.,general elemantary,In mancher Beziehung,0.031055900621118012,16099,0.0283762507832865,0.03373555045894952
1984,30-45 J.,inadequately,In mancher Beziehung,0.031055900621118012,16099,0.0283762507832865,0.03373555045894952
1984,18-29 J.,general elemantary,In mancher Beziehung,0.02933057280883368,16099,0.026724103779116958,0.0319370418385504
1984,18-29 J.,inadequately,Gar nicht,0.02933057280883368,16099,0.026724103779116958,0.0319370418385504
1984,18-29 J.,middle vocational,In mancher Beziehung,0.027605244996549344,16099,0.025074352327083885,0.030136137666014803
1984,30-45 J.,general elemantary,Kaum,0.026915113871635612,16099,0.02441517093558557,0.029415056807685653
1984,46-65 J.,inadequately,In mancher Beziehung,0.025534851621808144,16099,0.023098127031139084,0.027971576212477204
1984,46-65 J.,middle vocational,Gar nicht,0.024499654934437544,16099,0.022111566976664693,0.026887742892210395
1984,46-65 J.,middle vocational,In mancher Beziehung,0.021739130434782608,16099,0.019486421682558288,0.023991839187006928
1984,46-65 J.,inadequately,Kaum,0.02139406487232574,16099,0.01915891217413172,0.02362921757051976
1984,30-45 J.,inadequately,Kaum,0.020703933747412008,16099,0.01850435223487925,0.022903515259944766
1984,18-29 J.,general elemantary,Kaum,0.019668737060041408,16099,0.017523717362014468,0.021813756758068348
1984,30-45 J.,middle vocational,Kaum,0.01932367149758454,16099,0.017197176867612612,0.02145016612755647
1984,18-29 J.,middle vocational,Kaum,0.01621808143547274,16099,0.01426686350754121,0.01816929936340427
1984,46-65 J.,general elemantary,In mancher Beziehung,0.014147688060731538,16099,0.012323350126977136,0.01597202599448594
1984,30-45 J.,middle vocational,Ueberwiegend,0.010351966873706004,16099,0.008788428873161806,0.011915504874250202
1984,18-29 J.,general elemantary,Ueberwiegend,0.010006901311249138,16099,0.008469375153526564,0.011544427468971712
1984,46-65 J.,middle vocational,Kaum,0.008971704623878536,16099,0.007515115268649267,0.010428293979107805
1984,46-65 J.,general elemantary,Kaum,0.00862663906142167,16099,0.00719808704885001,0.01005519107399333
1984,30-45 J.,vocational + Abi,Gar nicht,0.00862663906142167,16099,0.00719808704885001,0.01005519107399333
1984,18-29 J.,inadequately,In mancher Beziehung,0.008281573498964804,16099,0.006881640525727211,0.009681506472202396
1984,18-29 J.,middle vocational,Voll und ganz,0.00759144237405107,16099,0.006250642312271385,0.008932242435830755
1984,18-29 J.,general elemantary,Voll und ganz,0.007246376811594203,16099,0.0059361761380927495,0.008556577485095657
1984,18-29 J.,inadequately,Kaum,0.006901311249137336,16099,0.0056224641206270905,0.008180158377647581
1984,18-29 J.,middle vocational,Ueberwiegend,0.006901311249137336,16099,0.0056224641206270905,0.008180158377647581
1984,18-29 J.,vocational + Abi,Gar nicht,0.005521048999309869,16099,0.004376418748128434,0.006665679250491304
1984,30-45 J.,vocational + Abi,In mancher Beziehung,0.005521048999309869,16099,0.004376418748128434,0.006665679250491304
