year,migback,sampreg,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,West,In mancher Beziehung,0.5,16099,0.4922762781479938,0.5077237218520062
1984,No migration background,West,Voll und ganz,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Direct migration background,West,Gar nicht,0.506562610854913,16099,0.4988395543199237,0.5142856673899024
1984,Direct migration background,West,In mancher Beziehung,0.2447676481021639,16099,0.23812602966894167,0.25140926653538614
1984,Direct migration background,West,Kaum,0.16317843206810925,16099,0.15747016305902722,0.16888670107719128
1984,Direct migration background,West,Ueberwiegend,0.05853139411138702,16099,0.054905175549271004,0.06215761267350303
1984,Direct migration background,West,Voll und ganz,0.026959914863426748,16099,0.024457949775949672,0.029461879950903824
1984,Indirect migration background,West,In mancher Beziehung,0.2898550724637681,16099,0.28284664523462577,0.2968634996929105
1984,Indirect migration background,West,Voll und ganz,0.2608695652173913,16099,0.25408645504461985,0.26765267539016274
1984,Indirect migration background,West,Gar nicht,0.2028985507246377,16099,0.19668624396139966,0.20911085748787572
1984,Indirect migration background,West,Kaum,0.14492753623188406,16099,0.13948960719054665,0.15036546527322148
1984,Indirect migration background,West,Ueberwiegend,0.10144927536231885,16099,0.09678534137140564,0.10611320935323205
1985,No migration background,West,Voll und ganz,0.5714285714285714,14443,0.5633577089235807,0.5794994339335621
1985,No migration background,West,In mancher Beziehung,0.2857142857142857,14443,0.2783466299601089,0.2930819414684625
1985,No migration background,West,Ueberwiegend,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,Direct migration background,West,Gar nicht,0.49055018899622005,14443,0.4823971448828882,0.4987032331095519
1985,Direct migration background,West,In mancher Beziehung,0.2624947501049979,14443,0.2553189516085805,0.2696705486014153
1985,Direct migration background,West,Kaum,0.16589668206635869,14443,0.15982993148785643,0.17196343264486094
1985,Direct migration background,West,Ueberwiegend,0.059218815623687526,14443,0.05536934033714884,0.06306829091022621
1985,Direct migration background,West,Voll und ganz,0.021839563208735827,14443,0.019455847895651354,0.0242232785218203
1985,Indirect migration background,West,In mancher Beziehung,0.375,14443,0.3671044387257816,0.3828955612742184
