year,migback,pgisced97,plj0078,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,general elementary,Voll und ganz,0.75,16099,0.7433110606643977,0.7566889393356023
1984,No migration background,general elementary,In mancher Beziehung,0.25,16099,0.24331106066439764,0.2566889393356024
1984,No migration background,middle vocational,In mancher Beziehung,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,No migration background,middle vocational,Voll und ganz,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Direct migration background,in school,In mancher Beziehung,0.8,16099,0.793821022518395,0.806178977481605
1984,Direct migration background,in school,Gar nicht,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Direct migration background,inadequately,Gar nicht,0.5804274465691789,16099,0.5728043025110617,0.588050590627296
1984,Direct migration background,inadequately,In mancher Beziehung,0.21147356580427445,16099,0.2051655496941203,0.21778158191442862
1984,Direct migration background,inadequately,Kaum,0.1597300337457818,16099,0.15407077783268047,0.1653892896588831
1984,Direct migration background,inadequately,Ueberwiegend,0.03487064116985377,16099,0.032036774906537474,0.03770450743317007
1984,Direct migration background,inadequately,Voll und ganz,0.013498312710911136,16099,0.011715748101488918,0.015280877320333354
1984,Direct migration background,general elementary,Gar nicht,0.5211111111111111,16099,0.5133942769316185,0.5288279452906036
1984,Direct migration background,general elementary,In mancher Beziehung,0.2288888888888889,16099,0.2223991465094443,0.23537863126833347
1984,Direct migration background,general elementary,Kaum,0.17333333333333334,16099,0.16748593231988643,0.17918073434678025
1984,Direct migration background,general elementary,Ueberwiegend,0.05,16099,0.04663330769790881,0.05336669230209119
1984,Direct migration background,general elementary,Voll und ganz,0.02666666666666667,16099,0.02417797103399872,0.029155362299334617
1984,Direct migration background,middle vocational,Gar nicht,0.43821656050955415,16099,0.4305520313567521,0.44588108966235623
1984,Direct migration background,middle vocational,In mancher Beziehung,0.29426751592356687,16099,0.28722791828829747,0.30130711355883627
1984,Direct migration background,middle vocational,Kaum,0.1592356687898089,16099,0.1535835154084988,0.16488782217111903
1984,Direct migration background,middle vocational,Ueberwiegend,0.0751592356687898,16099,0.07108654635955346,0.07923192497802616
1984,Direct migration background,middle vocational,Voll und ganz,0.033121019108280254,16099,0.030356659577986014,0.035885378638574494
1984,Direct migration background,vocational + Abi,Gar nicht,0.41964285714285715,16099,0.4120195361688842,0.4272661781168301
1984,Direct migration background,vocational + Abi,In mancher Beziehung,0.25892857142857145,16099,0.25216187577465915,0.26569526708248375
1984,Direct migration background,vocational + Abi,Kaum,0.16071428571428573,16099,0.15504094615211525,0.1663876252764562
1984,Direct migration background,vocational + Abi,Ueberwiegend,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Direct migration background,vocational + Abi,Voll und ganz,0.017857142857142856,16099,0.01581140520308585,0.01990288051119986
1984,Direct migration background,higher vocational,In mancher Beziehung,0.38461538461538464,16099,0.3771001375181682,0.3921306317126011
1984,Direct migration background,higher vocational,Gar nicht,0.23076923076923078,16099,0.22426083586732404,0.23727762567113753
1984,Direct migration background,higher vocational,Ueberwiegend,0.23076923076923078,16099,0.22426083586732404,0.23727762567113753
1984,Direct migration background,higher vocational,Kaum,0.07692307692307693,16099,0.07280680656270624,0.08103934728344761
1984,Direct migration background,higher vocational,Voll und ganz,0.07692307692307693,16099,0.07280680656270624,0.08103934728344761
1984,Direct migration background,higher education,In mancher Beziehung,0.3125,16099,0.3053399182108005,0.3196600817891995
1984,Direct migration background,higher education,Gar nicht,0.296875,16099,0.2898173567061239,0.3039326432938761
1984,Direct migration background,higher education,Kaum,0.265625,16099,0.2588023980060929,0.2724476019939071
1984,Direct migration background,higher education,Ueberwiegend,0.09375,16099,0.08924736991160706,0.09825263008839294
1984,Direct migration background,higher education,Voll und ganz,0.03125,16099,0.02856225854524927,0.03393774145475073
1984,Indirect migration background,in school,Kaum,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Indirect migration background,in school,Ueberwiegend,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Indirect migration background,in school,Gar nicht,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Indirect migration background,inadequately,Gar nicht,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Indirect migration background,inadequately,Kaum,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Indirect migration background,general elementary,In mancher Beziehung,0.3,16099,0.2929210919932794,0.30707890800672055
1984,Indirect migration background,general elementary,Voll und ganz,0.23333333333333334,16099,0.226799797091997,0.23986686957466968
1984,Indirect migration background,general elementary,Gar nicht,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Indirect migration background,general elementary,Kaum,0.13333333333333333,16099,0.1280822122078743,0.13858445445879236
1984,Indirect migration background,general elementary,Ueberwiegend,0.13333333333333333,16099,0.1280822122078743,0.13858445445879236
1984,Indirect migration background,middle vocational,Voll und ganz,0.3225806451612903,16099,0.3153595249522453,0.32980176537033534
1984,Indirect migration background,middle vocational,In mancher Beziehung,0.3225806451612903,16099,0.3153595249522453,0.32980176537033534
1984,Indirect migration background,middle vocational,Gar nicht,0.16129032258064516,16099,0.15560877558325245,0.16697186957803786
1984,Indirect migration background,middle vocational,Kaum,0.12903225806451613,16099,0.12385372438534009,0.13421079174369216
1984,Indirect migration background,middle vocational,Ueberwiegend,0.06451612903225806,16099,0.06072115398982695,0.06831110407468918
1984,Indirect migration background,vocational + Abi,In mancher Beziehung,1.0,16099,1.0,1.0
1984,Indirect migration background,higher vocational,Voll und ganz,1.0,16099,1.0,1.0
1985,No migration background,in school,Voll und ganz,0.5,14443,0.4918454993802645,0.5081545006197354
