year,migback,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,No migration background,Urban regions,Yes,0.35038,1108,3203,0.33385,0.36690
1986,No migration background,Urban regions,No,0.64962,2095,3203,0.63310,0.66615
1986,No migration background,Rural regions,Yes,0.30068,310,1027,0.27263,0.32874
1986,No migration background,Rural regions,No,0.69932,717,1027,0.67126,0.72737
1986,Direct migration background,Urban regions,Yes,0.25142,342,1598,0.23014,0.27270
1986,Direct migration background,Urban regions,No,0.74858,1256,1598,0.72730,0.76986
1986,Direct migration background,Rural regions,Yes,0.32049,70,236,0.26082,0.38015
1986,Direct migration background,Rural regions,No,0.67951,166,236,0.61985,0.73918
1986,Indirect migration background,Urban regions,No,0.71885,56,56,0.60004,0.83766
1988,No migration background,Urban regions,Yes,0.36015,1092,3074,0.34318,0.37712
1988,No migration background,Urban regions,No,0.63985,1982,3074,0.62288,0.65682
1988,No migration background,Rural regions,Yes,0.30512,297,957,0.27593,0.33430
1988,No migration background,Rural regions,No,0.69488,660,957,0.66570,0.72407
1988,Direct migration background,Urban regions,Yes,0.28166,355,1475,0.25869,0.30462
1988,Direct migration background,Urban regions,No,0.71834,1120,1475,0.69538,0.74131
1988,Direct migration background,Rural regions,Yes,0.27214,63,222,0.21346,0.33082
1988,Direct migration background,Rural regions,No,0.72786,159,222,0.66918,0.78654
1988,Indirect migration background,Urban regions,No,0.67631,72,72,0.56748,0.78515
1989,No migration background,Urban regions,Yes,0.37521,1125,3050,0.35803,0.39240
1989,No migration background,Urban regions,No,0.62479,1925,3050,0.60760,0.64197
1989,No migration background,Rural regions,Yes,0.34393,313,919,0.31320,0.37466
1989,No migration background,Rural regions,No,0.65607,606,919,0.62534,0.68680
1989,Direct migration background,Urban regions,Yes,0.30938,379,1435,0.28545,0.33330
1989,Direct migration background,Urban regions,No,0.69062,1056,1435,0.66670,0.71455
1989,Direct migration background,Rural regions,Yes,0.27075,59,213,0.21093,0.33056
1989,Direct migration background,Rural regions,No,0.72925,154,213,0.66944,0.78907
1989,Indirect migration background,Urban regions,No,0.63225,81,81,0.52658,0.73791
1990,No migration background,No answer / don't know,No,0.59591,41,41,0.44384,0.74798
1990,No migration background,Urban regions,Yes,0.38589,1522,4034,0.37087,0.40092
1990,No migration background,Urban regions,No,0.61411,2512,4034,0.59908,0.62913
1990,No migration background,Rural regions,Yes,0.33412,974,3026,0.31731,0.35093
1990,No migration background,Rural regions,No,0.66588,2052,3026,0.64907,0.68269
1990,Direct migration background,Urban regions,Yes,0.31637,388,1428,0.29224,0.34050
1990,Direct migration background,Urban regions,No,0.68363,1040,1428,0.65950,0.70776
1990,Direct migration background,Rural regions,Yes,0.24396,75,284,0.19392,0.29400
1990,Direct migration background,Rural regions,No,0.75604,209,284,0.70600,0.80608
1990,Indirect migration background,Urban regions,Yes,0.32043,37,133,0.24082,0.40004
1990,Indirect migration background,Urban regions,No,0.67957,96,133,0.59996,0.75918
1991,No migration background,No answer / don't know,No,0.57171,39,39,0.41437,0.72904
1991,No migration background,Urban regions,Yes,0.40505,1522,3872,0.38959,0.42052
1991,No migration background,Urban regions,No,0.59495,2350,3872,0.57948,0.61041
1991,No migration background,Rural regions,Yes,0.32580,840,2710,0.30815,0.34345
1991,No migration background,Rural regions,No,0.67420,1870,2710,0.65655,0.69185
1991,Direct migration background,Urban regions,Yes,0.30742,377,1423,0.28344,0.33141
1991,Direct migration background,Urban regions,No,0.69258,1046,1423,0.66859,0.71656
1991,Direct migration background,Rural regions,Yes,0.30115,75,269,0.24623,0.35608
1991,Direct migration background,Rural regions,No,0.69885,194,269,0.64392,0.75377
1991,Indirect migration background,Urban regions,Yes,0.27241,49,178,0.20682,0.33800
1991,Indirect migration background,Urban regions,No,0.72759,129,178,0.66200,0.79318
1992,No migration background,No answer / don't know,No,0.53876,50,50,0.39919,0.67834
1992,No migration background,Urban regions,Yes,0.42534,1564,3693,0.40939,0.44129
1992,No migration background,Urban regions,No,0.57466,2129,3693,0.55871,0.59061
1992,No migration background,Rural regions,Yes,0.37855,908,2406,0.35917,0.39794
1992,No migration background,Rural regions,No,0.62145,1498,2406,0.60206,0.64083
1992,Direct migration background,Urban regions,Yes,0.30255,340,1339,0.27793,0.32716
1992,Direct migration background,Urban regions,No,0.69745,999,1339,0.67284,0.72207
1992,Direct migration background,Rural regions,Yes,0.24512,64,245,0.19115,0.29910
1992,Direct migration background,Rural regions,No,0.75488,181,245,0.70090,0.80885
1992,Indirect migration background,Urban regions,Yes,0.36154,52,191,0.29323,0.42986
1992,Indirect migration background,Urban regions,No,0.63846,139,191,0.57014,0.70677
1993,No migration background,Urban regions,Yes,0.39285,1493,3666,0.37703,0.40866
1993,No migration background,Urban regions,No,0.60715,2173,3666,0.59134,0.62297
1993,No migration background,Rural regions,Yes,0.38024,905,2321,0.36048,0.39999
1993,No migration background,Rural regions,No,0.61976,1416,2321,0.60001,0.63952
1993,Direct migration background,Urban regions,Yes,0.26763,279,1267,0.24324,0.29202
1993,Direct migration background,Urban regions,No,0.73237,988,1267,0.70798,0.75676
1993,Direct migration background,Rural regions,Yes,0.20496,55,228,0.15245,0.25748
1993,Direct migration background,Rural regions,No,0.79504,173,228,0.74252,0.84755
1993,Indirect migration background,Urban regions,Yes,0.31734,71,229,0.25692,0.37776
1993,Indirect migration background,Urban regions,No,0.68266,158,229,0.62224,0.74308
1993,Indirect migration background,Rural regions,No,0.75332,36,36,0.61051,0.89614
1994,No migration background,Urban regions,Yes,0.41649,1516,3552,0.40028,0.43271
1994,No migration background,Urban regions,No,0.58351,2036,3552,0.56729,0.59972
1994,No migration background,Rural regions,Yes,0.39611,944,2288,0.37607,0.41616
1994,No migration background,Rural regions,No,0.60389,1344,2288,0.58384,0.62393
1994,Direct migration background,Urban regions,Yes,0.30166,289,1139,0.27500,0.32833
1994,Direct migration background,Urban regions,No,0.69834,850,1139,0.67167,0.72500
1994,Direct migration background,Rural regions,Yes,0.21538,44,200,0.15826,0.27249
1994,Direct migration background,Rural regions,No,0.78462,156,200,0.72751,0.84174
1994,Indirect migration background,Urban regions,Yes,0.31133,74,243,0.25299,0.36967
1994,Indirect migration background,Urban regions,No,0.68867,169,243,0.63033,0.74701
1994,Indirect migration background,Rural regions,No,0.70733,33,33,0.54969,0.86498
1995,No migration background,Urban regions,Yes,0.45943,1651,3550,0.44304,0.47583
1995,No migration background,Urban regions,No,0.54057,1899,3550,0.52417,0.55696
1995,No migration background,Rural regions,Yes,0.39038,971,2393,0.37083,0.40993
1995,No migration background,Rural regions,No,0.60962,1422,2393,0.59007,0.62917
1995,Direct migration background,Urban regions,Yes,0.34238,379,1279,0.31636,0.36839
1995,Direct migration background,Urban regions,No,0.65762,900,1279,0.63161,0.68364
1995,Direct migration background,Rural regions,Yes,0.30752,76,243,0.24938,0.36566
1995,Direct migration background,Rural regions,No,0.69248,167,243,0.63434,0.75062
1995,Indirect migration background,Urban regions,Yes,0.33737,88,251,0.27876,0.39598
1995,Indirect migration background,Urban regions,No,0.66263,163,251,0.60402,0.72124
1995,Indirect migration background,Rural regions,No,0.72891,31,31,0.56984,0.88798
1996,No migration background,Urban regions,Yes,0.45315,1606,3510,0.43668,0.46962
1996,No migration background,Urban regions,No,0.54685,1904,3510,0.53038,0.56332
1996,No migration background,Rural regions,Yes,0.40237,962,2327,0.38244,0.42229
1996,No migration background,Rural regions,No,0.59763,1365,2327,0.57771,0.61756
1996,Direct migration background,Urban regions,Yes,0.32105,356,1176,0.29435,0.34774
1996,Direct migration background,Urban regions,No,0.67895,820,1176,0.65226,0.70565
1996,Direct migration background,Rural regions,Yes,0.41900,77,239,0.35632,0.48169
1996,Direct migration background,Rural regions,No,0.58100,162,239,0.51831,0.64368
1996,Indirect migration background,Urban regions,Yes,0.38727,102,264,0.32840,0.44614
1996,Indirect migration background,Urban regions,No,0.61273,162,264,0.55386,0.67160
1996,Indirect migration background,Rural regions,No,0.71801,35,35,0.56676,0.86926
1997,No migration background,Urban regions,Yes,0.72366,1571,2187,0.70491,0.74241
1997,No migration background,Urban regions,No,0.27634,616,2187,0.25759,0.29509
1997,No migration background,Rural regions,Yes,0.66941,994,1500,0.64560,0.69323
1997,No migration background,Rural regions,No,0.33059,506,1500,0.30677,0.35440
1997,Direct migration background,Urban regions,Yes,0.68667,376,567,0.64845,0.72488
1997,Direct migration background,Urban regions,No,0.31333,191,567,0.27512,0.35155
1997,Direct migration background,Rural regions,Yes,0.63856,61,110,0.54837,0.72875
1997,Direct migration background,Rural regions,No,0.36144,49,110,0.27125,0.45163
1997,Indirect migration background,Urban regions,Yes,0.70184,104,158,0.63028,0.77340
1997,Indirect migration background,Urban regions,No,0.29816,54,158,0.22660,0.36972
1998,No migration background,Urban regions,Yes,0.73381,1831,2500,0.71648,0.75114
1998,No migration background,Urban regions,No,0.26619,669,2500,0.24886,0.28352
1998,No migration background,Rural regions,Yes,0.66795,1126,1707,0.64560,0.69030
1998,No migration background,Rural regions,No,0.33205,581,1707,0.30970,0.35440
1998,Direct migration background,Urban regions,Yes,0.67790,343,510,0.63731,0.71850
1998,Direct migration background,Urban regions,No,0.32210,167,510,0.28150,0.36269
1998,Direct migration background,Rural regions,Yes,0.70382,70,107,0.61690,0.79074
1998,Direct migration background,Rural regions,No,0.29618,37,107,0.20926,0.38310
1998,Indirect migration background,Urban regions,Yes,0.74567,114,156,0.67711,0.81423
1998,Indirect migration background,Urban regions,No,0.25433,42,156,0.18577,0.32289
1999,No migration background,Urban regions,Yes,0.73006,1824,2473,0.71256,0.74756
1999,No migration background,Urban regions,No,0.26994,649,2473,0.25244,0.28744
1999,No migration background,Rural regions,Yes,0.68480,1136,1668,0.66250,0.70711
1999,No migration background,Rural regions,No,0.31520,532,1668,0.29289,0.33750
1999,Direct migration background,Urban regions,Yes,0.73742,335,473,0.69772,0.77712
1999,Direct migration background,Urban regions,No,0.26258,138,473,0.22288,0.30228
1999,Direct migration background,Rural regions,Yes,0.74954,56,87,0.65796,0.84111
1999,Direct migration background,Rural regions,No,0.25046,31,87,0.15889,0.34204
1999,Indirect migration background,Urban regions,Yes,0.69299,125,170,0.62344,0.76253
1999,Indirect migration background,Urban regions,No,0.30701,45,170,0.23747,0.37656
2000,No migration background,Urban regions,Yes,0.69588,3062,4327,0.68217,0.70959
2000,No migration background,Urban regions,No,0.30412,1265,4327,0.29041,0.31783
2000,No migration background,Rural regions,Yes,0.67527,1825,2680,0.65754,0.69301
2000,No migration background,Rural regions,No,0.32473,855,2680,0.30699,0.34246
2000,Direct migration background,Urban regions,Yes,0.63974,463,716,0.60455,0.67493
2000,Direct migration background,Urban regions,No,0.36026,253,716,0.32507,0.39545
2000,Direct migration background,Rural regions,Yes,0.61229,85,152,0.53457,0.69000
2000,Direct migration background,Rural regions,No,0.38771,67,152,0.31000,0.46543
2000,Indirect migration background,Urban regions,Yes,0.76859,168,228,0.71373,0.82345
2000,Indirect migration background,Urban regions,No,0.23141,60,228,0.17655,0.28627
2002,No migration background,Urban regions,Yes,0.71719,3239,4421,0.70391,0.73047
2002,No migration background,Urban regions,No,0.28281,1182,4421,0.26953,0.29609
2002,No migration background,Rural regions,Yes,0.66545,1717,2544,0.64711,0.68379
2002,No migration background,Rural regions,No,0.33455,827,2544,0.31621,0.35289
2002,Direct migration background,Urban regions,Yes,0.62401,387,599,0.58519,0.66284
2002,Direct migration background,Urban regions,No,0.37599,212,599,0.33716,0.41481
2002,Direct migration background,Rural regions,Yes,0.61727,74,113,0.52725,0.70729
2002,Direct migration background,Rural regions,No,0.38273,39,113,0.29271,0.47275
2002,Indirect migration background,Urban regions,Yes,0.70995,164,228,0.65091,0.76898
2002,Indirect migration background,Urban regions,No,0.29005,64,228,0.23102,0.34909
2003,No migration background,Urban regions,Yes,0.72158,3085,4235,0.70808,0.73508
2003,No migration background,Urban regions,No,0.27842,1150,4235,0.26492,0.29192
2003,No migration background,Rural regions,Yes,0.66458,1630,2417,0.64575,0.68341
2003,No migration background,Rural regions,No,0.33542,787,2417,0.31659,0.35425
2003,Direct migration background,Urban regions,Yes,0.64689,340,532,0.60623,0.68754
2003,Direct migration background,Urban regions,No,0.35311,192,532,0.31246,0.39377
2003,Direct migration background,Rural regions,Yes,0.69720,73,115,0.61285,0.78154
2003,Direct migration background,Rural regions,No,0.30280,42,115,0.21846,0.38715
2003,Indirect migration background,Urban regions,Yes,0.68659,153,229,0.62637,0.74680
2003,Indirect migration background,Urban regions,No,0.31341,76,229,0.25320,0.37363
2004,No migration background,Urban regions,Yes,0.71326,2961,4087,0.69939,0.72713
2004,No migration background,Urban regions,No,0.28674,1126,4087,0.27287,0.30061
2004,No migration background,Rural regions,Yes,0.69026,1629,2340,0.67152,0.70900
2004,No migration background,Rural regions,No,0.30974,711,2340,0.29100,0.32848
2004,Direct migration background,Urban regions,Yes,0.66231,344,519,0.62159,0.70304
2004,Direct migration background,Urban regions,No,0.33769,175,519,0.29696,0.37841
2004,Direct migration background,Rural regions,Yes,0.62170,59,92,0.52205,0.72134
2004,Direct migration background,Rural regions,No,0.37830,33,92,0.27866,0.47795
2004,Indirect migration background,Urban regions,Yes,0.74689,158,216,0.68877,0.80501
2004,Indirect migration background,Urban regions,No,0.25311,58,216,0.19499,0.31123
2005,No migration background,Urban regions,Yes,0.72548,2773,3765,0.71123,0.73974
2005,No migration background,Urban regions,No,0.27452,992,3765,0.26026,0.28877
2005,No migration background,Rural regions,Yes,0.66655,1454,2164,0.64669,0.68642
2005,No migration background,Rural regions,No,0.33345,710,2164,0.31358,0.35331
2005,Direct migration background,Urban regions,Yes,0.65419,334,478,0.61151,0.69688
2005,Direct migration background,Urban regions,No,0.34581,144,478,0.30312,0.38849
2005,Direct migration background,Rural regions,Yes,0.56903,50,90,0.46615,0.67192
2005,Direct migration background,Rural regions,No,0.43097,40,90,0.32808,0.53385
2005,Indirect migration background,Urban regions,Yes,0.78358,170,225,0.72965,0.83751
2005,Indirect migration background,Urban regions,No,0.21642,55,225,0.16249,0.27035
2006,No migration background,Urban regions,Yes,0.74288,3127,4158,0.72959,0.75616
2006,No migration background,Urban regions,No,0.25712,1031,4158,0.24384,0.27041
2006,No migration background,Rural regions,Yes,0.68482,1664,2396,0.66621,0.70343
2006,No migration background,Rural regions,No,0.31518,732,2396,0.29657,0.33379
2006,Direct migration background,Urban regions,Yes,0.71454,375,519,0.67565,0.75343
2006,Direct migration background,Urban regions,No,0.28546,144,519,0.24657,0.32435
2006,Direct migration background,Rural regions,Yes,0.53162,54,98,0.43232,0.63093
2006,Direct migration background,Rural regions,No,0.46838,44,98,0.36907,0.56768
2006,Indirect migration background,Urban regions,Yes,0.73703,195,244,0.68168,0.79239
2006,Indirect migration background,Urban regions,No,0.26297,49,244,0.20761,0.31832
2007,No migration background,Urban regions,Yes,0.76791,2939,3841,0.75455,0.78126
2007,No migration background,Urban regions,No,0.23209,902,3841,0.21874,0.24545
2007,No migration background,Rural regions,Yes,0.69200,1609,2298,0.67312,0.71088
2007,No migration background,Rural regions,No,0.30800,689,2298,0.28912,0.32688
2007,Direct migration background,Urban regions,Yes,0.78256,328,434,0.74371,0.82142
2007,Direct migration background,Urban regions,No,0.21744,106,434,0.17858,0.25629
2007,Direct migration background,Rural regions,Yes,0.62783,57,57,0.50123,0.75444
2007,Indirect migration background,Urban regions,Yes,0.74939,190,246,0.69513,0.80366
2007,Indirect migration background,Urban regions,No,0.25061,56,246,0.19634,0.30487
2008,No migration background,Urban regions,Yes,0.74902,2847,3802,0.73523,0.76280
2008,No migration background,Urban regions,No,0.25098,955,3802,0.23720,0.26477
2008,No migration background,Rural regions,Yes,0.66623,1543,2239,0.64669,0.68577
2008,No migration background,Rural regions,No,0.33377,696,2239,0.31423,0.35331
2008,Direct migration background,Urban regions,Yes,0.75251,315,422,0.71129,0.79374
2008,Direct migration background,Urban regions,No,0.24749,107,422,0.20626,0.28871
2008,Direct migration background,Rural regions,Yes,0.68637,64,64,0.57179,0.80094
2008,Indirect migration background,Urban regions,Yes,0.78383,173,233,0.73087,0.83680
2008,Indirect migration background,Urban regions,No,0.21617,60,233,0.16320,0.26913
2009,No migration background,Urban regions,Yes,0.74684,2455,3324,0.73206,0.76163
2009,No migration background,Urban regions,No,0.25316,869,3324,0.23837,0.26794
2009,No migration background,Rural regions,Yes,0.65796,1386,2058,0.63746,0.67846
2009,No migration background,Rural regions,No,0.34204,672,2058,0.32154,0.36254
2009,Direct migration background,Urban regions,Yes,0.68771,219,327,0.63740,0.73802
2009,Direct migration background,Urban regions,No,0.31229,108,327,0.26198,0.36260
2009,Direct migration background,Rural regions,Yes,0.56555,40,40,0.40997,0.72112
2009,Indirect migration background,Urban regions,Yes,0.67842,154,218,0.61627,0.74056
2009,Indirect migration background,Urban regions,No,0.32158,64,218,0.25944,0.38373
2010,No migration background,Urban regions,Yes,0.69939,3149,4484,0.68597,0.71281
