year,hhtyp,hlc0178,proportion,n,lower_confidence,upper_confidence
2016,Couple with children,2.0,0.34124816137844083,16419,0.3339958106255345,0.34850051213134714
2016,Couple without children,2.0,0.2783497933739581,16419,0.2714942553858603,0.2852053313620559
2016,Single-person household,2.0,0.23324227778945156,16419,0.22677360123455448,0.23971095434434864
2016,Single parent,2.0,0.10499404636828466,16419,0.10030507027249101,0.10968302246407831
2016,Other Combinations,2.0,0.01330811795195069,16419,0.01155532015707581,0.01506091574682557
2016,Couple without children,1.0,0.007844785319044617,16419,0.006495315856759607,0.009194254781329627
2016,Couple with children,1.0,0.00770469986691882,16419,0.006367239104143159,0.009042160629694481
2016,Multi-generational household,2.0,0.007564614414793024,16419,0.00623927462011614,0.008889954209469907
2016,Single-person household,1.0,0.003782307207396512,16419,0.002843366333078104,0.0047212480817149195
2016,Single parent,1.0,0.0016810254255095608,16419,0.0010544050336745148,0.0023076458173446066
2016,Other Combinations,1.0,0.00028017090425159347,16419,2.4174780726119783e-05,0.0005361670277770672
2017,Couple with children,2.0,0.3300121351472185,18279,0.32319537084151295,0.33682889945292405
2017,Couple without children,2.0,0.28670882033595196,18279,0.28015289787025566,0.29326474280164827
2017,Single-person household,2.0,0.23989269975091013,18279,0.2337021983993293,0.24608320110249096
2017,Single parent,2.0,0.09625087820144344,18279,0.09197518879820006,0.10052656760468683
2017,Other Combinations,2.0,0.01615890655936642,18279,0.014331023874349612,0.017986789244383225
2017,Couple with children,1.0,0.009261033403589448,18279,0.007872394901636154,0.010649671905542743
2017,Couple without children,1.0,0.007536565114645207,18279,0.0062827778898953655,0.008790352339395048
2017,Multi-generational household,2.0,0.0072172191352110875,18279,0.005990085333859846,0.00844435293656233
2017,Single-person household,1.0,0.004534712907964489,18279,0.003560693044476631,0.005508732771452347
2017,Single parent,1.0,0.002043814268378361,18279,0.0013890932163630539,0.002698535320393668
2017,Other Combinations,1.0,0.0003832151753209427,18279,9.947686753776247e-05,0.000666953483104123
2018,Couple with children,2.0,0.3166591071081449,17878,0.30984025452213737,0.3234779596941524
2018,Couple without children,2.0,0.28672325536188686,17878,0.2800941168007615,0.2933523939230122
2018,Single-person household,2.0,0.25600984902481694,17878,0.24961237494732239,0.2624073231023115
2018,Single parent,2.0,0.09583360331756625,17878,0.09151861429677019,0.10014859233836232
2018,Other Combinations,2.0,0.014708741009525043,17878,0.012944058137853633,0.016473423881196454
2018,Couple with children,1.0,0.008358711851227888,17878,0.007024135016008236,0.009693288686447539
2018,Couple without children,1.0,0.007516361044515,17878,0.006250278271788477,0.008782443817241524
2018,Multi-generational household,2.0,0.007516361044515,17878,0.006250278271788477,0.008782443817241524
2018,Single-person household,1.0,0.004535735113069397,17878,0.0035507417958778346,0.005520728430260959
2018,Single parent,1.0,0.0020086826929307327,17878,0.0013523626680626856,0.0026650027177987797
2018,Other Combinations,1.0,6.479621590099139e-05,17878,-5.31970864095688e-05,0.00018278951821155157
2018,Multi-generational household,1.0,6.479621590099139e-05,17878,-5.31970864095688e-05,0.00018278951821155157
2019,Couple with children,2.0,0.30936278463733946,18428,0.3026889415403466,0.31603662773433233
2019,Couple without children,2.0,0.3070670720357387,18428,0.3004069959108465,0.31372714816063085
2019,Single-person household,2.0,0.25178383073773036,18428,0.2455170509708046,0.2580506105046561
2019,Single parent,2.0,0.08649252342247317,18428,0.08243405373510253,0.09055099310984381
2019,Other Combinations,2.0,0.013464044176956009,18428,0.011800014019762276,0.015128074334149741
2019,Couple with children,1.0,0.010175590990879196,18428,0.008726566018021308,0.011624615963737085
2019,Couple without children,1.0,0.008500341254575914,18428,0.007174836057941396,0.009825846451210433
2019,Multi-generational household,2.0,0.006390767512564373,18428,0.0052402286622711,0.007541306362857646
2019,Single-person household,1.0,0.0048396103493205936,18428,0.003837608071747203,0.005841612626893984
2019,Single parent,1.0,0.0014270645901842776,18428,0.0008820242083791113,0.001972104971989444
2019,Other Combinations,1.0,0.0003722777191785072,18428,9.374922086297999e-05,0.0006508062174940344
2019,Multi-generational household,1.0,0.0001240925730595024,18428,-3.673589175362608e-05,0.00028492103787263086
2020,Couple without children,2.0,0.2997971851760801,19329,0.29333800974810703,0.3062563606040532
2020,Couple with children,2.0,0.2922991825948006,19329,0.28588723406713373,0.29871113112246744
2020,Single-person household,2.0,0.2777333906951017,19329,0.271419250865739,0.28404753052446446
2020,Single parent,2.0,0.08057279822997972,19329,0.07673568799689955,0.08440990846305989
2020,Other Combinations,2.0,0.017946038965029807,19329,0.016074480677146674,0.01981759725291294
2020,Couple with children,1.0,0.008665724294757544,19329,0.007359060453367301,0.009972388136147788
2020,Couple without children,1.0,0.008604265257206072,19329,0.007302202860695362,0.009906327653716782
2020,Multi-generational household,2.0,0.007067789318419273,19329,0.0058867809480640165,0.008248797688774531
2020,Single-person household,1.0,0.005162559154323643,19329,0.004152236806120291,0.006172881502526995
2020,Single parent,1.0,0.0015979349763382705,19329,0.0010348373909251666,0.0021610325617513744
2020,Other Combinations,1.0,0.00036875422530883165,19329,9.808443141229593e-05,0.0006394240192053673
2020,Multi-generational household,1.0,0.00018437711265441583,19329,-7.032983960494947e-06,0.0003757872092693266
2021,Couple without children,2.0,0.2991788321167883,12568,0.2911732664896997,0.3071843977438769
2021,Single-person household,2.0,0.28521897810218977,12568,0.2773249493907299,0.29311300681364966
2021,Couple with children,2.0,0.27837591240875914,12568,0.27053991429495794,0.28621191052256034
2021,Single parent,2.0,0.07892335766423357,12568,0.07420953058905926,0.08363718473940789
2021,Other Combinations,2.0,0.02198905109489051,12568,0.01942516877264282,0.0245529334171382
2021,Couple without children,1.0,0.010948905109489052,12568,0.00912954907614729,0.012768261142830813
2021,Couple with children,1.0,0.008667883211678832,12568,0.007047233713170691,0.010288532710186973
2021,Multi-generational household,2.0,0.006843065693430657,12568,0.0054017560925384974,0.008284375294322816
2021,Single-person household,1.0,0.006386861313868613,12568,0.004994104181822416,0.007779618445914811
2021,Single parent,1.0,0.0024635036496350364,12568,0.0015968132471437563,0.0033301940521263166
2021,Other Combinations,1.0,0.0009124087591240876,12568,0.0003845478629099083,0.0014402696553382668
2021,Multi-generational household,1.0,9.124087591240875e-05,12568,-7.575198099102984e-05,0.00025823373281584736
