,Unnamed: 0,year,quintil_oecd_hh,sampreg,hlc0178,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2016,1st Quintile,West,No,1.0,2229,14201,0.94576,1.05138
1,1,2016,1st Quintile,East,No,1.0,804,14201,0.91788,1.09043
2,2,2016,2nd Quintile,West,Yes,0.01298,38,14201,0.01001,0.01635
3,3,2016,2nd Quintile,West,No,0.98702,2246,14201,0.93913,1.03354
4,4,2016,2nd Quintile,East,No,1.0,796,14201,0.93143,1.07806
5,5,2016,3rd Quintile,West,Yes,0.02205,47,14201,0.01552,0.02903
6,6,2016,3rd Quintile,West,No,0.97795,2026,14201,0.93372,1.02816
7,7,2016,3rd Quintile,East,No,1.0,667,14201,0.92881,1.07984
8,8,2016,4th Quintile,West,Yes,0.02302,63,14201,0.01807,0.02953
9,9,2016,4th Quintile,West,No,0.97698,2147,14201,0.93933,1.01988
10,10,2016,4th Quintile,East,No,1.0,434,14201,0.88755,1.11472
11,11,2016,5th Quintile,West,Yes,0.03066,83,14201,0.02466,0.03651
12,12,2016,5th Quintile,West,No,0.96934,2305,14201,0.92791,1.00788
13,13,2016,5th Quintile,East,No,1.0,316,14201,0.86372,1.12785
14,14,2017,1st Quintile,West,No,1.0,2301,15566,0.95153,1.05336
15,15,2017,1st Quintile,East,No,1.0,855,15566,0.93974,1.07247
16,16,2017,2nd Quintile,West,Yes,0.02276,46,15566,0.01604,0.03028
17,17,2017,2nd Quintile,West,No,0.97724,2308,15566,0.9398,1.02079
18,18,2017,2nd Quintile,East,No,1.0,878,15566,0.93728,1.07432
19,19,2017,3rd Quintile,West,Yes,0.02837,64,15566,0.02191,0.03544
20,20,2017,3rd Quintile,West,No,0.97163,2273,15566,0.92722,1.01852
21,21,2017,3rd Quintile,East,No,1.0,720,15566,0.92215,1.06606
22,22,2017,4th Quintile,West,Yes,0.0305,77,15566,0.02316,0.03756
23,23,2017,4th Quintile,West,No,0.9695,2426,15566,0.92603,1.01327
24,24,2017,4th Quintile,East,No,1.0,527,15566,0.91401,1.11308
25,25,2017,5th Quintile,West,Yes,0.03239,98,15566,0.02719,0.03857
26,26,2017,5th Quintile,West,No,0.96761,2627,15566,0.92694,1.01504
27,27,2017,5th Quintile,East,No,1.0,366,15566,0.90078,1.10307
28,28,2018,1st Quintile,West,No,1.0,2312,15347,0.9516,1.05327
29,29,2018,1st Quintile,East,No,1.0,916,15347,0.91614,1.08366
30,30,2018,2nd Quintile,West,Yes,0.0165,40,15347,0.0119,0.02189
31,31,2018,2nd Quintile,West,No,0.9835,2372,15347,0.93589,1.03582
32,32,2018,2nd Quintile,East,No,1.0,946,15347,0.94014,1.06824
33,33,2018,3rd Quintile,West,Yes,0.0245,56,15347,0.01776,0.03249
34,34,2018,3rd Quintile,West,No,0.9755,2166,15347,0.93246,1.01184
35,35,2018,3rd Quintile,East,No,1.0,686,15347,0.9207,1.08681
36,36,2018,4th Quintile,West,Yes,0.02997,75,15347,0.02422,0.03746
37,37,2018,4th Quintile,West,No,0.97003,2309,15347,0.93706,1.0129
38,38,2018,4th Quintile,East,No,1.0,473,15347,0.921,1.09266
39,39,2018,5th Quintile,West,Yes,0.03528,96,15347,0.02842,0.04367
40,40,2018,5th Quintile,West,No,0.96472,2552,15347,0.928,1.00913
41,41,2018,5th Quintile,East,No,1.0,348,15347,0.89831,1.1191
42,42,2019,1st Quintile,West,No,1.0,2078,15959,0.9443,1.05025
43,43,2019,1st Quintile,East,No,1.0,793,15959,0.92322,1.08036
44,44,2019,2nd Quintile,West,Yes,0.01782,31,15959,0.01152,0.0245
45,45,2019,2nd Quintile,West,No,0.98218,2117,15959,0.94107,1.03041
46,46,2019,2nd Quintile,East,No,1.0,825,15959,0.92964,1.09054
47,47,2019,3rd Quintile,West,Yes,0.02048,62,15959,0.0162,0.02644
48,48,2019,3rd Quintile,West,No,0.97952,2118,15959,0.94007,1.02432
49,49,2019,3rd Quintile,East,No,1.0,708,15959,0.92754,1.08987
50,50,2019,4th Quintile,West,Yes,0.03109,75,15959,0.02429,0.04051
51,51,2019,4th Quintile,West,No,0.96891,2337,15959,0.9289,1.01394
52,52,2019,4th Quintile,East,No,1.0,526,15959,0.91317,1.10889
53,53,2019,5th Quintile,West,Yes,0.03395,147,15959,0.02706,0.04108
54,54,2019,5th Quintile,West,No,0.96605,3476,15959,0.91606,1.00705
55,55,2019,5th Quintile,East,No,1.0,666,15959,0.89903,1.13327
56,56,2020,1st Quintile,West,Yes,0.01446,32,16138,0.00901,0.01965
57,57,2020,1st Quintile,West,No,0.98554,2599,16138,0.93256,1.03251
58,58,2020,1st Quintile,East,No,1.0,808,16138,0.93067,1.08118
59,59,2020,2nd Quintile,West,No,1.0,2417,16138,0.95349,1.04834
60,60,2020,2nd Quintile,East,No,1.0,842,16138,0.92646,1.07302
61,61,2020,3rd Quintile,West,Yes,0.02144,49,16138,0.01516,0.02951
62,62,2020,3rd Quintile,West,No,0.97856,2207,16138,0.92903,1.02119
63,63,2020,3rd Quintile,East,No,1.0,665,16138,0.91833,1.08511
64,64,2020,4th Quintile,West,Yes,0.03024,67,16138,0.02328,0.03745
65,65,2020,4th Quintile,West,No,0.96976,2257,16138,0.92505,1.01478
66,66,2020,4th Quintile,East,No,1.0,487,16138,0.89571,1.10689
67,67,2020,5th Quintile,West,Yes,0.04743,148,16138,0.03862,0.05817
68,68,2020,5th Quintile,West,No,0.95257,3002,16138,0.91429,0.99934
69,69,2020,5th Quintile,East,No,1.0,558,16138,0.88809,1.12649
70,70,2021,1st Quintile,West,No,1.0,1501,10939,0.93419,1.05848
71,71,2021,1st Quintile,East,No,1.0,528,10939,0.90765,1.10069
72,72,2021,2nd Quintile,West,No,1.0,1580,10939,0.94766,1.06556
73,73,2021,2nd Quintile,East,No,1.0,584,10939,0.89229,1.10938
74,74,2021,3rd Quintile,West,Yes,0.0232,53,10939,0.01609,0.03298
75,75,2021,3rd Quintile,West,No,0.9768,1503,10939,0.9227,1.03829
76,76,2021,3rd Quintile,East,No,1.0,452,10939,0.89223,1.09143
77,77,2021,4th Quintile,West,Yes,0.02158,57,10939,0.01627,0.02833
78,78,2021,4th Quintile,West,No,0.97842,1648,10939,0.92732,1.03295
79,79,2021,4th Quintile,East,No,1.0,370,10939,0.87127,1.13175
80,80,2021,5th Quintile,West,Yes,0.03998,107,10939,0.03146,0.05063
81,81,2021,5th Quintile,West,No,0.96002,2159,10939,0.91114,1.01222
82,82,2021,5th Quintile,East,No,1.0,397,10939,0.85629,1.15366
