year,quintil_oecd_hh,regtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,Urban regions,Yes,0.44956,1316,3429,0.43290,0.46621
2016,1st Quintile,Urban regions,No,0.55044,2113,3429,0.53379,0.56710
2016,1st Quintile,Rural regions,Yes,0.38493,646,1755,0.36215,0.40770
2016,1st Quintile,Rural regions,No,0.61507,1109,1755,0.59230,0.63785
2016,2nd Quintile,Urban regions,Yes,0.51517,1066,1845,0.49236,0.53799
2016,2nd Quintile,Urban regions,No,0.48483,779,1845,0.46201,0.50764
2016,2nd Quintile,Rural regions,Yes,0.44638,605,1187,0.41808,0.47467
2016,2nd Quintile,Rural regions,No,0.55362,582,1187,0.52533,0.58192
2016,3rd Quintile,Urban regions,Yes,0.61429,1130,1725,0.59131,0.63727
2016,3rd Quintile,Urban regions,No,0.38571,595,1725,0.36273,0.40869
2016,3rd Quintile,Rural regions,Yes,0.60060,634,1012,0.57041,0.63079
2016,3rd Quintile,Rural regions,No,0.39940,378,1012,0.36921,0.42959
2016,4th Quintile,Urban regions,Yes,0.68923,1300,1754,0.66756,0.71089
2016,4th Quintile,Urban regions,No,0.31077,454,1754,0.28911,0.33244
2016,4th Quintile,Rural regions,Yes,0.65367,615,897,0.62252,0.68483
2016,4th Quintile,Rural regions,No,0.34633,282,897,0.31517,0.37748
2016,5th Quintile,Urban regions,Yes,0.77722,1645,2048,0.75920,0.79525
2016,5th Quintile,Urban regions,No,0.22278,403,2048,0.20475,0.24080
2016,5th Quintile,Rural regions,Yes,0.69241,531,704,0.65829,0.72652
2016,5th Quintile,Rural regions,No,0.30759,173,704,0.27348,0.34171
2017,1st Quintile,Urban regions,Yes,0.46693,1438,3696,0.45084,0.48301
2017,1st Quintile,Urban regions,No,0.53307,2258,3696,0.51699,0.54916
2017,1st Quintile,Rural regions,Yes,0.43043,694,1931,0.40834,0.45252
2017,1st Quintile,Rural regions,No,0.56957,1237,1931,0.54748,0.59166
2017,2nd Quintile,Urban regions,Yes,0.56491,1203,2025,0.54332,0.58651
2017,2nd Quintile,Urban regions,No,0.43509,822,2025,0.41349,0.45668
2017,2nd Quintile,Rural regions,Yes,0.50506,716,1297,0.47784,0.53228
2017,2nd Quintile,Rural regions,No,0.49494,581,1297,0.46772,0.52216
2017,3rd Quintile,Urban regions,Yes,0.63333,1318,1910,0.61171,0.65495
2017,3rd Quintile,Urban regions,No,0.36667,592,1910,0.34505,0.38829
2017,3rd Quintile,Rural regions,Yes,0.63663,810,1192,0.60931,0.66395
2017,3rd Quintile,Rural regions,No,0.36337,382,1192,0.33605,0.39069
2017,4th Quintile,Urban regions,Yes,0.71975,1548,2012,0.70012,0.73938
2017,4th Quintile,Urban regions,No,0.28025,464,2012,0.26062,0.29988
2017,4th Quintile,Rural regions,Yes,0.67696,734,1028,0.64836,0.70556
2017,4th Quintile,Rural regions,No,0.32304,294,1028,0.29444,0.35164
2017,5th Quintile,Urban regions,Yes,0.80763,1917,2320,0.79159,0.82368
2017,5th Quintile,Urban regions,No,0.19237,403,2320,0.17632,0.20841
2017,5th Quintile,Rural regions,Yes,0.76478,616,773,0.73486,0.79470
2017,5th Quintile,Rural regions,No,0.23522,157,773,0.20530,0.26514
2018,Not included in this version of the questionnaire,Urban regions,Yes,0.37434,34,105,0.28133,0.46736
2018,Not included in this version of the questionnaire,Urban regions,No,0.62566,71,105,0.53264,0.71867
2018,1st Quintile,Urban regions,Yes,0.47999,1554,3583,0.46363,0.49636
2018,1st Quintile,Urban regions,No,0.52001,2029,3583,0.50364,0.53637
2018,1st Quintile,Rural regions,Yes,0.39288,679,1768,0.37010,0.41565
2018,1st Quintile,Rural regions,No,0.60712,1089,1768,0.58435,0.62990
2018,2nd Quintile,Urban regions,Yes,0.58984,1301,2152,0.56906,0.61063
2018,2nd Quintile,Urban regions,No,0.41016,851,2152,0.38937,0.43094
2018,2nd Quintile,Rural regions,Yes,0.54834,760,1290,0.52117,0.57551
2018,2nd Quintile,Rural regions,No,0.45166,530,1290,0.42449,0.47883
2018,3rd Quintile,Urban regions,Yes,0.67381,1349,1897,0.65271,0.69491
2018,3rd Quintile,Urban regions,No,0.32619,548,1897,0.30509,0.34729
2018,3rd Quintile,Rural regions,Yes,0.65881,749,1095,0.63072,0.68691
2018,3rd Quintile,Rural regions,No,0.34119,346,1095,0.31309,0.36928
2018,4th Quintile,Urban regions,Yes,0.74854,1495,1933,0.72920,0.76789
2018,4th Quintile,Urban regions,No,0.25146,438,1933,0.23211,0.27080
2018,4th Quintile,Rural regions,Yes,0.68813,705,964,0.65887,0.71739
2018,4th Quintile,Rural regions,No,0.31187,259,964,0.28261,0.34113
2018,5th Quintile,Urban regions,Yes,0.82606,1882,2242,0.81037,0.84176
2018,5th Quintile,Urban regions,No,0.17394,360,2242,0.15824,0.18963
2018,5th Quintile,Rural regions,Yes,0.81184,634,771,0.78424,0.83945
2018,5th Quintile,Rural regions,No,0.18816,137,771,0.16055,0.21576
2019,1st Quintile,No answer / don't know,Yes,0.72993,74,108,0.64580,0.81406
2019,1st Quintile,No answer / don't know,No,0.27007,34,108,0.18594,0.35420
2019,1st Quintile,Urban regions,Yes,0.54035,1046,1815,0.51742,0.56329
2019,1st Quintile,Urban regions,No,0.45965,769,1815,0.43671,0.48258
2019,1st Quintile,Rural regions,Yes,0.46090,495,1021,0.43030,0.49149
2019,1st Quintile,Rural regions,No,0.53910,526,1021,0.50851,0.56970
2019,2nd Quintile,No answer / don't know,Yes,0.74152,74,74,0.64109,0.84195
2019,2nd Quintile,Urban regions,Yes,0.60204,1139,1778,0.57929,0.62480
2019,2nd Quintile,Urban regions,No,0.39796,639,1778,0.37520,0.42071
2019,2nd Quintile,Rural regions,Yes,0.61091,733,1154,0.58277,0.63905
2019,2nd Quintile,Rural regions,No,0.38909,421,1154,0.36095,0.41723
2019,3rd Quintile,No answer / don't know,Yes,0.76140,61,61,0.65355,0.86925
2019,3rd Quintile,Urban regions,Yes,0.69402,1284,1759,0.67248,0.71557
2019,3rd Quintile,Urban regions,No,0.30598,475,1759,0.28443,0.32752
2019,3rd Quintile,Rural regions,Yes,0.65090,720,1034,0.62183,0.67997
2019,3rd Quintile,Rural regions,No,0.34910,314,1034,0.32003,0.37817
2019,4th Quintile,No answer / don't know,Yes,0.83885,60,60,0.74503,0.93267
2019,4th Quintile,Urban regions,Yes,0.73735,1473,1862,0.71736,0.75735
2019,4th Quintile,Urban regions,No,0.26265,389,1862,0.24265,0.28264
2019,4th Quintile,Rural regions,Yes,0.75706,766,988,0.73031,0.78382
2019,4th Quintile,Rural regions,No,0.24294,222,988,0.21618,0.26969
2019,5th Quintile,No answer / don't know,Yes,0.71513,88,88,0.62029,0.80998
2019,5th Quintile,Urban regions,Yes,0.81355,2609,3089,0.79982,0.82729
2019,5th Quintile,Urban regions,No,0.18645,480,3089,0.17271,0.20018
2019,5th Quintile,Rural regions,Yes,0.79606,954,1155,0.77281,0.81930
2019,5th Quintile,Rural regions,No,0.20394,201,1155,0.18070,0.22719
2021,1st Quintile,Urban regions,Yes,0.37367,919,2298,0.35388,0.39345
2021,1st Quintile,Urban regions,No,0.62633,1379,2298,0.60655,0.64612
2021,1st Quintile,Rural regions,Yes,0.36740,318,934,0.33646,0.39833
2021,1st Quintile,Rural regions,No,0.63260,616,934,0.60167,0.66354
2021,2nd Quintile,Urban regions,Yes,0.49411,712,1484,0.46867,0.51956
2021,2nd Quintile,Urban regions,No,0.50589,772,1484,0.48044,0.53133
2021,2nd Quintile,Rural regions,Yes,0.41575,396,884,0.38324,0.44826
2021,2nd Quintile,Rural regions,No,0.58425,488,884,0.55174,0.61676
2021,3rd Quintile,Urban regions,Yes,0.53007,755,1338,0.50332,0.55683
2021,3rd Quintile,Urban regions,No,0.46993,583,1338,0.44317,0.49668
2021,3rd Quintile,Rural regions,Yes,0.51030,397,731,0.47404,0.54657
2021,3rd Quintile,Rural regions,No,0.48970,334,731,0.45343,0.52596
2021,4th Quintile,Urban regions,Yes,0.56974,872,1411,0.54390,0.59558
2021,4th Quintile,Urban regions,No,0.43026,539,1411,0.40442,0.45610
2021,4th Quintile,Rural regions,Yes,0.56373,404,685,0.52656,0.60089
2021,4th Quintile,Rural regions,No,0.43627,281,685,0.39911,0.47344
2021,5th Quintile,Urban regions,Yes,0.62216,1355,2028,0.60105,0.64327
2021,5th Quintile,Urban regions,No,0.37784,673,2028,0.35673,0.39895
2021,5th Quintile,Rural regions,Yes,0.62659,445,695,0.59060,0.66257
2021,5th Quintile,Rural regions,No,0.37341,250,695,0.33743,0.40940
