year,hhtyp,rentown,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Not included in this version of the questionnaire,Yes,0.39286,153,415,0.34581,0.43990
2016,Single-person household,Not included in this version of the questionnaire,No,0.60714,262,415,0.56010,0.65419
2016,Single-person household,Owner,Yes,0.55950,547,932,0.52761,0.59139
2016,Single-person household,Owner,No,0.44050,385,932,0.40861,0.47239
2016,Single-person household,Tenant,Yes,0.55358,1429,2447,0.53388,0.57328
2016,Single-person household,Tenant,No,0.44642,1018,2447,0.42672,0.46612
2016,Couple without children,Not included in this version of the questionnaire,No,0.85496,51,51,0.75735,0.95257
2016,Couple without children,Owner,Yes,0.62442,1426,2215,0.60425,0.64459
2016,Couple without children,Owner,No,0.37558,789,2215,0.35541,0.39575
2016,Couple without children,Tenant,Yes,0.58761,1151,1871,0.56530,0.60992
2016,Couple without children,Tenant,No,0.41239,720,1871,0.39008,0.43470
2016,Single parent,Not included in this version of the questionnaire,Yes,0.20638,45,183,0.14758,0.26517
2016,Single parent,Not included in this version of the questionnaire,No,0.79362,138,183,0.73483,0.85242
2016,Single parent,Owner,Yes,0.61697,248,382,0.56816,0.66578
2016,Single parent,Owner,No,0.38303,134,382,0.33422,0.43184
2016,Single parent,Tenant,Yes,0.53960,625,1138,0.51062,0.56857
2016,Single parent,Tenant,No,0.46040,513,1138,0.43143,0.48938
2016,Couple with children,Not included in this version of the questionnaire,Yes,0.22360,285,1211,0.20012,0.24707
2016,Couple with children,Not included in this version of the questionnaire,No,0.77640,926,1211,0.75293,0.79988
2016,Couple with children,Owner,Yes,0.68755,1914,2657,0.66992,0.70517
2016,Couple with children,Owner,No,0.31245,743,2657,0.29483,0.33008
2016,Couple with children,Tenant,Yes,0.60762,1402,2319,0.58774,0.62749
2016,Couple with children,Tenant,No,0.39238,917,2319,0.37251,0.41226
2016,Multi-generational household,Owner,Yes,0.69452,38,38,0.54610,0.84293
2016,Multi-generational household,Tenant,No,0.59998,35,35,0.43530,0.76465
2016,Other Combinations,Not included in this version of the questionnaire,Yes,0.31226,61,189,0.24601,0.37850
2016,Other Combinations,Not included in this version of the questionnaire,No,0.68774,128,189,0.62150,0.75399
2016,Other Combinations,Owner,Yes,0.67265,34,34,0.51255,0.83276
2016,Other Combinations,Tenant,Yes,0.58641,90,142,0.50512,0.66770
2016,Other Combinations,Tenant,No,0.41359,52,142,0.33230,0.49488
2017,Single-person household,Not included in this version of the questionnaire,Yes,0.23303,45,159,0.16711,0.29895
2017,Single-person household,Not included in this version of the questionnaire,No,0.76697,114,159,0.70105,0.83289
2017,Single-person household,Owner,Yes,0.60627,635,1016,0.57621,0.63633
2017,Single-person household,Owner,No,0.39373,381,1016,0.36367,0.42379
2017,Single-person household,Tenant,Yes,0.57572,1825,3109,0.55834,0.59309
2017,Single-person household,Tenant,No,0.42428,1284,3109,0.40691,0.44166
2017,Couple without children,Not included in this version of the questionnaire,No,0.98789,33,33,0.95000,1.02579
2017,Couple without children,Owner,Yes,0.64674,1695,2523,0.62809,0.66540
2017,Couple without children,Owner,No,0.35326,828,2523,0.33460,0.37191
2017,Couple without children,Tenant,Yes,0.62832,1351,2144,0.60786,0.64878
2017,Couple without children,Tenant,No,0.37168,793,2144,0.35122,0.39214
2017,Single parent,Not included in this version of the questionnaire,No,0.88933,52,52,0.80323,0.97543
2017,Single parent,Owner,Yes,0.65415,277,410,0.60806,0.70025
2017,Single parent,Owner,No,0.34585,133,410,0.29975,0.39194
2017,Single parent,Tenant,Yes,0.54820,685,1289,0.52103,0.57538
2017,Single parent,Tenant,No,0.45180,604,1289,0.42462,0.47897
2017,Couple with children,Not included in this version of the questionnaire,Yes,0.16331,66,392,0.12667,0.19995
2017,Couple with children,Not included in this version of the questionnaire,No,0.83669,326,392,0.80005,0.87333
2017,Couple with children,Owner,Yes,0.74946,2286,2952,0.73383,0.76510
