year,hhtyp,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single-person household,Yes,0.55447,2129,3795,0.53865,0.57028
2016,Single-person household,No,0.44553,1666,3795,0.42972,0.46135
2016,Couple without children,Yes,0.60873,2588,4148,0.59388,0.62358
2016,Couple without children,No,0.39127,1560,4148,0.37642,0.40612
2016,Single parent,Yes,0.55986,918,1703,0.53628,0.58345
2016,Single parent,No,0.44014,785,1703,0.41655,0.46372
2016,Couple with children,Yes,0.65201,3601,6187,0.64014,0.66388
2016,Couple with children,No,0.34799,2586,6187,0.33612,0.35986
2016,Multi-generational household,Yes,0.57928,69,145,0.49864,0.65991
2016,Multi-generational household,No,0.42072,76,145,0.34009,0.50136
2016,Other Combinations,Yes,0.60257,185,382,0.55343,0.65170
2016,Other Combinations,No,0.39743,197,382,0.34830,0.44657
2017,Single-person household,Yes,0.58513,2505,4284,0.57038,0.59989
2017,Single-person household,No,0.41487,1779,4284,0.40011,0.42962
2017,Couple without children,Yes,0.63918,3047,4701,0.62545,0.65291
2017,Couple without children,No,0.36082,1654,4701,0.34709,0.37455
2017,Single parent,Yes,0.57921,970,1759,0.55613,0.60229
2017,Single parent,No,0.42079,789,1759,0.39771,0.44387
2017,Couple with children,Yes,0.70519,4161,6813,0.69436,0.71602
2017,Couple with children,No,0.29481,2652,6813,0.28398,0.30564
2017,Multi-generational household,Yes,0.58226,74,162,0.50608,0.65845
2017,Multi-generational household,No,0.41774,88,162,0.34155,0.49392
2017,Other Combinations,Yes,0.67217,258,514,0.63155,0.71279
2017,Other Combinations,No,0.32783,256,514,0.28721,0.36845
2018,Single-person household,Yes,0.60725,2688,4451,0.59290,0.62160
2018,Single-person household,No,0.39275,1763,4451,0.37840,0.40710
2018,Couple without children,Yes,0.66105,3108,4629,0.64741,0.67468
2018,Couple without children,No,0.33895,1521,4629,0.32532,0.35259
2018,Single parent,Yes,0.60141,979,1740,0.57840,0.62443
2018,Single parent,No,0.39859,761,1740,0.37557,0.42160
2018,Couple with children,Yes,0.73143,4078,6445,0.72061,0.74225
2018,Couple with children,No,0.26857,2367,6445,0.25775,0.27939
2018,Multi-generational household,Yes,0.53255,76,160,0.45500,0.61011
2018,Multi-generational household,No,0.46745,84,160,0.38989,0.54500
2018,Other Combinations,Yes,0.68230,225,410,0.63718,0.72742
2018,Other Combinations,No,0.31770,185,410,0.27258,0.36282
2019,Single-person household,Yes,0.63375,2806,4139,0.61907,0.64843
2019,Single-person household,No,0.36625,1333,4139,0.35157,0.38093
2019,Couple without children,Yes,0.67912,3643,5089,0.66630,0.69195
2019,Couple without children,No,0.32088,1446,5089,0.30805,0.33370
2019,Single parent,Yes,0.66408,935,1416,0.63947,0.68869
2019,Single parent,No,0.33592,481,1416,0.31131,0.36053
2019,Couple with children,Yes,0.74250,3953,5153,0.73056,0.75444
2019,Couple with children,No,0.25750,1200,5153,0.24556,0.26944
2019,Multi-generational household,Yes,0.69529,74,105,0.60683,0.78375
2019,Multi-generational household,No,0.30471,31,105,0.21625,0.39317
2019,Other Combinations,Yes,0.75077,167,223,0.69387,0.80767
2019,Other Combinations,No,0.24923,56,223,0.19233,0.30613
2021,No answer / don't know,Yes,0.55243,35,35,0.38529,0.71958
2021,Single-person household,Yes,0.47121,1773,3527,0.45473,0.48769
2021,Single-person household,No,0.52879,1754,3527,0.51231,0.54527
2021,Couple without children,Yes,0.51115,1902,3476,0.49453,0.52777
2021,Couple without children,No,0.48885,1574,3476,0.47223,0.50547
2021,Single parent,Yes,0.50248,482,1024,0.47184,0.53312
2021,Single parent,No,0.49752,542,1024,0.46688,0.52816
2021,Couple with children,Yes,0.58951,2186,3999,0.57426,0.60476
2021,Couple with children,No,0.41049,1813,3999,0.39524,0.42574
2021,Multi-generational household,Yes,0.67455,47,93,0.57881,0.77029
2021,Multi-generational household,No,0.32545,46,93,0.22971,0.42119
2021,Other Combinations,Yes,0.50717,172,353,0.45494,0.55940
2021,Other Combinations,No,0.49283,181,353,0.44060,0.54506
