year,quintil_oecd_hh,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,Yes,0.42842,1962,5184,0.41495,0.44190
2016,1st Quintile,No,0.57158,3222,5184,0.55810,0.58505
2016,2nd Quintile,Yes,0.49103,1671,3032,0.47323,0.50883
2016,2nd Quintile,No,0.50897,1361,3032,0.49117,0.52677
2016,3rd Quintile,Yes,0.60955,1764,2737,0.59127,0.62783
2016,3rd Quintile,No,0.39045,973,2737,0.37217,0.40873
2016,4th Quintile,Yes,0.67827,1915,2651,0.66048,0.69605
2016,4th Quintile,No,0.32173,736,2651,0.30395,0.33952
2016,5th Quintile,Yes,0.75662,2176,2752,0.74058,0.77265
2016,5th Quintile,No,0.24338,576,2752,0.22735,0.25942
2017,1st Quintile,Yes,0.45524,2132,5627,0.44223,0.46826
2017,1st Quintile,No,0.54476,3495,5627,0.53174,0.55777
2017,2nd Quintile,Yes,0.54441,1919,3322,0.52747,0.56135
2017,2nd Quintile,No,0.45559,1403,3322,0.43865,0.47253
2017,3rd Quintile,Yes,0.63447,2128,3102,0.61752,0.65142
2017,3rd Quintile,No,0.36553,974,3102,0.34858,0.38248
2017,4th Quintile,Yes,0.70638,2282,3040,0.69019,0.72257
2017,4th Quintile,No,0.29362,758,3040,0.27743,0.30981
2017,5th Quintile,Yes,0.79828,2533,3093,0.78414,0.81242
2017,5th Quintile,No,0.20172,560,3093,0.18758,0.21586
2018,Not included in this version of the questionnaire,Yes,0.48680,46,140,0.40370,0.56989
2018,Not included in this version of the questionnaire,No,0.51320,94,140,0.43011,0.59630
2018,1st Quintile,Yes,0.45156,2233,5351,0.43823,0.46490
2018,1st Quintile,No,0.54844,3118,5351,0.53510,0.56177
2018,2nd Quintile,Yes,0.57598,2061,3442,0.55947,0.59249
2018,2nd Quintile,No,0.42402,1381,3442,0.40751,0.44053
2018,3rd Quintile,Yes,0.66858,2098,2992,0.65171,0.68545
2018,3rd Quintile,No,0.33142,894,2992,0.31455,0.34829
2018,4th Quintile,Yes,0.73026,2200,2897,0.71410,0.74643
2018,4th Quintile,No,0.26974,697,2897,0.25357,0.28590
2018,5th Quintile,Yes,0.82273,2516,3013,0.80909,0.83637
2018,5th Quintile,No,0.17727,497,3013,0.16363,0.19091
2019,1st Quintile,Yes,0.52069,1615,2944,0.50264,0.53874
2019,1st Quintile,No,0.47931,1329,2944,0.46126,0.49736
2019,2nd Quintile,Yes,0.60803,1946,3030,0.59064,0.62541
2019,2nd Quintile,No,0.39197,1084,3030,0.37459,0.40936
2019,3rd Quintile,Yes,0.68092,2065,2870,0.66387,0.69798
2019,3rd Quintile,No,0.31908,805,2870,0.30202,0.33613
2019,4th Quintile,Yes,0.74493,2299,2925,0.72913,0.76073
2019,4th Quintile,No,0.25507,626,2925,0.23927,0.27087
2019,5th Quintile,Yes,0.80771,3651,4352,0.79600,0.81942
2019,5th Quintile,No,0.19229,701,4352,0.18058,0.20400
2021,1st Quintile,Yes,0.37321,1238,3233,0.35653,0.38988
2021,1st Quintile,No,0.62679,1995,3233,0.61012,0.64347
2021,2nd Quintile,Yes,0.46494,1108,2368,0.44485,0.48503
2021,2nd Quintile,No,0.53506,1260,2368,0.51497,0.55515
2021,3rd Quintile,Yes,0.52342,1152,2069,0.50189,0.54495
2021,3rd Quintile,No,0.47658,917,2069,0.45505,0.49811
2021,4th Quintile,Yes,0.56793,1276,2096,0.54672,0.58914
2021,4th Quintile,No,0.43207,820,2096,0.41086,0.45328
2021,5th Quintile,Yes,0.62323,1800,2723,0.60502,0.64143
2021,5th Quintile,No,0.37677,923,2723,0.35857,0.39498
