"year","hhtyp","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","15489.27","14513","892","15042.12","15936.42"
"1995","(Ehe-)Paar ohne Kind(er)","2","20513.28","19721.5","876","20166.49","20860.07"
"1995","(Ehe-)Paar ohne Kind(er)","3","25885.33","25017","836","25444.84","26325.82"
"1995","(Ehe-)Paar ohne Kind(er)","4","32870.88","31849.5","704","32259.75","33482.01"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","49388.33","46980.5","346","47488.16","51288.5"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","8466.41","8169.5","509","8155.15","8777.67"
"1995","1-Pers.- Haushalt","2","12426.28","12323.5","423","12076.22","12776.34"
"1995","1-Pers.- Haushalt","3","16373.65","16115","224","15801.67","16945.63"
"1995","1-Pers.- Haushalt","4","20807.33","20777.5","144","19710.1","21904.56"
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","29351.37","27476","104","26198.22","32504.52"
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","14444.21","13213","543","13718.16","15170.26"
"1995","Alleinerziehende","2","19857.53","18734.5","203","18835.15","20879.91"
"1995","Alleinerziehende","3","25146.04","24885","114","23667.1","26624.98"
"1995","Alleinerziehende","4","34702.01","33979","58","30576.48","38827.54"
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","24789.97","23048","4668","24526.15","25053.79"
"1995","Paar mit Kind(ern)","2","30824.61","29573","3113","30520.7","31128.52"
"1995","Paar mit Kind(ern)","3","39494.36","37435","1623","38774.66","40214.06"
"1995","Paar mit Kind(ern)","4","48268.89","45469","783","47266.96","49270.82"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","64786.27","58613.5","336","62460.92","67111.62"
"1995","Sonstige","1 Einkommensschwächstes Quintil","26559.09","25193.5","493","25389.27","27728.91"
"1995","Sonstige","2","33107.69","32646","335","31688.74","34526.64"
"1995","Sonstige","3","41349.68","38504.5","220","39304.77","43394.59"
"1995","Sonstige","4","50281.84","46790","106","47441.98","53121.7"
"1995","Sonstige","5 Einkommensstärkstes Quintil","56385.29","46228.5","35","49978.1","62792.48"
"1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","16719.02","15491","866","16239.84","17198.2"
"1996","(Ehe-)Paar ohne Kind(er)","2","20456.73","19582.5","864","20136.04","20777.42"
"1996","(Ehe-)Paar ohne Kind(er)","3","25933.57","24723.5","832","25434.32","26432.82"
"1996","(Ehe-)Paar ohne Kind(er)","4","32416.69","31468.5","730","31833.08","33000.3"
"1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","49786.96","46851.5","390","47565.72","52008.2"
"1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","8855.81","8418","510","8446.38","9265.24"
"1996","1-Pers.- Haushalt","2","12588.96","12530","412","12231.63","12946.29"
"1996","1-Pers.- Haushalt","3","16320.99","16222.5","238","15819.77","16822.21"
"1996","1-Pers.- Haushalt","4","21180.06","19862.5","156","18791.08","23569.04"
"1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","28804.35","27195.5","117","26054.96","31553.74"
"1996","Alleinerziehende","1 Einkommensschwächstes Quintil","14573.31","13389","551","13941.75","15204.87"
"1996","Alleinerziehende","2","22635.33","20028.5","188","21269.66","24001"
"1996","Alleinerziehende","3","26172.76","24165.5","125","24254.17","28091.35"
"1996","Alleinerziehende","4","30851.05","31207.5","71","28144.55","33557.55"
"1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","25458.26","23332.5","3960","25161.94","25754.58"
"1996","Paar mit Kind(ern)","2","31240.74","29500.5","3203","30929.24","31552.24"
"1996","Paar mit Kind(ern)","3","37798.26","36605","1759","37329.29","38267.23"
"1996","Paar mit Kind(ern)","4","46574.28","46076","836","45860.77","47287.79"
"1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","64377.58","59328","399","62128.36","66626.8"
"1996","Sonstige","1 Einkommensschwächstes Quintil","27815.04","23814","487","26461.84","29168.24"
"1996","Sonstige","2","34288.89","28688","269","32557.75","36020.03"
"1996","Sonstige","3","43899.75","40305.5","202","42039.56","45759.94"
"1996","Sonstige","4","50022.87","42461.5","108","46945.41","53100.33"
"1996","Sonstige","5 Einkommensstärkstes Quintil","51780.56","47235.5","42","45547.57","58013.55"
"1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","17010.85","15250","776","16487.52","17534.18"
"1997","(Ehe-)Paar ohne Kind(er)","2","20763.33","19480.5","908","20284.88","21241.78"
"1997","(Ehe-)Paar ohne Kind(er)","3","26656.28","25498.5","932","26200.14","27112.42"
"1997","(Ehe-)Paar ohne Kind(er)","4","33490.66","32081.5","744","32932.51","34048.81"
"1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","48795.23","44942","398","47354.55","50235.91"
"1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","8648.97","8361","466","8323.7","8974.24"
"1997","1-Pers.- Haushalt","2","12885.3","12367.5","412","12583.62","13186.98"
"1997","1-Pers.- Haushalt","3","16137.76","16198.5","253","15680.1","16595.42"
"1997","1-Pers.- Haushalt","4","21359.78","20046","162","20463.89","22255.67"
"1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","29785.01","28073","109","26701.87","32868.15"
"1997","Alleinerziehende","1 Einkommensschwächstes Quintil","14614.48","14273.5","508","14031.96","15197"
"1997","Alleinerziehende","2","19692.82","19407.5","210","18897.56","20488.08"
"1997","Alleinerziehende","3","26637.38","24773","138","24973.31","28301.45"
"1997","Alleinerziehende","4","31931.87","30589","78","29660.57","34203.17"
"1997","Alleinerziehende","5 Einkommensstärkstes Quintil","41577.39","40281","33","35654.17","47500.61"
"1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","27106.45","24329.5","3808","26756.28","27456.62"
"1997","Paar mit Kind(ern)","2","31928.59","30166","3010","31601.61","32255.57"
"1997","Paar mit Kind(ern)","3","37807.59","36057.5","1746","37351.21","38263.97"
"1997","Paar mit Kind(ern)","4","46855.55","44918.5","847","46025.03","47686.07"
"1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","68464.27","61894.5","395","66163.31","70765.23"
"1997","Sonstige","1 Einkommensschwächstes Quintil","30707.91","26318.5","429","29384.7","32031.12"
