"year","hhtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1984","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1984","(Ehe-)Paar ohne Kind(er)","Westdeutschland","17872.57","15913.5","2702","17491.19","18253.95"
"1984","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1984","1-Pers.- Haushalt","Westdeutschland","9556.17","8596","1288","9217.73","9894.61"
"1984","Alleinerziehende","Ostdeutschland","","","","",""
"1984","Alleinerziehende","Westdeutschland","14045.45","12451","828","13446.13","14644.77"
"1984","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1984","Paar mit Kind(ern)","Westdeutschland","23505.71","21328","10356","23299.7","23711.72"
"1984","Sonstige","Ostdeutschland","","","","",""
"1984","Sonstige","Westdeutschland","23981.59","22024","1002","23132.77","24830.41"
"1985","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1985","(Ehe-)Paar ohne Kind(er)","Westdeutschland","18281.45","16772.5","2450","17942.91","18619.99"
"1985","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1985","1-Pers.- Haushalt","Westdeutschland","10118.08","8974","1140","9653.89","10582.27"
"1985","Alleinerziehende","Ostdeutschland","","","","",""
"1985","Alleinerziehende","Westdeutschland","14688.11","13479.5","748","14076.01","15300.21"
"1985","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1985","Paar mit Kind(ern)","Westdeutschland","24127.88","22029.5","9339","23910.62","24345.14"
"1985","Sonstige","Ostdeutschland","","","","",""
"1985","Sonstige","Westdeutschland","23895.45","22401","921","23139.22","24651.68"
"1986","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1986","(Ehe-)Paar ohne Kind(er)","Westdeutschland","18889.01","17232.5","2410","18496.63","19281.39"
"1986","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1986","1-Pers.- Haushalt","Westdeutschland","9968.22","9164","1079","9644.05","10292.39"
"1986","Alleinerziehende","Ostdeutschland","","","","",""
"1986","Alleinerziehende","Westdeutschland","15088.29","13377","712","14429.08","15747.5"
"1986","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1986","Paar mit Kind(ern)","Westdeutschland","24793.91","22394.5","8799","24556.76","25031.06"
