"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","20008.92","19477","2818","19648.55","20369.29"
"1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","19998.17","19240","4287","19676.7","20319.64"
"1995","2","Laendlicher Raum","25250.23","24766.5","1765","24799.48","25700.98"
"1995","2","Staedtischer Raum","24984.43","24028","3185","24609.45","25359.41"
"1995","3","Laendlicher Raum","32184.54","30058","983","31030.77","33338.31"
"1995","3","Staedtischer Raum","31777.2","30518","2034","31232.63","32321.77"
"1995","4","Laendlicher Raum","38531.56","34259.5","478","37160.11","39903.01"
"1995","4","Staedtischer Raum","37230.09","35162","1317","36411.33","38048.85"
"1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","50397.83","48318","160","46813.69","53981.97"
"1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","50237.05","47186.5","685","48548.82","51925.28"
"1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","20300.38","19712","2475","19872.05","20728.71"
"1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","20119.81","18571","3899","19773.82","20465.8"
"1996","2","Laendlicher Raum","26265.79","25489.5","1855","25801.84","26729.74"
"1996","2","Staedtischer Raum","25683.16","24869.5","3081","25299.24","26067.08"
"1996","3","Laendlicher Raum","31911.73","31278","1041","31248.56","32574.9"
"1996","3","Staedtischer Raum","31049.3","29316","2115","30514.03","31584.57"
"1996","4","Laendlicher Raum","38721.41","35205.5","490","37429.8","40013.02"
"1996","4","Staedtischer Raum","36031.2","34261.5","1411","35328.72","36733.68"
"1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","50614.17","48823.5","213","47189.21","54039.13"
"1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","49718.07","46049.5","759","47984.13","51452.01"
"1997","1 Einkommensschwächstes Quintil","Laendlicher Raum","21852.07","20437.5","2336","21343.43","22360.71"
"1997","1 Einkommensschwächstes Quintil","Staedtischer Raum","21145.08","19771","3651","20772.08","21518.08"
"1997","2","Laendlicher Raum","25841.49","24436.5","1866","25353.39","26329.59"
"1997","2","Staedtischer Raum","26131.02","24879.5","2961","25712.06","26549.98"
"1997","3","Laendlicher Raum","31667.18","30062","1036","30950.79","32383.57"
"1997","3","Staedtischer Raum","30746.27","29905.5","2255","30262.2","31230.34"
"1997","4","Laendlicher Raum","37933.36","34400","550","36768.61","39098.11"
"1997","4","Staedtischer Raum","36595.37","34534.5","1385","35910.14","37280.6"
"1997","5 Einkommensstärkstes Quintil","Laendlicher Raum","55661.51","52767.5","185","51362.84","59960.18"
"1997","5 Einkommensstärkstes Quintil","Staedtischer Raum","50692.16","46555.5","781","49238.34","52145.98"
"1998","1 Einkommensschwächstes Quintil","Laendlicher Raum","21549.38","20881","2582","21113.73","21985.03"
"1998","1 Einkommensschwächstes Quintil","Staedtischer Raum","20744.4","19805","3857","20405.19","21083.61"
"1998","2","Laendlicher Raum","25945.08","25071","1905","25477.18","26412.98"
"1998","2","Staedtischer Raum","26064.94","24894","3269","25661.52","26468.36"
