"year","bula_h","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","18525.64","16504","406","17599.6","19451.68"
"1984","Baden-Württemberg","1-Pers.- Haushalt","9911.79","8891.5","209","9072.66","10750.92"
"1984","Baden-Württemberg","Alleinerziehende","14731.57","14692","160","13451.93","16011.21"
"1984","Baden-Württemberg","Paar mit Kind(ern)","24253.21","21696.5","2155","23788.57","24717.85"
"1984","Baden-Württemberg","Sonstige","31036.09","27738","184","28668.74","33403.44"
"1984","Bayern","(Ehe-)Paar ohne Kind(er)","18621.58","16659.5","482","17679.55","19563.61"
"1984","Bayern","1-Pers.- Haushalt","9398.01","8154.5","191","8624.61","10171.41"
"1984","Bayern","Alleinerziehende","16521.44","14476.5","122","14645.05","18397.83"
"1984","Bayern","Paar mit Kind(ern)","23057.5","21261.5","1785","22595.96","23519.04"
"1984","Bayern","Sonstige","23486.31","19814","151","21047.73","25924.89"
"1984","Berlin","(Ehe-)Paar ohne Kind(er)","19523.2","19302.5","104","18058.69","20987.71"
"1984","Berlin","1-Pers.- Haushalt","9813.72","9370.5","72","8820.02","10807.42"
"1984","Berlin","Alleinerziehende","14883.59","13013","47","12931.27","16835.91"
"1984","Berlin","Paar mit Kind(ern)","23615.65","22801.5","286","22492.53","24738.77"
"1984","Berlin","Sonstige","28777.21","24754","31","16622.07","40932.35"
"1984","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1984","Brandenburg","1-Pers.- Haushalt","","","","",""
"1984","Brandenburg","Alleinerziehende","","","","",""
"1984","Brandenburg","Paar mit Kind(ern)","","","","",""
"1984","Brandenburg","Sonstige","","","","",""
"1984","Bremen","(Ehe-)Paar ohne Kind(er)","13711.29","13217","46","12550.86","14871.72"
"1984","Bremen","1-Pers.- Haushalt","","","","",""
"1984","Bremen","Alleinerziehende","","","","",""
"1984","Bremen","Paar mit Kind(ern)","21211.88","16877.5","79","18961.89","23461.87"
"1984","Bremen","Sonstige","","","","",""
"1984","Hamburg","(Ehe-)Paar ohne Kind(er)","19316.22","15041.5","92","17538.79","21093.65"
"1984","Hamburg","1-Pers.- Haushalt","10809.92","9254.5","53","9456.06","12163.78"
"1984","Hamburg","Alleinerziehende","","","","",""
"1984","Hamburg","Paar mit Kind(ern)","22976.64","21813.5","204","21689.49","24263.79"
"1984","Hamburg","Sonstige","","","","",""
"1984","Hessen","(Ehe-)Paar ohne Kind(er)","19164.26","15834","286","17412.03","20916.49"
"1984","Hessen","1-Pers.- Haushalt","9931.41","9017.5","121","8948.17","10914.65"
"1984","Hessen","Alleinerziehende","11509.38","10930","67","9886.89","13131.87"
