,Unnamed: 0,year,age_gr,pgisced97,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1984,17-29 y.,Lower Secondary Level,Comp. time,0.36701,79,3766,0.3291,0.40178
1,1,1984,17-29 y.,Lower Secondary Level,Paid,0.41206,131,3766,0.35504,0.46469
2,2,1984,17-29 y.,Lower Secondary Level,Not compensated,0.22092,45,3766,0.18726,0.24961
3,3,1984,17-29 y.,Upper Secondary Level,Comp. time,0.3386,224,3766,0.32438,0.35163
4,4,1984,17-29 y.,Upper Secondary Level,Some of both,0.14199,97,3766,0.13336,0.15039
5,5,1984,17-29 y.,Upper Secondary Level,Paid,0.39825,302,3766,0.37676,0.41741
6,6,1984,17-29 y.,Upper Secondary Level,Not compensated,0.12117,85,3766,0.11391,0.13059
7,7,1984,17-29 y.,First Stage of Tertiary Education,Comp. time,1.0,33,3766,0.90968,1.08578
8,8,1984,30-45 y.,Primary Level,Paid,1.0,92,3766,0.81123,1.24025
9,9,1984,30-45 y.,Lower Secondary Level,Comp. time,0.22796,38,3766,0.18598,0.27266
10,10,1984,30-45 y.,Lower Secondary Level,Paid,0.77204,178,3766,0.67662,0.87198
11,11,1984,30-45 y.,Upper Secondary Level,Comp. time,0.30538,284,3766,0.29271,0.31432
12,12,1984,30-45 y.,Upper Secondary Level,Some of both,0.10938,104,3766,0.10428,0.11561
13,13,1984,30-45 y.,Upper Secondary Level,Paid,0.37281,419,3766,0.3548,0.39159
14,14,1984,30-45 y.,Upper Secondary Level,Not compensated,0.21243,205,3766,0.20361,0.22089
15,15,1984,30-45 y.,First Stage of Tertiary Education,Comp. time,0.3412,45,3766,0.32801,0.35625
16,16,1984,30-45 y.,First Stage of Tertiary Education,Paid,0.27876,38,3766,0.25784,0.29973
17,17,1984,30-45 y.,First Stage of Tertiary Education,Not compensated,0.38004,49,3766,0.36557,0.3962
18,18,1984,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.15686,35,3766,0.14525,0.16686
19,19,1984,30-45 y.,Second Stage of Tertiary Education,Some of both,0.12694,33,3766,0.11113,0.14196
20,20,1984,30-45 y.,Second Stage of Tertiary Education,Paid,0.14211,34,3766,0.12462,0.16052
21,21,1984,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.5741,126,3766,0.55447,0.59248
22,22,1984,46-65 y.,Primary Level,Paid,1.0,87,3766,0.81707,1.27517
23,23,1984,46-65 y.,Lower Secondary Level,Comp. time,0.30425,64,3766,0.27802,0.32866
24,24,1984,46-65 y.,Lower Secondary Level,Paid,0.46613,135,3766,0.41844,0.51588
25,25,1984,46-65 y.,Lower Secondary Level,Not compensated,0.22963,52,3766,0.20402,0.25033
26,26,1984,46-65 y.,Upper Secondary Level,Comp. time,0.28438,165,3766,0.27329,0.2944
27,27,1984,46-65 y.,Upper Secondary Level,Some of both,0.08751,56,3766,0.07866,0.09458
28,28,1984,46-65 y.,Upper Secondary Level,Paid,0.40157,271,3766,0.38004,0.42241
29,29,1984,46-65 y.,Upper Secondary Level,Not compensated,0.22654,128,3766,0.21952,0.23414
30,30,1984,46-65 y.,First Stage of Tertiary Education,Not compensated,1.0,45,3766,0.9298,1.07
31,31,1984,46-65 y.,Second Stage of Tertiary Education,Not compensated,1.0,87,3766,0.94725,1.04531
32,32,1985,17-29 y.,Lower Secondary Level,Comp. time,0.3625,64,3121,0.33349,0.39891
33,33,1985,17-29 y.,Lower Secondary Level,Paid,0.42144,108,3121,0.3583,0.48222
34,34,1985,17-29 y.,Lower Secondary Level,Not compensated,0.21606,37,3121,0.18948,0.23586
35,35,1985,17-29 y.,Upper Secondary Level,Comp. time,0.33687,197,3121,0.31556,0.35384
36,36,1985,17-29 y.,Upper Secondary Level,Some of both,0.14775,85,3121,0.13306,0.15979
37,37,1985,17-29 y.,Upper Secondary Level,Paid,0.35464,240,3121,0.33154,0.37621
38,38,1985,17-29 y.,Upper Secondary Level,Not compensated,0.16075,96,3121,0.14897,0.17074
39,39,1985,30-45 y.,Primary Level,Paid,1.0,52,3121,0.82245,1.21784
40,40,1985,30-45 y.,Lower Secondary Level,Paid,1.0,144,3121,0.88138,1.1411
41,41,1985,30-45 y.,Upper Secondary Level,Comp. time,0.28457,221,3121,0.27351,0.29356
42,42,1985,30-45 y.,Upper Secondary Level,Some of both,0.09877,85,3121,0.09011,0.10712
43,43,1985,30-45 y.,Upper Secondary Level,Paid,0.38956,363,3121,0.37164,0.40774
44,44,1985,30-45 y.,Upper Secondary Level,Not compensated,0.22711,182,3121,0.21719,0.23876
45,45,1985,30-45 y.,First Stage of Tertiary Education,Comp. time,0.34559,36,3121,0.32153,0.36827
46,46,1985,30-45 y.,First Stage of Tertiary Education,Paid,0.28721,36,3121,0.25844,0.31884
47,47,1985,30-45 y.,First Stage of Tertiary Education,Not compensated,0.3672,42,3121,0.33193,0.41111
48,48,1985,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.23264,39,3121,0.21527,0.25282
49,49,1985,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.76736,134,3121,0.73226,0.80402
50,50,1985,46-65 y.,Primary Level,Paid,1.0,58,3121,0.79526,1.30474
51,51,1985,46-65 y.,Lower Secondary Level,Comp. time,0.29525,55,3121,0.26447,0.32432
52,52,1985,46-65 y.,Lower Secondary Level,Paid,0.49201,115,3121,0.44271,0.53671
53,53,1985,46-65 y.,Lower Secondary Level,Not compensated,0.21274,43,3121,0.18987,0.23231
54,54,1985,46-65 y.,Upper Secondary Level,Comp. time,0.2635,141,3121,0.24823,0.27597
55,55,1985,46-65 y.,Upper Secondary Level,Some of both,0.10431,54,3121,0.09873,0.10939
56,56,1985,46-65 y.,Upper Secondary Level,Paid,0.34467,208,3121,0.32279,0.36633
57,57,1985,46-65 y.,Upper Secondary Level,Not compensated,0.28752,150,3121,0.27527,0.29762
58,58,1985,46-65 y.,First Stage of Tertiary Education,Not compensated,1.0,48,3121,0.93837,1.05785
59,59,1985,46-65 y.,Second Stage of Tertiary Education,Not compensated,1.0,88,3121,0.93366,1.05971
60,60,1986,17-29 y.,Lower Secondary Level,Comp. time,0.33468,64,2890,0.29084,0.37742
61,61,1986,17-29 y.,Lower Secondary Level,Paid,0.47703,125,2890,0.41442,0.53901
62,62,1986,17-29 y.,Lower Secondary Level,Not compensated,0.18829,39,2890,0.15071,0.22376
63,63,1986,17-29 y.,Upper Secondary Level,Comp. time,0.33474,196,2890,0.31367,0.35463
64,64,1986,17-29 y.,Upper Secondary Level,Some of both,0.17567,94,2890,0.15647,0.19267
65,65,1986,17-29 y.,Upper Secondary Level,Paid,0.36315,249,2890,0.33665,0.39097
66,66,1986,17-29 y.,Upper Secondary Level,Not compensated,0.12644,80,2890,0.11187,0.13994
67,67,1986,30-45 y.,Primary Level,Paid,1.0,47,2890,0.79499,1.21562
68,68,1986,30-45 y.,Lower Secondary Level,Comp. time,0.31425,39,2890,0.2644,0.37423
69,69,1986,30-45 y.,Lower Secondary Level,Paid,0.68575,127,2890,0.57823,0.78337
70,70,1986,30-45 y.,Upper Secondary Level,Comp. time,0.35135,258,2890,0.33532,0.36561
71,71,1986,30-45 y.,Upper Secondary Level,Some of both,0.10543,90,2890,0.09446,0.11593
72,72,1986,30-45 y.,Upper Secondary Level,Paid,0.38591,327,2890,0.36285,0.40526
73,73,1986,30-45 y.,Upper Secondary Level,Not compensated,0.15732,116,2890,0.14779,0.1672
74,74,1986,30-45 y.,First Stage of Tertiary Education,Comp. time,1.0,37,2890,0.91774,1.11459
75,75,1986,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.30339,48,2890,0.26837,0.33745
76,76,1986,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.69661,102,2890,0.6499,0.74836
77,77,1986,46-65 y.,Primary Level,Paid,1.0,55,2890,0.84897,1.18051
78,78,1986,46-65 y.,Lower Secondary Level,Comp. time,0.33608,44,2890,0.29039,0.37939
79,79,1986,46-65 y.,Lower Secondary Level,Paid,0.66392,120,2890,0.58946,0.74153
80,80,1986,46-65 y.,Upper Secondary Level,Comp. time,0.30557,149,2890,0.28826,0.32108
81,81,1986,46-65 y.,Upper Secondary Level,Some of both,0.11319,57,2890,0.10388,0.12245
82,82,1986,46-65 y.,Upper Secondary Level,Paid,0.4002,235,2890,0.3692,0.42313
83,83,1986,46-65 y.,Upper Secondary Level,Not compensated,0.18104,87,2890,0.16987,0.19195
84,84,1986,46-65 y.,First Stage of Tertiary Education,Not compensated,1.0,31,2890,0.89295,1.09492
85,85,1986,46-65 y.,Second Stage of Tertiary Education,Not compensated,1.0,74,2890,0.92288,1.06128
86,86,1988,17-29 y.,Lower Secondary Level,Comp. time,0.38407,86,2819,0.33663,0.44035
87,87,1988,17-29 y.,Lower Secondary Level,Paid,0.42641,132,2819,0.37346,0.51054
88,88,1988,17-29 y.,Lower Secondary Level,Not compensated,0.18952,40,2819,0.15465,0.22373
89,89,1988,17-29 y.,Upper Secondary Level,Comp. time,0.3513,204,2819,0.32799,0.37572
90,90,1988,17-29 y.,Upper Secondary Level,Some of both,0.12899,82,2819,0.113,0.14052
91,91,1988,17-29 y.,Upper Secondary Level,Paid,0.37798,250,2819,0.34399,0.40716
92,92,1988,17-29 y.,Upper Secondary Level,Not compensated,0.14173,86,2819,0.12628,0.15967
93,93,1988,30-45 y.,Primary Level,Paid,1.0,68,2819,0.7877,1.2734
94,94,1988,30-45 y.,Lower Secondary Level,Paid,1.0,132,2819,0.88494,1.14835
95,95,1988,30-45 y.,Upper Secondary Level,Comp. time,0.33605,233,2819,0.3168,0.35575
96,96,1988,30-45 y.,Upper Secondary Level,Some of both,0.137,96,2819,0.12222,0.15195
97,97,1988,30-45 y.,Upper Secondary Level,Paid,0.4006,308,2819,0.37694,0.42335
98,98,1988,30-45 y.,Upper Secondary Level,Not compensated,0.12635,86,2819,0.11624,0.13688
99,99,1988,30-45 y.,First Stage of Tertiary Education,Comp. time,1.0,43,2819,0.89075,1.10862
100,100,1988,30-45 y.,Second Stage of Tertiary Education,Comp. time,0.24022,42,2819,0.20155,0.27583
101,101,1988,30-45 y.,Second Stage of Tertiary Education,Not compensated,0.75978,110,2819,0.69953,0.81265
102,102,1988,46-65 y.,Primary Level,Paid,1.0,46,2819,0.83682,1.24297
103,103,1988,46-65 y.,Lower Secondary Level,Comp. time,0.38808,49,2819,0.35043,0.42145
104,104,1988,46-65 y.,Lower Secondary Level,Paid,0.61192,118,2819,0.53633,0.69509
105,105,1988,46-65 y.,Upper Secondary Level,Comp. time,0.37248,184,2819,0.35346,0.39221
106,106,1988,46-65 y.,Upper Secondary Level,Some of both,0.12301,65,2819,0.10906,0.13621
107,107,1988,46-65 y.,Upper Secondary Level,Paid,0.34833,207,2819,0.32062,0.37305
108,108,1988,46-65 y.,Upper Secondary Level,Not compensated,0.15618,71,2819,0.14231,0.17181
109,109,1988,46-65 y.,Second Stage of Tertiary Education,Not compensated,1.0,81,2819,0.92676,1.06082
110,110,1989,17-29 y.,Lower Secondary Level,Comp. time,0.3309,80,3051,0.2859,0.38022
111,111,1989,17-29 y.,Lower Secondary Level,Some of both,0.17746,51,3051,0.14622,0.21027
112,112,1989,17-29 y.,Lower Secondary Level,Paid,0.34454,125,3051,0.28884,0.40574
113,113,1989,17-29 y.,Lower Secondary Level,Not compensated,0.1471,34,3051,0.11816,0.17833
114,114,1989,17-29 y.,Upper Secondary Level,Comp. time,0.34555,212,3051,0.31856,0.3713
115,115,1989,17-29 y.,Upper Secondary Level,Some of both,0.13158,86,3051,0.11601,0.14789
116,116,1989,17-29 y.,Upper Secondary Level,Paid,0.39901,280,3051,0.36215,0.43319
117,117,1989,17-29 y.,Upper Secondary Level,Not compensated,0.12386,76,3051,0.10913,0.14047
