year,age_gr,regtyp,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,At least once per month,0.01644,34,2436,0.01139,0.02150
1985,17-29 y.,Urban regions,Seldom,0.07122,145,2436,0.06100,0.08143
1985,17-29 y.,Urban regions,Never,0.89267,2257,2436,0.88037,0.90496
1985,17-29 y.,Rural regions,Never,0.92222,605,605,0.90087,0.94358
1985,30-45 y.,Urban regions,At least once per month,0.02617,62,2692,0.02014,0.03220
1985,30-45 y.,Urban regions,Seldom,0.05932,135,2692,0.05040,0.06825
1985,30-45 y.,Urban regions,Never,0.89056,2495,2692,0.87877,0.90236
1985,30-45 y.,Rural regions,Seldom,0.09427,59,682,0.07233,0.11622
1985,30-45 y.,Rural regions,Never,0.84212,623,682,0.81474,0.86951
1985,46-65 y.,Urban regions,At least once per month,0.02338,50,2543,0.01751,0.02925
1985,46-65 y.,Urban regions,Seldom,0.03886,96,2543,0.03135,0.04637
1985,46-65 y.,Urban regions,Never,0.90999,2397,2543,0.89886,0.92111
1985,46-65 y.,Rural regions,Seldom,0.05258,33,655,0.03547,0.06968
1985,46-65 y.,Rural regions,Never,0.88295,622,655,0.85831,0.90759
1985,66 and older,Urban regions,Never,0.94831,772,772,0.93268,0.96394
1985,66 and older,Rural regions,Never,0.96459,280,280,0.94290,0.98628
1986,17-29 y.,Urban regions,At least once per month,0.02016,35,2381,0.01451,0.02580
1986,17-29 y.,Urban regions,Seldom,0.06308,122,2381,0.05331,0.07285
1986,17-29 y.,Urban regions,Never,0.90595,2224,2381,0.89423,0.91768
1986,17-29 y.,Rural regions,Seldom,0.05467,34,624,0.03682,0.07252
1986,17-29 y.,Rural regions,Never,0.91375,590,624,0.89171,0.93580
1986,30-45 y.,Urban regions,At least once per week,0.01410,33,2574,0.00955,0.01866
1986,30-45 y.,Urban regions,At least once per month,0.02192,48,2574,0.01626,0.02758
1986,30-45 y.,Urban regions,Seldom,0.07138,145,2574,0.06143,0.08133
1986,30-45 y.,Urban regions,Never,0.88315,2348,2574,0.87074,0.89556
1986,30-45 y.,Rural regions,Seldom,0.07219,43,648,0.05225,0.09213
1986,30-45 y.,Rural regions,Never,0.88539,605,648,0.86084,0.90993
1986,46-65 y.,Urban regions,At least once per month,0.01722,37,2486,0.01211,0.02234
1986,46-65 y.,Urban regions,Seldom,0.05151,117,2486,0.04282,0.06020
1986,46-65 y.,Urban regions,Never,0.89972,2332,2486,0.88791,0.91153
1986,46-65 y.,Rural regions,Never,0.89024,606,606,0.86533,0.91515
1986,66 and older,Urban regions,Never,0.95887,730,730,0.94446,0.97329
1986,66 and older,Rural regions,Never,0.95996,255,255,0.93585,0.98407
1988,17-29 y.,Urban regions,Seldom,0.05756,101,2259,0.04795,0.06717
1988,17-29 y.,Urban regions,Never,0.92463,2158,2259,0.91374,0.93552
1988,17-29 y.,Rural regions,Never,0.93724,540,540,0.91676,0.95771
1988,30-45 y.,Urban regions,At least once per month,0.01744,32,2292,0.01208,0.02280
1988,30-45 y.,Urban regions,Seldom,0.08088,148,2292,0.06972,0.09205
1988,30-45 y.,Urban regions,Never,0.88081,2112,2292,0.86754,0.89407
1988,30-45 y.,Rural regions,Seldom,0.07050,42,590,0.04982,0.09117
1988,30-45 y.,Rural regions,Never,0.87604,548,590,0.84943,0.90265
1988,46-65 y.,Urban regions,At least once per month,0.01586,35,2424,0.01089,0.02083
1988,46-65 y.,Urban regions,Seldom,0.05801,127,2424,0.04871,0.06732
1988,46-65 y.,Urban regions,Never,0.89802,2262,2424,0.88597,0.91007
1988,46-65 y.,Rural regions,Seldom,0.07387,43,601,0.05294,0.09480
1988,46-65 y.,Rural regions,Never,0.87575,558,601,0.84936,0.90215
1988,66 and older,Urban regions,Never,0.95764,747,747,0.94319,0.97209
1988,66 and older,Rural regions,Never,0.93004,237,237,0.89749,0.96258
1990,17-29 y.,Urban regions,At least once per month,0.02103,40,2481,0.01538,0.02668
1990,17-29 y.,Urban regions,Seldom,0.10893,221,2481,0.09666,0.12119
1990,17-29 y.,Urban regions,Never,0.85735,2220,2481,0.84359,0.87112
1990,17-29 y.,Rural regions,At least once per month,0.02698,36,1293,0.01815,0.03582
1990,17-29 y.,Rural regions,Seldom,0.12506,150,1293,0.10702,0.14309
1990,17-29 y.,Rural regions,Never,0.83080,1107,1293,0.81035,0.85124
1990,30-45 y.,Urban regions,At least once per week,0.01668,38,2715,0.01186,0.02150
1990,30-45 y.,Urban regions,At least once per month,0.02725,77,2715,0.02112,0.03337
1990,30-45 y.,Urban regions,Seldom,0.17042,385,2715,0.15627,0.18456
1990,30-45 y.,Urban regions,Never,0.78144,2215,2715,0.76589,0.79699
1990,30-45 y.,Rural regions,At least once per week,0.01922,37,1503,0.01228,0.02617
1990,30-45 y.,Rural regions,At least once per month,0.04404,72,1503,0.03367,0.05442
1990,30-45 y.,Rural regions,Seldom,0.15176,216,1503,0.13361,0.16990
1990,30-45 y.,Rural regions,Never,0.77232,1178,1503,0.75111,0.79353
1990,46-65 y.,Urban regions,At least once per week,0.01448,38,2756,0.01002,0.01894
1990,46-65 y.,Urban regions,At least once per month,0.03883,94,2756,0.03162,0.04604
1990,46-65 y.,Urban regions,Seldom,0.12150,296,2756,0.10930,0.13370
1990,46-65 y.,Urban regions,Never,0.81706,2328,2756,0.80263,0.83150
1990,46-65 y.,Rural regions,At least once per week,0.03187,46,1422,0.02273,0.04100
1990,46-65 y.,Rural regions,At least once per month,0.05306,85,1422,0.04140,0.06471
1990,46-65 y.,Rural regions,Seldom,0.14457,181,1422,0.12628,0.16285
1990,46-65 y.,Rural regions,Never,0.75765,1110,1422,0.73537,0.77993
1990,66 and older,Urban regions,Seldom,0.06512,63,878,0.04879,0.08145
1990,66 and older,Urban regions,Never,0.90451,815,878,0.88506,0.92396
1990,66 and older,Rural regions,Never,0.88979,480,480,0.86174,0.91783
1992,17-29 y.,Urban regions,Seldom,0.04506,94,2317,0.03661,0.05351
1992,17-29 y.,Urban regions,Never,0.93772,2223,2317,0.92787,0.94756
1992,17-29 y.,Rural regions,Seldom,0.05898,67,1148,0.04535,0.07261
1992,17-29 y.,Rural regions,Never,0.92003,1081,1148,0.90433,0.93573
1992,30-45 y.,Urban regions,At least once per month,0.01760,39,2657,0.01260,0.02260
1992,30-45 y.,Urban regions,Seldom,0.07483,176,2657,0.06483,0.08484
1992,30-45 y.,Urban regions,Never,0.88823,2442,2657,0.87625,0.90022
1992,30-45 y.,Rural regions,At least once per month,0.02725,41,1456,0.01888,0.03562
1992,30-45 y.,Rural regions,Seldom,0.08666,125,1456,0.07220,0.10112
1992,30-45 y.,Rural regions,Never,0.86482,1290,1456,0.84725,0.88239
1992,46-65 y.,Urban regions,At least once per month,0.02327,50,2580,0.01745,0.02909
1992,46-65 y.,Urban regions,Seldom,0.05621,133,2580,0.04732,0.06510
1992,46-65 y.,Urban regions,Never,0.88536,2397,2580,0.87307,0.89766
1992,46-65 y.,Rural regions,At least once per month,0.03116,44,1292,0.02169,0.04064
1992,46-65 y.,Rural regions,Seldom,0.07202,90,1292,0.05792,0.08612
1992,46-65 y.,Rural regions,Never,0.84840,1158,1292,0.82883,0.86796
1992,66 and older,Urban regions,Never,0.90164,846,846,0.88156,0.92172
1992,66 and older,Rural regions,Never,0.92487,482,482,0.90132,0.94843
1994,17-29 y.,Urban regions,Seldom,0.04706,103,2187,0.03818,0.05594
1994,17-29 y.,Urban regions,Never,0.93241,2084,2187,0.92189,0.94294
1994,17-29 y.,Rural regions,Seldom,0.06290,64,1084,0.04844,0.07736
1994,17-29 y.,Rural regions,Never,0.91584,1020,1084,0.89931,0.93238
1994,30-45 y.,Urban regions,Seldom,0.07256,178,2627,0.06264,0.08249
1994,30-45 y.,Urban regions,Never,0.90207,2449,2627,0.89070,0.91344
