year,age_gr,pgisced97,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Pre-primary Level,Never,0.91645,174,174,0.87521,0.95768
1985,17-29 y.,Primary Level,Never,0.96334,158,158,0.93394,0.99274
1985,17-29 y.,Lower Secondary Level,Seldom,0.04530,32,930,0.03193,0.05867
1985,17-29 y.,Lower Secondary Level,Never,0.91924,898,930,0.90172,0.93676
1985,17-29 y.,Upper Secondary Level,Seldom,0.06859,89,1387,0.05529,0.08190
1985,17-29 y.,Upper Secondary Level,Never,0.90401,1298,1387,0.88850,0.91952
1985,17-29 y.,Post-secondary Non-tertiary Level,Never,0.73058,82,82,0.63396,0.82720
1985,17-29 y.,First Stage of Tertiary Education,Never,0.85466,97,97,0.78415,0.92516
1985,17-29 y.,Second Stage of Tertiary Education,Never,0.83370,101,101,0.76072,0.90668
1985,30-45 y.,Primary Level,Never,0.96345,309,309,0.94249,0.98441
1985,30-45 y.,Lower Secondary Level,Never,0.93009,638,638,0.91028,0.94989
1985,30-45 y.,Upper Secondary Level,At least once per month,0.02022,33,1721,0.01357,0.02687
1985,30-45 y.,Upper Secondary Level,Seldom,0.05462,87,1721,0.04388,0.06536
1985,30-45 y.,Upper Secondary Level,Never,0.90256,1601,1721,0.88855,0.91658
1985,30-45 y.,Post-secondary Non-tertiary Level,Never,0.80779,74,74,0.71740,0.89818
1985,30-45 y.,First Stage of Tertiary Education,Never,0.83395,195,195,0.78159,0.88632
1985,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16623,58,327,0.12581,0.20664
1985,30-45 y.,Second Stage of Tertiary Education,Never,0.73263,269,327,0.68459,0.78068
1985,46-65 y.,Primary Level,Never,0.96234,328,328,0.94170,0.98297
1985,46-65 y.,Lower Secondary Level,Never,0.94685,950,950,0.93258,0.96112
1985,46-65 y.,Upper Secondary Level,At least once per month,0.02935,39,1435,0.02061,0.03808
1985,46-65 y.,Upper Secondary Level,Seldom,0.04556,70,1435,0.03476,0.05635
1985,46-65 y.,Upper Secondary Level,Never,0.89623,1326,1435,0.88045,0.91201
1985,46-65 y.,Post-secondary Non-tertiary Level,Never,0.85840,54,54,0.76454,0.95226
1985,46-65 y.,First Stage of Tertiary Education,Never,0.87298,169,169,0.82263,0.92334
1985,46-65 y.,Second Stage of Tertiary Education,Never,0.78227,171,171,0.72023,0.84431
1985,66 and older,Lower Secondary Level,Never,0.96395,408,408,0.94584,0.98206
1985,66 and older,Upper Secondary Level,Never,0.94970,488,488,0.93029,0.96911
1985,66 and older,First Stage of Tertiary Education,Never,0.90721,72,72,0.83973,0.97470
1985,66 and older,Second Stage of Tertiary Education,Never,0.96343,53,53,0.91241,1.01445
1986,17-29 y.,Pre-primary Level,Never,0.93661,177,177,0.90061,0.97261
1986,17-29 y.,Primary Level,Never,0.97668,154,154,0.95277,1.00059
1986,17-29 y.,Lower Secondary Level,Seldom,0.04167,31,925,0.02878,0.05455
1986,17-29 y.,Lower Secondary Level,Never,0.92181,894,925,0.90450,0.93912
1986,17-29 y.,Upper Secondary Level,Seldom,0.06957,86,1356,0.05602,0.08311
1986,17-29 y.,Upper Secondary Level,Never,0.90408,1270,1356,0.88840,0.91976
1986,17-29 y.,Post-secondary Non-tertiary Level,Never,0.79321,92,92,0.70999,0.87642
1986,17-29 y.,First Stage of Tertiary Education,Never,0.86804,86,86,0.79609,0.93999
1986,17-29 y.,Second Stage of Tertiary Education,Never,0.88626,81,81,0.81669,0.95584
1986,30-45 y.,Primary Level,Never,0.96936,273,273,0.94888,0.98984
1986,30-45 y.,Lower Secondary Level,Never,0.92748,579,579,0.90634,0.94863
1986,30-45 y.,Upper Secondary Level,At least once per month,0.02089,31,1626,0.01394,0.02784
1986,30-45 y.,Upper Secondary Level,Seldom,0.05200,75,1626,0.04121,0.06280
1986,30-45 y.,Upper Secondary Level,Never,0.90722,1520,1626,0.89312,0.92133
1986,30-45 y.,Post-secondary Non-tertiary Level,Never,0.84809,83,83,0.77040,0.92578
1986,30-45 y.,First Stage of Tertiary Education,Never,0.82224,178,178,0.76591,0.87856
1986,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16315,56,350,0.12439,0.20192
1986,30-45 y.,Second Stage of Tertiary Education,Never,0.76571,294,350,0.72127,0.81014
1986,46-65 y.,Primary Level,Never,0.99335,313,313,0.98433,1.00237
1986,46-65 y.,Lower Secondary Level,Never,0.94310,897,897,0.92794,0.95827
1986,46-65 y.,Upper Secondary Level,At least once per month,0.02265,31,1422,0.01491,0.03039
1986,46-65 y.,Upper Secondary Level,Seldom,0.04756,67,1422,0.03649,0.05863
1986,46-65 y.,Upper Secondary Level,Never,0.89762,1324,1422,0.88186,0.91339
1986,46-65 y.,Post-secondary Non-tertiary Level,Never,0.84723,48,48,0.74438,0.95009
1986,46-65 y.,First Stage of Tertiary Education,Never,0.83225,161,161,0.77435,0.89015
1986,46-65 y.,Second Stage of Tertiary Education,Seldom,0.13780,31,205,0.09050,0.18510
1986,46-65 y.,Second Stage of Tertiary Education,Never,0.76087,174,205,0.70234,0.81941
1986,66 and older,Lower Secondary Level,Never,0.96486,376,376,0.94623,0.98350
