"pglfs","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(noch) kein Abschluss","325","0.171776833720542","0.151367108528288","0.192186558912795"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hauptschulabschluss","1795","0.251379853868017","0.24142098289386","0.261338724842175"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Realschulabschluss","322","0.169522329162483","0.152597490733898","0.186447167591068"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","(Fach-)Abitur","110","0.118868112511312","0.0973753541513688","0.140360870871256"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","AkademikerInnen","76","0.0943263586978794","0.0739834103556551","0.114669307040104"
"NE: 65 Jahre und älter","1984","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1984","Hauptschulabschluss","943","0.205272010366578","0.195999694063724","0.214544326669433"
"NE: 65 Jahre und älter","1984","Realschulabschluss","170","0.1316532376948","0.116401846432308","0.146904628957291"
"NE: 65 Jahre und älter","1984","(Fach-)Abitur","42","0.082518130939363","0.0642450217173955","0.100791240161331"
"NE: 65 Jahre und älter","1984","AkademikerInnen","56","0.107012976878615","0.0854974347281931","0.128528519029037"
"NE: derzeit in Ausbildung","1984","(noch) kein Abschluss","217","0.417080001037649","0.390399416867669","0.443760585207629"
"NE: derzeit in Ausbildung","1984","Hauptschulabschluss","102","0.0101670476390231","0.00786405526947711","0.012470040008569"
"NE: derzeit in Ausbildung","1984","Realschulabschluss","168","0.0801885465892266","0.0679380787763653","0.092439014402088"
"NE: derzeit in Ausbildung","1984","(Fach-)Abitur","204","0.255774324294155","0.226799566716279","0.28474908187203"
"NE: derzeit in Ausbildung","1984","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1984","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1984","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1984","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1984","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1984","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1984","(noch) kein Abschluss","79","0.050957545013905","0.0390580579200108","0.0628570321077993"
"NE: arbeitslos registriert","1984","Hauptschulabschluss","269","0.0316191186058412","0.0276020236373006","0.0356362135743818"
"NE: arbeitslos registriert","1984","Realschulabschluss","44","0.0218152012487615","0.015225933384481","0.0284044691130419"
"NE: arbeitslos registriert","1984","(Fach-)Abitur","30","0.0339926884650625","0.0219583567755622","0.0460270201545629"
"NE: arbeitslos registriert","1984","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1984","AkademikerInnen","","","",""
"Erwerbstätig","1984","(noch) kein Abschluss","674","0.320281296827141","0.295034192611997","0.345528401042286"
"Erwerbstätig","1984","Hauptschulabschluss","4171","0.500232833529268","0.488754361688133","0.511711305370402"
"Erwerbstätig","1984","Realschulabschluss","1178","0.593411912014357","0.571255340885326","0.615568483143387"
"Erwerbstätig","1984","(Fach-)Abitur","466","0.480295489265689","0.447115861412022","0.513475117119356"
"Erwerbstätig","1984","AkademikerInnen","623","0.75573890945905","0.725835236491986","0.785642582426113"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1984","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1984","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(noch) kein Abschluss","279","0.166034505523902","0.144094326368126","0.187974684679678"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Hauptschulabschluss","1468","0.229815243636955","0.219565436064834","0.240065051209076"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","Realschulabschluss","288","0.154903042461261","0.138276000817627","0.171530084104894"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","(Fach-)Abitur","78","0.0912036271721018","0.0711657899093101","0.111241464434894"
"Nicht erwerbstätig (NE): keine weitere Angabe","1985","AkademikerInnen","69","0.0886830635492731","0.0684450187630533","0.108921108335493"
"NE: 65 Jahre und älter","1985","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1985","Hauptschulabschluss","806","0.207426662521708","0.197548393356639","0.217304931686776"
"NE: 65 Jahre und älter","1985","Realschulabschluss","157","0.134574186862393","0.118891244510245","0.150257129214541"
"NE: 65 Jahre und älter","1985","(Fach-)Abitur","36","0.0849279052678515","0.0655251073979223","0.104330703137781"
"NE: 65 Jahre und älter","1985","AkademikerInnen","49","0.104891704752466","0.0830783807048469","0.126705028800085"
"NE: derzeit in Ausbildung","1985","(noch) kein Abschluss","172","0.37214185426441","0.34364138720548","0.400642321323339"
"NE: derzeit in Ausbildung","1985","Hauptschulabschluss","99","0.0099062206361011","0.00749342243189538","0.0123190188403068"
"NE: derzeit in Ausbildung","1985","Realschulabschluss","141","0.0709944630968453","0.0591925304376689","0.0827963957560218"
"NE: derzeit in Ausbildung","1985","(Fach-)Abitur","144","0.178878839368842","0.152204442793865","0.205553235943819"
"NE: derzeit in Ausbildung","1985","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1985","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1985","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1985","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1985","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1985","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1985","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1985","(noch) kein Abschluss","80","0.0657040516996973","0.0510955639560702","0.0803125394433244"
"NE: arbeitslos registriert","1985","Hauptschulabschluss","313","0.0432660777259081","0.0383093143621527","0.0482228410896634"
"NE: arbeitslos registriert","1985","Realschulabschluss","52","0.024674209313209","0.0175452158250881","0.0318032028013299"
"NE: arbeitslos registriert","1985","(Fach-)Abitur","32","0.0333255058448565","0.0208332749595393","0.0458177367301737"
"NE: arbeitslos registriert","1985","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","42","0.0565278817809541","0.0404544952601775","0.0726012683017307"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1985","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1985","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1985","AkademikerInnen","","","",""
"Erwerbstätig","1985","(noch) kein Abschluss","530","0.287660189724079","0.260970074946239","0.31435030450192"
"Erwerbstätig","1985","Hauptschulabschluss","3744","0.502528723486733","0.49034743336687","0.514710013606595"
"Erwerbstätig","1985","Realschulabschluss","1143","0.593202806381703","0.570628089411733","0.615777523351672"
"Erwerbstätig","1985","(Fach-)Abitur","440","0.523975377971535","0.489215227674081","0.558735528268989"
"Erwerbstätig","1985","AkademikerInnen","594","0.753345462290728","0.722658412969371","0.784032511612085"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1985","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1985","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","(noch) kein Abschluss","251","0.170363274561614","0.147536412975919","0.19319013614731"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","Hauptschulabschluss","1318","0.219348479322853","0.208980269358979","0.229716689286727"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","Realschulabschluss","278","0.158351472526731","0.141387148696055","0.175315796357407"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","(Fach-)Abitur","86","0.0915338417879969","0.071772489457163","0.111295194118831"
"Nicht erwerbstätig (NE): keine weitere Angabe","1986","AkademikerInnen","66","0.0841303183253739","0.0642775428971679","0.10398309375358"
"NE: 65 Jahre und älter","1986","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1986","Hauptschulabschluss","742","0.208820759626941","0.198636437165422","0.219005082088461"
"NE: 65 Jahre und älter","1986","Realschulabschluss","154","0.141246767512625","0.125062853280425","0.157430681744825"
"NE: 65 Jahre und älter","1986","(Fach-)Abitur","42","0.0979391293448254","0.0775702338064755","0.118308024883175"
"NE: 65 Jahre und älter","1986","AkademikerInnen","46","0.0971236084311469","0.0759446462026452","0.118302570659649"
"NE: derzeit in Ausbildung","1986","(noch) kein Abschluss","179","0.323280652930347","0.294881303898408","0.351680001962286"
"NE: derzeit in Ausbildung","1986","Hauptschulabschluss","102","0.0099515375365257","0.00746450662043261","0.0124385684526188"
"NE: derzeit in Ausbildung","1986","Realschulabschluss","118","0.0547026929296435","0.0441357665767786","0.0652696192825084"
"NE: derzeit in Ausbildung","1986","(Fach-)Abitur","143","0.174782782465726","0.148756933573335","0.200808631358118"
"NE: derzeit in Ausbildung","1986","AkademikerInnen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","(noch) kein Abschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","Hauptschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","Realschulabschluss","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1986","(Fach-)Abitur","","","",""
