"pglfs","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Schleswig-Holstein","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Schleswig-Holstein","weiblich","65","0.286730311586758","0.223739212895117","0.349721410278399"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hamburg","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hamburg","weiblich","52","0.292356084286754","0.221657130745842","0.363055037827667"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Niedersachsen","maennlich","33","0.0607814599204808","0.0417426720155162","0.0798202478254455"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Niedersachsen","weiblich","232","0.334978151423969","0.298209945975082","0.371746356872856"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Bremen","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Bremen","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Nordrhein-Westfalen","maennlich","97","0.0696187189228519","0.0572140100349182","0.0820234278107857"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Nordrhein-Westfalen","weiblich","690","0.382335389034761","0.358937027584207","0.405733750485315"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hessen","maennlich","50","0.101810283785916","0.078178166604199","0.125442400967633"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Hessen","weiblich","225","0.331952751578233","0.294974549290545","0.36893095386592"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Rheinland-Pfalz,Saarland","maennlich","36","0.0964583808258005","0.0682246993688829","0.124692062282718"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Rheinland-Pfalz,Saarland","weiblich","180","0.389963210006752","0.344181218729132","0.435745201284371"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Baden-Wuerttemberg","maennlich","52","0.0491362433185097","0.0365389596087453","0.0617335270282741"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Baden-Wuerttemberg","weiblich","406","0.317478283751665","0.290468536647818","0.344488030855511"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Bayern","maennlich","58","0.0663781400604994","0.0509642493375409","0.0817920307834579"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Bayern","weiblich","365","0.31883425480333","0.291394065815891","0.34627444379077"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Saarland","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Saarland","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Berlin","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Berlin","weiblich","48","0.201471901264354","0.147606409001851","0.255337393526858"
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Brandenburg","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Brandenburg","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Sachsen","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Sachsen","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Sachsen-Anhalt","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Sachsen-Anhalt","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Thueringen","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1984","Thueringen","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Schleswig-Holstein","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Schleswig-Holstein","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Hamburg","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Hamburg","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Niedersachsen","maennlich","55","0.129620972092433","0.102856280108708","0.156385664076158"
"NE: 65 Jahre und älter","1984","Niedersachsen","weiblich","95","0.226991695085256","0.194359724567237","0.259623665603274"
"NE: 65 Jahre und älter","1984","Bremen","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Bremen","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Nordrhein-Westfalen","maennlich","103","0.106395519640631","0.0913666118496465","0.121424427431615"
"NE: 65 Jahre und älter","1984","Nordrhein-Westfalen","weiblich","170","0.183654215863993","0.165010848169406","0.20229758355858"
"NE: 65 Jahre und älter","1984","Hessen","maennlich","43","0.12109121667908","0.0955964529214937","0.146585980436666"
"NE: 65 Jahre und älter","1984","Hessen","weiblich","60","0.192923477570643","0.161938301696491","0.223908653444794"
"NE: 65 Jahre und älter","1984","Rheinland-Pfalz,Saarland","maennlich","42","0.136680151218531","0.103828134579127","0.169532167857936"
"NE: 65 Jahre und älter","1984","Rheinland-Pfalz,Saarland","weiblich","66","0.213896310930929","0.17540644390131","0.252386177960548"
"NE: 65 Jahre und älter","1984","Baden-Wuerttemberg","maennlich","83","0.135723801348313","0.115763317131213","0.155684285565413"
"NE: 65 Jahre und älter","1984","Baden-Wuerttemberg","weiblich","122","0.201343595407204","0.178075857243682","0.224611333570725"
"NE: 65 Jahre und älter","1984","Bayern","maennlich","89","0.129813972120429","0.109003544584016","0.150624399656842"
"NE: 65 Jahre und älter","1984","Bayern","weiblich","139","0.203268388445269","0.179572709483308","0.22696406740723"
"NE: 65 Jahre und älter","1984","Saarland","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Saarland","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Berlin","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Berlin","weiblich","32","0.283439260353698","0.222917047716193","0.343961472991202"
"NE: 65 Jahre und älter","1984","Brandenburg","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Brandenburg","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Sachsen","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Sachsen","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Sachsen-Anhalt","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Sachsen-Anhalt","weiblich","","","",""
"NE: 65 Jahre und älter","1984","Thueringen","maennlich","","","",""
"NE: 65 Jahre und älter","1984","Thueringen","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Schleswig-Holstein","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Schleswig-Holstein","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Hamburg","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Hamburg","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Niedersachsen","maennlich","56","0.0833356403412391","0.0613119057274563","0.105359374955022"
"NE: derzeit in Ausbildung","1984","Niedersachsen","weiblich","45","0.065201075549882","0.0459687094279124","0.0844334416718515"
"NE: derzeit in Ausbildung","1984","Bremen","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Bremen","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Nordrhein-Westfalen","maennlich","129","0.0780508400313237","0.0649760308802147","0.0911256491824327"
"NE: derzeit in Ausbildung","1984","Nordrhein-Westfalen","weiblich","109","0.060652711131106","0.049159932566585","0.0721454896956271"
"NE: derzeit in Ausbildung","1984","Hessen","maennlich","32","0.0534663736977619","0.0358858763634337","0.0710468710320901"
"NE: derzeit in Ausbildung","1984","Hessen","weiblich","34","0.0558296119816937","0.037801030369423","0.0738581935939644"
"NE: derzeit in Ausbildung","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Baden-Wuerttemberg","maennlich","56","0.0600033524989356","0.0461623451621969","0.0738443598356744"
"NE: derzeit in Ausbildung","1984","Baden-Wuerttemberg","weiblich","49","0.0456857644775909","0.0335702623500528","0.0578012666051291"
"NE: derzeit in Ausbildung","1984","Bayern","maennlich","46","0.0418715397651899","0.0294697156892883","0.0542733638410914"
"NE: derzeit in Ausbildung","1984","Bayern","weiblich","55","0.0450269935597026","0.0328171462233727","0.0572368408960325"
"NE: derzeit in Ausbildung","1984","Saarland","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Saarland","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Berlin","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Berlin","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Brandenburg","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Brandenburg","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Sachsen","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Sachsen","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Sachsen-Anhalt","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Sachsen-Anhalt","weiblich","","","",""
"NE: derzeit in Ausbildung","1984","Thueringen","maennlich","","","",""
"NE: derzeit in Ausbildung","1984","Thueringen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Schleswig-Holstein","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Schleswig-Holstein","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hamburg","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hamburg","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Niedersachsen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Niedersachsen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Bremen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Bremen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Nordrhein-Westfalen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Nordrhein-Westfalen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hessen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Hessen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Baden-Wuerttemberg","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Baden-Wuerttemberg","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Bayern","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Bayern","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Saarland","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Saarland","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Berlin","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Berlin","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Brandenburg","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Brandenburg","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Sachsen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Sachsen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Sachsen-Anhalt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Sachsen-Anhalt","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Thueringen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1984","Thueringen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Schleswig-Holstein","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Schleswig-Holstein","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Hamburg","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Hamburg","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Niedersachsen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Niedersachsen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Bremen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Bremen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Nordrhein-Westfalen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Nordrhein-Westfalen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Hessen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Hessen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Baden-Wuerttemberg","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Baden-Wuerttemberg","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Bayern","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Bayern","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Saarland","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Saarland","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Berlin","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Berlin","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Brandenburg","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Brandenburg","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Sachsen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Sachsen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Sachsen-Anhalt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Sachsen-Anhalt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1984","Thueringen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1984","Thueringen","weiblich","","","",""
"NE: arbeitslos registriert","1984","Schleswig-Holstein","maennlich","","","",""
"NE: arbeitslos registriert","1984","Schleswig-Holstein","weiblich","","","",""
"NE: arbeitslos registriert","1984","Hamburg","maennlich","","","",""
"NE: arbeitslos registriert","1984","Hamburg","weiblich","","","",""
"NE: arbeitslos registriert","1984","Niedersachsen","maennlich","32","0.0457816976352743","0.0291268669790908","0.0624365282914579"
"NE: arbeitslos registriert","1984","Niedersachsen","weiblich","","","",""
"NE: arbeitslos registriert","1984","Bremen","maennlich","","","",""
"NE: arbeitslos registriert","1984","Bremen","weiblich","","","",""
"NE: arbeitslos registriert","1984","Nordrhein-Westfalen","maennlich","69","0.0367441211829206","0.0275743637481799","0.0459138786176613"
"NE: arbeitslos registriert","1984","Nordrhein-Westfalen","weiblich","65","0.0324067923580822","0.0238806757984025","0.0409329089177619"
"NE: arbeitslos registriert","1984","Hessen","maennlich","","","",""
"NE: arbeitslos registriert","1984","Hessen","weiblich","","","",""
"NE: arbeitslos registriert","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NE: arbeitslos registriert","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NE: arbeitslos registriert","1984","Baden-Wuerttemberg","maennlich","","","",""
"NE: arbeitslos registriert","1984","Baden-Wuerttemberg","weiblich","","","",""
"NE: arbeitslos registriert","1984","Bayern","maennlich","42","0.0325794357842072","0.0215870068372031","0.0435718647312114"
"NE: arbeitslos registriert","1984","Bayern","weiblich","31","0.0236822176976319","0.0147288793864308","0.032635556008833"
"NE: arbeitslos registriert","1984","Saarland","maennlich","","","",""
"NE: arbeitslos registriert","1984","Saarland","weiblich","","","",""
"NE: arbeitslos registriert","1984","Berlin","maennlich","","","",""
"NE: arbeitslos registriert","1984","Berlin","weiblich","","","",""
"NE: arbeitslos registriert","1984","Brandenburg","maennlich","","","",""
"NE: arbeitslos registriert","1984","Brandenburg","weiblich","","","",""
"NE: arbeitslos registriert","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NE: arbeitslos registriert","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NE: arbeitslos registriert","1984","Sachsen","maennlich","","","",""
"NE: arbeitslos registriert","1984","Sachsen","weiblich","","","",""
"NE: arbeitslos registriert","1984","Sachsen-Anhalt","maennlich","","","",""
"NE: arbeitslos registriert","1984","Sachsen-Anhalt","weiblich","","","",""
"NE: arbeitslos registriert","1984","Thueringen","maennlich","","","",""
"NE: arbeitslos registriert","1984","Thueringen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Schleswig-Holstein","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Schleswig-Holstein","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hamburg","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hamburg","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Niedersachsen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Niedersachsen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Bremen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Bremen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Nordrhein-Westfalen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Nordrhein-Westfalen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hessen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Hessen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Baden-Wuerttemberg","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Baden-Wuerttemberg","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Bayern","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Bayern","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Saarland","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Saarland","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Berlin","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Berlin","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Brandenburg","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Brandenburg","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Sachsen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Sachsen","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Sachsen-Anhalt","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Sachsen-Anhalt","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Thueringen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1984","Thueringen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Schleswig-Holstein","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Schleswig-Holstein","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hamburg","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hamburg","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Niedersachsen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Niedersachsen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Bremen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Bremen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Nordrhein-Westfalen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Nordrhein-Westfalen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hessen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Hessen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Baden-Wuerttemberg","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Baden-Wuerttemberg","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Bayern","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Bayern","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Saarland","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Saarland","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Berlin","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1984","Berlin","weiblich","","","",""
