year,pgisced97,sex,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,male,Often,0.30967,35,79,0.20706,0.41228
2003,No answer / don't know,male,Sometimes,0.36581,44,79,0.25892,0.47270
2003,No answer / don't know,female,Often,0.28591,35,75,0.18296,0.38887
2003,No answer / don't know,female,Sometimes,0.32072,40,75,0.21437,0.42707
2003,Pre-primary Level,male,Very often,0.09039,36,268,0.05600,0.12478
2003,Pre-primary Level,male,Often,0.54252,144,268,0.48276,0.60227
2003,Pre-primary Level,male,Sometimes,0.26571,88,268,0.21273,0.31869
2003,Pre-primary Level,female,Very often,0.12085,39,311,0.08456,0.15713
2003,Pre-primary Level,female,Often,0.29071,106,311,0.24016,0.34125
2003,Pre-primary Level,female,Sometimes,0.40427,122,311,0.34964,0.45890
2003,Pre-primary Level,female,Seldom,0.17162,44,311,0.12965,0.21359
2003,Primary Level,male,Sometimes,0.37006,39,39,0.21654,0.52357
2003,Primary Level,female,Sometimes,0.21808,33,137,0.14868,0.28748
2003,Primary Level,female,Seldom,0.20724,38,137,0.13912,0.27536
2003,Primary Level,female,Never,0.42384,66,137,0.34079,0.50690
2003,Lower Secondary Level,male,Very often,0.06141,61,902,0.04574,0.07709
2003,Lower Secondary Level,male,Often,0.18707,171,902,0.16160,0.21253
2003,Lower Secondary Level,male,Sometimes,0.31103,307,902,0.28081,0.34126
2003,Lower Secondary Level,male,Seldom,0.20681,182,902,0.18036,0.23325
2003,Lower Secondary Level,male,Never,0.23368,181,902,0.20605,0.26131
2003,Lower Secondary Level,female,Very often,0.02238,44,1804,0.01555,0.02921
2003,Lower Secondary Level,female,Often,0.10598,213,1804,0.09177,0.12018
2003,Lower Secondary Level,female,Sometimes,0.25993,489,1804,0.23968,0.28017
2003,Lower Secondary Level,female,Seldom,0.25409,461,1804,0.23400,0.27419
2003,Lower Secondary Level,female,Never,0.35762,597,1804,0.33550,0.37975
2003,Upper Secondary Level,male,Very often,0.04212,209,5283,0.03670,0.04753
2003,Upper Secondary Level,male,Often,0.13797,750,5283,0.12867,0.14727
2003,Upper Secondary Level,male,Sometimes,0.33530,1769,5283,0.32256,0.34803
2003,Upper Secondary Level,male,Seldom,0.28124,1529,5283,0.26912,0.29337
2003,Upper Secondary Level,male,Never,0.20337,1026,5283,0.19252,0.21423
2003,Upper Secondary Level,female,Very often,0.03598,212,5755,0.03117,0.04079
2003,Upper Secondary Level,female,Often,0.13860,868,5755,0.12967,0.14753
2003,Upper Secondary Level,female,Sometimes,0.31628,1949,5755,0.30426,0.32829
2003,Upper Secondary Level,female,Seldom,0.29738,1681,5755,0.28557,0.30919
2003,Upper Secondary Level,female,Never,0.21177,1045,5755,0.20121,0.22232
2003,Post-secondary Non-tertiary Level,male,Often,0.19584,95,461,0.15957,0.23210
2003,Post-secondary Non-tertiary Level,male,Sometimes,0.36252,176,461,0.31859,0.40645
2003,Post-secondary Non-tertiary Level,male,Seldom,0.24765,121,461,0.20820,0.28709
2003,Post-secondary Non-tertiary Level,male,Never,0.14298,69,461,0.11099,0.17497
2003,Post-secondary Non-tertiary Level,female,Often,0.18553,133,644,0.15549,0.21558
2003,Post-secondary Non-tertiary Level,female,Sometimes,0.41688,286,644,0.37877,0.45499
2003,Post-secondary Non-tertiary Level,female,Seldom,0.26483,164,644,0.23072,0.29893
2003,Post-secondary Non-tertiary Level,female,Never,0.09303,61,644,0.07057,0.11548
2003,First Stage of Tertiary Education,male,Often,0.16751,154,944,0.14367,0.19134
2003,First Stage of Tertiary Education,male,Sometimes,0.36711,364,944,0.33634,0.39787
2003,First Stage of Tertiary Education,male,Seldom,0.26916,289,944,0.24085,0.29747
2003,First Stage of Tertiary Education,male,Never,0.16609,137,944,0.14234,0.18985
2003,First Stage of Tertiary Education,female,Often,0.17813,135,680,0.14935,0.20691
2003,First Stage of Tertiary Education,female,Sometimes,0.34844,251,680,0.31260,0.38428
2003,First Stage of Tertiary Education,female,Seldom,0.24421,199,680,0.21190,0.27653
2003,First Stage of Tertiary Education,female,Never,0.17964,95,680,0.15077,0.20852
2003,Second Stage of Tertiary Education,male,Very often,0.03405,75,2443,0.02686,0.04125
2003,Second Stage of Tertiary Education,male,Often,0.18572,430,2443,0.17030,0.20114
2003,Second Stage of Tertiary Education,male,Sometimes,0.37572,956,2443,0.35651,0.39493
2003,Second Stage of Tertiary Education,male,Seldom,0.30666,757,2443,0.28837,0.32494
2003,Second Stage of Tertiary Education,male,Never,0.09785,225,2443,0.08607,0.10964
2003,Second Stage of Tertiary Education,female,Very often,0.04653,104,1891,0.03704,0.05603
2003,Second Stage of Tertiary Education,female,Often,0.23634,427,1891,0.21719,0.25549
2003,Second Stage of Tertiary Education,female,Sometimes,0.41076,771,1891,0.38858,0.43294
2003,Second Stage of Tertiary Education,female,Seldom,0.21464,453,1891,0.19613,0.23315
2003,Second Stage of Tertiary Education,female,Never,0.09173,136,1891,0.07871,0.10474
2008,No answer / don't know,male,Often,0.23538,45,136,0.16382,0.30695
2008,No answer / don't know,male,Sometimes,0.36916,59,136,0.28775,0.45056
2008,No answer / don't know,male,Seldom,0.20044,32,136,0.13291,0.26797
2008,No answer / don't know,female,Often,0.19494,39,137,0.12836,0.26153
2008,No answer / don't know,female,Sometimes,0.47621,65,137,0.39227,0.56014
2008,No answer / don't know,female,Seldom,0.15726,33,137,0.09608,0.21845
2008,Pre-primary Level,male,Often,0.34121,56,121,0.25638,0.42604
2008,Pre-primary Level,male,Sometimes,0.36936,65,121,0.28300,0.45571
2008,Pre-primary Level,female,Often,0.33396,66,142,0.25611,0.41181
2008,Pre-primary Level,female,Sometimes,0.44481,76,142,0.36279,0.52684
2008,Primary Level,female,Never,0.39182,48,48,0.25226,0.53138
2008,Lower Secondary Level,male,Often,0.15829,104,609,0.12928,0.18730
2008,Lower Secondary Level,male,Sometimes,0.28413,196,609,0.24828,0.31998
2008,Lower Secondary Level,male,Seldom,0.25342,154,609,0.21885,0.28800
2008,Lower Secondary Level,male,Never,0.27259,155,609,0.23719,0.30798
2008,Lower Secondary Level,female,Often,0.09218,127,1334,0.07665,0.10771
2008,Lower Secondary Level,female,Sometimes,0.26158,365,1334,0.23798,0.28517
2008,Lower Secondary Level,female,Seldom,0.27473,378,1334,0.25077,0.29869
2008,Lower Secondary Level,female,Never,0.35128,464,1334,0.32566,0.37691
2008,Upper Secondary Level,male,Very often,0.02673,107,4571,0.02205,0.03140
2008,Upper Secondary Level,male,Often,0.13568,607,4571,0.12575,0.14561
2008,Upper Secondary Level,male,Sometimes,0.33300,1471,4571,0.31933,0.34666
2008,Upper Secondary Level,male,Seldom,0.30194,1473,4571,0.28863,0.31525
2008,Upper Secondary Level,male,Never,0.20265,913,4571,0.19100,0.21431
2008,Upper Secondary Level,female,Very often,0.03073,161,5089,0.02599,0.03548
2008,Upper Secondary Level,female,Often,0.13631,733,5089,0.12689,0.14574
2008,Upper Secondary Level,female,Sometimes,0.32450,1702,5089,0.31164,0.33737
2008,Upper Secondary Level,female,Seldom,0.29972,1496,5089,0.28713,0.31231
2008,Upper Secondary Level,female,Never,0.20873,997,5089,0.19756,0.21990
2008,Post-secondary Non-tertiary Level,male,Often,0.18092,80,420,0.14406,0.21778
2008,Post-secondary Non-tertiary Level,male,Sometimes,0.32296,152,420,0.27819,0.36774
2008,Post-secondary Non-tertiary Level,male,Seldom,0.34980,139,420,0.30413,0.39546
2008,Post-secondary Non-tertiary Level,male,Never,0.10596,49,420,0.07649,0.13543
2008,Post-secondary Non-tertiary Level,female,Often,0.20805,132,628,0.17628,0.23982
2008,Post-secondary Non-tertiary Level,female,Sometimes,0.41063,266,628,0.37212,0.44914
2008,Post-secondary Non-tertiary Level,female,Seldom,0.24542,161,628,0.21173,0.27910
2008,Post-secondary Non-tertiary Level,female,Never,0.10740,69,628,0.08316,0.13164
2008,First Stage of Tertiary Education,male,Often,0.13070,104,812,0.10751,0.15390
2008,First Stage of Tertiary Education,male,Sometimes,0.35477,279,812,0.32184,0.38770
2008,First Stage of Tertiary Education,male,Seldom,0.35923,312,812,0.32621,0.39225
2008,First Stage of Tertiary Education,male,Never,0.14354,117,812,0.11941,0.16767
2008,First Stage of Tertiary Education,female,Often,0.15880,95,555,0.12836,0.18923
2008,First Stage of Tertiary Education,female,Sometimes,0.37182,208,555,0.33158,0.41207
2008,First Stage of Tertiary Education,female,Seldom,0.29052,187,555,0.25272,0.32833
2008,First Stage of Tertiary Education,female,Never,0.14157,65,555,0.11254,0.17060
2008,Second Stage of Tertiary Education,male,Very often,0.02614,57,2283,0.01959,0.03268
