year,regtyp,sex,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,male,Very often,0.015714881389589593,316,22027,0.015685234573717902,0.015744528205461284
2003,Urban regions,male,Often,0.05690719113930261,1214,22027,0.05685196777838185,0.056962414500223366
2003,Urban regions,male,Sometimes,0.11763025819601836,2512,22027,0.11755346073336533,0.11770705565867139
2003,Urban regions,male,Seldom,0.08593031863422661,1917,22027,0.0858635111825841,0.08599712608586911
2003,Urban regions,male,Never,0.054237079617693376,1061,22027,0.054183091108801956,0.054291068126584796
2003,Urban regions,female,Very often,0.013379015252712389,323,22027,0.01335162794814901,0.013406402557275767
2003,Urban regions,female,Often,0.05767696915545663,1378,22027,0.05762139624259169,0.05773254206832157
2003,Urban regions,female,Sometimes,0.11616895476994626,2664,22027,0.11609257264962725,0.11624533689026528
2003,Urban regions,female,Seldom,0.09168172855068296,1946,22027,0.09161293900131627,0.09175051810004965
2003,Urban regions,female,Never,0.07236914735763933,1301,22027,0.0723073846448591,0.07243091007041956
2003,Rural regions,male,Very often,0.005133522759355134,119,22027,0.005116487365165758,0.00515055815354451
2003,Rural regions,male,Often,0.024386261574984115,575,22027,0.024349493269911086,0.024423029880057144
2003,Rural regions,male,Sometimes,0.04950248513579587,1231,22027,0.049450777933914,0.049554192337677744
2003,Rural regions,male,Seldom,0.04542173178312066,1041,22027,0.045372095453653796,0.04547136811258752
2003,Rural regions,male,Never,0.03086585125056128,620,22027,0.030824623169556684,0.030907079331565876
2003,Rural regions,female,Very often,0.00610548861932386,147,22027,0.006086919453180136,0.006124057785467583
2003,Rural regions,female,Often,0.021626374284273123,553,22027,0.021591700098735303,0.021661048469810942
2003,Rural regions,female,Sometimes,0.051643732530447115,1277,22027,0.05159097838240206,0.05169648667849217
2003,Rural regions,female,Seldom,0.04684013722387727,1118,22027,0.04678976930635,0.04689050514140453
2003,Rural regions,female,Never,0.03677887077499345,714,22027,0.03673400406354461,0.03682373748644229
2008,Urban regions,male,Very often,0.010330627507235632,183,19174,0.010306546872361627,0.010354708142109637
2008,Urban regions,male,Often,0.053619363281178486,956,19174,0.0535657153145962,0.05367301124776077
2008,Urban regions,male,Sometimes,0.11304244968859777,2040,19174,0.11296703920705455,0.11311786017014099
2008,Urban regions,male,Seldom,0.09839307724696442,1851,19174,0.09832214390743069,0.09846401058649815
2008,Urban regions,male,Never,0.05516592709849969,932,19174,0.055111555418752116,0.055220298778247266
2008,Urban regions,female,Very often,0.0120720139194064,250,19174,0.012046005615916896,0.012098022222895903
2008,Urban regions,female,Often,0.054639430983764246,1141,19174,0.054585304309627464,0.05469355765790103
2008,Urban regions,female,Sometimes,0.12072030883353858,2354,19174,0.12064271750171575,0.12079790016536142
2008,Urban regions,female,Seldom,0.09306435601792486,1734,19174,0.09299516663776723,0.09313354539808248
2008,Urban regions,female,Never,0.06734337586384828,1130,19174,0.06728369049973909,0.06740306122795747
2008,Rural regions,male,Very often,0.003374867502047504,59,19174,0.0033610555902186014,0.0033886794138764066
2008,Rural regions,male,Often,0.020391850254831947,421,19174,0.020358190261332967,0.020425510248330926
2008,Rural regions,male,Sometimes,0.05109998026743001,1058,19174,0.051047538163073794,0.05115242237178623
2008,Rural regions,male,Seldom,0.050415899268029196,1048,19174,0.050363790597541175,0.05046800793851722
2008,Rural regions,male,Never,0.030532136070659043,595,19174,0.030491162404958947,0.030573109736359138
2008,Rural regions,female,Very often,0.005497360731337443,116,19174,0.005479751532220258,0.005514969930454627
2008,Rural regions,female,Often,0.023395127433766826,494,19174,0.023359129160674202,0.02343112570685945
2008,Rural regions,female,Sometimes,0.05125293646004332,1108,19174,0.051200420160710115,0.05130545275937653
