year,quintil_oecd,sex,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,male,Very often,0.04646253903616965,55,22023,0.046285465510061755,0.04663961256227754
2003,1st Quintile,male,Often,0.1662802283248425,215,22023,0.16596699811396048,0.1665934585357245
2003,1st Quintile,male,Sometimes,0.2916164151651035,436,22023,0.29123405423075355,0.29199877609945346
2003,1st Quintile,male,Seldom,0.2390516574667973,359,22023,0.23869285389833958,0.239410461035255
2003,1st Quintile,male,Never,0.2565891600070871,357,22023,0.2562217365462636,0.25695658346791056
2003,1st Quintile,female,Very often,0.03419642443616014,71,22023,0.03406518442099365,0.03432766445132663
2003,1st Quintile,female,Often,0.13575405429154555,281,22023,0.13550669592870873,0.13600141265438237
2003,1st Quintile,female,Sometimes,0.28032820607962106,564,22023,0.280003842445278,0.28065256971396413
2003,1st Quintile,female,Seldom,0.252769001584608,483,22023,0.25245515250123424,0.2530828506679818
2003,1st Quintile,female,Never,0.29695231360806523,548,22023,0.2966223490711421,0.29728227814498837
2003,2nd Quintile,male,Very often,0.041798752631721156,67,22023,0.0416378129517234,0.041959692311718914
2003,2nd Quintile,male,Often,0.16352202885173586,271,22023,0.16322460999886698,0.16381944770460474
2003,2nd Quintile,male,Sometimes,0.336746230156509,587,22023,0.33636617700205934,0.3371262833109587
2003,2nd Quintile,male,Seldom,0.25089915915388644,461,22023,0.2505505226547584,0.25124779565301447
2003,2nd Quintile,male,Never,0.2070338292061476,369,22023,0.20670799168429962,0.20735966672799558
2003,2nd Quintile,female,Very often,0.03361894217351051,69,22023,0.03348517014685302,0.033752714200168
2003,2nd Quintile,female,Often,0.15563977513325156,337,22023,0.1553707311643148,0.15590881910218832
2003,2nd Quintile,female,Sometimes,0.2838672207450896,622,22023,0.28353259952403514,0.284201841966144
2003,2nd Quintile,female,Seldom,0.2787740418651735,582,22023,0.2784412590273661,0.2791068247029809
2003,2nd Quintile,female,Never,0.2481000200829749,473,22023,0.24777947249254764,0.24842056767340218
2003,3rd Quintile,male,Very often,0.03267102045222209,68,22023,0.03253655370274189,0.03280548720170229
2003,3rd Quintile,male,Often,0.14188440931084687,311,22023,0.1416204805662356,0.14214833805545812
2003,3rd Quintile,male,Sometimes,0.3441375669069565,713,22023,0.34377821589072816,0.3444969179231849
2003,3rd Quintile,male,Seldom,0.2847922279882104,585,22023,0.28445085697849737,0.28513359899792345
2003,3rd Quintile,male,Never,0.1965147753417642,348,22023,0.1962142140770015,0.19681533660652692
2003,3rd Quintile,female,Very often,0.042339275070719724,83,22023,0.042185772789880276,0.04249277735155917
2003,3rd Quintile,female,Often,0.1359561515433138,318,22023,0.13569487248130815,0.13621743060531946
2003,3rd Quintile,female,Sometimes,0.3194313804147889,711,22023,0.3190759439056377,0.3197868169239401
2003,3rd Quintile,female,Seldom,0.2843209701934543,585,22023,0.2839770949761139,0.28466484541079473
2003,3rd Quintile,female,Never,0.21795222277772316,378,22023,0.2176374953589684,0.21826695019647793
2003,4th Quintile,male,Very often,0.04909494867684196,104,22023,0.04893671808310777,0.049253179270576146
2003,4th Quintile,male,Often,0.17379875522159088,387,22023,0.17352125091418547,0.1740762595289963
2003,4th Quintile,male,Sometimes,0.3741008656460678,832,22023,0.3737465013098579,0.3744552299822777
2003,4th Quintile,male,Seldom,0.27301220236058904,602,22023,0.2726859466927152,0.2733384580284629
2003,4th Quintile,male,Never,0.1299932280949103,272,22023,0.12974695035684858,0.130239505832972
2003,4th Quintile,female,Very often,0.035520748425814146,87,22023,0.035382051158459854,0.03565944569316844
2003,4th Quintile,female,Often,0.16888519647575123,398,22023,0.16860445491714096,0.1691659380343615
2003,4th Quintile,female,Sometimes,0.3733144798265212,833,22023,0.3729520343751346,0.37367692527790786
2003,4th Quintile,female,Seldom,0.26386496128607023,592,22023,0.2635347058210948,0.2641952167510457
2003,4th Quintile,female,Never,0.1584146139858432,305,22023,0.1581410070386332,0.15868822093305318
2003,5th Quintile,male,Very often,0.04461432383741037,141,22023,0.04446729605615323,0.044761351618667504
2003,5th Quintile,male,Often,0.18657563494598378,604,22023,0.18629820142376427,0.1868530684682033
2003,5th Quintile,male,Sometimes,0.3589518762167147,1174,22023,0.35861026170312044,0.359293490730309
2003,5th Quintile,male,Seldom,0.293654894186738,951,22023,0.29333055458818486,0.29397923378529117
2003,5th Quintile,male,Never,0.11620327081315318,335,22023,0.11597504842047823,0.11643149320582813
2003,5th Quintile,female,Very often,0.043974650835842226,159,22023,0.043822442662396315,0.04412685900928814
2003,5th Quintile,female,Often,0.17489742096138505,596,22023,0.17461542184630227,0.17517942007646783
2003,5th Quintile,female,Sometimes,0.37794798521392997,1211,22023,0.3775880441149758,0.3783079263128841
2003,5th Quintile,female,Seldom,0.2688107282626998,822,22023,0.26848161887195343,0.2691398376534462
2003,5th Quintile,female,Never,0.1343692147261429,311,22023,0.13411604119051332,0.1346223882617725
2008,1st Quintile,male,Very often,0.031655997645648595,39,19144,0.03150932656826283,0.03180266872303436
2008,1st Quintile,male,Often,0.14157284800229325,162,19144,0.14128080732060974,0.14186488868397676
2008,1st Quintile,male,Sometimes,0.29520370538591645,349,19144,0.29482159015001014,0.29558582062182276
2008,1st Quintile,male,Seldom,0.2764001561739155,347,19144,0.2760255111052965,0.2767748012425345
2008,1st Quintile,male,Never,0.2551672927922263,342,19144,0.2548020820706332,0.25553250351381934
2008,1st Quintile,female,Very often,0.038217999544914824,75,19144,0.038079781484267126,0.03835621760556252
2008,1st Quintile,female,Often,0.14514139481476893,252,19144,0.14488745237540582,0.14539533725413203
2008,1st Quintile,female,Sometimes,0.27315798636101185,492,19144,0.2728367538742257,0.273479218847798
2008,1st Quintile,female,Seldom,0.2626515490444733,438,19144,0.26233428645368445,0.26296881163526215
2008,1st Quintile,female,Never,0.28083107023483106,484,19144,0.28050708103539895,0.28115505943426317
2008,2nd Quintile,male,Often,0.13649948139022566,202,19144,0.13622221802239862,0.1367767447580527
2008,2nd Quintile,male,Sometimes,0.3269081385580531,497,19144,0.32652930736808017,0.32728696974802607
2008,2nd Quintile,male,Seldom,0.31110534585634503,475,19144,0.31073147136398943,0.3114792203487006
2008,2nd Quintile,male,Never,0.22548703419537627,328,19144,0.22514953648910577,0.22582453190164678
2008,2nd Quintile,female,Very often,0.02154748120042204,44,19144,0.021440484146106387,0.021654478254737694
2008,2nd Quintile,female,Often,0.12668908554778252,234,19144,0.12644397740846847,0.12693419368709657
2008,2nd Quintile,female,Sometimes,0.30665036516981764,563,19144,0.3063105822240617,0.30699014811557357
2008,2nd Quintile,female,Seldom,0.2826167075745979,513,19144,0.2822849061596208,0.28294850898957496
2008,2nd Quintile,female,Never,0.26249636050737996,449,19144,0.26217213482306007,0.26282058619169985
