"pld0043","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","15","","",""
"Sehr oft","2003","(noch) kein Abschluss","2","15","","",""
"Sehr oft","2003","(noch) kein Abschluss","3","20","","",""
"Sehr oft","2003","(noch) kein Abschluss","4","15","","",""
"Sehr oft","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","15","","",""
"Sehr oft","2003","Hauptschule","1 Einkommensschwächstes Quintil","56","0.0249826296474725","0.0183232754498115","0.0316419838451335"
"Sehr oft","2003","Hauptschule","2","60","0.0277565802057567","0.0212886112790265","0.0342245491324869"
"Sehr oft","2003","Hauptschule","3","40","0.0204879135504845","0.0138790086552318","0.0270968184457372"
"Sehr oft","2003","Hauptschule","4","39","0.0270472618412409","0.0185069446497197","0.035587579032762"
"Sehr oft","2003","Hauptschule","5 Einkommensstärkstes Quintil","17","","",""
"Sehr oft","2003","Realschule","1 Einkommensschwächstes Quintil","48","0.0515474632683714","0.0383908329431964","0.0647040935935464"
"Sehr oft","2003","Realschule","2","56","0.0486122353394654","0.0372202886550947","0.0600041820238361"
"Sehr oft","2003","Realschule","3","58","0.0502831190419192","0.0381052464944017","0.0624609915894368"
"Sehr oft","2003","Realschule","4","63","0.0538312238453955","0.0409653056543899","0.0666971420364012"
"Sehr oft","2003","Realschule","5 Einkommensstärkstes Quintil","40","0.0377071189976588","0.0251642599370346","0.050249978058283"
"Sehr oft","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","33","0.0853664380787818","0.0589249074243816","0.111807968733182"
"Sehr oft","2003","(Fach-)Abitur","2","26","","",""
"Sehr oft","2003","(Fach-)Abitur","3","29","","",""
"Sehr oft","2003","(Fach-)Abitur","4","28","","",""
"Sehr oft","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","32","0.0554885266457841","0.035541505492951","0.0754355477986172"
"Sehr oft","2003","AkademikerIn","1 Einkommensschwächstes Quintil","14","","",""
"Sehr oft","2003","AkademikerIn","2","10","","",""
"Sehr oft","2003","AkademikerIn","3","23","","",""
"Sehr oft","2003","AkademikerIn","4","44","0.0416062661410031","0.0296245994122308","0.0535879328697755"
"Sehr oft","2003","AkademikerIn","5 Einkommensstärkstes Quintil","88","0.0448414008690001","0.0354361810632844","0.0542466206747159"
"Oft","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","65","0.239489235134375","0.189411846852196","0.289566623416555"
"Oft","2003","(noch) kein Abschluss","2","67","0.298978174833539","0.238344827254714","0.359611522412363"
