year,age_gr,migback,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No migration background,Very often,0.09429,291,3119,0.08403,0.10454
2003,17-29 y.,No migration background,Often,0.30763,978,3119,0.29143,0.32383
2003,17-29 y.,No migration background,Sometimes,0.38347,1212,3119,0.36640,0.40054
2003,17-29 y.,No migration background,Seldom,0.17578,527,3119,0.16242,0.18914
2003,17-29 y.,No migration background,Never,0.03883,111,3119,0.03205,0.04562
2003,17-29 y.,Direct migration background,Very often,0.09784,35,376,0.06777,0.12791
2003,17-29 y.,Direct migration background,Often,0.28849,96,376,0.24264,0.33435
2003,17-29 y.,Direct migration background,Sometimes,0.37757,144,376,0.32851,0.42664
2003,17-29 y.,Direct migration background,Seldom,0.15908,67,376,0.12206,0.19610
2003,17-29 y.,Direct migration background,Never,0.07701,34,376,0.05002,0.10399
2003,17-29 y.,Indirect migration background,Very often,0.11053,48,505,0.08316,0.13791
2003,17-29 y.,Indirect migration background,Often,0.32641,160,505,0.28547,0.36735
2003,17-29 y.,Indirect migration background,Sometimes,0.34388,185,505,0.30241,0.38535
2003,17-29 y.,Indirect migration background,Seldom,0.14233,72,505,0.11183,0.17284
2003,17-29 y.,Indirect migration background,Never,0.07684,40,505,0.05359,0.10010
2003,30-45 y.,No migration background,Very often,0.04610,270,5812,0.04070,0.05149
2003,30-45 y.,No migration background,Often,0.19880,1148,5812,0.18854,0.20906
2003,30-45 y.,No migration background,Sometimes,0.41347,2378,5812,0.40081,0.42613
2003,30-45 y.,No migration background,Seldom,0.25657,1541,5812,0.24534,0.26780
2003,30-45 y.,No migration background,Never,0.08506,475,5812,0.07789,0.09223
2003,30-45 y.,Direct migration background,Very often,0.04125,31,885,0.02814,0.05436
2003,30-45 y.,Direct migration background,Often,0.19017,155,885,0.16430,0.21604
2003,30-45 y.,Direct migration background,Sometimes,0.37212,344,885,0.34025,0.40398
2003,30-45 y.,Direct migration background,Seldom,0.23657,204,885,0.20856,0.26459
2003,30-45 y.,Direct migration background,Never,0.15989,151,885,0.13573,0.18405
2003,30-45 y.,Indirect migration background,Often,0.23338,47,177,0.17089,0.29587
2003,30-45 y.,Indirect migration background,Sometimes,0.42096,87,177,0.34802,0.49390
2003,30-45 y.,Indirect migration background,Seldom,0.16433,43,177,0.10958,0.21908
2003,46-65 y.,No migration background,Very often,0.02947,179,6506,0.02536,0.03358
2003,46-65 y.,No migration background,Often,0.12000,818,6506,0.11210,0.12790
2003,46-65 y.,No migration background,Sometimes,0.33891,2271,6506,0.32741,0.35041
2003,46-65 y.,No migration background,Seldom,0.32134,2155,6506,0.30999,0.33269
2003,46-65 y.,No migration background,Never,0.19028,1083,6506,0.18074,0.19982
2003,46-65 y.,Direct migration background,Often,0.10976,104,962,0.09000,0.12953
2003,46-65 y.,Direct migration background,Sometimes,0.27733,270,962,0.24903,0.30564
2003,46-65 y.,Direct migration background,Seldom,0.29763,300,962,0.26873,0.32654
2003,46-65 y.,Direct migration background,Never,0.29088,288,962,0.26216,0.31960
2003,66 and older,No migration background,Often,0.05420,182,3210,0.04637,0.06203
2003,66 and older,No migration background,Sometimes,0.20649,704,3210,0.19249,0.22050
2003,66 and older,No migration background,Seldom,0.30601,1012,3210,0.29007,0.32196
2003,66 and older,No migration background,Never,0.42839,1312,3210,0.41127,0.44551
2003,66 and older,Direct migration background,Sometimes,0.20784,71,321,0.16338,0.25230
2003,66 and older,Direct migration background,Seldom,0.25812,88,321,0.21017,0.30606
2003,66 and older,Direct migration background,Never,0.45200,162,321,0.39747,0.50653
2008,17-29 y.,No migration background,Very often,0.06446,162,2492,0.05481,0.07410
2008,17-29 y.,No migration background,Often,0.25472,663,2492,0.23761,0.27183
2008,17-29 y.,No migration background,Sometimes,0.41422,1005,2492,0.39488,0.43357
2008,17-29 y.,No migration background,Seldom,0.20437,515,2492,0.18854,0.22021
2008,17-29 y.,No migration background,Never,0.06223,147,2492,0.05274,0.07172
2008,17-29 y.,Direct migration background,Often,0.23574,55,190,0.17523,0.29626
2008,17-29 y.,Direct migration background,Sometimes,0.45408,97,190,0.38310,0.52506
2008,17-29 y.,Direct migration background,Seldom,0.20804,38,190,0.15017,0.26591
2008,17-29 y.,Indirect migration background,Often,0.24644,109,410,0.20468,0.28820
2008,17-29 y.,Indirect migration background,Sometimes,0.41941,177,410,0.37159,0.46723
2008,17-29 y.,Indirect migration background,Seldom,0.18662,84,410,0.14886,0.22438
2008,17-29 y.,Indirect migration background,Never,0.11037,40,410,0.08000,0.14073
2008,30-45 y.,No migration background,Very often,0.03692,167,4283,0.03127,0.04256
2008,30-45 y.,No migration background,Often,0.18321,778,4283,0.17162,0.19480
2008,30-45 y.,No migration background,Sometimes,0.40912,1744,4283,0.39439,0.42384
2008,30-45 y.,No migration background,Seldom,0.28126,1219,4283,0.26780,0.29473
2008,30-45 y.,No migration background,Never,0.08949,375,4283,0.08094,0.09804
2008,30-45 y.,Direct migration background,Often,0.14406,97,580,0.11545,0.17266
2008,30-45 y.,Direct migration background,Sometimes,0.31924,207,580,0.28127,0.35721
2008,30-45 y.,Direct migration background,Seldom,0.33005,180,580,0.29174,0.36835
2008,30-45 y.,Direct migration background,Never,0.16265,96,580,0.13259,0.19272
2008,30-45 y.,Indirect migration background,Often,0.20318,61,222,0.15013,0.25623
2008,30-45 y.,Indirect migration background,Sometimes,0.33203,98,222,0.26994,0.39412
2008,30-45 y.,Indirect migration background,Seldom,0.23005,63,222,0.17456,0.28554
2008,46-65 y.,No migration background,Very often,0.02224,133,5895,0.01848,0.02601
2008,46-65 y.,No migration background,Often,0.13873,850,5895,0.12990,0.14755
2008,46-65 y.,No migration background,Sometimes,0.31923,1969,5895,0.30733,0.33113
2008,46-65 y.,No migration background,Seldom,0.33228,1961,5895,0.32026,0.34431
2008,46-65 y.,No migration background,Never,0.18752,982,5895,0.17755,0.19748
2008,46-65 y.,Direct migration background,Often,0.10795,88,685,0.08470,0.13121
2008,46-65 y.,Direct migration background,Sometimes,0.28430,205,685,0.25050,0.31811
2008,46-65 y.,Direct migration background,Seldom,0.30661,202,685,0.27205,0.34116
2008,46-65 y.,Direct migration background,Never,0.28328,190,685,0.24951,0.31705
2008,66 and older,No migration background,Very often,0.01114,45,3858,0.00783,0.01445
2008,66 and older,No migration background,Often,0.07176,283,3858,0.06361,0.07990
2008,66 and older,No migration background,Sometimes,0.24581,976,3858,0.23222,0.25940
2008,66 and older,No migration background,Seldom,0.32033,1280,3858,0.30560,0.33505
2008,66 and older,No migration background,Never,0.35096,1274,3858,0.33590,0.36602
2008,66 and older,Direct migration background,Sometimes,0.18016,64,341,0.13931,0.22101
2008,66 and older,Direct migration background,Seldom,0.28753,104,341,0.23942,0.33564
2008,66 and older,Direct migration background,Never,0.46648,173,341,0.41345,0.51951
2013,17-29 y.,No migration background,Very often,0.04498,130,2798,0.03730,0.05266
2013,17-29 y.,No migration background,Often,0.24376,669,2798,0.22785,0.25967
2013,17-29 y.,No migration background,Sometimes,0.39674,1092,2798,0.37861,0.41487
2013,17-29 y.,No migration background,Seldom,0.24293,683,2798,0.22704,0.25882
2013,17-29 y.,No migration background,Never,0.07159,224,2798,0.06204,0.08115
2013,17-29 y.,Direct migration background,Often,0.25580,65,276,0.20423,0.30736
2013,17-29 y.,Direct migration background,Sometimes,0.42587,101,276,0.36743,0.48431
2013,17-29 y.,Direct migration background,Seldom,0.19455,79,276,0.14776,0.24134
2013,17-29 y.,Direct migration background,Never,0.08184,31,276,0.04944,0.11424
2013,17-29 y.,Indirect migration background,Very often,0.03913,31,474,0.02166,0.05660
2013,17-29 y.,Indirect migration background,Often,0.31673,139,474,0.27481,0.35866
2013,17-29 y.,Indirect migration background,Sometimes,0.31785,161,474,0.27589,0.35982
2013,17-29 y.,Indirect migration background,Seldom,0.25468,107,474,0.21542,0.29395
2013,17-29 y.,Indirect migration background,Never,0.07160,36,474,0.04837,0.09484
2013,30-45 y.,No migration background,Very often,0.03590,202,6246,0.03128,0.04051
2013,30-45 y.,No migration background,Often,0.17982,1162,6246,0.17029,0.18934
2013,30-45 y.,No migration background,Sometimes,0.40480,2408,6246,0.39263,0.41698
2013,30-45 y.,No migration background,Seldom,0.30454,1910,6246,0.29312,0.31595
2013,30-45 y.,No migration background,Never,0.07494,564,6246,0.06841,0.08147
2013,30-45 y.,Direct migration background,Very often,0.04376,45,1250,0.03241,0.05510
2013,30-45 y.,Direct migration background,Often,0.18804,207,1250,0.16637,0.20971
2013,30-45 y.,Direct migration background,Sometimes,0.32694,446,1250,0.30093,0.35296
2013,30-45 y.,Direct migration background,Seldom,0.29506,376,1250,0.26977,0.32035
2013,30-45 y.,Direct migration background,Never,0.14620,176,1250,0.12661,0.16580
2013,30-45 y.,Indirect migration background,Often,0.18588,85,473,0.15079,0.22098
2013,30-45 y.,Indirect migration background,Sometimes,0.41560,189,473,0.37114,0.46006
2013,30-45 y.,Indirect migration background,Seldom,0.25860,147,473,0.21909,0.29810
2013,30-45 y.,Indirect migration background,Never,0.09555,52,473,0.06903,0.12207
2013,46-65 y.,No migration background,Very often,0.01459,148,7928,0.01195,0.01723
