year,bula_h,migback,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,No migration background,Often,0.13508213595150792,79,21167,0.1346268434698905,0.13553742843312533
2003,Schleswig-Holstein,No migration background,Sometimes,0.42495282070953316,251,21167,0.42429436558426237,0.42561127583480396
2003,Schleswig-Holstein,No migration background,Seldom,0.2978252219413508,169,21167,0.29721609552327766,0.29843434835942395
2003,Schleswig-Holstein,No migration background,Never,0.14213982139760803,76,21167,0.1416746958197727,0.14260494697544335
2003,Hamburg,No migration background,Often,0.21827715521548688,52,21167,0.2173912353380182,0.21916307509295554
2003,Hamburg,No migration background,Sometimes,0.4588199991048723,104,21167,0.45775129878086274,0.4598886994288819
2003,Hamburg,No migration background,Seldom,0.3229028456796407,65,21167,0.32190002026409814,0.3239056710951833
2003,Lower Saxony,No migration background,Very often,0.04773359926966448,95,21167,0.047559389411545736,0.047907809127783224
2003,Lower Saxony,No migration background,Often,0.17068752086505887,311,21167,0.17038009430145054,0.1709949474286672
2003,Lower Saxony,No migration background,Sometimes,0.3181992923068399,560,21167,0.3178187002381612,0.3185798843755186
2003,Lower Saxony,No migration background,Seldom,0.29883993805080883,466,21167,0.2984659055773247,0.29921397052429294
2003,Lower Saxony,No migration background,Never,0.16453964950762784,218,21167,0.16423669347076214,0.16484260554449354
2003,Lower Saxony,Direct migration background,Often,0.1992289137645015,32,21167,0.19824667514620883,0.20021115238279416
2003,Lower Saxony,Direct migration background,Sometimes,0.3960499874748428,79,21167,0.39484727413193627,0.3972527008177494
2003,Lower Saxony,Direct migration background,Seldom,0.18875004913485424,49,21167,0.18778775573242687,0.18971234253728161
2003,Lower Saxony,Direct migration background,Never,0.21597104962580138,32,21167,0.21495911967788675,0.216982979573716
2003,Bremen,No migration background,Often,0.25755260090489795,34,21167,0.25625282618925316,0.25885237562054275
2003,Bremen,No migration background,Sometimes,0.4162719632938915,45,21167,0.4148067659368887,0.4177371606508943
2003,Bremen,No migration background,Seldom,0.32617543580121056,37,21167,0.32478195395722853,0.3275689176451926
2003,North Rhine-Westphalia,No migration background,Very often,0.04095148281413735,157,21167,0.040838011197541324,0.04106495443073338
2003,North Rhine-Westphalia,No migration background,Often,0.16294723179133308,649,21167,0.16273576993073385,0.1631586936519323
2003,North Rhine-Westphalia,No migration background,Sometimes,0.3624341944241363,1399,21167,0.3621589558951759,0.36270943295309677
2003,North Rhine-Westphalia,No migration background,Seldom,0.24741183411573492,937,21167,0.24716476351905153,0.2476589047124183
2003,North Rhine-Westphalia,No migration background,Never,0.18625525685465824,574,21167,0.1860323463655806,0.18647816734373587
2003,North Rhine-Westphalia,Direct migration background,Often,0.14613929194022593,103,21167,0.1456648103519774,0.14661377352847446
2003,North Rhine-Westphalia,Direct migration background,Sometimes,0.35138484779539086,247,21167,0.3507435977470988,0.35202609784368294
2003,North Rhine-Westphalia,Direct migration background,Seldom,0.23545832733847116,159,21167,0.23488842562961867,0.23602822904732365
2003,North Rhine-Westphalia,Direct migration background,Never,0.267017532925912,171,21167,0.26642329682357985,0.2676117690282442
2003,North Rhine-Westphalia,Indirect migration background,Often,0.5174198011836979,79,21167,0.5158310048458549,0.5190085975215409
2003,North Rhine-Westphalia,Indirect migration background,Sometimes,0.4825801988163021,77,21167,0.480991402478459,0.4841689951541452
2003,Hesse,No migration background,Very often,0.050710055428205725,52,21167,0.05049175589510231,0.05092835496130914
2003,Hesse,No migration background,Often,0.16903640939538944,211,21167,0.16866351363042326,0.16940930516035563
2003,Hesse,No migration background,Sometimes,0.3501447596257852,431,21167,0.34967014791270323,0.3506193713388671
2003,Hesse,No migration background,Seldom,0.2611357299782212,315,21167,0.2606986893559805,0.2615727706004619
2003,Hesse,No migration background,Never,0.16897304557239842,167,21167,0.16860020549019647,0.16934588565460038
2003,Hesse,Direct migration background,Often,0.1483394756598251,38,21167,0.14758726772788625,0.14909168359176397
2003,Hesse,Direct migration background,Sometimes,0.30588894352551715,70,21167,0.30491379077278175,0.30686409627825256
2003,Hesse,Direct migration background,Seldom,0.2519969216124079,59,21167,0.25107811187216994,0.25291573135264583
2003,Hesse,Direct migration background,Never,0.2937746592022498,65,21167,0.2928107079005486,0.29473861050395106
2003,"Rhineland-Palatinate, Saarland",No migration background,Very often,0.032392463650690484,37,21167,0.03220761162542647,0.032577315675954496
2003,"Rhineland-Palatinate, Saarland",No migration background,Often,0.1577695954248663,190,21167,0.1573889858446563,0.1581502050050763
2003,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.29835494336780416,337,21167,0.2978772183824214,0.2988326683531869
2003,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.26576395342548675,294,21167,0.2653027224238437,0.26622518442712984
2003,"Rhineland-Palatinate, Saarland",No migration background,Never,0.2457190441311522,237,21167,0.24526953493408798,0.2461685533282164
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Often,0.3245846585946846,48,21167,0.3233443810565234,0.3258249361328458
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Sometimes,0.3267092777746879,62,21167,0.3254669062970797,0.3279516492522961
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.20563668847634284,37,21167,0.20456608336367213,0.20670729358901355
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.14306937515428467,34,21167,0.14214187157211686,0.14399687873645248
2003,Baden-Wuerttemberg,No migration background,Very often,0.03591230646462893,73,21167,0.035767320088719565,0.036057292840538296
2003,Baden-Wuerttemberg,No migration background,Often,0.14445580683429127,299,21167,0.14418187910238559,0.14472973456619695
2003,Baden-Wuerttemberg,No migration background,Sometimes,0.36710159688262267,713,21167,0.36672601259778914,0.3674771811674562
2003,Baden-Wuerttemberg,No migration background,Seldom,0.2966598671445932,555,21167,0.2963039414231644,0.297015792866022
2003,Baden-Wuerttemberg,No migration background,Never,0.155870422673864,252,21167,0.15558778263062115,0.15615306271710686
2003,Baden-Wuerttemberg,Direct migration background,Often,0.12960403264155196,61,21167,0.12910930402111048,0.13009876126199343
2003,Baden-Wuerttemberg,Direct migration background,Sometimes,0.29397817862701897,169,21167,0.29330711151941696,0.294649245734621
2003,Baden-Wuerttemberg,Direct migration background,Seldom,0.304785621613858,162,21167,0.30410758061780807,0.305463662609908
2003,Baden-Wuerttemberg,Direct migration background,Never,0.271632167117571,183,21167,0.27097698004333887,0.2722873541918031
2003,Baden-Wuerttemberg,Indirect migration background,Often,0.22511282488341217,35,21167,0.22388877872420127,0.22633687104262307
2003,Baden-Wuerttemberg,Indirect migration background,Sometimes,0.3536924769504005,73,21167,0.3522912420140533,0.3550937118867477
2003,Baden-Wuerttemberg,Indirect migration background,Seldom,0.23930942223437335,40,21167,0.23805898367438555,0.24055986079436115
2003,Baden-Wuerttemberg,Indirect migration background,Never,0.18188527593181394,37,21167,0.1807547401403735,0.1830158117232544
2003,Bavaria,No migration background,Very often,0.03368420107792566,101,21167,0.03356028982174353,0.0338081123341078
2003,Bavaria,No migration background,Often,0.1468641215664203,419,21167,0.14662101031809952,0.1471072328147411
2003,Bavaria,No migration background,Sometimes,0.31512876702132125,874,21167,0.31480969657374075,0.31544783746890176
2003,Bavaria,No migration background,Seldom,0.2908998951438409,781,21167,0.29058796047089147,0.29121182981679034
2003,Bavaria,No migration background,Never,0.21342301519049187,424,21167,0.2131416117926248,0.21370441858835892
2003,Bavaria,Direct migration background,Often,0.17149138181112414,55,21167,0.17084898677976623,0.17213377684248204
2003,Bavaria,Direct migration background,Sometimes,0.2681606406596808,108,21167,0.26740565638351144,0.2689156249358502
2003,Bavaria,Direct migration background,Seldom,0.31761695950922775,119,21167,0.3168235480613363,0.3184103709571192
2003,Bavaria,Direct migration background,Never,0.24273101801996735,91,21167,0.24200034977870125,0.24346168626123346
2003,Bavaria,Indirect migration background,Sometimes,1.0,57,21167,1.0,1.0
2003,Berlin,No migration background,Very often,0.053961992218434375,46,21167,0.05367578583371155,0.0542481986031572
2003,Berlin,No migration background,Often,0.16949474557051186,136,21167,0.16901948657054794,0.16997000457047579
2003,Berlin,No migration background,Sometimes,0.36473047772014977,258,21167,0.3641207357696468,0.3653402196706527
2003,Berlin,No migration background,Seldom,0.25664007046797443,191,21167,0.25608679317808086,0.257193347757868
2003,Berlin,No migration background,Never,0.1551727140229295,84,21167,0.15471407322742464,0.15563135481843438
2003,Brandenburg,No migration background,Very often,0.05187032521853409,39,21167,0.051577954718934005,0.05216269571813417
2003,Brandenburg,No migration background,Often,0.12578917995287586,116,21167,0.12535199024814336,0.12622636965760836
2003,Brandenburg,No migration background,Sometimes,0.34601846218586524,342,21167,0.34539131052811334,0.34664561384361714
2003,Brandenburg,No migration background,Seldom,0.26362097552479963,245,21167,0.2630401029387288,0.26420184811087044
2003,Brandenburg,No migration background,Never,0.21270105711792509,176,21167,0.21216155288934693,0.21324056134650324
2003,Mecklenburg-Western Pomerania,No migration background,Often,0.1569204127148195,87,21167,0.15629810452068793,0.15754272090895105
2003,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.3266447279789256,169,21167,0.3258423269618841,0.32744712899596706
2003,Mecklenburg-Western Pomerania,No migration background,Seldom,0.3026874831523387,154,21167,0.30190144708686306,0.3034735192178143
2003,Mecklenburg-Western Pomerania,No migration background,Never,0.2137473761539162,81,21167,0.2130459806759698,0.2144487716318626
2003,Saxony,No migration background,Very often,0.02430305830473984,44,21167,0.024147491842542043,0.024458624766937637
2003,Saxony,No migration background,Often,0.16075972463639554,260,21167,0.16038865123538756,0.16113079803740352
2003,Saxony,No migration background,Sometimes,0.32522307917903137,531,21167,0.32474982023774274,0.32569633812032
2003,Saxony,No migration background,Seldom,0.2926262386273275,458,21167,0.2921666078044244,0.29308586945023063
2003,Saxony,No migration background,Never,0.1970878992525058,274,21167,0.1966860232987813,0.19748977520623032
2003,Saxony-Anhalt,No migration background,Very often,0.029706651713257832,37,21167,0.029474755782596392,0.02993854764391927
2003,Saxony-Anhalt,No migration background,Often,0.17867125861134714,167,21167,0.17814801900888055,0.17919449821381372
2003,Saxony-Anhalt,No migration background,Sometimes,0.23973920200043836,235,21167,0.23915607174576045,0.24032233225511626
2003,Saxony-Anhalt,No migration background,Seldom,0.2960347340597427,271,21167,0.2954111978207034,0.29665827029878195
2003,Saxony-Anhalt,No migration background,Never,0.25584815361521407,190,21167,0.25525216677034257,0.25644414046008557
2003,Thuringa,No migration background,Often,0.12587510957418505,117,21167,0.1253939030400972,0.1263563161082729
2003,Thuringa,No migration background,Sometimes,0.2997752707180498,316,21167,0.29911062308009867,0.300439918356001
2003,Thuringa,No migration background,Seldom,0.318424160858889,297,21167,0.3177483347875351,0.31909998693024294
2003,Thuringa,No migration background,Never,0.2559254588488761,175,21167,0.2552924062303895,0.25655851146736264
2008,Schleswig-Holstein,No migration background,Often,0.20101674469586153,87,18339,0.200465623108413,0.20156786628331005
2008,Schleswig-Holstein,No migration background,Sometimes,0.2870356844958765,138,18339,0.28641357861222977,0.28765779037952327
2008,Schleswig-Holstein,No migration background,Seldom,0.336346726119601,165,18339,0.3356970054413811,0.33699644679782087
2008,Schleswig-Holstein,No migration background,Never,0.17560084468866094,94,18339,0.17507761240126346,0.17612407697605842
