year,plj0021_h,sex,proportion,n,lower_confidence,upper_confidence
1998,"Yes, definitely",female,0.5212765957446809,18147,0.5140083417601751,0.5285448497291867
1998,"Yes, definitely",male,0.4787234042553192,18147,0.47145515027081336,0.485991658239825
1998,"Yes, probably",male,0.5330578512396694,18147,0.5257989253470415,0.5403167771322973
1998,"Yes, probably",female,0.4669421487603306,18147,0.45968322286770275,0.4742010746529584
1998,Improbable,male,0.5352941176470588,18147,0.5280374209399042,0.5425508143542134
1998,Improbable,female,0.4647058823529412,18147,0.45744918564578657,0.4719625790600958
1998,Definitely not,male,0.5129411764705882,18147,0.5056687700557695,0.520213582885407
1998,Definitely not,female,0.48705882352941177,18147,0.479786417114593,0.4943312299442305
2000,"Yes, definitely",male,0.526813880126183,30607,0.5212202944760412,0.5324074657763248
2000,"Yes, definitely",female,0.47318611987381703,30607,0.4675925342236752,0.4787797055239589
2000,"Yes, probably",female,0.5238095238095238,30607,0.5182142320469556,0.5294048155720921
2000,"Yes, probably",male,0.47619047619047616,30607,0.470595184427908,0.48178576795304434
2000,Improbable,female,0.5018248175182481,30607,0.4962232083847791,0.5074264266517172
2000,Improbable,male,0.4981751824817518,30607,0.4925735733482828,0.5037767916152208
2000,Definitely not,male,0.5317460317460317,30607,0.5261556875044636,0.5373363759875999
2000,Definitely not,female,0.46825396825396826,30607,0.46266362401240013,0.4738443124955364
2002,"Yes, definitely",male,0.5219512195121951,28961,0.5161981402144475,0.5277042988099427
2002,"Yes, definitely",female,0.47804878048780486,28961,0.47229570119005726,0.48380185978555246
2002,"Yes, probably",female,0.5086206896551724,28961,0.5028629140017524,0.5143784653085923
2002,"Yes, probably",male,0.49137931034482757,28961,0.48562153469140756,0.4971370859982476
2002,Improbable,female,0.5042372881355932,28961,0.49847886328996777,0.5099957129812186
2002,Improbable,male,0.4957627118644068,28961,0.49000428701878135,0.5015211367100322
2002,Definitely not,male,0.5032188841201717,28961,0.4974603718169316,0.5089773964234118
2002,Definitely not,female,0.4967811158798283,28961,0.4910226035765882,0.5025396281830684
2004,"Yes, definitely",male,0.5109489051094891,26790,0.5049629208740976,0.5169348893448806
2004,"Yes, definitely",female,0.48905109489051096,26790,0.4830651106551194,0.4950370791259025
2004,"Yes, probably",female,0.5221674876847291,26790,0.5161859550520145,0.5281490203174437
2004,"Yes, probably",male,0.47783251231527096,26790,0.4718509796825563,0.48381404494798563
2004,Improbable,male,0.5099009900990099,26790,0.5039147441692906,0.5158872360287292
2004,Improbable,female,0.4900990099009901,26790,0.4841127639712708,0.4960852558307094
2004,Definitely not,female,0.5077658303464755,26790,0.5017791326364862,0.5137525280564648
2004,Definitely not,male,0.4922341696535245,26790,0.48624747194353524,0.4982208673635138
2006,"Yes, definitely",female,0.5161290322580645,27321,0.5102031679492229,0.5220548965669061
2006,"Yes, definitely",male,0.4838709677419355,27321,0.477945103433094,0.489796832050777
2006,"Yes, probably",female,0.5757575757575758,27321,0.5698970759752942,0.5816180755398574
2006,"Yes, probably",male,0.42424242424242425,27321,0.4183819244601426,0.4301029240247059
2006,Improbable,female,0.5120643431635389,27321,0.5061371194196961,0.5179915669073817
2006,Improbable,male,0.4879356568364611,27321,0.48200843309261826,0.493862880580304
2006,Definitely not,female,0.5083226632522407,27321,0.5023945347738346,0.5142507917306469
2006,Definitely not,male,0.49167733674775926,27321,0.4857492082693531,0.49760546522616544
2008,"Yes, definitely",male,0.527027027027027,23673,0.5206669257948434,0.5333871282592105
2008,"Yes, definitely",female,0.47297297297297297,23673,0.4666128717407894,0.47933307420515653
2008,"Yes, probably",female,0.5895522388059702,23673,0.583285818593928,0.5958186590180123
2008,"Yes, probably",male,0.41044776119402987,23673,0.40418134098198766,0.4167141814060721
2008,Improbable,female,0.5177304964539007,23673,0.5113650891801353,0.524095903727666
2008,Improbable,male,0.48226950354609927,23673,0.4759040962723339,0.48863491081986465
2008,Definitely not,female,0.5065359477124183,23673,0.5001670786758287,0.5129048167490079
2008,Definitely not,male,0.4934640522875817,23673,0.48709518325099205,0.4998329213241714
2010,"Yes, definitely",female,0.5,35837,0.49482321352287323,0.5051767864771267
2010,"Yes, definitely",male,0.5,35837,0.49482321352287323,0.5051767864771267
2010,"Yes, probably",female,0.5294117647058824,35837,0.5242439423679089,0.5345795870438558
2010,"Yes, probably",male,0.47058823529411764,35837,0.4654204129561442,0.47575605763209106
2010,Improbable,female,0.5506072874493927,35837,0.5454570857439881,0.5557574891547973
2010,Improbable,male,0.4493927125506073,35837,0.44424251084520266,0.45454291425601195
2010,Definitely not,female,0.53125,35837,0.5260833343272302,0.5364166656727698
2010,Definitely not,male,0.46875,35837,0.4635833343272302,0.4739166656727698
2012,"Yes, definitely",female,0.5406698564593302,40229,0.5358000129568281,0.5455396999618323
2012,"Yes, definitely",male,0.45933014354066987,40229,0.4544603000381678,0.46419998704317195
2012,"Yes, probably",female,0.5897435897435898,40229,0.5849369037146254,0.5945502757725541
2012,"Yes, probably",male,0.41025641025641024,40229,0.40544972422744585,0.41506309628537463
2012,Improbable,female,0.5691906005221932,40229,0.5643515751667537,0.5740296258776326
2012,Improbable,male,0.4308093994778068,40229,0.42597037412236727,0.4356484248332463
2012,Definitely not,female,0.5404663923182441,40229,0.5355963869617214,0.5453363976747668
2012,Definitely not,male,0.45953360768175583,40229,0.4546636023252332,0.4644036130382785
2013,"Yes, definitely",female,0.5153061224489796,44486,0.5106619235541706,0.5199503213437885
2013,"Yes, definitely",male,0.4846938775510204,44486,0.48004967865621145,0.48933807644582933
2013,"Yes, probably",female,0.5477386934673367,44486,0.5431135434906843,0.5523638434439891
2013,"Yes, probably",male,0.45226130653266333,44486,0.4476361565560109,0.45688645650931575
2013,Improbable,female,0.5686274509803921,44486,0.5640250489155302,0.5732298530452541
2013,Improbable,male,0.43137254901960786,44486,0.42677014695474597,0.43597495108446976
2013,Definitely not,female,0.558408215661104,44486,0.5537936504812717,0.5630227808409363
2013,Definitely not,male,0.441591784338896,44486,0.43697721915906373,0.4462063495187283
2014,"Yes, definitely",female,0.5357142857142857,38694,0.5307450049847291,0.5406835664438423
2014,"Yes, definitely",male,0.4642857142857143,38694,0.4593164335561577,0.4692549950152709
2014,"Yes, probably",female,0.5489864864864865,38694,0.5440284483594521,0.553944524613521
2014,"Yes, probably",male,0.4510135135135135,38694,0.4460554753864791,0.45597155164054787
2014,Improbable,female,0.5620437956204379,38694,0.5571002940288281,0.5669872972120478
2014,Improbable,male,0.43795620437956206,38694,0.43301270278795223,0.4428997059711719
2014,Definitely not,female,0.5497907949790795,38694,0.5448335523576127,0.5547480376005463
2014,Definitely not,male,0.4502092050209205,38694,0.4452519623994537,0.4551664476423873
2016,"Yes, definitely",female,0.5348837209302325,41132,0.5300633926286811,0.5397040492317839
2016,"Yes, definitely",male,0.46511627906976744,41132,0.46029595076821606,0.4699366073713188
2016,"Yes, probably",female,0.5456026058631922,41132,0.54079064272483,0.5504145690015544
2016,"Yes, probably",male,0.4543973941368078,41132,0.44958543099844567,0.4592093572751699
2016,Improbable,female,0.555858310626703,41132,0.5510564563146668,0.5606601649387392
2016,Improbable,male,0.444141689373297,41132,0.4393398350612609,0.4489435436853331
2016,Definitely not,female,0.5379369138959932,41132,0.5331187400199356,0.5427550877720507
2016,Definitely not,male,0.4620630861040068,41132,0.4572449122279493,0.46688125998006436
2018,"Yes, definitely",female,0.5393053016453382,43121,0.534600561822355,0.5440100414683213
2018,"Yes, definitely",male,0.4606946983546618,43121,0.4559899585316786,0.465399438177645
2018,"Yes, probably",female,0.5614678899082569,43121,0.5567843435758861,0.5661514362406277
2018,"Yes, probably",male,0.43853211009174314,43121,0.43384856375937236,0.4432156564241139
2018,Improbable,female,0.5352112676056338,43121,0.5305036402376673,0.5399188949736002
2018,Improbable,male,0.4647887323943662,43121,0.46008110502639976,0.4694963597623326
2018,Definitely not,female,0.5437185929648242,43121,0.5390173235744636,0.5484198623551847
2018,Definitely not,male,0.4562814070351759,43121,0.4515801376448153,0.4609826764255365
2021,"Yes, definitely",male,0.6066017316017316,27598,0.6008382446928667,0.6123652185105964
2021,"Yes, definitely",female,0.3933982683982684,27598,0.3876347814894035,0.3991617553071333
2021,"Yes, probably",male,0.5573770491803278,27598,0.5515168986518899,0.5632371997087657
2021,"Yes, probably",female,0.4426229508196721,27598,0.4367628002912342,0.44848310134811004
2021,Improbable,female,0.8,27598,0.7952807035669389,0.8047192964330612
2021,Improbable,male,0.2,27598,0.1952807035669389,0.2047192964330611
2021,Definitely not,male,0.6363636363636364,27598,0.6306881433067846,0.6420391294204881
2021,Definitely not,female,0.36363636363636365,27598,0.3579608705795119,0.36931185669321537
