year,regtyp,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,Urban regions,Definitely not,0.46530872056015277,18147,0.45805140849461295,0.4725660326256926
1998,Urban regions,Improbable,0.2915340547422024,18147,0.28492167498220167,0.29814643450220313
1998,Urban regions,"Yes, probably",0.1394016549968173,18147,0.1343621501186881,0.14444115987494652
1998,Urban regions,"Yes, definitely",0.1037555697008275,18147,0.09931874166697596,0.10819239773467904
1998,Rural regions,Definitely not,0.54337899543379,18147,0.5361315823180626,0.5506264085495174
1998,Rural regions,Improbable,0.2374429223744292,18147,0.23125179920336703,0.2436340455454914
1998,Rural regions,"Yes, definitely",0.1141552511415525,18147,0.10952845455822463,0.11878204772488038
1998,Rural regions,"Yes, probably",0.1050228310502283,18147,0.10056214671969764,0.10948351538075897
2000,Urban regions,Definitely not,0.46007212776919115,30607,0.4544883705757783,0.465655884962604
2000,Urban regions,Improbable,0.24368882019577537,30607,0.23887916711030344,0.2484984732812473
2000,Urban regions,"Yes, probably",0.15301391035548687,30607,0.14898071474863378,0.15704710596233995
2000,Urban regions,"Yes, definitely",0.1432251416795466,30607,0.13930060243066925,0.14714968092842398
2000,Rural regions,Definitely not,0.4291044776119403,30607,0.42355942678726544,0.4346495284366152
2000,Rural regions,Improbable,0.2798507462686567,30607,0.27482129989608134,0.28488019264123204
2000,Rural regions,"Yes, probably",0.1455223880597015,30607,0.14157180733672858,0.1494729687826744
2000,Rural regions,"Yes, definitely",0.1455223880597015,30607,0.14157180733672858,0.1494729687826744
2002,Urban regions,Definitely not,0.5098765432098765,28961,0.5041190351463518,0.5156340512734012
2002,Urban regions,Improbable,0.24753086419753087,28961,0.24256026987853113,0.2525014585165306
2002,Urban regions,"Yes, probably",0.13024691358024693,28961,0.1263704919860721,0.13412333517442177
2002,Urban regions,"Yes, definitely",0.11234567901234568,28961,0.10870862779383413,0.11598273023085724
2002,Rural regions,Definitely not,0.4796380090497738,28961,0.4738841545742464,0.48539186352530117
2002,Rural regions,Improbable,0.3212669683257919,28961,0.31588883177511207,0.3266451048764717
2002,Rural regions,"Yes, definitely",0.10407239819004525,28961,0.1005555507106516,0.10758924566943891
2002,Rural regions,"Yes, probably",0.09502262443438914,28961,0.09164523091229852,0.09840001795647975
2004,Urban regions,Definitely not,0.5259365994236311,26790,0.5199572404772026,0.5319159583700597
2004,Urban regions,Improbable,0.2579250720461095,26790,0.2526861688447796,0.26316397524743934
2004,Urban regions,"Yes, probably",0.1282420749279539,26790,0.12423817757767877,0.132245972278229
2004,Urban regions,"Yes, definitely",0.08789625360230548,26790,0.08450565001937024,0.09128685718524071
2004,Rural regions,Definitely not,0.5544041450777202,26790,0.5484522739378558,0.5603560162175846
2004,Rural regions,Improbable,0.23834196891191708,26790,0.23323985690155993,0.24344408092227424
2004,Rural regions,"Yes, probably",0.12953367875647667,26790,0.1255126511873167,0.13355470632563665
2004,Rural regions,"Yes, definitely",0.07772020725388601,26790,0.07451417389989871,0.0809262406078733
2006,Urban regions,Definitely not,0.5360824742268041,27321,0.5301689828186991,0.5419959656349091
2006,Urban regions,Improbable,0.25852498017446474,27321,0.2533333076024609,0.26371665274646855
2006,Urban regions,"Yes, probably",0.11974623314829501,27321,0.11589639339965963,0.12359607289693039
2006,Urban regions,"Yes, definitely",0.08564631245043616,27321,0.08232798514654131,0.08896463975433101
2006,Rural regions,Definitely not,0.5769230769230769,27321,0.5710647122826867,0.582781441563467
2006,Rural regions,Improbable,0.25824175824175827,27321,0.2530519393699803,0.2634315771135362
2006,Rural regions,"Yes, definitely",0.08791208791208792,27321,0.0845543219441996,0.09126985387997624
2006,Rural regions,"Yes, probably",0.07692307692307693,27321,0.07376331001522851,0.08008284383092534
2008,Urban regions,Definitely not,0.5609243697478992,23673,0.5546024170313026,0.5672463224644957
2008,Urban regions,Improbable,0.2542016806722689,23673,0.24865504894832904,0.2597483123962087
2008,Urban regions,"Yes, probably",0.12394957983193278,23673,0.11975183048345128,0.12814732918041427
2008,Urban regions,"Yes, definitely",0.06092436974789916,23673,0.05787735027234219,0.06397138922345613
2008,Rural regions,Definitely not,0.52,23673,0.5136356843256094,0.5263643156743907
2008,Rural regions,Improbable,0.26666666666666666,23673,0.2610333456352468,0.2722999876980865
2008,Rural regions,"Yes, definitely",0.10666666666666667,23673,0.10273433125927278,0.11059900207406057
2008,Rural regions,"Yes, probably",0.10666666666666667,23673,0.10273433125927278,0.11059900207406057
2010,Urban regions,Definitely not,0.530812324929972,35837,0.5256453774785104,0.5359792723814336
2010,Urban regions,Improbable,0.28851540616246496,35837,0.2838244918211791,0.29320632050375084
2010,Urban regions,"Yes, probably",0.12464985994397759,35837,0.12122985252451683,0.12806986736343837
2010,Urban regions,"Yes, definitely",0.056022408963585436,35837,0.053641449616957965,0.05840336831021291
2010,Rural regions,Definitely not,0.5433070866141733,35837,0.5381497548580509,0.5484644183702956
2010,Rural regions,Improbable,0.3228346456692913,35837,0.31799372817291277,0.32767556316566987
2010,Rural regions,"Yes, probably",0.10236220472440945,35837,0.09922378785964868,0.10550062158917022
2010,Rural regions,"Yes, definitely",0.031496062992125984,35837,0.029687768837465794,0.03330435714678617
2012,Urban regions,Definitely not,0.47021445591739475,40229,0.4653370995026216,0.4750918123321679
2012,Urban regions,Improbable,0.25258141382049243,40229,0.24833552034152873,0.25682730729945613
2012,Urban regions,"Yes, probably",0.15091342335186655,40229,0.14741537042884234,0.15441147627489077
2012,Urban regions,"Yes, definitely",0.12629070691024621,40229,0.1230446537539329,0.12953676006655954
2012,Rural regions,Definitely not,0.46283783783783783,40229,0.4579653183198132,0.46771035735586247
2012,Rural regions,Improbable,0.2195945945945946,40229,0.21554923241409044,0.22363995677509876
2012,Rural regions,"Yes, definitely",0.16891891891891891,40229,0.16525751790520726,0.17258031993263057
2012,Rural regions,"Yes, probably",0.14864864864864866,40229,0.1451723158146459,0.1521249814826514
2013,Urban regions,Definitely not,0.31502016129032256,44486,0.31070345538113897,0.31933686719950616
2013,Urban regions,"Yes, probably",0.2444556451612903,44486,0.2404619546126121,0.24844933570996852
2013,Urban regions,"Yes, definitely",0.22328629032258066,44486,0.21941633539209116,0.22715624525307015
2013,Urban regions,Improbable,0.21723790322580644,44486,0.2134058892200488,0.22106991723156408
2013,Rural regions,Definitely not,0.3142857142857143,44486,0.30997173245458526,0.3185996961168433
2013,Rural regions,"Yes, definitely",0.29591836734693877,44486,0.291676648672367,0.30016008602151056
2013,Rural regions,"Yes, probably",0.22857142857142856,44486,0.22466928518426532,0.2324735719585918
2013,Rural regions,Improbable,0.16122448979591836,44486,0.15780719245097885,0.16464178714085786
2014,Urban regions,Definitely not,0.3985209531635168,38694,0.39364263536232585,0.4033992709647078
2014,Urban regions,Improbable,0.2304847986852917,38694,0.2262885230913233,0.2346810742792601
2014,Urban regions,"Yes, probably",0.195152013147083,38694,0.19120309886613623,0.19910092742802976
2014,Urban regions,"Yes, definitely",0.17584223500410848,38694,0.1720490761351376,0.17963539387307936
2014,Rural regions,Definitely not,0.35942492012779553,38694,0.354643869199754,0.3642059710558371
2014,Rural regions,"Yes, definitely",0.25559105431309903,38694,0.251244822622312,0.25993728600388605
2014,Rural regions,Improbable,0.19808306709265175,38694,0.19411185917555834,0.20205427500974515
2014,Rural regions,"Yes, probably",0.1869009584664537,38694,0.18301666757406082,0.19078524935884655
2016,Urban regions,Definitely not,0.39043659043659046,41132,0.38572192523094967,0.39515125564223125
2016,Urban regions,Improbable,0.24490644490644492,41132,0.24075053000100535,0.2490623598118845
