year,pgisced97,plj0021_h,proportion,n,lower_confidence,upper_confidence
1998,general elemantary,Ganz sicher nicht,0.1713770294648226,18147,0.16589415324684745,0.17685990568279777
1998,middle vocational,Ganz sicher nicht,0.13770294648226097,18147,0.1326892998702406,0.14271659309428134
1998,inadequately,Ganz sicher nicht,0.12206855081178593,18147,0.11730549303768642,0.12683160858588544
1998,middle vocational,Eher unwahrscheinlich,0.10222489476849068,18147,0.09781715681591231,0.10663263272106906
1998,general elemantary,Eher unwahrscheinlich,0.08779314491882141,18147,0.08367567323846534,0.09191061659917749
1998,middle vocational,"Ja, wahrscheinlich",0.04990980156343957,18147,0.046741481903714216,0.05307812122316492
1998,general elemantary,"Ja, wahrscheinlich",0.047504509921828024,18147,0.04440956776396455,0.0505994520796915
1998,inadequately,Eher unwahrscheinlich,0.04449789536981359,18147,0.04149777132970997,0.047498019409917214
1998,middle vocational,"Ja, ganz sicher",0.039085989176187615,18147,0.03626626603638584,0.04190571231598939
1998,general elemantary,"Ja, ganz sicher",0.03848466626578473,18147,0.03568584205927494,0.041283490472294515
1998,vocational + Abi,Eher unwahrscheinlich,0.020444978953698137,18147,0.01838595498019418,0.022504002927202095
1998,vocational + Abi,Ganz sicher nicht,0.01984365604329525,18147,0.017814515283773195,0.021872796802817306
1998,higher education,Ganz sicher nicht,0.019242333132892364,18147,0.017243560602478683,0.021241105663306045
1998,higher education,Eher unwahrscheinlich,0.01803968731208659,18147,0.01610319792022823,0.019976176703944953
1998,inadequately,"Ja, wahrscheinlich",0.01803968731208659,18147,0.01610319792022823,0.019976176703944953
1998,inadequately,"Ja, ganz sicher",0.010823812387251955,18147,0.009318312919819037,0.012329311854684872
1998,higher education,"Ja, wahrscheinlich",0.007817197835237523,18147,0.006535826363241459,0.009098569307233587
1998,in school,Eher unwahrscheinlich,0.0072158749248346366,18147,0.005984400031268063,0.008447349818401211
1998,higher education,"Ja, ganz sicher",0.006013229104028864,18147,0.00488837077266343,0.007138087435394297
1998,higher vocational,Ganz sicher nicht,0.005411906193625977,18147,0.004344449143642136,0.006479363243609819
