year,bula_h,sex,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,Schleswig-Holstein,male,Improbable,0.6666666666666666,18147,0.6598078784217731,0.6735254549115601
1998,Schleswig-Holstein,male,Definitely not,0.3333333333333333,18147,0.3264745450884398,0.3401921215782268
1998,Schleswig-Holstein,female,Improbable,0.375,18147,0.36795616305210105,0.38204383694789895
1998,Schleswig-Holstein,female,Definitely not,0.375,18147,0.36795616305210105,0.38204383694789895
1998,Schleswig-Holstein,female,"Yes, probably",0.25,18147,0.2436998007048293,0.25630019929517067
1998,Hamburg,male,Improbable,0.6363636363636364,18147,0.6293645720815935,0.6433627006456792
1998,Hamburg,male,Definitely not,0.36363636363636365,18147,0.3566372993543207,0.3706354279184066
1998,Hamburg,female,Definitely not,0.6666666666666666,18147,0.6598078784217731,0.6735254549115601
1998,Hamburg,female,Improbable,0.2222222222222222,18147,0.21617333955847506,0.22827110488596936
1998,Hamburg,female,"Yes, probably",0.1111111111111111,18147,0.10653858561451543,0.11568363660770678
1998,Lower Saxony,male,Definitely not,0.4107142857142857,18147,0.40355637111261106,0.41787220031596034
1998,Lower Saxony,male,Improbable,0.23214285714285715,18147,0.22599998425558387,0.23828573003013043
1998,Lower Saxony,male,"Yes, probably",0.23214285714285715,18147,0.22599998425558387,0.23828573003013043
1998,Lower Saxony,male,"Yes, definitely",0.125,18147,0.12018814330609548,0.12981185669390452
1998,Lower Saxony,female,Definitely not,0.5416666666666666,18147,0.5344171270288445,0.5489162063044888
1998,Lower Saxony,female,Improbable,0.1875,18147,0.181821077098905,0.193178922901095
1998,Lower Saxony,female,"Yes, probably",0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,Lower Saxony,female,"Yes, definitely",0.10416666666666667,18147,0.09972207728556892,0.10861125604776442
1998,Bremen,male,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,Bremen,male,"Yes, definitely",0.25,18147,0.2436998007048293,0.25630019929517067
1998,Bremen,male,Improbable,0.25,18147,0.2436998007048293,0.25630019929517067
1998,Bremen,female,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,Bremen,female,Improbable,0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,Bremen,female,"Yes, probably",0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,Bremen,female,"Yes, definitely",0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,North Rhine-Westphalia,male,Definitely not,0.5179282868525896,18147,0.5106581214495859,0.5251984522555934
1998,North Rhine-Westphalia,male,Improbable,0.22709163346613545,18147,0.22099600872574773,0.23318725820652317
1998,North Rhine-Westphalia,male,"Yes, probably",0.16334661354581673,18147,0.15796786172647853,0.16872536536515492
1998,North Rhine-Westphalia,male,"Yes, definitely",0.09163346613545817,18147,0.08743576734899865,0.09583116492191769
1998,North Rhine-Westphalia,female,Definitely not,0.4675324675324675,18147,0.4602729776331693,0.4747919574317657
1998,North Rhine-Westphalia,female,Improbable,0.27705627705627706,18147,0.27054464437153625,0.28356790974101787
1998,North Rhine-Westphalia,female,"Yes, probably",0.12987012987012986,18147,0.12497909985583594,0.13476115988442378
1998,North Rhine-Westphalia,female,"Yes, definitely",0.12554112554112554,18147,0.12072035616460493,0.13036189491764613
1998,Hesse,male,Definitely not,0.5636363636363636,18147,0.5564206808933793,0.5708520463793479
1998,Hesse,male,Improbable,0.19090909090909092,18147,0.18519080827353215,0.19662737354464968
1998,Hesse,male,"Yes, definitely",0.12727272727272726,18147,0.12242363329595168,0.13212182124950284
1998,Hesse,male,"Yes, probably",0.11818181818181818,18147,0.11348484035638627,0.12287879600725009
1998,Hesse,female,Definitely not,0.5544554455445545,18147,0.5472238763118895,0.5616870147772195
1998,Hesse,female,Improbable,0.18811881188118812,18147,0.1824326920930648,0.19380493166931143
1998,Hesse,female,"Yes, definitely",0.12871287128712872,18147,0.12384044485856503,0.1335852977156924
