year,age_gr,sampreg,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,18-29 y.,West,Definitely not,0.32838589981447125,18147,0.3215529881691735,0.335218811459769
1998,18-29 y.,West,Improbable,0.30241187384044527,18147,0.29572916389975795,0.3090945837811326
1998,18-29 y.,West,"Yes, probably",0.2077922077922078,18147,0.2018890031969905,0.21369541238742512
1998,18-29 y.,West,"Yes, definitely",0.1614100185528757,18147,0.15605706185440113,0.16676297525135028
1998,18-29 y.,East,Definitely not,1.0,18147,1.0,1.0
1998,30-45 y.,West,Definitely not,0.4390681003584229,18147,0.43184747746870056,0.4462887232481453
1998,30-45 y.,West,Improbable,0.2939068100358423,18147,0.2872787033874652,0.3005349166842194
1998,30-45 y.,West,"Yes, definitely",0.13620071684587814,18147,0.13121015125291163,0.14119128243884466
1998,30-45 y.,West,"Yes, probably",0.13082437275985664,18147,0.12591809928363906,0.13573064623607423
1998,30-45 y.,East,Improbable,0.6666666666666666,18147,0.6598078784217731,0.6735254549115601
1998,30-45 y.,East,"Yes, definitely",0.3333333333333333,18147,0.3264745450884398,0.3401921215782268
1998,46-65 y.,West,Definitely not,0.6068515497553018,18147,0.5997447648955901,0.6139583346150134
1998,46-65 y.,West,Improbable,0.27732463295269166,18147,0.27081105670981914,0.2838382091955642
1998,46-65 y.,West,"Yes, probably",0.08482871125611746,18147,0.08077478093598241,0.08888264157625252
1998,46-65 y.,West,"Yes, definitely",0.03099510603588907,18147,0.02847358148989819,0.03351663058187995
1998,46-65 y.,East,"Yes, definitely",0.5,18147,0.49272515648196985,0.5072748435180302
1998,46-65 y.,East,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,66 and older,West,Definitely not,0.7285714285714285,18147,0.722101231626676,0.735041625516181
1998,66 and older,West,Improbable,0.15714285714285714,18147,0.15184771088718496,0.16243800339852932
1998,66 and older,West,"Yes, probably",0.07142857142857142,18147,0.06768145409639505,0.0751756887607478
1998,66 and older,West,"Yes, definitely",0.04285714285714286,18147,0.0399103226420529,0.04580396307223281
1998,66 and older,East,Definitely not,0.6666666666666666,18147,0.6598078784217731,0.6735254549115601
1998,66 and older,East,"Yes, definitely",0.3333333333333333,18147,0.3264745450884398,0.3401921215782268
2000,18-29 y.,West,Definitely not,0.2966101694915254,30607,0.29149291812498523,0.3017274208580656
2000,18-29 y.,West,"Yes, definitely",0.2423728813559322,30607,0.23757206096644126,0.24717370174542316
2000,18-29 y.,West,Improbable,0.23728813559322035,30607,0.23252202678724643,0.24205424439919426
2000,18-29 y.,West,"Yes, probably",0.22372881355932203,30607,0.21905992634833898,0.22839770077030508
2000,18-29 y.,East,Definitely not,0.4,30607,0.3945115298009119,0.4054884701990881
2000,18-29 y.,East,Improbable,0.4,30607,0.3945115298009119,0.4054884701990881
2000,18-29 y.,East,"Yes, definitely",0.2,30607,0.19551868284792084,0.20448131715207918
2000,30-45 y.,West,Definitely not,0.41851368970013036,30607,0.41298693395714525,0.4240404454431155
2000,30-45 y.,West,Improbable,0.2737940026075619,30607,0.2687984036006958,0.27878960161442806
2000,30-45 y.,West,"Yes, probably",0.16427640156453716,30607,0.16012528801757683,0.16842751511149748
2000,30-45 y.,West,"Yes, definitely",0.14341590612777053,30607,0.13948919138480026,0.1473426208707408
2000,30-45 y.,East,Improbable,0.38461538461538464,30607,0.379164934954558,0.3900658342762113
2000,30-45 y.,East,Definitely not,0.38461538461538464,30607,0.379164934954558,0.3900658342762113
2000,30-45 y.,East,"Yes, probably",0.15384615384615385,30607,0.1498039921932925,0.15788831549901522
2000,30-45 y.,East,"Yes, definitely",0.07692307692307693,30607,0.07393774269529578,0.07990841115085807
2000,46-65 y.,West,Definitely not,0.592747559274756,30607,0.5872431283683567,0.5982519901811553
2000,46-65 y.,West,Improbable,0.2398884239888424,30607,0.2351044478095613,0.24467240016812347
2000,46-65 y.,West,"Yes, probably",0.09902370990237098,30607,0.09567735524271709,0.10237006456202488
2000,46-65 y.,West,"Yes, definitely",0.06834030683403068,30607,0.06551339147664192,0.07116722219141944
2000,46-65 y.,East,Definitely not,0.5,30607,0.494398353559901,0.505601646440099
2000,46-65 y.,East,Improbable,0.5,30607,0.494398353559901,0.505601646440099
2000,66 and older,West,Definitely not,0.6902654867256637,30607,0.6850852623679825,0.6954457110833449
2000,66 and older,West,Improbable,0.1592920353982301,30607,0.15519221056872762,0.16339186022773255
2000,66 and older,West,"Yes, definitely",0.10619469026548672,30607,0.10274310540002848,0.10964627513094496
2000,66 and older,West,"Yes, probably",0.04424778761061947,30607,0.04194388495145006,0.04655169026978888
2000,66 and older,East,Definitely not,0.5,30607,0.494398353559901,0.505601646440099
2000,66 and older,East,"Yes, definitely",0.5,30607,0.494398353559901,0.505601646440099
2002,18-29 y.,West,Definitely not,0.3220338983050847,28961,0.31665238920446703,0.3274154074057024
2002,18-29 y.,West,Improbable,0.2736077481840194,28961,0.26847323714408045,0.27874225922395834
2002,18-29 y.,West,"Yes, definitely",0.2033898305084746,28961,0.1987539008803563,0.20802576013659288
2002,18-29 y.,West,"Yes, probably",0.2009685230024213,28961,0.19635327270437566,0.20558377330046693
2002,18-29 y.,East,Improbable,0.5,28961,0.49424136836268273,0.5057586316373173
2002,18-29 y.,East,Definitely not,0.5,28961,0.49424136836268273,0.5057586316373173
2002,30-45 y.,West,Definitely not,0.4396423248882265,28961,0.43392580518357293,0.4453588445928801
2002,30-45 y.,West,Improbable,0.2727272727272727,28961,0.26759792395342713,0.2778566215011183
2002,30-45 y.,West,"Yes, probably",0.15350223546944858,28961,0.14935059674117462,0.15765387419772253
2002,30-45 y.,West,"Yes, definitely",0.13412816691505217,28961,0.1302031991412718,0.13805313468883254
2002,30-45 y.,East,Improbable,0.5,28961,0.49424136836268273,0.5057586316373173
2002,30-45 y.,East,Definitely not,0.5,28961,0.49424136836268273,0.5057586316373173
2002,46-65 y.,West,Definitely not,0.6520325203252032,28961,0.646546552555788,0.6575184880946184
2002,46-65 y.,West,Improbable,0.23902439024390243,28961,0.2341124194860503,0.24393636100175456
2002,46-65 y.,West,"Yes, probably",0.07154471544715447,28961,0.06857634177393696,0.074513089120372
2002,46-65 y.,West,"Yes, definitely",0.03739837398373984,28961,0.035213134946672255,0.03958361302080742
2002,46-65 y.,East,Improbable,1.0,28961,1.0,1.0
2002,66 and older,West,Definitely not,0.7538461538461538,28961,0.7488848712047728,0.7588074364875349
2002,66 and older,West,Improbable,0.17692307692307693,28961,0.17252804788221748,0.18131810596393638
2002,66 and older,West,"Yes, definitely",0.05384615384615385,28961,0.05124654792217947,0.05644575977012823
2002,66 and older,West,"Yes, probably",0.015384615384615385,28961,0.013967106058506512,0.01680212471072426
2002,66 and older,East,"Yes, definitely",0.5,28961,0.49424136836268273,0.5057586316373173
2002,66 and older,East,Definitely not,0.5,28961,0.49424136836268273,0.5057586316373173
2004,18-29 y.,West,Improbable,0.3220338983050847,26790,0.3164385838464733,0.32762921276369616
2004,18-29 y.,West,Definitely not,0.2983050847457627,26790,0.2928264265374159,0.30378374295410954
2004,18-29 y.,West,"Yes, probably",0.2271186440677966,26790,0.2221015467707373,0.23213574136485593
2004,18-29 y.,West,"Yes, definitely",0.15254237288135594,26790,0.14823686925062263,0.15684787651208926
2004,18-29 y.,East,"Yes, definitely",0.5,26790,0.49401258006636084,0.5059874199336392
