year,migback,sex,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,male,Improbable,0.75,18147,0.7436998007048293,0.7563001992951707
1998,No migration background,male,Definitely not,0.25,18147,0.2436998007048293,0.25630019929517067
1998,No migration background,female,Definitely not,0.6,18147,0.592872138168893,0.607127861831107
1998,No migration background,female,"Yes, probably",0.2,18147,0.19418012518557587,0.20581987481442415
1998,No migration background,female,"Yes, definitely",0.2,18147,0.19418012518557587,0.20581987481442415
1998,Direct migration background,male,Definitely not,0.5080428954423593,18147,0.5007689931778072,0.5153167977069113
1998,Direct migration background,male,Improbable,0.2761394101876676,18147,0.2696344399424923,0.28264438043284285
1998,Direct migration background,male,"Yes, probably",0.12734584450402145,18147,0.12249556103463377,0.13219612797340913
1998,Direct migration background,male,"Yes, definitely",0.08847184986595175,18147,0.08434003124654729,0.0926036684853562
1998,Direct migration background,female,Definitely not,0.5160818713450293,18147,0.508810791736583,0.5233529509534756
1998,Direct migration background,female,Improbable,0.2646198830409357,18147,0.25820157096317115,0.27103819511870025
1998,Direct migration background,female,"Yes, probably",0.11257309941520467,18147,0.10797437633972987,0.11717182249067948
1998,Direct migration background,female,"Yes, definitely",0.1067251461988304,18147,0.10223273413102496,0.11121755826663585
1998,Indirect migration background,male,Improbable,0.3595505617977528,18147,0.3525686226055469,0.3665325009899587
1998,Indirect migration background,male,Definitely not,0.3146067415730337,18147,0.30785046252870524,0.32136302061736216
1998,Indirect migration background,male,"Yes, probably",0.19101123595505617,18147,0.18529178481849512,0.19673068709161723
1998,Indirect migration background,male,"Yes, definitely",0.1348314606741573,18147,0.12986211016192398,0.13980081118639062
1998,Indirect migration background,female,Definitely not,0.3352601156069364,18147,0.32839148017931136,0.3421287510345615
1998,Indirect migration background,female,Improbable,0.3236994219653179,18147,0.3168918147018272,0.33050702922880865
1998,Indirect migration background,female,"Yes, probably",0.2023121387283237,18147,0.1964671845077126,0.2081570929489348
1998,Indirect migration background,female,"Yes, definitely",0.13872832369942195,18147,0.13369903804262,0.1437576093562239
2000,No migration background,male,Definitely not,0.5714285714285714,30607,0.5658843792912636,0.5769727635658792
2000,No migration background,male,"Yes, probably",0.2857142857142857,30607,0.28065315388637524,0.29077541754219616
2000,No migration background,male,Improbable,0.14285714285714285,30607,0.13893680700065134,0.14677747871363436
2000,No migration background,female,Definitely not,0.8,30607,0.7955186828479209,0.8044813171520792
2000,No migration background,female,"Yes, probably",0.2,30607,0.19551868284792084,0.20448131715207918
2000,Direct migration background,male,Definitely not,0.4989106753812636,30607,0.49330904223532285,0.5045123085272043
2000,Direct migration background,male,Improbable,0.24509803921568626,30607,0.240278995291899,0.24991708313947353
2000,Direct migration background,male,"Yes, definitely",0.1328976034858388,30607,0.12909448848909208,0.1367007184825855
2000,Direct migration background,male,"Yes, probably",0.12309368191721133,30607,0.11941289929115079,0.12677446454327188
2000,Direct migration background,female,Definitely not,0.45964912280701753,30607,0.4540657472904046,0.46523249832363045
2000,Direct migration background,female,Improbable,0.25380116959064325,30607,0.24892566262616805,0.25867667655511845
2000,Direct migration background,female,"Yes, probably",0.15789473684210525,30607,0.1538095426356679,0.1619799310485426
2000,Direct migration background,female,"Yes, definitely",0.1286549707602339,30607,0.12490391039003099,0.13240603113043684
2000,Indirect migration background,male,Definitely not,0.35071090047393366,30607,0.3453647721653291,0.3560570287825382
2000,Indirect migration background,male,Improbable,0.22274881516587677,30607,0.21808722501725233,0.2274104053145012
2000,Indirect migration background,male,"Yes, probably",0.2132701421800948,30607,0.20868108430131327,0.21785920005887632
2000,Indirect migration background,male,"Yes, definitely",0.2132701421800948,30607,0.20868108430131327,0.21785920005887632
2000,Indirect migration background,female,Definitely not,0.352112676056338,30607,0.34676165991471125,0.35746369219796476
2000,Indirect migration background,female,Improbable,0.27230046948356806,30607,0.2673133941109299,0.2772875448562062
2000,Indirect migration background,female,"Yes, definitely",0.18779342723004694,30607,0.1834180134184419,0.19216884104165197
2000,Indirect migration background,female,"Yes, probably",0.18779342723004694,30607,0.1834180134184419,0.19216884104165197
2002,No migration background,male,Definitely not,0.625,28961,0.6194242288929317,0.6305757711070683
2002,No migration background,male,Improbable,0.375,28961,0.36942422889293175,0.38057577110706825
2002,No migration background,female,Definitely not,0.5,28961,0.49424136836268273,0.5057586316373173
2002,No migration background,female,Improbable,0.5,28961,0.49424136836268273,0.5057586316373173
2002,Direct migration background,male,Definitely not,0.535904255319149,28961,0.5301604899541245,0.5416480206841735
2002,Direct migration background,male,Improbable,0.2473404255319149,28961,0.24237111494247796,0.2523097361213518
2002,Direct migration background,male,"Yes, probably",0.11170212765957446,28961,0.10807419407289261,0.11533006124625632
2002,Direct migration background,male,"Yes, definitely",0.10505319148936171,28961,0.10152174579875732,0.1085846371799661
2002,Direct migration background,female,Definitely not,0.5316804407713499,28961,0.5259333800639363,0.5374275014787635
2002,Direct migration background,female,Improbable,0.23415977961432508,28961,0.229282535084305,0.23903702414434516
2002,Direct migration background,female,"Yes, probably",0.13085399449035812,28961,0.12696990563936003,0.1347380833413562
2002,Direct migration background,female,"Yes, definitely",0.10330578512396695,28961,0.09980041565421992,0.10681115459371397
2002,Indirect migration background,male,Definitely not,0.3719512195121951,28961,0.3663846328284787,0.3775178061959115
2002,Indirect migration background,male,Improbable,0.27439024390243905,28961,0.26925116620178485,0.27952932160309324
2002,Indirect migration background,male,"Yes, probably",0.18292682926829268,28961,0.17847418014765196,0.1873794783889334
2002,Indirect migration background,male,"Yes, definitely",0.17073170731707318,28961,0.16639805648863368,0.1750653581455127
2002,Indirect migration background,female,Definitely not,0.4021164021164021,28961,0.39646919770356526,0.40776360652923893
2002,Indirect migration background,female,Improbable,0.3544973544973545,28961,0.34898794812425143,0.3600067608704575
2002,Indirect migration background,female,"Yes, probably",0.12169312169312169,28961,0.11792777081675873,0.12545847256948464
2002,Indirect migration background,female,"Yes, definitely",0.12169312169312169,28961,0.11792777081675873,0.12545847256948464
2004,No migration background,male,Definitely not,0.42857142857142855,26790,0.42264541969639213,0.43449743744646496
2004,No migration background,male,Improbable,0.42857142857142855,26790,0.42264541969639213,0.43449743744646496
2004,No migration background,male,"Yes, probably",0.14285714285714285,26790,0.13866682179623296,0.14704746391805273
2004,No migration background,female,"Yes, probably",1.0,26790,1.0,1.0
2004,Direct migration background,male,Definitely not,0.567524115755627,26790,0.5615915464211698,0.5734566850900842
2004,Direct migration background,male,Improbable,0.24437299035369775,26790,0.23922722412019826,0.24951875658719724
2004,Direct migration background,male,"Yes, probably",0.1045016077170418,26790,0.100838382621227,0.10816483281285659
