year,pgisced97,regtyp,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,in school,Urban regions,Improbable,0.3870967741935484,18147,0.3800098239866283,0.39418372440046845
1998,in school,Urban regions,"Yes, definitely",0.25806451612903225,18147,0.2516980142819509,0.2644310179761136
1998,in school,Urban regions,"Yes, probably",0.22580645161290322,18147,0.2197230484565359,0.23188985476927054
1998,in school,Urban regions,Definitely not,0.12903225806451613,18147,0.12415468441664204,0.1339098317123902
1998,inadequately,Urban regions,Definitely not,0.6113074204946997,18147,0.6042151284534105,0.6183997125359888
1998,inadequately,Urban regions,Improbable,0.2332155477031802,18147,0.22706280079412997,0.23936829461223044
1998,inadequately,Urban regions,"Yes, probably",0.10247349823321555,18147,0.09806101494580607,0.10688598152062503
1998,inadequately,Urban regions,"Yes, definitely",0.053003533568904596,18147,0.049743813976757464,0.05626325316105173
1998,inadequately,Rural regions,Definitely not,0.7142857142857143,18147,0.707712835674775,0.7208585928966535
1998,inadequately,Rural regions,Improbable,0.19047619047619047,18147,0.18476286700291839,0.19618951394946255
1998,inadequately,Rural regions,"Yes, definitely",0.07142857142857142,18147,0.06768145409639505,0.0751756887607478
1998,inadequately,Rural regions,"Yes, probably",0.023809523809523808,18147,0.021591346340293797,0.02602770127875382
1998,general elementary,Urban regions,Definitely not,0.4839357429718876,18147,0.4766646551206815,0.49120683082309363
1998,general elementary,Urban regions,Improbable,0.26907630522088355,18147,0.26262381433183557,0.27552879610993153
1998,general elementary,Urban regions,"Yes, probably",0.13654618473895583,18147,0.13155029329345777,0.14154207618445389
1998,general elementary,Urban regions,"Yes, definitely",0.11044176706827309,18147,0.10588131897644092,0.11500221516010527
1998,general elementary,Rural regions,Definitely not,0.5789473684210527,18147,0.5717637809079541,0.5861309559341512
1998,general elementary,Rural regions,Improbable,0.15789473684210525,18147,0.15258930585669836,0.16320016782751215
1998,general elementary,Rural regions,"Yes, probably",0.14473684210526316,18147,0.13961774838871066,0.14985593582181567
1998,general elementary,Rural regions,"Yes, definitely",0.11842105263157894,18147,0.11371996100879632,0.12312214425436156
1998,middle vocational,Urban regions,Definitely not,0.407098121085595,18147,0.39994995533948463,0.4142462868317054
1998,middle vocational,Urban regions,Improbable,0.31524008350730687,18147,0.30848013272688507,0.32200003428772866
1998,middle vocational,Urban regions,"Yes, probably",0.15866388308977036,18147,0.1533479750733618,0.16397979110617894
1998,middle vocational,Urban regions,"Yes, definitely",0.11899791231732777,18147,0.11428692655562767,0.12370889807902788
1998,middle vocational,Rural regions,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,middle vocational,Rural regions,Improbable,0.27941176470588236,18147,0.2728831719389365,0.2859403574728282
1998,middle vocational,Rural regions,"Yes, definitely",0.11764705882352941,18147,0.11295929894453487,0.12233481870252395
1998,middle vocational,Rural regions,"Yes, probably",0.10294117647058823,18147,0.09851978797834388,0.10736256496283259
1998,vocational + Abi,Urban regions,Improbable,0.4246575342465753,18147,0.41746575606670383,0.4318493124264468
1998,vocational + Abi,Urban regions,Definitely not,0.3972602739726027,18147,0.3901406652114271,0.40437988273377834
1998,vocational + Abi,Urban regions,"Yes, probably",0.1232876712328767,18147,0.11850421248129522,0.1280711299844582
1998,vocational + Abi,Urban regions,"Yes, definitely",0.0547945205479452,18147,0.051483321163514284,0.05810571993237612
1998,vocational + Abi,Rural regions,Definitely not,0.4444444444444444,18147,0.437214646830227,0.45167424205866186
1998,vocational + Abi,Rural regions,Improbable,0.3333333333333333,18147,0.3264745450884398,0.3401921215782268
1998,vocational + Abi,Rural regions,"Yes, definitely",0.2222222222222222,18147,0.21617333955847506,0.22827110488596936
1998,higher vocational,Urban regions,Definitely not,0.47058823529411764,18147,0.4633259889171716,0.4778504816710637
1998,higher vocational,Urban regions,"Yes, definitely",0.35294117647058826,18147,0.34598810492609483,0.3598942480150817
1998,higher vocational,Urban regions,Improbable,0.11764705882352941,18147,0.11295929894453487,0.12233481870252395
1998,higher vocational,Urban regions,"Yes, probably",0.058823529411764705,18147,0.055400073638574035,0.062246985184955375
1998,higher vocational,Rural regions,"Yes, probably",0.5,18147,0.49272515648196985,0.5072748435180302
1998,higher vocational,Rural regions,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,higher education,Urban regions,Definitely not,0.3974358974358974,18147,0.39031575265049856,0.40455604222129626
1998,higher education,Urban regions,Improbable,0.358974358974359,18147,0.3519948789777277,0.36595383897099026
1998,higher education,Urban regions,"Yes, probably",0.1282051282051282,18147,0.12334090488613177,0.13306935152412463
1998,higher education,Urban regions,"Yes, definitely",0.11538461538461539,18147,0.11073620086416429,0.1200330299050665
1998,higher education,Rural regions,"Yes, probably",0.42857142857142855,18147,0.4213712008055192,0.4357716563373379
1998,higher education,Rural regions,Improbable,0.2857142857142857,18147,0.2791414071033464,0.292287164325225
1998,higher education,Rural regions,Definitely not,0.14285714285714285,18147,0.13776581297778068,0.14794847273650502
1998,higher education,Rural regions,"Yes, definitely",0.14285714285714285,18147,0.13776581297778068,0.14794847273650502
2000,in school,Urban regions,Definitely not,0.375,30607,0.36957622915653865,0.38042377084346135
2000,in school,Urban regions,"Yes, definitely",0.25,30607,0.24514883187985564,0.25485116812014436
2000,in school,Urban regions,"Yes, probably",0.20833333333333334,30607,0.20378349201300203,0.21288317465366466
2000,in school,Urban regions,Improbable,0.16666666666666666,30607,0.16249144592467302,0.1708418874086603
2000,in school,Rural regions,Improbable,0.3333333333333333,30607,0.32805205042186203,0.3386146162448046
