year,age_gr,bula_h,plj0021_h,proportion,n,lower_confidence,upper_confidence
1998,46-65 J.,Baden-Württemberg,Ganz sicher nicht,0.06256983240223464,18147,0.059046078171204906,0.06609358663326437
1998,46-65 J.,Nordrhein-Westfalen,Ganz sicher nicht,0.05865921787709497,18147,0.05524024840583508,0.062078187348354866
1998,30-45 J.,Baden-Württemberg,Ganz sicher nicht,0.03966480446927374,18147,0.03682513538371625,0.04250447355483124
1998,18-29 J.,Baden-Württemberg,Eher unwahrscheinlich,0.03687150837988827,18147,0.03412967399035104,0.039613342769425505
1998,30-45 J.,Baden-Württemberg,Eher unwahrscheinlich,0.035754189944134075,18147,0.033052652424896405,0.038455727463371746
1998,30-45 J.,Nordrhein-Westfalen,Ganz sicher nicht,0.03519553072625698,18147,0.03251440571362745,0.03787665573888651
1998,46-65 J.,Bayern,Ganz sicher nicht,0.0329608938547486,18147,0.030363276599518402,0.035558511109978805
1998,46-65 J.,Baden-Württemberg,Eher unwahrscheinlich,0.031843575418994415,18147,0.02928889058404381,0.03439826025394502
1998,18-29 J.,Nordrhein-Westfalen,Ganz sicher nicht,0.030167597765363128,18147,0.027678898835237827,0.03265629669548843
1998,46-65 J.,Hessen,Ganz sicher nicht,0.028491620111731845,18147,0.0260709506026743,0.03091228962078939
1998,18-29 J.,Baden-Württemberg,Ganz sicher nicht,0.02569832402234637,18147,0.02339607245713373,0.028000575587559008
1998,30-45 J.,Nordrhein-Westfalen,Eher unwahrscheinlich,0.02346368715083799,18147,0.021261288257752024,0.025666086043923952
1998,18-29 J.,Nordrhein-Westfalen,Eher unwahrscheinlich,0.021787709497206705,18147,0.01966360441856399,0.02391181457584942
1998,46-65 J.,Nordrhein-Westfalen,Eher unwahrscheinlich,0.021787709497206705,18147,0.01966360441856399,0.02391181457584942
1998,18-29 J.,Baden-Württemberg,"Ja, wahrscheinlich",0.021229050279329607,18147,0.019131755528005678,0.023326345030653537
1998,46-65 J.,Bayern,Eher unwahrscheinlich,0.018435754189944135,18147,0.016478516945255508,0.020392991434632763
1998,30-45 J.,Hessen,Ganz sicher nicht,0.018435754189944135,18147,0.016478516945255508,0.020392991434632763
1998,30-45 J.,Bayern,Ganz sicher nicht,0.017877094972067038,18147,0.01594919256623645,0.019804997377897624
1998,18-29 J.,Nordrhein-Westfalen,"Ja, wahrscheinlich",0.017318435754189943,18147,0.015420356303336777,0.01921651520504311
1998,18-29 J.,Bayern,Ganz sicher nicht,0.013966480446927373,18147,0.012259050163314352,0.015673910730540395
1998,30-45 J.,Baden-Württemberg,"Ja, wahrscheinlich",0.013407821229050279,18147,0.01173441419091787,0.015081228267182688
1998,18-29 J.,Nordrhein-Westfalen,"Ja, ganz sicher",0.012849162011173185,18147,0.011210524797487381,0.014487799224858988
1998,18-29 J.,Baden-Württemberg,"Ja, ganz sicher",0.012849162011173185,18147,0.011210524797487381,0.014487799224858988
1998,30-45 J.,Bayern,Eher unwahrscheinlich,0.012849162011173185,18147,0.011210524797487381,0.014487799224858988
1998,18-29 J.,Hessen,Ganz sicher nicht,0.012290502793296089,18147,0.010687430561045303,0.013893575025546874
1998,30-45 J.,Nordrhein-Westfalen,"Ja, ganz sicher",0.012290502793296089,18147,0.010687430561045303,0.013893575025546874
1998,30-45 J.,Nordrhein-Westfalen,"Ja, wahrscheinlich",0.011731843575418994,18147,0.01016518563365771,0.013298501517180279
1998,30-45 J.,"Rheinland-Pfalz,Saarland",Ganz sicher nicht,0.0111731843575419,18147,0.00964385068169266,0.01270251803339114
1998,18-29 J.,Bayern,Eher unwahrscheinlich,0.0111731843575419,18147,0.00964385068169266,0.01270251803339114
1998,46-65 J.,Niedersachsen,Ganz sicher nicht,0.010614525139664804,18147,0.009123494040518296,0.012105556238811311
1998,30-45 J.,Baden-Württemberg,"Ja, ganz sicher",0.010614525139664804,18147,0.009123494040518296,0.012105556238811311
1998,46-65 J.,Nordrhein-Westfalen,"Ja, wahrscheinlich",0.010614525139664804,18147,0.009123494040518296,0.012105556238811311
1998,18-29 J.,Bayern,"Ja, wahrscheinlich",0.009497206703910615,18147,0.008086036333441132,0.010908377074380098
1998,66 und älter,Nordrhein-Westfalen,Ganz sicher nicht,0.008938547486033519,18147,0.0075691251100572735,0.010307969862009764
1998,30-45 J.,"Rheinland-Pfalz,Saarland",Eher unwahrscheinlich,0.008938547486033519,18147,0.0075691251100572735,0.010307969862009764
1998,18-29 J.,Niedersachsen,Ganz sicher nicht,0.008379888268156424,18147,0.007053577092718881,0.009706199443593968
1998,18-29 J.,Hessen,Eher unwahrscheinlich,0.008379888268156424,18147,0.007053577092718881,0.009706199443593968
1998,18-29 J.,Hessen,"Ja, ganz sicher",0.008379888268156424,18147,0.007053577092718881,0.009706199443593968
1998,30-45 J.,Niedersachsen,Ganz sicher nicht,0.00782122905027933,18147,0.006539529832331038,0.009102928268227622
1998,46-65 J.,Hessen,Eher unwahrscheinlich,0.007262569832402235,18147,0.006027145898110584,0.008497993766693884
1998,30-45 J.,Bayern,"Ja, ganz sicher",0.007262569832402235,18147,0.006027145898110584,0.008497993766693884
1998,18-29 J.,Niedersachsen,"Ja, wahrscheinlich",0.0067039106145251395,18147,0.005516619761159922,0.007891201467890357
1998,66 und älter,Hessen,Ganz sicher nicht,0.0067039106145251395,18147,0.005516619761159922,0.007891201467890357
1998,30-45 J.,Hessen,Eher unwahrscheinlich,0.0067039106145251395,18147,0.005516619761159922,0.007891201467890357
1998,46-65 J.,Bayern,"Ja, wahrscheinlich",0.006145251396648044,18147,0.00500818732436302,0.007282315468933069
1998,46-65 J.,"Rheinland-Pfalz,Saarland",Ganz sicher nicht,0.006145251396648044,18147,0.00500818732436302,0.007282315468933069
1998,30-45 J.,Bayern,"Ja, wahrscheinlich",0.00558659217877095,18147,0.004502139459925748,0.006671044897616152
1998,66 und älter,Baden-Württemberg,Ganz sicher nicht,0.00558659217877095,18147,0.004502139459925748,0.006671044897616152
1998,30-45 J.,Hessen,"Ja, wahrscheinlich",0.00558659217877095,18147,0.004502139459925748,0.006671044897616152
1998,30-45 J.,Hessen,"Ja, ganz sicher",0.005027932960893855,18147,0.003998841830200004,0.0060570240915877056
1998,46-65 J.,Niedersachsen,Eher unwahrscheinlich,0.005027932960893855,18147,0.003998841830200004,0.0060570240915877056
1998,18-29 J.,Niedersachsen,Eher unwahrscheinlich,0.005027932960893855,18147,0.003998841830200004,0.0060570240915877056
1998,46-65 J.,Hessen,"Ja, wahrscheinlich",0.005027932960893855,18147,0.003998841830200004,0.0060570240915877056
1998,18-29 J.,Bayern,"Ja, ganz sicher",0.005027932960893855,18147,0.003998841830200004,0.0060570240915877056
1998,18-29 J.,"Rheinland-Pfalz,Saarland",Ganz sicher nicht,0.004469273743016759,18147,0.0034987649733153226,0.005439782512718197
1998,46-65 J.,Baden-Württemberg,"Ja, wahrscheinlich",0.004469273743016759,18147,0.0034987649733153226,0.005439782512718197
1998,18-29 J.,"Rheinland-Pfalz,Saarland",Eher unwahrscheinlich,0.003910614525139665,18147,0.0030025320124819795,0.004818697037797351
1998,46-65 J.,"Rheinland-Pfalz,Saarland",Eher unwahrscheinlich,0.003910614525139665,18147,0.0030025320124819795,0.004818697037797351
1998,30-45 J.,Berlin,"Ja, ganz sicher",0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,46-65 J.,Berlin,Ganz sicher nicht,0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,66 und älter,"Rheinland-Pfalz,Saarland",Ganz sicher nicht,0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,30-45 J.,Berlin,Ganz sicher nicht,0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,18-29 J.,Niedersachsen,"Ja, ganz sicher",0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,18-29 J.,Hessen,"Ja, wahrscheinlich",0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,18-29 J.,"Rheinland-Pfalz,Saarland","Ja, ganz sicher",0.0033519553072625698,18147,0.0025109985375920685,0.004192912076933071
1998,30-45 J.,Niedersachsen,"Ja, wahrscheinlich",0.002793296089385475,18147,0.0020253959734542137,0.0035611962053167362
1998,46-65 J.,Schleswig-Holstein,Eher unwahrscheinlich,0.002793296089385475,18147,0.0020253959734542137,0.0035611962053167362
1998,46-65 J.,Hamburg,Ganz sicher nicht,0.002793296089385475,18147,0.0020253959734542137,0.0035611962053167362
1998,46-65 J.,Nordrhein-Westfalen,"Ja, ganz sicher",0.002793296089385475,18147,0.0020253959734542137,0.0035611962053167362
1998,66 und älter,Bayern,Ganz sicher nicht,0.002793296089385475,18147,0.0020253959734542137,0.0035611962053167362
1998,30-45 J.,Niedersachsen,Eher unwahrscheinlich,0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,46-65 J.,Hamburg,Eher unwahrscheinlich,0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,66 und älter,Bayern,Eher unwahrscheinlich,0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,46-65 J.,Niedersachsen,"Ja, wahrscheinlich",0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,30-45 J.,"Rheinland-Pfalz,Saarland","Ja, ganz sicher",0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,46-65 J.,Bayern,"Ja, ganz sicher",0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,66 und älter,Baden-Württemberg,Eher unwahrscheinlich,0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,18-29 J.,Berlin,"Ja, ganz sicher",0.0022346368715083797,18147,0.0015476137652211935,0.002921659977795566
1998,18-29 J.,Schleswig-Holstein,Ganz sicher nicht,0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,46-65 J.,Bremen,Ganz sicher nicht,0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,18-29 J.,Berlin,Eher unwahrscheinlich,0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,18-29 J.,Berlin,"Ja, wahrscheinlich",0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,46-65 J.,Hessen,"Ja, ganz sicher",0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,18-29 J.,Hamburg,Eher unwahrscheinlich,0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,18-29 J.,Berlin,Ganz sicher nicht,0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,46-65 J.,Niedersachsen,"Ja, ganz sicher",0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,30-45 J.,Hamburg,Ganz sicher nicht,0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,46-65 J.,Baden-Württemberg,"Ja, ganz sicher",0.0016759776536312849,18147,0.0010808316463100601,0.0022711236609525096
1998,18-29 J.,Schleswig-Holstein,"Ja, wahrscheinlich",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,66 und älter,Bayern,"Ja, wahrscheinlich",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,30-45 J.,Bremen,Ganz sicher nicht,0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,66 und älter,Brandenburg,Ganz sicher nicht,0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,66 und älter,Baden-Württemberg,"Ja, wahrscheinlich",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,66 und älter,Nordrhein-Westfalen,"Ja, ganz sicher",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,46-65 J.,Berlin,Eher unwahrscheinlich,0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,30-45 J.,Sachsen,Eher unwahrscheinlich,0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,30-45 J.,"Rheinland-Pfalz,Saarland","Ja, wahrscheinlich",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,30-45 J.,Niedersachsen,"Ja, ganz sicher",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,30-45 J.,Schleswig-Holstein,Eher unwahrscheinlich,0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,18-29 J.,"Rheinland-Pfalz,Saarland","Ja, wahrscheinlich",0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,18-29 J.,Hamburg,Ganz sicher nicht,0.0011173184357541898,18147,0.0006312478108230526,0.0016033890606853272
1998,18-29 J.,Thüringen,Ganz sicher nicht,0.0005586592178770949,18147,0.00021485928223988763,0.0009024591535143022
1998,18-29 J.,Bremen,"Ja, wahrscheinlich",0.0005586592178770949,18147,0.00021485928223988763,0.0009024591535143022
