year,plj0021_h,migback,proportion,n,lower_confidence,upper_confidence
1998,"Yes, definitely",Direct migration background,0.7393617021276596,18147,0.7329746384997401,0.7457487657555791
1998,"Yes, definitely",Indirect migration background,0.2553191489361702,18147,0.24897489673537737,0.261663401136963
1998,"Yes, definitely",No migration background,0.005319148936170213,18147,0.0042608299053131776,0.006377467967027248
1998,"Yes, probably",Direct migration background,0.7107438016528925,18147,0.7041467250159491,0.717340878289836
1998,"Yes, probably",Indirect migration background,0.28512396694214875,18147,0.2785551693081287,0.29169276457616883
1998,"Yes, probably",No migration background,0.004132231404958678,18147,0.0031988765151912788,0.005065586294726077
1998,Improbable,Direct migration background,0.7588235294117647,18147,0.7525992151201881,0.7650478437033412
1998,Improbable,Indirect migration background,0.23529411764705882,18147,0.22912239498229772,0.24146584031181992
1998,Improbable,No migration background,0.0058823529411764705,18147,0.0047697298148895026,0.0069949760674634385
1998,Definitely not,Direct migration background,0.8611764705882353,18147,0.8561457375659726,0.8662072036104981
1998,Definitely not,Indirect migration background,0.13411764705882354,18147,0.12915942402164077,0.1390758700960063
1998,Definitely not,No migration background,0.004705882352941176,18147,0.0037101332972740526,0.0057016314086082995
2000,"Yes, definitely",Direct migration background,0.7318611987381703,30607,0.7268982489344644,0.7368241485418763
2000,"Yes, definitely",Indirect migration background,0.26813880126182965,30607,0.2631758514581238,0.2731017510655355
2000,"Yes, probably",Direct migration background,0.7380952380952381,30607,0.7331694742276837,0.7430210019627925
2000,"Yes, probably",Indirect migration background,0.25297619047619047,30607,0.24810592387046712,0.2578464570819138
2000,"Yes, probably",No migration background,0.008928571428571428,30607,0.007874696297521737,0.00998244655962112
2000,Improbable,Direct migration background,0.8065693430656934,30607,0.8021441808203732,0.8109945053110136
2000,Improbable,Indirect migration background,0.19160583941605838,30607,0.18719662068443085,0.1960150581476859
2000,Improbable,No migration background,0.0018248175182481751,30607,0.0013466734258986137,0.0023029616105977365
2000,Definitely not,Direct migration background,0.8442460317460317,30607,0.8401834719743398,0.8483085915177236
2000,Definitely not,Indirect migration background,0.14781746031746032,30607,0.14384119940859447,0.15179372122632617
2000,Definitely not,No migration background,0.007936507936507936,30607,0.006942407759842781,0.008930608113173092
2002,"Yes, definitely",Direct migration background,0.751219512195122,28961,0.7462405264606835,0.7561984979295604
2002,"Yes, definitely",Indirect migration background,0.24878048780487805,28961,0.2438015020704396,0.2537594735393165
2002,"Yes, probably",Direct migration background,0.771551724137931,28961,0.7667163981357482,0.7763870501401139
2002,"Yes, probably",Indirect migration background,0.22844827586206898,28961,0.22361294985988617,0.2332836018642518
2002,Improbable,Direct migration background,0.7542372881355932,28961,0.7492786628633145,0.759195913407872
