year,pgisced97,sex,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,in school,male,Improbable,0.4444444444444444,18147,0.437214646830227,0.45167424205866186
1998,in school,male,"Yes, probably",0.2222222222222222,18147,0.21617333955847506,0.22827110488596936
1998,in school,male,Definitely not,0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,in school,male,"Yes, definitely",0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,in school,female,"Yes, definitely",0.38461538461538464,18147,0.37753689995745,0.3916938692733193
1998,in school,female,Improbable,0.3076923076923077,18147,0.3009770675218183,0.3144075478627971
1998,in school,female,"Yes, probably",0.23076923076923078,18147,0.224639083235161,0.23689937830330057
1998,in school,female,Definitely not,0.07692307692307693,18147,0.07304603120297189,0.08080012264318197
1998,inadequately,male,Definitely not,0.6030534351145038,18147,0.5959347862146523,0.6101720840143553
1998,inadequately,male,Improbable,0.22900763358778625,18147,0.22289393997454357,0.23512132720102893
1998,inadequately,male,"Yes, probably",0.09923664122137404,18147,0.09488658333771868,0.1035866991050294
1998,inadequately,male,"Yes, definitely",0.06870229007633588,18147,0.0650219874961746,0.07238259265649716
1998,inadequately,female,Definitely not,0.6391752577319587,18147,0.6321879192103814,0.646162596253536
1998,inadequately,female,Improbable,0.2268041237113402,18147,0.22071122596616555,0.23289702145651486
1998,inadequately,female,"Yes, probably",0.08762886597938144,18147,0.08351487802574008,0.0917428539330228
1998,inadequately,female,"Yes, definitely",0.04639175257731959,18147,0.04333148753919116,0.04945201761544802
1998,general elementary,male,Definitely not,0.5051546391752577,18147,0.4978801822571225,0.5124290960933929
1998,general elementary,male,Improbable,0.25773195876288657,18147,0.25136813461814,0.26409578290763314
1998,general elementary,male,"Yes, probably",0.13745704467353953,18147,0.1324471624162158,0.14246692693086327
1998,general elementary,male,"Yes, definitely",0.09965635738831616,18147,0.09529812576746151,0.10401458900917081
1998,general elementary,female,Definitely not,0.4876325088339223,18147,0.4803598911014087,0.49490512656643587
1998,general elementary,female,Improbable,0.2508833922261484,18147,0.24457578966210103,0.2571909947901958
1998,general elementary,female,"Yes, probably",0.13780918727915195,18147,0.13279391595784865,0.14282445860045526
1998,general elementary,female,"Yes, definitely",0.12367491166077739,18147,0.11888500468838871,0.12846481863316608
1998,middle vocational,male,Definitely not,0.4263803680981595,18147,0.4191848137947041,0.43357592240161485
1998,middle vocational,male,Improbable,0.3006134969325153,18147,0.2939421041154229,0.30728488974960777
1998,middle vocational,male,"Yes, probably",0.16257668711656442,18147,0.1572081580356066,0.16794521619752226
1998,middle vocational,male,"Yes, definitely",0.11042944785276074,18147,0.10586922253913407,0.1149896731663874
1998,middle vocational,female,Definitely not,0.4072398190045249,18147,0.4000912637135378,0.41438837429551195
1998,middle vocational,female,Improbable,0.3257918552036199,18147,0.3189728541039774,0.3326108563032624
1998,middle vocational,female,"Yes, probably",0.13574660633484162,18147,0.1307630578364379,0.14073015483324533
1998,middle vocational,female,"Yes, definitely",0.13122171945701358,18147,0.12630912412346978,0.13613431479055738
1998,vocational + Abi,male,Definitely not,0.45,18147,0.44276162209264347,0.45723837790735655
1998,vocational + Abi,male,Improbable,0.375,18147,0.36795616305210105,0.38204383694789895
1998,vocational + Abi,male,"Yes, probably",0.125,18147,0.12018814330609548,0.12981185669390452
1998,vocational + Abi,male,"Yes, definitely",0.05,18147,0.04682896922748346,0.053171030772516545
1998,vocational + Abi,female,Improbable,0.4523809523809524,18147,0.4451391765046526,0.45962272825725214
1998,vocational + Abi,female,Definitely not,0.35714285714285715,18147,0.35017126658629033,0.36411444769942397
1998,vocational + Abi,female,"Yes, definitely",0.09523809523809523,18147,0.0909671288331473,0.09950906164304317
1998,vocational + Abi,female,"Yes, probably",0.09523809523809523,18147,0.0909671288331473,0.09950906164304317
1998,higher vocational,male,Definitely not,0.6,18147,0.592872138168893,0.607127861831107
1998,higher vocational,male,Improbable,0.2,18147,0.19418012518557587,0.20581987481442415
1998,higher vocational,male,"Yes, definitely",0.1,18147,0.0956350938891819,0.10436490611081811
1998,higher vocational,male,"Yes, probably",0.1,18147,0.0956350938891819,0.10436490611081811
1998,higher vocational,female,"Yes, definitely",0.5555555555555556,18147,0.5483257579413382,0.562785353169773
1998,higher vocational,female,Definitely not,0.3333333333333333,18147,0.3264745450884398,0.3401921215782268
1998,higher vocational,female,"Yes, probably",0.1111111111111111,18147,0.10653858561451543,0.11568363660770678
1998,higher education,male,Improbable,0.40384615384615385,18147,0.39670709762031364,0.41098521007199407
1998,higher education,male,Definitely not,0.38461538461538464,18147,0.37753689995745,0.3916938692733193
1998,higher education,male,"Yes, probably",0.11538461538461539,18147,0.11073620086416429,0.1200330299050665
1998,higher education,male,"Yes, definitely",0.09615384615384616,18147,0.09186456771668362,0.1004431245910087
1998,higher education,female,Definitely not,0.36363636363636365,18147,0.3566372993543207,0.3706354279184066
1998,higher education,female,Improbable,0.2727272727272727,18147,0.2662473983353572,0.2792071471191882
1998,higher education,female,"Yes, probably",0.21212121212121213,18147,0.20617315122937427,0.21806927301304999
1998,higher education,female,"Yes, definitely",0.15151515151515152,18147,0.1462983570106386,0.15673194601966445
2000,in school,male,Definitely not,0.3,30607,0.2948660062343733,0.30513399376562667
2000,in school,male,"Yes, probably",0.3,30607,0.2948660062343733,0.30513399376562667
2000,in school,male,"Yes, definitely",0.2,30607,0.19551868284792084,0.20448131715207918
2000,in school,male,Improbable,0.2,30607,0.19551868284792084,0.20448131715207918
2000,in school,female,Definitely not,0.4117647058823529,30607,0.406250972165638,0.41727843959906785
2000,in school,female,"Yes, definitely",0.23529411764705882,30607,0.23054187683134186,0.24004635846277578
2000,in school,female,Improbable,0.17647058823529413,30607,0.17219966846324228,0.18074150800734598
2000,in school,female,"Yes, probably",0.17647058823529413,30607,0.17219966846324228,0.18074150800734598
2000,inadequately,male,Definitely not,0.6082474226804123,30607,0.6027786262262527,0.613716219134572
2000,inadequately,male,Improbable,0.18556701030927836,30607,0.18121165336484507,0.18992236725371164
2000,inadequately,male,"Yes, probably",0.1134020618556701,30607,0.10984968097864864,0.11695444273269157
2000,inadequately,male,"Yes, definitely",0.09278350515463918,30607,0.08953310712450323,0.09603390318477513
2000,inadequately,female,Definitely not,0.58,30607,0.5744705194906599,0.5855294805093401
2000,inadequately,female,"Yes, probably",0.19333333333333333,30607,0.18890901757355277,0.19775764909311389
2000,inadequately,female,Improbable,0.14,30607,0.13611260266094616,0.14388739733905387
2000,inadequately,female,"Yes, definitely",0.08666666666666667,30607,0.08351466534975172,0.08981866798358162
2000,general elementary,male,Definitely not,0.4637223974763407,30607,0.45813551474730063,0.46930928020538076
2000,general elementary,male,Improbable,0.21766561514195584,30607,0.2130424776114496,0.2222887526724621
