year,bula_h,sampreg,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,Schleswig-Holstein,West,Improbable,0.5,18147,0.49272515648196985,0.5072748435180302
1998,Schleswig-Holstein,West,Definitely not,0.35714285714285715,18147,0.35017126658629033,0.36411444769942397
1998,Schleswig-Holstein,West,"Yes, probably",0.14285714285714285,18147,0.13776581297778068,0.14794847273650502
1998,Hamburg,West,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,Hamburg,West,Improbable,0.45,18147,0.44276162209264347,0.45723837790735655
1998,Hamburg,West,"Yes, probably",0.05,18147,0.04682896922748346,0.053171030772516545
1998,Lower Saxony,West,Definitely not,0.47115384615384615,18147,0.4638911195298863,0.47841657277780597
1998,Lower Saxony,West,Improbable,0.21153846153846154,18147,0.2055963803822701,0.21748054269465297
1998,Lower Saxony,West,"Yes, probably",0.20192307692307693,18147,0.196082321700254,0.20776383214589986
1998,Lower Saxony,West,"Yes, definitely",0.11538461538461539,18147,0.11073620086416429,0.1200330299050665
1998,Bremen,West,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,Bremen,West,"Yes, definitely",0.2,18147,0.19418012518557587,0.20581987481442415
1998,Bremen,West,Improbable,0.2,18147,0.19418012518557587,0.20581987481442415
1998,Bremen,West,"Yes, probably",0.1,18147,0.0956350938891819,0.10436490611081811
1998,North Rhine-Westphalia,West,Definitely not,0.49377593360995853,18147,0.48650165375412635,0.5010502134657907
1998,North Rhine-Westphalia,West,Improbable,0.25103734439834025,18147,0.24472845520635558,0.25734623359032494
1998,North Rhine-Westphalia,West,"Yes, probably",0.14730290456431536,18147,0.14214638465615848,0.15245942447247224
1998,North Rhine-Westphalia,West,"Yes, definitely",0.1078838174273859,18147,0.10337001533926148,0.11239761951551032
1998,Hesse,West,Definitely not,0.5592417061611374,18147,0.5520181064098143,0.5664653059124606
1998,Hesse,West,Improbable,0.1895734597156398,18147,0.18387051387395134,0.19527640555732825
1998,Hesse,West,"Yes, definitely",0.12796208530805686,18147,0.12310179746965297,0.13282237314646075
1998,Hesse,West,"Yes, probably",0.12322274881516587,18147,0.11844037263450326,0.12800512499582847
1998,"Rhineland-Palatinate, Saarland",West,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,"Rhineland-Palatinate, Saarland",West,Improbable,0.34444444444444444,18147,0.3375306256151247,0.3513582632737642
