year,migback,pgisced97,plj0021_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,in school,Improbable,0.5,18147,0.49272515648196985,0.5072748435180302
1998,No migration background,in school,"Yes, probably",0.5,18147,0.49272515648196985,0.5072748435180302
1998,No migration background,general elementary,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,No migration background,general elementary,"Yes, definitely",0.5,18147,0.49272515648196985,0.5072748435180302
1998,No migration background,middle vocational,Improbable,1.0,18147,1.0,1.0
1998,No migration background,vocational + Abi,Definitely not,1.0,18147,1.0,1.0
1998,No migration background,higher education,Definitely not,0.6666666666666666,18147,0.6598078784217731,0.6735254549115601
1998,No migration background,higher education,Improbable,0.3333333333333333,18147,0.3264745450884398,0.3401921215782268
1998,Direct migration background,in school,"Yes, probably",0.6,18147,0.592872138168893,0.607127861831107
1998,Direct migration background,in school,"Yes, definitely",0.2,18147,0.19418012518557587,0.20581987481442415
1998,Direct migration background,in school,Definitely not,0.2,18147,0.19418012518557587,0.20581987481442415
1998,Direct migration background,inadequately,Definitely not,0.6273885350318471,18147,0.6203537626868817,0.6344233073768125
1998,Direct migration background,inadequately,Improbable,0.2229299363057325,18147,0.21687418631971597,0.228985686291749
1998,Direct migration background,inadequately,"Yes, probably",0.09235668789808917,18147,0.08814413436791974,0.0965692414282586
1998,Direct migration background,inadequately,"Yes, definitely",0.05732484076433121,18147,0.05394258760010776,0.06070709392855466
1998,Direct migration background,general elementary,Definitely not,0.5364238410596026,18147,0.529168326233452,0.5436793558857532
1998,Direct migration background,general elementary,Improbable,0.25165562913907286,18147,0.24534158338699577,0.25796967489114997
1998,Direct migration background,general elementary,"Yes, probably",0.12141280353200883,18147,0.11666078275834771,0.12616482430566994
1998,Direct migration background,general elementary,"Yes, definitely",0.09050772626931568,18147,0.08633330777258925,0.0946821447660421
1998,Direct migration background,middle vocational,Definitely not,0.4655581947743468,18147,0.45830063116966113,0.47281575837903245
1998,Direct migration background,middle vocational,Improbable,0.27790973871733965,18147,0.27139193498543507,0.28442754244924423
1998,Direct migration background,middle vocational,"Yes, probably",0.13539192399049882,18147,0.1304138691627791,0.14036997881821853
1998,Direct migration background,middle vocational,"Yes, definitely",0.12114014251781473,18147,0.11639272414737661,0.12588756088825284
1998,Direct migration background,vocational + Abi,Improbable,0.43661971830985913,18147,0.4294035584496234,0.44383587817009484
1998,Direct migration background,vocational + Abi,Definitely not,0.36619718309859156,18147,0.3591876638303946,0.37320670236678855
1998,Direct migration background,vocational + Abi,"Yes, probably",0.11267605633802817,18147,0.10807549769236133,0.11727661498369502
1998,Direct migration background,vocational + Abi,"Yes, definitely",0.08450704225352113,18147,0.08046009441713772,0.08855399008990453
1998,Direct migration background,higher vocational,"Yes, definitely",0.4444444444444444,18147,0.437214646830227,0.45167424205866186
1998,Direct migration background,higher vocational,Definitely not,0.4444444444444444,18147,0.437214646830227,0.45167424205866186
1998,Direct migration background,higher vocational,Improbable,0.1111111111111111,18147,0.10653858561451543,0.11568363660770678
1998,Direct migration background,higher education,Definitely not,0.4,18147,0.392872138168893,0.40712786183110705
1998,Direct migration background,higher education,Improbable,0.27692307692307694,18147,0.27041241002063804,0.28343374382551584
1998,Direct migration background,higher education,"Yes, probably",0.16923076923076924,18147,0.16377528232662825,0.17468625613491023
1998,Direct migration background,higher education,"Yes, definitely",0.15384615384615385,18147,0.14859660912504338,0.15909569856726433
1998,Indirect migration background,in school,Improbable,0.4583333333333333,18147,0.45108379369551116,0.46558287297115547
1998,Indirect migration background,in school,"Yes, definitely",0.2916666666666667,18147,0.28505340219856545,0.2982799311347679
1998,Indirect migration background,in school,"Yes, probably",0.125,18147,0.12018814330609548,0.12981185669390452
1998,Indirect migration background,in school,Definitely not,0.125,18147,0.12018814330609548,0.12981185669390452
1998,Indirect migration background,inadequately,Definitely not,0.5454545454545454,18147,0.5382098256415538,0.552699265267537
1998,Indirect migration background,inadequately,Improbable,0.36363636363636365,18147,0.3566372993543207,0.3706354279184066
1998,Indirect migration background,inadequately,"Yes, probably",0.09090909090909091,18147,0.08672634997485681,0.09509183184332501
1998,Indirect migration background,general elementary,Definitely not,0.3445378151260504,18147,0.3376235517258213,0.3514520785262795
1998,Indirect migration background,general elementary,Improbable,0.2689075630252101,18147,0.26245635114571514,0.275358774904705
1998,Indirect migration background,general elementary,"Yes, probably",0.20168067226890757,18147,0.19584253753058709,0.20751880700722805
1998,Indirect migration background,general elementary,"Yes, definitely",0.18487394957983194,18147,0.17922582980444518,0.1905220693552187
1998,Indirect migration background,middle vocational,Improbable,0.416,18147,0.4088285538674619,0.42317144613253804
1998,Indirect migration background,middle vocational,Definitely not,0.264,18147,0.2575865085168995,0.2704134914831005
1998,Indirect migration background,middle vocational,"Yes, probably",0.208,18147,0.2020946191685808,0.2139053808314192
1998,Indirect migration background,middle vocational,"Yes, definitely",0.112,18147,0.10741151679974512,0.11658848320025489
1998,Indirect migration background,vocational + Abi,Definitely not,0.6,18147,0.592872138168893,0.607127861831107
1998,Indirect migration background,vocational + Abi,Improbable,0.3,18147,0.29333249578193354,0.30666750421806643
1998,Indirect migration background,vocational + Abi,"Yes, probably",0.1,18147,0.0956350938891819,0.10436490611081811
1998,Indirect migration background,higher vocational,Definitely not,0.5,18147,0.49272515648196985,0.5072748435180302
1998,Indirect migration background,higher vocational,"Yes, definitely",0.2,18147,0.19418012518557587,0.20581987481442415
1998,Indirect migration background,higher vocational,"Yes, probably",0.2,18147,0.19418012518557587,0.20581987481442415
1998,Indirect migration background,higher vocational,Improbable,0.1,18147,0.0956350938891819,0.10436490611081811
1998,Indirect migration background,higher education,Improbable,0.6470588235294118,18147,0.6401057519849184,0.6540118950739052
1998,Indirect migration background,higher education,Definitely not,0.23529411764705882,18147,0.22912239498229772,0.24146584031181992
1998,Indirect migration background,higher education,"Yes, probably",0.11764705882352941,18147,0.11295929894453487,0.12233481870252395
2000,No migration background,inadequately,Definitely not,1.0,30607,1.0,1.0
2000,No migration background,general elementary,Definitely not,1.0,30607,1.0,1.0
2000,No migration background,middle vocational,"Yes, probably",0.5,30607,0.494398353559901,0.505601646440099
2000,No migration background,middle vocational,Definitely not,0.5,30607,0.494398353559901,0.505601646440099
2000,No migration background,vocational + Abi,Definitely not,1.0,30607,1.0,1.0
2000,No migration background,higher education,Definitely not,0.6666666666666666,30607,0.6613853837551954,0.6719479495781379
2000,No migration background,higher education,Improbable,0.3333333333333333,30607,0.32805205042186203,0.3386146162448046
2000,Direct migration background,in school,Definitely not,0.5384615384615384,30607,0.5328764895288552,0.5440465873942216
2000,Direct migration background,in school,"Yes, definitely",0.3076923076923077,30607,0.30252155713221635,0.3128630582523991
2000,Direct migration background,in school,"Yes, probably",0.15384615384615385,30607,0.1498039921932925,0.15788831549901522
2000,Direct migration background,inadequately,Definitely not,0.5966386554621849,30607,0.5911426327186292,0.6021346782057405
2000,Direct migration background,inadequately,"Yes, probably",0.15966386554621848,30607,0.15556016626053182,0.16376756483190513
2000,Direct migration background,inadequately,Improbable,0.15966386554621848,30607,0.15556016626053182,0.16376756483190513
2000,Direct migration background,inadequately,"Yes, definitely",0.08403361344537816,30607,0.08092539182388475,0.08714183506687156
2000,Direct migration background,general elementary,Definitely not,0.4863883847549909,30607,0.48078881440168364,0.4919879551082982
2000,Direct migration background,general elementary,Improbable,0.2577132486388385,30607,0.25281320534811513,0.26261329192956184
2000,Direct migration background,general elementary,"Yes, probably",0.147005444646098,30607,0.14303823154799858,0.1509726577441974
2000,Direct migration background,general elementary,"Yes, definitely",0.1088929219600726,30607,0.10540304221680108,0.11238280170334411
2000,Direct migration background,middle vocational,Definitely not,0.4403361344537815,30607,0.4347745122244323,0.4458977566831307
2000,Direct migration background,middle vocational,Improbable,0.27899159663865547,30607,0.2739668818676428,0.28401631140966815
2000,Direct migration background,middle vocational,"Yes, definitely",0.1546218487394958,30607,0.1505713674528019,0.15867233002618972
2000,Direct migration background,middle vocational,"Yes, probably",0.12605042016806722,30607,0.12233197803454589,0.12976886230158854
2000,Direct migration background,vocational + Abi,Definitely not,0.4108527131782946,30607,0.4053408210410373,0.41636460531555186
2000,Direct migration background,vocational + Abi,Improbable,0.3023255813953488,30607,0.29718029518733674,0.3074708676033609
2000,Direct migration background,vocational + Abi,"Yes, probably",0.17054263565891473,30607,0.16632897838469834,0.1747562929331311
2000,Direct migration background,vocational + Abi,"Yes, definitely",0.11627906976744186,30607,0.112687750343149,0.11987038919173472
2000,Direct migration background,higher vocational,Definitely not,0.45901639344262296,30607,0.45343359639455494,0.464599190490691
2000,Direct migration background,higher vocational,Improbable,0.2459016393442623,30607,0.24107727165728415,0.2507260070312404
2000,Direct migration background,higher vocational,"Yes, definitely",0.14754098360655737,30607,0.14356779866226943,0.15151416855084532
2000,Direct migration background,higher vocational,"Yes, probably",0.14754098360655737,30607,0.14356779866226943,0.15151416855084532
2000,Direct migration background,higher education,Definitely not,0.49700598802395207,30607,0.4914044420122775,0.5026075340356266
2000,Direct migration background,higher education,Improbable,0.23353293413173654,30607,0.22879306329900162,0.23827280496447145
2000,Direct migration background,higher education,"Yes, definitely",0.16167664670658682,30607,0.1575521105188019,0.16580118289437173
2000,Direct migration background,higher education,"Yes, probably",0.10778443113772455,30607,0.10431020082496,0.11125866145048911
2000,Indirect migration background,in school,Improbable,0.35714285714285715,30607,0.3517747161888653,0.362510998096849
2000,Indirect migration background,in school,"Yes, probably",0.2857142857142857,30607,0.28065315388637524,0.29077541754219616
2000,Indirect migration background,in school,Definitely not,0.21428571428571427,30607,0.2096887130144421,0.21888271555698643
