year,hhtyp,regtyp,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Single-person household,Urban regions,Yes,0.33827,766,2023,0.31764,0.35889
2005,Single-person household,Urban regions,No,0.66173,1257,2023,0.64111,0.68236
2005,Single-person household,Rural regions,Yes,0.23691,222,856,0.20841,0.26541
2005,Single-person household,Rural regions,No,0.76309,634,856,0.73459,0.79159
2005,Couple without children,Urban regions,Yes,0.45176,1281,2467,0.43211,0.47140
2005,Couple without children,Urban regions,No,0.54824,1186,2467,0.52860,0.56789
2005,Couple without children,Rural regions,Yes,0.40813,509,1187,0.38016,0.43611
2005,Couple without children,Rural regions,No,0.59187,678,1187,0.56389,0.61984
2005,Single parent,Urban regions,Yes,0.49094,223,448,0.44460,0.53729
2005,Single parent,Urban regions,No,0.50906,225,448,0.46271,0.55540
2005,Single parent,Rural regions,Yes,0.38756,102,239,0.32566,0.44946
2005,Single parent,Rural regions,No,0.61244,137,239,0.55054,0.67434
2005,Couple with children,Urban regions,Yes,0.73415,1830,2424,0.71655,0.75174
2005,Couple with children,Urban regions,No,0.26585,594,2424,0.24826,0.28345
2005,Couple with children,Rural regions,Yes,0.72101,918,1253,0.69616,0.74585
2005,Couple with children,Rural regions,No,0.27899,335,1253,0.25415,0.30384
2005,Multi-generational household,Urban regions,No,0.63269,35,35,0.47065,0.79473
2005,Other Combinations,Urban regions,Yes,0.48116,39,39,0.32229,0.64002
2007,Single-person household,Urban regions,Yes,0.40327,941,2101,0.38229,0.42425
2007,Single-person household,Urban regions,No,0.59673,1160,2101,0.57575,0.61771
2007,Single-person household,Rural regions,Yes,0.25598,283,973,0.22854,0.28341
2007,Single-person household,Rural regions,No,0.74402,690,973,0.71659,0.77146
2007,Couple without children,Urban regions,Yes,0.55652,1551,2554,0.53725,0.57580
2007,Couple without children,Urban regions,No,0.44348,1003,2554,0.42420,0.46275
2007,Couple without children,Rural regions,Yes,0.46053,638,1293,0.43335,0.48771
2007,Couple without children,Rural regions,No,0.53947,655,1293,0.51229,0.56665
2007,Single parent,Urban regions,Yes,0.58697,287,458,0.54182,0.63211
2007,Single parent,Urban regions,No,0.41303,171,458,0.36789,0.45818
2007,Single parent,Rural regions,Yes,0.51988,141,253,0.45820,0.58157
2007,Single parent,Rural regions,No,0.48012,112,253,0.41843,0.54180
2007,Couple with children,Urban regions,Yes,0.85248,1986,2329,0.83807,0.86688
2007,Couple with children,Urban regions,No,0.14752,343,2329,0.13312,0.16193
2007,Couple with children,Rural regions,Yes,0.83848,1031,1227,0.81788,0.85908
2007,Couple with children,Rural regions,No,0.16152,196,1227,0.14092,0.18212
2007,Multi-generational household,Urban regions,Yes,0.67141,37,37,0.51798,0.82485
2007,Other Combinations,Urban regions,Yes,0.56062,32,32,0.38590,0.73533
2011,Single-person household,Urban regions,Yes,0.53716,1344,2375,0.51710,0.55722
2011,Single-person household,Urban regions,No,0.46284,1031,2375,0.44278,0.48290
2011,Single-person household,Rural regions,Yes,0.40321,462,1114,0.37439,0.43203
2011,Single-person household,Rural regions,No,0.59679,652,1114,0.56797,0.62561
2011,Couple without children,Urban regions,Yes,0.73119,2066,2753,0.71463,0.74775
2011,Couple without children,Urban regions,No,0.26881,687,2753,0.25225,0.28537
2011,Couple without children,Rural regions,Yes,0.64744,1027,1586,0.62392,0.67096
2011,Couple without children,Rural regions,No,0.35256,559,1586,0.32904,0.37608
2011,Single parent,Urban regions,Yes,0.82952,440,517,0.79708,0.86197
2011,Single parent,Urban regions,No,0.17048,77,517,0.13803,0.20292
2011,Single parent,Rural regions,Yes,0.80506,206,264,0.75718,0.85294
2011,Single parent,Rural regions,No,0.19494,58,264,0.14706,0.24282
2011,Couple with children,Urban regions,Yes,0.96203,2013,2084,0.95383,0.97024
2011,Couple with children,Urban regions,No,0.03797,71,2084,0.02976,0.04617
2011,Couple with children,Rural regions,Yes,0.92752,1069,1151,0.91254,0.94251
2011,Couple with children,Rural regions,No,0.07248,82,1151,0.05749,0.08746
2011,Multi-generational household,Urban regions,Yes,0.76606,36,36,0.62581,0.90631
2011,Multi-generational household,Rural regions,Yes,0.86397,32,32,0.74328,0.98465
2011,Other Combinations,Urban regions,Yes,0.71958,45,45,0.58685,0.85231
2013,Single-person household,Urban regions,Yes,0.60457,1624,2532,0.58552,0.62362
2013,Single-person household,Urban regions,No,0.39543,908,2532,0.37638,0.41448
2013,Single-person household,Rural regions,Yes,0.46957,563,1159,0.44082,0.49831
2013,Single-person household,Rural regions,No,0.53043,596,1159,0.50169,0.55918
2013,Couple without children,Urban regions,Yes,0.79523,2397,2924,0.78060,0.80986
2013,Couple without children,Urban regions,No,0.20477,527,2924,0.19014,0.21940
2013,Couple without children,Rural regions,Yes,0.72302,1170,1638,0.70134,0.74470
2013,Couple without children,Rural regions,No,0.27698,468,1638,0.25530,0.29866
2013,Single parent,Urban regions,Yes,0.86576,584,663,0.83979,0.89173
2013,Single parent,Urban regions,No,0.13424,79,663,0.10827,0.16021
2013,Single parent,Rural regions,Yes,0.83104,268,316,0.78966,0.87243
2013,Single parent,Rural regions,No,0.16896,48,316,0.12757,0.21034
2013,Couple with children,Urban regions,Yes,0.98165,2813,2888,0.97676,0.98655
2013,Couple with children,Urban regions,No,0.01835,75,2888,0.01345,0.02324
2013,Couple with children,Rural regions,Yes,0.94463,1239,1293,0.93216,0.95710
2013,Couple with children,Rural regions,No,0.05537,54,1293,0.04290,0.06784
2013,Multi-generational household,Urban regions,Yes,0.88830,60,60,0.80792,0.96868
2013,Multi-generational household,Rural regions,Yes,0.95817,49,49,0.90152,1.01481
2013,Other Combinations,Urban regions,Yes,0.89563,230,230,0.85602,0.93523
2013,Other Combinations,Rural regions,Yes,0.90005,78,78,0.83306,0.96705
2014,Single-person household,Urban regions,Yes,0.60212,1560,2416,0.58260,0.62165
2014,Single-person household,Urban regions,No,0.39788,856,2416,0.37835,0.41740
2014,Single-person household,Rural regions,Yes,0.47791,564,1138,0.44888,0.50695
2014,Single-person household,Rural regions,No,0.52209,574,1138,0.49305,0.55112
2014,Couple without children,Urban regions,Yes,0.80786,2245,2735,0.79309,0.82263
2014,Couple without children,Urban regions,No,0.19214,490,2735,0.17737,0.20691
2014,Couple without children,Rural regions,Yes,0.72841,1175,1608,0.70666,0.75016
2014,Couple without children,Rural regions,No,0.27159,433,1608,0.24984,0.29334
2014,Single parent,Urban regions,Yes,0.88804,1086,1177,0.87001,0.90606
2014,Single parent,Urban regions,No,0.11196,91,1177,0.09394,0.12999
2014,Single parent,Rural regions,Yes,0.86455,561,628,0.83777,0.89134
2014,Single parent,Rural regions,No,0.13545,67,628,0.10866,0.16223
2014,Couple with children,Urban regions,Yes,0.97431,3673,3777,0.96927,0.97936
2014,Couple with children,Urban regions,No,0.02569,104,3777,0.02064,0.03073
2014,Couple with children,Rural regions,Yes,0.94444,1841,1914,0.93417,0.95470
2014,Couple with children,Rural regions,No,0.05556,73,1914,0.04530,0.06583
2014,Multi-generational household,Urban regions,Yes,0.90333,62,62,0.82918,0.97749
2014,Multi-generational household,Rural regions,Yes,0.87959,49,49,0.78752,0.97166
2014,Other Combinations,Urban regions,Yes,0.85578,170,170,0.80281,0.90875
2014,Other Combinations,Rural regions,Yes,0.86674,64,64,0.78281,0.95066
2015,Single-person household,Urban regions,Yes,0.63094,1642,2444,0.61180,0.65007
2015,Single-person household,Urban regions,No,0.36906,802,2444,0.34993,0.38820
2015,Single-person household,Rural regions,Yes,0.51991,626,1163,0.49119,0.54864
2015,Single-person household,Rural regions,No,0.48009,537,1163,0.45136,0.50881
2015,Couple without children,Urban regions,Yes,0.84313,2391,2774,0.82960,0.85667
2015,Couple without children,Urban regions,No,0.15687,383,2774,0.14333,0.17040
2015,Couple without children,Rural regions,Yes,0.78598,1253,1586,0.76579,0.80617
2015,Couple without children,Rural regions,No,0.21402,333,1586,0.19383,0.23421
2015,Single parent,Urban regions,Yes,0.91333,1043,1122,0.89686,0.92980
2015,Single parent,Urban regions,No,0.08667,79,1122,0.07020,0.10314
2015,Single parent,Rural regions,Yes,0.81198,518,587,0.78035,0.84362
2015,Single parent,Rural regions,No,0.18802,69,587,0.15638,0.21965
2015,Couple with children,Urban regions,Yes,0.97500,3640,3750,0.97000,0.98000
2015,Couple with children,Urban regions,No,0.02500,110,3750,0.02000,0.03000
2015,Couple with children,Rural regions,Yes,0.97075,1834,1904,0.96318,0.97832
2015,Couple with children,Rural regions,No,0.02925,70,1904,0.02168,0.03682
2015,Multi-generational household,Urban regions,Yes,0.78084,72,72,0.68461,0.87706
2015,Multi-generational household,Rural regions,Yes,0.96857,56,56,0.92245,1.01468
2015,Other Combinations,Urban regions,Yes,0.92755,172,172,0.88869,0.96640
2015,Other Combinations,Rural regions,Yes,0.88177,56,56,0.79644,0.96711
2016,Single-person household,Urban regions,Yes,0.65919,1791,2603,0.64098,0.67741
2016,Single-person household,Urban regions,No,0.34081,812,2603,0.32259,0.35902
2016,Single-person household,Rural regions,Yes,0.56459,690,1194,0.53646,0.59273
2016,Single-person household,Rural regions,No,0.43541,504,1194,0.40727,0.46354
2016,Couple without children,Urban regions,Yes,0.86616,2297,2608,0.85309,0.87923
2016,Couple without children,Urban regions,No,0.13384,311,2608,0.12077,0.14691
2016,Couple without children,Rural regions,Yes,0.81060,1235,1543,0.79104,0.83015
2016,Couple without children,Rural regions,No,0.18940,308,1543,0.16985,0.20896
2016,Single parent,Urban regions,Yes,0.91636,1026,1118,0.90012,0.93259
2016,Single parent,Urban regions,No,0.08364,92,1118,0.06741,0.09988
2016,Single parent,Rural regions,Yes,0.84216,506,589,0.81269,0.87163
2016,Single parent,Rural regions,No,0.15784,83,589,0.12837,0.18731
2016,Couple with children,Urban regions,Yes,0.97080,3902,4121,0.96565,0.97594
2016,Couple with children,Urban regions,No,0.02920,219,4121,0.02406,0.03435
2016,Couple with children,Rural regions,Yes,0.97159,1947,2076,0.96444,0.97874
2016,Couple with children,Rural regions,No,0.02841,129,2076,0.02126,0.03556
2016,Multi-generational household,Urban regions,Yes,0.97040,83,83,0.93372,1.00708
2016,Multi-generational household,Rural regions,Yes,0.98564,51,51,0.95266,1.01862
2016,Other Combinations,Urban regions,Yes,0.89105,228,269,0.85375,0.92836
2016,Other Combinations,Urban regions,No,0.10895,41,269,0.07164,0.14625
2016,Other Combinations,Rural regions,Yes,0.84229,91,91,0.76699,0.91759
2017,Single-person household,Urban regions,Yes,0.69461,2170,2901,0.67784,0.71137
2017,Single-person household,Urban regions,No,0.30539,731,2901,0.28863,0.32216
2017,Single-person household,Rural regions,Yes,0.58291,906,1383,0.55691,0.60890
2017,Single-person household,Rural regions,No,0.41709,477,1383,0.39110,0.44309
2017,Couple without children,Urban regions,Yes,0.88948,2679,2964,0.87819,0.90077
2017,Couple without children,Urban regions,No,0.11052,285,2964,0.09923,0.12181
2017,Couple without children,Rural regions,Yes,0.84105,1471,1742,0.82388,0.85823
2017,Couple without children,Rural regions,No,0.15895,271,1742,0.14177,0.17612
2017,Single parent,Urban regions,Yes,0.92073,1084,1163,0.90519,0.93626
2017,Single parent,Urban regions,No,0.07927,79,1163,0.06374,0.09481
2017,Single parent,Rural regions,Yes,0.90350,534,596,0.87977,0.92723
2017,Single parent,Rural regions,No,0.09650,62,596,0.07277,0.12023
2017,Couple with children,Urban regions,Yes,0.98008,4396,4528,0.97601,0.98415
2017,Couple with children,Urban regions,No,0.01992,132,4528,0.01585,0.02399
