"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1990","16-34 Jahre alt","(Fach-)Abitur","7.37","8","101","7.09","7.65"
"1990","16-34 Jahre alt","(noch) kein Abschluss","8","8","36","7.31","8.69"
"1990","16-34 Jahre alt","AkademikerInnen","7.49","8","320","7.28","7.7"
"1990","16-34 Jahre alt","Hauptschulabschluss","7.2","8","182","6.88","7.52"
"1990","16-34 Jahre alt","Realschulabschluss","7.68","8","1048","7.57","7.79"
"1990","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1990","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1990","35-65 Jahre alt","AkademikerInnen","7.13","8","626","6.98","7.28"
"1990","35-65 Jahre alt","Hauptschulabschluss","7.44","8","1147","7.32","7.56"
"1990","35-65 Jahre alt","Realschulabschluss","7.72","8","479","7.55","7.89"
"1990","66 und älter","(Fach-)Abitur","","","","",""
"1990","66 und älter","(noch) kein Abschluss","","","","",""
"1990","66 und älter","AkademikerInnen","6.97","8","46","6.18","7.76"
"1990","66 und älter","Hauptschulabschluss","7.02","7","339","6.77","7.27"
"1990","66 und älter","Realschulabschluss","7.79","8","34","7.15","8.43"
"1991","16-34 Jahre alt","(Fach-)Abitur","7.77","8","598","7.66","7.88"
"1991","16-34 Jahre alt","(noch) kein Abschluss","7.84","8","349","7.67","8.01"
"1991","16-34 Jahre alt","AkademikerInnen","7.79","8","473","7.65","7.93"
"1991","16-34 Jahre alt","Hauptschulabschluss","7.58","8","1681","7.5","7.66"
"1991","16-34 Jahre alt","Realschulabschluss","7.75","8","1823","7.68","7.82"
"1991","35-65 Jahre alt","(Fach-)Abitur","7.18","8","234","6.94","7.42"
"1991","35-65 Jahre alt","(noch) kein Abschluss","6.93","7","495","6.76","7.1"
"1991","35-65 Jahre alt","AkademikerInnen","7.22","8","1080","7.12","7.32"
"1991","35-65 Jahre alt","Hauptschulabschluss","6.99","7","3912","6.93","7.05"
"1991","35-65 Jahre alt","Realschulabschluss","7.29","8","1100","7.19","7.39"
"1991","66 und älter","(Fach-)Abitur","6.21","7","41","5.43","6.99"
"1991","66 und älter","(noch) kein Abschluss","","","","",""
"1991","66 und älter","AkademikerInnen","7.05","7.63","107","6.67","7.43"
"1991","66 und älter","Hauptschulabschluss","6.58","7","1037","6.44","6.72"
"1991","66 und älter","Realschulabschluss","6.47","7","179","6.15","6.79"
"1992","16-34 Jahre alt","(Fach-)Abitur","7.77","8","601","7.65","7.89"
"1992","16-34 Jahre alt","(noch) kein Abschluss","7.71","8","357","7.53","7.89"
"1992","16-34 Jahre alt","AkademikerInnen","7.76","8","439","7.63","7.89"
"1992","16-34 Jahre alt","Hauptschulabschluss","7.4","8","1619","7.31","7.49"
"1992","16-34 Jahre alt","Realschulabschluss","7.58","8","1757","7.5","7.66"
"1992","35-65 Jahre alt","(Fach-)Abitur","7.19","8","246","6.95","7.43"
"1992","35-65 Jahre alt","(noch) kein Abschluss","6.58","7","478","6.4","6.76"
"1992","35-65 Jahre alt","AkademikerInnen","7.12","8","1092","7.01","7.23"
"1992","35-65 Jahre alt","Hauptschulabschluss","6.68","7","3784","6.62","6.74"
"1992","35-65 Jahre alt","Realschulabschluss","7.08","7","1126","6.97","7.19"
"1992","66 und älter","(Fach-)Abitur","6.41","6","42","5.67","7.15"
"1992","66 und älter","(noch) kein Abschluss","","","","",""
"1992","66 und älter","AkademikerInnen","6.65","7","102","6.26","7.04"
"1992","66 und älter","Hauptschulabschluss","6.24","6","1032","6.1","6.38"
"1992","66 und älter","Realschulabschluss","6.07","6","187","5.75","6.39"
"1993","16-34 Jahre alt","(Fach-)Abitur","7.7","8","619","7.58","7.82"
"1993","16-34 Jahre alt","(noch) kein Abschluss","7.45","8","350","7.26","7.64"
"1993","16-34 Jahre alt","AkademikerInnen","7.52","8","411","7.37","7.67"
"1993","16-34 Jahre alt","Hauptschulabschluss","7.23","8","1567","7.14","7.32"
"1993","16-34 Jahre alt","Realschulabschluss","7.52","8","1725","7.44","7.6"
"1993","35-65 Jahre alt","(Fach-)Abitur","6.76","7","245","6.51","7.01"
"1993","35-65 Jahre alt","(noch) kein Abschluss","6.4","7","465","6.22","6.58"
"1993","35-65 Jahre alt","AkademikerInnen","6.88","7","1100","6.77","6.99"
"1993","35-65 Jahre alt","Hauptschulabschluss","6.45","7","3649","6.38","6.52"
"1993","35-65 Jahre alt","Realschulabschluss","6.88","7","1155","6.77","6.99"
"1993","66 und älter","(Fach-)Abitur","6.55","7","42","5.92","7.18"
"1993","66 und älter","(noch) kein Abschluss","","","","",""
"1993","66 und älter","AkademikerInnen","6.21","6.8","111","5.8","6.62"
"1993","66 und älter","Hauptschulabschluss","6.19","6","1062","6.05","6.33"
"1993","66 und älter","Realschulabschluss","6.13","6","185","5.8","6.46"
