"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1990","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1990","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1990","16-34 Jahre alt","kein Migrationshintergrund ","7.58","7.5","1665","7.49","7.67"
"1990","35-65 Jahre alt","direkter Migrationshintergrund","7.69","7.5","103","7.32","8.06"
"1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1990","35-65 Jahre alt","kein Migrationshintergrund ","7.41","7.5","2186","7.33","7.49"
"1990","66 und älter","direkter Migrationshintergrund","","","","",""
"1990","66 und älter","indirekter Migrationshintergrund","","","","",""
"1990","66 und älter","kein Migrationshintergrund ","7.03","7.5","387","6.79","7.27"
"1991","16-34 Jahre alt","direkter Migrationshintergrund","7.69","7.5","874","7.58","7.8"
"1991","16-34 Jahre alt","indirekter Migrationshintergrund","8.08","7.5","311","7.92","8.24"
"1991","16-34 Jahre alt","kein Migrationshintergrund ","7.69","7.5","3869","7.64","7.74"
"1991","35-65 Jahre alt","direkter Migrationshintergrund","7.02","6.5","1585","6.93","7.11"
"1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1991","35-65 Jahre alt","kein Migrationshintergrund ","7.1","7.5","5250","7.05","7.15"
"1991","66 und älter","direkter Migrationshintergrund","7.05","6.5","119","6.64","7.46"
"1991","66 und älter","indirekter Migrationshintergrund","","","","",""
"1991","66 und älter","kein Migrationshintergrund ","6.57","6.5","1240","6.45","6.69"
"1992","16-34 Jahre alt","direkter Migrationshintergrund","7.55","7.5","832","7.43","7.67"
"1992","16-34 Jahre alt","indirekter Migrationshintergrund","7.84","7.5","366","7.67","8.01"
"1992","16-34 Jahre alt","kein Migrationshintergrund ","7.57","7.5","3713","7.52","7.62"
"1992","35-65 Jahre alt","direkter Migrationshintergrund","6.98","6.5","1536","6.88","7.08"
"1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
