"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1990","16-34 Jahre alt","maennlich","7.54","7.5","824","7.41","7.67"
"1990","16-34 Jahre alt","weiblich","7.61","7.5","859","7.49","7.73"
"1990","35-65 Jahre alt","maennlich","7.49","7.5","1121","7.38","7.6"
"1990","35-65 Jahre alt","weiblich","7.35","7.5","1168","7.23","7.47"
"1990","66 und älter","maennlich","7.05","7.5","139","6.65","7.45"
"1990","66 und älter","weiblich","7.08","7.5","270","6.8","7.36"
"1991","16-34 Jahre alt","maennlich","7.7","7.5","2554","7.64","7.76"
"1991","16-34 Jahre alt","weiblich","7.71","7.5","2500","7.65","7.77"
"1991","35-65 Jahre alt","maennlich","7.12","6.5","3433","7.06","7.18"
"1991","35-65 Jahre alt","weiblich","7.05","6.5","3424","6.99","7.11"
"1991","66 und älter","maennlich","6.76","6.5","520","6.57","6.95"
"1991","66 und älter","weiblich","6.52","6.5","841","6.37","6.67"
"1992","16-34 Jahre alt","maennlich","7.56","7.5","2457","7.49","7.63"
"1992","16-34 Jahre alt","weiblich","7.6","7.5","2454","7.53","7.67"
"1992","35-65 Jahre alt","maennlich","6.85","6.5","3366","6.79","6.91"
"1992","35-65 Jahre alt","weiblich","6.83","6.5","3402","6.77","6.89"
"1992","66 und älter","maennlich","6.4","6.5","525","6.21","6.59"
"1992","66 und älter","weiblich","6.27","5.5","843","6.12","6.42"
"1993","16-34 Jahre alt","maennlich","7.43","7.5","2432","7.36","7.5"
"1993","16-34 Jahre alt","weiblich","7.47","7.5","2398","7.4","7.54"
"1993","35-65 Jahre alt","maennlich","6.59","6.5","3314","6.52","6.66"
"1993","35-65 Jahre alt","weiblich","6.63","6.5","3342","6.56","6.7"
"1993","66 und älter","maennlich","6.35","6.5","535","6.16","6.54"
"1993","66 und älter","weiblich","6.19","5.5","873","6.04","6.34"
"1994","16-34 Jahre alt","maennlich","7.48","7.5","2340","7.41","7.55"
"1994","16-34 Jahre alt","weiblich","7.51","7.5","2392","7.44","7.58"
"1994","35-65 Jahre alt","maennlich","6.64","6.5","3249","6.57","6.71"
"1994","35-65 Jahre alt","weiblich","6.65","6.5","3264","6.58","6.72"
"1994","66 und älter","maennlich","6.28","5.5","542","6.09","6.47"
"1994","66 und älter","weiblich","6.15","5.5","882","6","6.3"
"1995","16-34 Jahre alt","maennlich","7.52","7.5","2405","7.45","7.59"
"1995","16-34 Jahre alt","weiblich","7.56","7.5","2465","7.49","7.63"
"1995","35-65 Jahre alt","maennlich","6.72","6.5","3349","6.65","6.79"
"1995","35-65 Jahre alt","weiblich","6.75","6.5","3391","6.69","6.81"
"1995","66 und älter","maennlich","6.23","5.5","572","6.05","6.41"
"1995","66 und älter","weiblich","6.14","5.5","899","5.99","6.29"
"1996","16-34 Jahre alt","maennlich","7.41","7.5","2336","7.34","7.48"
"1996","16-34 Jahre alt","weiblich","7.51","7.5","2385","7.44","7.58"
"1996","35-65 Jahre alt","maennlich","6.5","6.5","3314","6.43","6.57"
"1996","35-65 Jahre alt","weiblich","6.66","6.5","3368","6.6","6.72"
"1996","66 und älter","maennlich","6.29","6.5","593","6.12","6.46"
"1996","66 und älter","weiblich","6.02","5.5","917","5.87","6.17"
"1997","16-34 Jahre alt","maennlich","7.23","7.5","2278","7.15","7.31"
"1997","16-34 Jahre alt","weiblich","7.32","7.5","2294","7.25","7.39"
"1997","35-65 Jahre alt","maennlich","6.34","6.5","3251","6.27","6.41"
"1997","35-65 Jahre alt","weiblich","6.48","6.5","3327","6.41","6.55"
"1997","66 und älter","maennlich","6.06","5.5","625","5.89","6.23"
"1997","66 und älter","weiblich","5.89","5.5","911","5.75","6.03"
"1998","16-34 Jahre alt","maennlich","7.51","7.5","2394","7.44","7.58"
"1998","16-34 Jahre alt","weiblich","7.55","7.5","2429","7.48","7.62"
"1998","35-65 Jahre alt","maennlich","6.71","6.5","3685","6.65","6.77"
"1998","35-65 Jahre alt","weiblich","6.83","6.5","3763","6.77","6.89"
"1998","66 und älter","maennlich","6.25","5.5","744","6.1","6.4"
"1998","66 und älter","weiblich","6.09","5.5","1046","5.95","6.23"
"1999","16-34 Jahre alt","maennlich","7.63","7.5","2243","7.56","7.7"
"1999","16-34 Jahre alt","weiblich","7.74","7.5","2305","7.67","7.81"
"1999","35-65 Jahre alt","maennlich","6.89","6.5","3562","6.83","6.95"
"1999","35-65 Jahre alt","weiblich","6.95","6.5","3631","6.89","7.01"
"1999","66 und älter","maennlich","6.33","6.5","739","6.18","6.48"
"1999","66 und älter","weiblich","6.19","5.5","1001","6.06","6.32"
"2000","16-34 Jahre alt","maennlich","7.77","7.5","3369","7.72","7.82"
"2000","16-34 Jahre alt","weiblich","7.84","7.5","3605","7.79","7.89"
"2000","35-65 Jahre alt","maennlich","6.97","6.5","6509","6.92","7.02"
"2000","35-65 Jahre alt","weiblich","7.08","6.5","6651","7.03","7.13"
"2000","66 und älter","maennlich","6.43","6.5","1480","6.32","6.54"
"2000","66 und älter","weiblich","6.24","5.5","1946","6.14","6.34"
"2001","16-34 Jahre alt","maennlich","7.84","7.5","2973","7.78","7.9"
"2001","16-34 Jahre alt","weiblich","7.93","7.5","3186","7.88","7.98"
"2001","35-65 Jahre alt","maennlich","7.04","7.5","5914","6.99","7.09"
"2001","35-65 Jahre alt","weiblich","7.14","7.5","6079","7.09","7.19"
"2001","66 und älter","maennlich","6.61","6.5","1410","6.5","6.72"
"2001","66 und älter","weiblich","6.35","6.5","1810","6.25","6.45"
"2002","16-34 Jahre alt","maennlich","7.62","7.5","2900","7.56","7.68"
"2002","16-34 Jahre alt","weiblich","7.72","7.5","3126","7.67","7.77"
"2002","35-65 Jahre alt","maennlich","6.79","6.5","6419","6.74","6.84"
"2002","35-65 Jahre alt","weiblich","6.88","6.5","6563","6.83","6.93"
"2002","66 und älter","maennlich","6.38","6.5","1517","6.28","6.48"
"2002","66 und älter","weiblich","6.14","5.5","1832","6.04","6.24"
"2003","16-34 Jahre alt","maennlich","7.51","7.5","2761","7.44","7.58"
"2003","16-34 Jahre alt","weiblich","7.59","7.5","3001","7.53","7.65"
"2003","35-65 Jahre alt","maennlich","6.66","6.5","6116","6.61","6.71"
"2003","35-65 Jahre alt","weiblich","6.8","6.5","6309","6.75","6.85"
"2003","66 und älter","maennlich","6.24","5.5","1569","6.14","6.34"
"2003","66 und älter","weiblich","6.04","5.5","1873","5.94","6.14"
"2004","16-34 Jahre alt","maennlich","7.42","7.5","2656","7.35","7.49"
"2004","16-34 Jahre alt","weiblich","7.53","7.5","2881","7.47","7.59"
"2004","35-65 Jahre alt","maennlich","6.48","6.5","5873","6.43","6.53"
"2004","35-65 Jahre alt","weiblich","6.58","6.5","6127","6.53","6.63"
"2004","66 und älter","maennlich","5.97","5.5","1619","5.86","6.08"
"2004","66 und älter","weiblich","5.86","5.5","1909","5.76","5.96"
"2005","16-34 Jahre alt","maennlich","","","","",""
"2005","16-34 Jahre alt","weiblich","","","","",""
"2005","35-65 Jahre alt","maennlich","","","","",""
"2005","35-65 Jahre alt","weiblich","","","","",""
"2005","66 und älter","maennlich","","","","",""
"2005","66 und älter","weiblich","","","","",""
"2006","16-34 Jahre alt","maennlich","","","","",""
"2006","16-34 Jahre alt","weiblich","","","","",""
"2006","35-65 Jahre alt","maennlich","","","","",""
"2006","35-65 Jahre alt","weiblich","","","","",""
"2006","66 und älter","maennlich","","","","",""
"2006","66 und älter","weiblich","","","","",""
"2007","16-34 Jahre alt","maennlich","","","","",""
"2007","16-34 Jahre alt","weiblich","","","","",""
"2007","35-65 Jahre alt","maennlich","","","","",""
"2007","35-65 Jahre alt","weiblich","","","","",""
"2007","66 und älter","maennlich","","","","",""
"2007","66 und älter","weiblich","","","","",""
"2008","16-34 Jahre alt","maennlich","7.79","7.5","2033","7.72","7.86"
"2008","16-34 Jahre alt","weiblich","7.93","7.5","2256","7.86","8"
"2008","35-65 Jahre alt","maennlich","6.76","6.5","5000","6.7","6.82"
"2008","35-65 Jahre alt","weiblich","6.9","6.5","5409","6.85","6.95"
"2008","66 und älter","maennlich","5.92","5.5","1896","5.82","6.02"
"2008","66 und älter","weiblich","5.77","5.5","2059","5.68","5.86"
"2009","16-34 Jahre alt","maennlich","7.67","7.5","1885","7.6","7.74"
"2009","16-34 Jahre alt","weiblich","7.79","7.5","2048","7.73","7.85"
"2009","35-65 Jahre alt","maennlich","6.71","6.5","4643","6.66","6.76"
"2009","35-65 Jahre alt","weiblich","6.84","6.5","5069","6.79","6.89"
"2009","66 und älter","maennlich","6.17","5.5","1883","6.08","6.26"
"2009","66 und älter","weiblich","6.04","5.5","2021","5.95","6.13"
"2010","16-34 Jahre alt","maennlich","","","","",""
"2010","16-34 Jahre alt","weiblich","","","","",""
"2010","35-65 Jahre alt","maennlich","","","","",""
"2010","35-65 Jahre alt","weiblich","","","","",""
"2010","66 und älter","maennlich","","","","",""
"2010","66 und älter","weiblich","","","","",""
"2011","16-34 Jahre alt","maennlich","7.88","7.5","1779","7.81","7.95"
"2011","16-34 Jahre alt","weiblich","8.1","7.5","1980","8.04","8.16"
"2011","35-65 Jahre alt","maennlich","6.88","6.5","4583","6.83","6.93"
"2011","35-65 Jahre alt","weiblich","7.04","6.5","5181","6.99","7.09"
"2011","66 und älter","maennlich","6.26","6.5","2039","6.17","6.35"
"2011","66 und älter","weiblich","6.08","5.5","2190","6","6.16"
"2012","16-34 Jahre alt","maennlich","8.04","7.5","795","7.93","8.15"
"2012","16-34 Jahre alt","weiblich","8.13","7.5","1400","8.05","8.21"
"2012","35-65 Jahre alt","maennlich","7.61","7.5","2046","7.53","7.69"
"2012","35-65 Jahre alt","weiblich","7.73","7.5","2786","7.67","7.79"
"2012","66 und älter","maennlich","","","","",""
"2012","66 und älter","weiblich","","","","",""
"2013","16-34 Jahre alt","maennlich","8.22","8.5","2652","8.16","8.28"
"2013","16-34 Jahre alt","weiblich","8.4","8.5","3058","8.35","8.45"
"2013","35-65 Jahre alt","maennlich","7.18","7.5","5886","7.13","7.23"
"2013","35-65 Jahre alt","weiblich","7.27","7.5","6714","7.22","7.32"
"2013","66 und älter","maennlich","6.32","6.5","2296","6.23","6.41"
"2013","66 und älter","weiblich","6.26","5.5","2392","6.18","6.34"
"2014","16-34 Jahre alt","maennlich","","","","",""
"2014","16-34 Jahre alt","weiblich","","","","",""
"2014","35-65 Jahre alt","maennlich","","","","",""
"2014","35-65 Jahre alt","weiblich","","","","",""
"2014","66 und älter","maennlich","","","","",""
"2014","66 und älter","weiblich","","","","",""
"2015","16-34 Jahre alt","maennlich","","","","",""
"2015","16-34 Jahre alt","weiblich","","","","",""
"2015","35-65 Jahre alt","maennlich","","","","",""
