"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1990","(Fach-)Abitur","Ostdeutschland","7.46","7.5","128","7.2","7.72"
"1990","(Fach-)Abitur","Westdeutschland","","","","",""
"1990","(noch) kein Abschluss","Ostdeutschland","8.37","7.5","45","7.78","8.96"
"1990","(noch) kein Abschluss","Westdeutschland","","","","",""
"1990","AkademikerIn","Ostdeutschland","7.23","7.5","987","7.11","7.35"
"1990","AkademikerIn","Westdeutschland","","","","",""
"1990","Hauptschule","Ostdeutschland","7.3","7.5","1651","7.2","7.4"
"1990","Hauptschule","Westdeutschland","","","","",""
"1990","Realschule","Ostdeutschland","7.69","7.5","1558","7.6","7.78"
"1990","Realschule","Westdeutschland","","","","",""
"1991","(Fach-)Abitur","Ostdeutschland","7.23","7.5","114","6.91","7.55"
"1991","(Fach-)Abitur","Westdeutschland","7.54","7.5","754","7.42","7.66"
"1991","(noch) kein Abschluss","Ostdeutschland","7.91","7.5","54","7.57","8.25"
"1991","(noch) kein Abschluss","Westdeutschland","7.36","7.5","807","7.23","7.49"
"1991","AkademikerIn","Ostdeutschland","7.04","7.5","947","6.93","7.15"
"1991","AkademikerIn","Westdeutschland","7.54","7.5","707","7.43","7.65"
"1991","Hauptschule","Ostdeutschland","7.05","6.5","1475","6.94","7.16"
"1991","Hauptschule","Westdeutschland","7.01","6.5","5106","6.96","7.06"
"1991","Realschule","Ostdeutschland","7.51","7.5","1470","7.42","7.6"
"1991","Realschule","Westdeutschland","7.42","7.5","1623","7.34","7.5"
"1992","(Fach-)Abitur","Ostdeutschland","7.2","7.5","116","6.92","7.48"
"1992","(Fach-)Abitur","Westdeutschland","7.55","7.5","766","7.43","7.67"
"1992","(noch) kein Abschluss","Ostdeutschland","7.7","7.5","68","7.31","8.09"
"1992","(noch) kein Abschluss","Westdeutschland","7.14","7.5","785","7","7.28"
"1992","AkademikerIn","Ostdeutschland","6.81","6.5","906","6.69","6.93"
"1992","AkademikerIn","Westdeutschland","7.47","7.5","722","7.35","7.59"
"1992","Hauptschule","Ostdeutschland","6.64","6.5","1395","6.54","6.74"
"1992","Hauptschule","Westdeutschland","6.75","6.5","4997","6.69","6.81"
"1992","Realschule","Ostdeutschland","7.18","7.5","1417","7.09","7.27"
"1992","Realschule","Westdeutschland","7.24","7.5","1642","7.15","7.33"
"1993","(Fach-)Abitur","Ostdeutschland","7.28","7.5","123","6.99","7.57"
"1993","(Fach-)Abitur","Westdeutschland","7.38","7.5","773","7.26","7.5"
"1993","(noch) kein Abschluss","Ostdeutschland","7.56","7.5","80","7.17","7.95"
"1993","(noch) kein Abschluss","Westdeutschland","6.88","6.5","755","6.74","7.02"
"1993","AkademikerIn","Ostdeutschland","6.52","6.5","870","6.39","6.65"
"1993","AkademikerIn","Westdeutschland","7.21","7.5","748","7.09","7.33"
"1993","Hauptschule","Ostdeutschland","6.34","5.5","1314","6.23","6.45"
"1993","Hauptschule","Westdeutschland","6.58","6.5","4925","6.52","6.64"
"1993","Realschule","Ostdeutschland","6.95","6.5","1386","6.85","7.05"
"1993","Realschule","Westdeutschland","7.17","7.5","1666","7.08","7.26"
"1994","(Fach-)Abitur","Ostdeutschland","7.02","6.5","136","6.74","7.3"
"1994","(Fach-)Abitur","Westdeutschland","7.5","7.5","772","7.39","7.61"
"1994","(noch) kein Abschluss","Ostdeutschland","7.38","7.5","100","7.09","7.67"
"1994","(noch) kein Abschluss","Westdeutschland","7.05","6.5","735","6.9","7.2"
"1994","AkademikerIn","Ostdeutschland","6.54","6.5","852","6.41","6.67"
"1994","AkademikerIn","Westdeutschland","7.27","7.5","780","7.16","7.38"
"1994","Hauptschule","Ostdeutschland","6","5.5","1269","5.88","6.12"
"1994","Hauptschule","Westdeutschland","6.66","6.5","4733","6.6","6.72"
"1994","Realschule","Ostdeutschland","6.7","6.5","1358","6.6","6.8"
"1994","Realschule","Westdeutschland","7.18","7.5","1641","7.1","7.26"
"1995","(Fach-)Abitur","Ostdeutschland","7.36","7.5","152","7.07","7.65"
"1995","(Fach-)Abitur","Westdeutschland","7.56","7.5","899","7.46","7.66"
"1995","(noch) kein Abschluss","Ostdeutschland","7.36","7.5","112","7.06","7.66"
"1995","(noch) kein Abschluss","Westdeutschland","7.15","7.5","759","7.01","7.29"
"1995","AkademikerIn","Ostdeutschland","6.55","6.5","830","6.43","6.67"
"1995","AkademikerIn","Westdeutschland","7.4","7.5","900","7.29","7.51"
"1995","Hauptschule","Ostdeutschland","6.05","5.5","1212","5.93","6.17"
"1995","Hauptschule","Westdeutschland","6.64","6.5","4801","6.58","6.7"
"1995","Realschule","Ostdeutschland","6.9","6.5","1330","6.8","7"
"1995","Realschule","Westdeutschland","7.2","7.5","1746","7.12","7.28"
"1996","(Fach-)Abitur","Ostdeutschland","7.02","7.5","163","6.74","7.3"
"1996","(Fach-)Abitur","Westdeutschland","7.36","7.5","860","7.24","7.48"
"1996","(noch) kein Abschluss","Ostdeutschland","7.32","7.5","116","7.02","7.62"
"1996","(noch) kein Abschluss","Westdeutschland","7.09","7.5","713","6.95","7.23"
"1996","AkademikerIn","Ostdeutschland","6.33","6.5","839","6.2","6.46"
"1996","AkademikerIn","Westdeutschland","7.28","7.5","911","7.17","7.39"
"1996","Hauptschule","Ostdeutschland","5.91","5.5","1184","5.8","6.02"
"1996","Hauptschule","Westdeutschland","6.53","6.5","4685","6.47","6.59"
"1996","Realschule","Ostdeutschland","6.64","6.5","1327","6.54","6.74"
"1996","Realschule","Westdeutschland","7.14","7.5","1767","7.06","7.22"
"1997","(Fach-)Abitur","Ostdeutschland","7.01","6.5","169","6.73","7.29"
"1997","(Fach-)Abitur","Westdeutschland","7.28","7.5","835","7.16","7.4"
"1997","(noch) kein Abschluss","Ostdeutschland","7.15","6.5","129","6.86","7.44"
"1997","(noch) kein Abschluss","Westdeutschland","7.02","7.5","692","6.87","7.17"
"1997","AkademikerIn","Ostdeutschland","6.09","5.5","828","5.96","6.22"
"1997","AkademikerIn","Westdeutschland","7.19","7.5","919","7.08","7.3"
"1997","Hauptschule","Ostdeutschland","5.65","5.5","1143","5.53","5.77"
"1997","Hauptschule","Westdeutschland","6.34","6.5","4555","6.28","6.4"
"1997","Realschule","Ostdeutschland","6.29","6.5","1288","6.18","6.4"
"1997","Realschule","Westdeutschland","6.97","6.5","1772","6.88","7.06"
"1998","(Fach-)Abitur","Ostdeutschland","7.1","7.5","170","6.83","7.37"
"1998","(Fach-)Abitur","Westdeutschland","7.45","7.5","970","7.35","7.55"
"1998","(noch) kein Abschluss","Ostdeutschland","7.03","6.5","130","6.71","7.35"
"1998","(noch) kein Abschluss","Westdeutschland","7.24","7.5","687","7.1","7.38"
"1998","AkademikerIn","Ostdeutschland","6.33","6.5","860","6.2","6.46"
