year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,,,,,,,,,,,,
1984,West,female,,,,,,,,,,,,
1985,West,male,,,,,,,,,,,,
1985,West,female,,,,,,,,,,,,
1986,West,male,,,,,,,,,,,,
1986,West,female,,,,,,,,,,,,
1987,West,male,,,,,,,,,,,,
1987,West,female,,,,,,,,,,,,
1988,West,male,,,,,,,,,,,,
1988,West,female,,,,,,,,,,,,
1989,West,male,,,,,,,,,,,,
1989,West,female,,,,,,,,,,,,
1990,West,No answer / don't know,,,,,,,,,,,,
1990,West,male,,,,,,,,,,,,
1990,West,female,,,,,,,,,,,,
1990,East,male,2084,7.46704,7.38047,7.55361,6.00000,8.00000,9.00000,1.50000,10,,,
1990,East,female,2297,7.38096,7.29462,7.46730,6.00000,8.00000,9.00000,1.50000,10,,,
1991,West,male,4555,7.27367,7.22129,7.32606,6.00000,8.00000,8.00000,3.00000,10,,,
1991,West,female,4642,7.14135,7.08648,7.19622,6.00000,8.00000,8.00000,3.00000,10,,,
1991,East,male,1952,7.29406,7.20973,7.37839,6.00000,8.00000,9.00000,1.50000,10,,,
1991,East,female,2123,7.13183,7.04487,7.21880,6.00000,8.00000,8.00000,3.00000,10,,,
1992,West,male,4484,7.06077,7.00355,7.11800,6.00000,8.00000,8.00000,3.00000,10,,,
1992,West,female,4638,6.96333,6.90497,7.02170,6.00000,7.00000,8.00000,3.00000,10,,,
1992,East,male,1864,6.93101,6.84434,7.01768,6.00000,7.00000,8.00000,3.00000,10,,,
1992,East,female,2061,6.85389,6.76908,6.93870,6.00000,7.00000,8.00000,3.00000,10,,,
1993,West,male,4475,6.89008,6.83067,6.94949,6.00000,7.00000,8.00000,3.00000,10,,,
1993,West,female,4622,6.81954,6.76000,6.87908,5.00000,7.00000,8.00000,0.50000,10,,,
1993,East,male,1806,6.66023,6.56590,6.75456,5.00000,7.00000,8.00000,0.50000,10,,,
1993,East,female,1991,6.62164,6.53113,6.71215,5.00000,7.00000,8.00000,0.50000,10,,,
1994,West,male,4352,6.96915,6.91164,7.02666,6.00000,7.00000,8.00000,3.00000,10,,,
1994,West,female,4576,6.90171,6.84323,6.96019,6.00000,7.00000,8.00000,3.00000,10,,,
1994,East,male,1779,6.46664,6.37243,6.56086,5.00000,7.00000,8.00000,0.50000,10,,,
1994,East,female,1962,6.36737,6.27534,6.45939,5.00000,7.00000,8.00000,0.50000,10,,,
1995,West,male,4585,6.97659,6.91930,7.03388,6.00000,7.00000,8.00000,3.00000,10,,,
1995,West,female,4832,6.94241,6.88455,7.00027,6.00000,7.00000,8.00000,3.00000,10,,,
1995,East,male,1741,6.62024,6.52802,6.71246,5.00000,7.00000,8.00000,0.50000,10,,,
1995,East,female,1923,6.42826,6.33728,6.51923,5.00000,7.00000,8.00000,0.50000,10,,,
1996,West,male,4494,6.84729,6.78793,6.90664,6.00000,7.00000,8.00000,3.00000,10,,,
1996,West,female,4752,6.86254,6.80450,6.92057,6.00000,7.00000,8.00000,3.00000,10,,,
1996,East,male,1749,6.33880,6.24458,6.43301,5.00000,7.00000,8.00000,0.50000,10,,,
1996,East,female,1918,6.30337,6.21150,6.39524,5.00000,7.00000,8.00000,0.50000,10,,,
1997,West,male,4420,6.69013,6.62759,6.75268,5.00000,7.00000,8.00000,0.50000,10,,,
1997,West,female,4662,6.70004,6.63967,6.76041,5.00000,7.00000,8.00000,0.50000,10,,,
1997,East,male,1734,6.05642,5.95937,6.15348,5.00000,6.00000,8.00000,0.50000,10,,,
