syear,migback,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,No migration background,male,,,,,,,,,,,,
1984,No migration background,female,,,,,,,,,,,,
1984,Direct migration background,male,,,,,,,,,,,,
1984,Direct migration background,female,,,,,,,,,,,,
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,,,,,,,,,,,,
1985,No migration background,female,,,,,,,,,,,,
1985,Direct migration background,male,,,,,,,,,,,,
1985,Direct migration background,female,,,,,,,,,,,,
1985,Indirect migration background,male,,,,,,,,,,,,
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,,,,,,,,,,,,
1986,No migration background,female,,,,,,,,,,,,
1986,Direct migration background,male,,,,,,,,,,,,
1986,Direct migration background,female,,,,,,,,,,,,
1986,Indirect migration background,male,,,,,,,,,,,,
1986,Indirect migration background,female,,,,,,,,,,,,
1987,No migration background,male,,,,,,,,,,,,
1987,No migration background,female,,,,,,,,,,,,
1987,Direct migration background,male,,,,,,,,,,,,
1987,Direct migration background,female,,,,,,,,,,,,
1987,Indirect migration background,male,,,,,,,,,,,,
1987,Indirect migration background,female,,,,,,,,,,,,
1988,No migration background,male,,,,,,,,,,,,
1988,No migration background,female,,,,,,,,,,,,
1988,Direct migration background,male,,,,,,,,,,,,
1988,Direct migration background,female,,,,,,,,,,,,
1988,Indirect migration background,male,,,,,,,,,,,,
1988,Indirect migration background,female,,,,,,,,,,,,
1989,No migration background,male,,,,,,,,,,,,
1989,No migration background,female,,,,,,,,,,,,
1989,Direct migration background,male,,,,,,,,,,,,
1989,Direct migration background,female,,,,,,,,,,,,
1989,Indirect migration background,male,,,,,,,,,,,,
1989,Indirect migration background,female,,,,,,,,,,,,
1990,No migration background,male,7.467963034333543,7.425409183771956,7.5105168848951305,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2020.0
1990,No migration background,female,7.364221688705604,7.3214509590674055,7.406992418343803,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2218.0
1990,Direct migration background,male,7.467408495290584,7.219929059775465,7.714887930805704,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,63.0
1990,Direct migration background,female,7.783823336328826,7.5913760901963245,7.976270582461328,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0,78.0
1990,Indirect migration background,male,,,,,,,,,,,,
1990,Indirect migration background,female,,,,,,,,,,,,
1991,No migration background,male,7.275564019013009,7.251175391735321,7.299952646290697,6.0,8.0,8.0,3.0,10.0,8.0,8.0,8.0,4994.0
1991,No migration background,female,7.12907818541398,7.104077883657988,7.154078487169972,6.0,8.0,8.0,3.0,10.0,8.0,8.0,8.0,5366.0
1991,Direct migration background,male,7.241821941480734,7.19257055421375,7.291073328747718,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1345.0
1991,Direct migration background,female,7.166685654643264,7.1120537141880895,7.221317595098439,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1233.0
1991,Indirect migration background,male,7.912325873373597,7.792664360674136,8.031987386073057,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,168.0
1991,Indirect migration background,female,7.865492279370613,7.746754595203865,7.98422996353736,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,166.0
1992,No migration background,male,7.022246835189509,6.995756437359947,7.048737233019071,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,4850.0
1992,No migration background,female,6.921223210258724,6.894924732138568,6.947521688378879,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,5304.0
1992,Direct migration background,male,7.079632986154641,7.028315667446252,7.130950304863029,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1300.0
1992,Direct migration background,female,7.0250975577550925,6.970430240680123,7.079764874830062,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1200.0
1992,Indirect migration background,male,7.5066168485045806,7.363029459493693,7.650204237515468,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,198.0
1992,Indirect migration background,female,7.630509711607401,7.497512814740836,7.763506608473967,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,195.0
1993,No migration background,male,6.840106675549411,6.812360108790801,6.86785324230802,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,4777.0
1993,No migration background,female,6.769385553286021,6.742345008268248,6.796426098303795,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5222.0
1993,Direct migration background,male,6.774270731285913,6.717700342590859,6.830841119980968,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1271.0
1993,Direct migration background,female,6.7868550660036,6.728743913515121,6.844966218492079,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1168.0
1993,Indirect migration background,male,7.524047110050774,7.403775219069084,7.644319001032464,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,233.0
1993,Indirect migration background,female,7.2441960912913395,7.100617989559927,7.387774193022752,6.717293980273821,8.0,9.0,3.2932349506845524,10.0,8.0,8.0,9.0,223.0
1994,No migration background,male,6.864980841802524,6.83796822484448,6.891993458760568,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,4694.0
1994,No migration background,female,6.792891215560768,6.765938787304577,6.819843643816959,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5171.0
1994,Direct migration background,male,6.739866477809939,6.682326358773584,6.797406596846295,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1197.0
1994,Direct migration background,female,6.699474398111055,6.640727722871572,6.758221073350537,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1130.0
1994,Indirect migration background,male,7.87037381656003,7.7835312605032465,7.957216372616814,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,240.0
1994,Indirect migration background,female,7.470694299850467,7.364962176797701,7.576426422903233,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,237.0
1995,No migration background,male,6.881317935868851,6.8541173285612205,6.9085185431764815,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,4691.0
1995,No migration background,female,6.791974480176721,6.764963125099678,6.8189858352537644,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5159.0
1995,Direct migration background,male,6.978002089337503,6.924305138213419,7.031699040461587,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1387.0
1995,Direct migration background,female,7.073596170939428,7.018070969723181,7.129121372155676,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1350.0
1995,Indirect migration background,male,7.485938766660689,7.383156126101894,7.5887214072194835,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0,248.0
1995,Indirect migration background,female,7.464216018306504,7.348996528125097,7.5794355084879115,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,246.0
1996,No migration background,male,6.744254135415039,6.7164096898356895,6.772098580994388,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4691.0
1996,No migration background,female,6.736980854158091,6.70995733217213,6.764004376144052,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5133.0
1996,Direct migration background,male,6.6560027323206,6.597740476287522,6.714264988353677,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1290.0
1996,Direct migration background,female,6.807973297759306,6.751280002635899,6.864666592882712,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1265.0
1996,Indirect migration background,male,7.678434908915021,7.579413667358586,7.777456150471456,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,262.0
1996,Indirect migration background,female,7.172864172932477,7.0435993032344175,7.302129042630536,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,272.0
1997,No migration background,male,6.544712749647205,6.51513969880019,6.574285800494221,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4634.0
1997,No migration background,female,6.534645985018087,6.50679398974442,6.562497980291754,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5056.0
1997,Direct migration background,male,6.565213793137523,6.506224400584524,6.624203185690521,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1235.0
1997,Direct migration background,female,6.744357481435753,6.685582454575673,6.803132508295834,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1206.0
1997,Indirect migration background,male,7.436011014436855,7.339207046760357,7.5328149821133525,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,285.0
1997,Indirect migration background,female,7.3091451459570695,7.200798319330375,7.417491972583764,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,270.0
1998,No migration background,male,6.838288451088157,6.812352142945848,6.864224759230467,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,5319.0
1998,No migration background,female,6.815661733331743,6.790371082972306,6.840952383691181,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5781.0
1998,Direct migration background,male,6.95450806041719,6.899848628761571,7.009167492072809,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1197.0
1998,Direct migration background,female,6.993346524499881,6.934983560734112,7.051709488265649,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1171.0
1998,Indirect migration background,male,7.791254734364085,7.705208944401726,7.8773005243264445,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,307.0
