syear,age_gr,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,17-29 J.,West,,,,,,,,,,,,
1984,30-45 J.,West,,,,,,,,,,,,
1984,46-65 J.,West,,,,,,,,,,,,
1984,66 und älter,West,,,,,,,,,,,,
1985,17-29 J.,West,,,,,,,,,,,,
1985,30-45 J.,West,,,,,,,,,,,,
1985,46-65 J.,West,,,,,,,,,,,,
1985,66 und älter,West,,,,,,,,,,,,
1986,17-29 J.,West,,,,,,,,,,,,
1986,30-45 J.,West,,,,,,,,,,,,
1986,46-65 J.,West,,,,,,,,,,,,
1986,66 und älter,West,,,,,,,,,,,,
1987,17-29 J.,West,,,,,,,,,,,,
1987,30-45 J.,West,,,,,,,,,,,,
1987,46-65 J.,West,,,,,,,,,,,,
1987,66 und älter,West,,,,,,,,,,,,
1988,17-29 J.,West,,,,,,,,,,,,
1988,30-45 J.,West,,,,,,,,,,,,
1988,46-65 J.,West,,,,,,,,,,,,
1988,66 und älter,West,,,,,,,,,,,,
1989,17-29 J.,West,,,,,,,,,,,,
1989,30-45 J.,West,,,,,,,,,,,,
1989,46-65 J.,West,,,,,,,,,,,,
1989,66 und älter,West,,,,,,,,,,,,
1990,17-29 J.,West,,,,,,,,,,,,
1990,17-29 J.,East,7.61096149061096,7.5577985696709495,7.664124411550971,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1132.0
1990,30-45 J.,West,,,,,,,,,,,,
1990,30-45 J.,East,7.6204435505963435,7.576434088985461,7.664453012207226,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1504.0
1990,46-65 J.,West,,,,,,,,,,,,
1990,46-65 J.,East,7.270555252195233,7.213780869637376,7.327329634753089,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1336.0
1990,66 und älter,West,,,,,,,,,,,,
1990,66 und älter,East,7.069826663736786,6.954907734520629,7.184745592952944,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,409.0
1991,17-29 J.,West,7.799862535359093,7.771735296618523,7.827989774099663,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,2658.0
