"year","hhtyp","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2010","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","56.78","51.5","516","54.72","58.84"
"2010","(Ehe-)Paar ohne Kind(er)","2","59.61","54.58","884","57.91","61.31"
"2010","(Ehe-)Paar ohne Kind(er)","3","61.17","54.08","1238","59.56","62.78"
"2010","(Ehe-)Paar ohne Kind(er)","4","64.09","59.96","1572","62.65","65.53"
"2010","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","69.09","62.75","2108","67.56","70.62"
"2010","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","39.46","34.62","482","36.84","42.08"
"2010","1-Pers.- Haushalt","2","41.12","37.25","429","38.34","43.9"
"2010","1-Pers.- Haushalt","3","41.94","39.5","449","40.24","43.64"
"2010","1-Pers.- Haushalt","4","44.52","39.58","628","42.75","46.29"
"2010","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","48.42","41.46","480","45.9","50.94"
"2010","Alleinerziehende","1 Einkommensschwächstes Quintil","68.15","59.5","1907","66.65","69.65"
"2010","Alleinerziehende","2","63.21","58.17","1310","61.55","64.87"
"2010","Alleinerziehende","3","63.18","59.58","644","61.31","65.05"
"2010","Alleinerziehende","4","63.11","58.17","495","60.12","66.1"
"2010","Alleinerziehende","5 Einkommensstärkstes Quintil","67.92","54.58","234","64.19","71.65"
"2010","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","80.9","74.5","4593","79.81","81.99"
"2010","Paar mit Kind(ern)","2","81.26","74.58","5110","80.25","82.27"
"2010","Paar mit Kind(ern)","3","82.37","77.67","4331","81.35","83.39"
"2010","Paar mit Kind(ern)","4","81.15","78.79","4095","80.1","82.2"
"2010","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","87.38","83.17","3211","85.81","88.95"
"2010","Sonstige","1 Einkommensschwächstes Quintil","89.6","79.58","173","78.86","100.34"
"2010","Sonstige","2","77.89","78","127","72.1","83.68"
"2010","Sonstige","3","52.68","31.67","113","38.94","66.42"
"2010","Sonstige","4","76.93","72.83","107","71.17","82.69"
"2010","Sonstige","5 Einkommensstärkstes Quintil","60.88","47.92","51","53.91","67.85"
"2011","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","61.27","54.58","782","59.13","63.41"
"2011","(Ehe-)Paar ohne Kind(er)","2","62.26","58.17","1128","60.64","63.88"
"2011","(Ehe-)Paar ohne Kind(er)","3","64.85","59.5","1646","63.48","66.22"
"2011","(Ehe-)Paar ohne Kind(er)","4","64.9","59.96","2066","63.63","66.17"
"2011","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","72.62","66.58","2736","71.1","74.14"
"2011","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","42.67","38.5","687","40.89","44.45"
"2011","1-Pers.- Haushalt","2","43.64","39.58","623","42.02","45.26"
"2011","1-Pers.- Haushalt","3","43.29","39.5","608","41.76","44.82"
"2011","1-Pers.- Haushalt","4","46.83","41.33","786","45.14","48.52"
"2011","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","50.71","44.92","611","48.37","53.05"
"2011","Alleinerziehende","1 Einkommensschwächstes Quintil","68","62.75","2214","66.75","69.25"
"2011","Alleinerziehende","2","66.63","59.5","1582","65.14","68.12"
"2011","Alleinerziehende","3","67.14","61.46","921","65.28","69"
"2011","Alleinerziehende","4","66.15","59.5","682","63.72","68.58"
"2011","Alleinerziehende","5 Einkommensstärkstes Quintil","63.57","59.75","310","60.62","66.52"
"2011","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","87.19","79.58","4237","85.8","88.58"
"2011","Paar mit Kind(ern)","2","86.08","80.42","5344","85.12","87.04"
"2011","Paar mit Kind(ern)","3","84.4","79.08","5007","83.41","85.39"
"2011","Paar mit Kind(ern)","4","86.58","83.17","5298","85.52","87.64"
"2011","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","88.17","83.21","4099","86.67","89.67"
"2011","Sonstige","1 Einkommensschwächstes Quintil","93.06","93.33","245","84.78","101.34"
"2011","Sonstige","2","82.18","82.08","169","76.88","87.48"
"2011","Sonstige","3","64.99","65.54","140","59.69","70.29"
"2011","Sonstige","4","83.36","72.08","120","77.25","89.47"
"2011","Sonstige","5 Einkommensstärkstes Quintil","108.32","113.71","68","97.35","119.29"
"2012","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","62.57","58.17","688","60.46","64.68"
"2012","(Ehe-)Paar ohne Kind(er)","2","67.9","61.83","1042","66.15","69.65"
"2012","(Ehe-)Paar ohne Kind(er)","3","67.84","62.25","1650","66.31","69.37"
"2012","(Ehe-)Paar ohne Kind(er)","4","69.81","64.79","2144","68.53","71.09"
"2012","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","73.65","66.75","2916","72.28","75.02"
"2012","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","41.71","39.5","712","40.19","43.23"
"2012","1-Pers.- Haushalt","2","45.41","39.5","579","43.46","47.36"
"2012","1-Pers.- Haushalt","3","45.91","40.71","649","44.25","47.57"
"2012","1-Pers.- Haushalt","4","47.45","39.5","865","45.63","49.27"
