"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","58.73","49.5","2127","25","35","74","100","165","57.1","60.36","1","300","56.6666679382324","60"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","67.05","59.5","5544","30","41.67","83.33","110","198","66.04","68.06","4.83","375","68","70"
"2010","2","Ostdeutschland","58.81","49.75","1925","26","37.5","75","100","145.83","57.42","60.2","9","250","58.3333320617676","60"
"2010","2","Westdeutschland","68.55","62.25","5935","30","45","83.33","108.58","186","67.61","69.49","0","500","68","70"
"2010","3","Ostdeutschland","58.28","50.92","1533","27","39","70.83","91.67","190","56.69","59.87","0","250","54","58.3333320617676"
"2010","3","Westdeutschland","70.07","65.83","5242","31","47","87","110","187.5","69.12","71.02","0","300","70","70"
"2010","4","Ostdeutschland","57.69","53.08","1287","28","40","75","91.67","125","55.94","59.44","0","300","54.1666679382324","58.3333320617676"
"2010","4","Westdeutschland","69.4","64.58","5610","32","46.67","90","108.33","166.67","68.5","70.3","0","416.67","66.6666641235352","70"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","66.73","58.17","681","28","41","83.33","116.67","196","63.44","70.02","4.58","416.67","61.6666679382324","66.6666641235352"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","71.92","66.54","5403","31.67","46.83","90","116.67","216.67","70.81","73.03","0","500","70","70.8333358764648"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","60.67","52.5","2321","26","35","75","100","200","58.99","62.35","1","300","60","65"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","71.66","65.92","5844","30","45","90","120","200","70.54","72.78","0","541.67","72","75"
"2011","2","Ostdeutschland","60.12","52.75","2017","25","38","77.5","100","191.67","58.79","61.45","0","216.67","60","62.5"
"2011","2","Westdeutschland","72.56","69.58","6829","33.33","50","90.17","116.67","176.67","71.69","73.43","0","400","71.6666641235352","75"
"2011","3","Ostdeutschland","60.04","53.92","1911","30","40","75","100","166.67","58.75","61.33","5.42","175","57","60"
"2011","3","Westdeutschland","72.09","66.58","6411","33.33","50","91.67","120","191.67","71.21","72.97","5","350","70.8333358764648","75"
"2011","4","Ostdeutschland","61.05","53.5","1626","30","40","78","100","161.75","59.48","62.62","0","200","55","60"
"2011","4","Westdeutschland","73.11","66.58","7326","33.33","50","92","116.67","191.67","72.23","73.99","0","458.33","71.3333358764648","75"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","66.93","60.42","902","30","45","83.33","108.33","166.67","64.64","69.22","5.83","241.67","65","70"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","75.27","69.83","6922","35","50","93.33","116.67","200","74.17","76.37","0","950","75","76.6666641235352"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","60.76","54.08","2019","26","38","79.17","100","158","59.05","62.47","10","416.67","60","66.6666641235352"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","72.35","65.92","4810","30","45","93","120","198","71.14","73.56","0","530","75","77"
"2012","2","Ostdeutschland","61.8","54.58","1977","27","40","77.58","100","175","60.34","63.26","10","300","60","62.5"
"2012","2","Westdeutschland","75.73","69.58","6240","35","50","100","120","208.33","74.8","76.66","0","300","78.6666641235352","80"
"2012","3","Ostdeutschland","62.77","55.33","1935","30","40","80","100","180","61.17","64.37","5","333.33","60","60"
"2012","3","Westdeutschland","75.82","69.58","6491","37","50","91.67","120","216.67","74.93","76.71","0","400","75","79"
"2012","4","Ostdeutschland","64.35","59.5","1594","30","41.67","80","100","150","62.9","65.8","0","208.33","60","65"
"2012","4","Westdeutschland","75.7","69.83","7315","35","50","100","120","208.33","74.83","76.57","0","416.67","75","78"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","70.23","63.17","998","33.33","49.75","83.33","116","177","67.77","72.69","0","255.83","68","73"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","76.22","69.83","7155","35.83","50","92.58","120","208.33","75.27","77.17","0","833.25","75.8333358764648","80"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","65.45","54.96","1954","28","39","80","116.67","208.33","63.44","67.46","11.67","318.92","65","70"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","76.93","69.58","6530","34","50","100","125","200","75.87","77.99","0","580","80","83.3333358764648"
"2013","2","Ostdeutschland","67.38","59.79","1980","30","41.67","83.33","110","200","65.91","68.85","5","216.67","65","67"
"2013","2","Westdeutschland","78.72","69.58","7274","36","50","100","127","225","77.77","79.67","0","388","80","80"
"2013","3","Ostdeutschland","61.55","56.54","1708","30","40.25","77.5","100","158.33","60.16","62.94","10","208.33","60","65"
"2013","3","Westdeutschland","78.73","70.62","7201","40","50","100","125","216.67","77.84","79.62","0","448","80","80"
"2013","4","Ostdeutschland","66.23","61.17","1785","30","45","81","105.17","166.67","64.79","67.67","8.33","233.33","64","66.6666641235352"
"2013","4","Westdeutschland","78.89","73.17","8356","37.5","50","100","125","225","78.05","79.73","0","500","80","80"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","72.44","66.33","1110","33","50","87.92","121.67","178.33","69.99","74.89","0","416.67","67","70.8333358764648"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","77.71","70.5","7934","37.5","50","100","125","208.33","76.81","78.61","0","500","79","80"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","63.67","54.58","1490","26","38","80","110","208.33","61.51","65.83","0","319","65.5","70"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","75.75","69.58","4783","32","50","100","125","200","74.47","77.03","0","333.33","80","84"
"2014","2","Ostdeutschland","69.77","62.33","1800","30","43","83.33","116.67","190","67.86","71.68","0","345","66.6666641235352","70"
"2014","2","Westdeutschland","80.82","74.58","5736","40","50","100","125","208.33","79.72","81.92","0","291.67","83.3333358764648","85"
"2014","3","Ostdeutschland","65.08","59.83","1723","30","41","81.42","101.08","167","63.5","66.66","0","333.33","62.5","66.6666641235352"
"2014","3","Westdeutschland","80.42","74.58","6237","39","55","100","125","216.67","79.41","81.43","0","540","81","83.3333358764648"
"2014","4","Ostdeutschland","68.59","64.58","1834","32","47.75","83.33","108.33","166.67","66.98","70.2","0","291.67","66.6666641235352","70"
"2014","4","Westdeutschland","79.85","74.83","7490","40","53","100","125","200","78.95","80.75","0","600","80","83.3333358764648"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","73.8","64.5","1042","30.83","45","91.67","125","233.33","71.21","76.39","0","416.67","70","75"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","81.44","74.92","7908","40","52.67","100","125","216.67","80.46","82.42","0","500","80","83.3333358764648"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","57.39","49.5","1070","25","35","75","99","200","55.1","59.68","5","246","55","60"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","73.79","63.5","4212","30","45","95","130","220","72.44","75.14","5","341","78","80"
"2015","2","Ostdeutschland","60.26","50.5","1081","25","33","75","100","233","57.81","62.71","7","308","60","69"
"2015","2","Westdeutschland","76.42","69.5","3914","32","50","94","125","216","75.13","77.71","1","335","76","80"
"2015","3","Ostdeutschland","55.6","49.5","1017","30","40","69","83","179","53.66","57.54","12","230","54","60"
"2015","3","Westdeutschland","69.89","60.5","3217","31","47","89","109","212","68.52","71.26","4","370","70","75"
"2015","4","Ostdeutschland","54.51","48.5","917","27","35","66","91","150","52.51","56.51","0","209","51","56"
"2015","4","Westdeutschland","68.82","59.5","3222","30","43","84","114","200","67.23","70.41","0","690","66","70"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","56.99","49.5","465","25","35","72","100","151","53.57","60.41","5","300","50","60"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","65.14","59.5","2728","30","42","80","105","174","63.8","66.48","1","300","62","65"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","63.92","49.5","1184","25","35","80","116.67","200","61.45","66.39","0","239","63","70"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","73.71","66.83","3765","25","42","100","130","208.33","72.25","75.17","0","416.67","80","82"
"2016","2","Ostdeutschland","69.45","59.5","1312","30","44","85","115","250","66.97","71.93","0","333.33","66.6666641235352","70"
"2016","2","Westdeutschland","80.67","74.62","4764","35","50","100","127","210","79.42","81.92","0","375","83.3333358764648","87"
"2016","3","Ostdeutschland","61.29","55.5","1550","31","42","75","100","150","59.76","62.82","0","291.67","62.5","67"
"2016","3","Westdeutschland","78.29","76.5","5138","35","50","100","125","200","77.14","79.44","0","828","80","82"
"2016","4","Ostdeutschland","66.24","62.25","1833","30","43","83.33","100","180.25","64.46","68.02","0","416.67","65","68"
"2016","4","Westdeutschland","79.33","74.79","7215","37","50","100","125","208.33","78.36","80.3","0","700","80","83.3333358764648"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","70.83","65.83","1199","33","47","89.92","115","172.08","68.84","72.82","0","258.33","66.6666641235352","70"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","79.92","74.83","8114","38","50","100","125","208.33","78.97","80.87","0","431.67","80","80"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","69.26","59.5","1152","26","35","90","125","300","66.48","72.04","0","300","65","71"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","77","69.5","3392","29","45","100","133.33","220","75.29","78.71","0","336","80","83.3333358764648"
"2017","2","Ostdeutschland","61.84","54.71","1344","30","40","78","100","166.67","59.99","63.69","0","220","65","70"
"2017","2","Westdeutschland","79.15","74.58","4274","35.83","50","100","125","200","77.83","80.47","0","305","81","83.3333358764648"
"2017","3","Ostdeutschland","64.73","59.58","1604","29","40","83.33","100","170","63.01","66.45","0","300","65","67"
"2017","3","Westdeutschland","78.11","74.58","5519","38","50","100","120","200","76.94","79.28","0","840","80","80"
"2017","4","Ostdeutschland","64.51","59.62","2089","30","41.67","81","100","166.67","62.95","66.07","0","333.33","66.6666641235352","69"
"2017","4","Westdeutschland","79.65","74.58","7838","37","50","100","125","208.33","78.74","80.56","0","600","80","80.8333358764648"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","74.3","69.58","1599","32","50","95.83","120","200","72.28","76.32","0","400","66.6666641235352","70.8333358764648"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","80.36","74.96","9951","35","50","100","128.33","208.33","79.51","81.21","0","500","80","80"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","63.77","51.5","1097","25","36","80","120","208.33","61.26","66.28","0","250","60","67"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","76.9","69.5","3028","25","42","100","143","250","75","78.8","0","350","80","80"
"2018","2","Ostdeutschland","64.94","56.5","1160","27","38","80","118","170","62.39","67.49","0","300","66","73"
"2018","2","Westdeutschland","76.82","70.42","3742","32","50","100","126","208.33","75.41","78.23","0","300","80","83.3333358764648"
"2018","3","Ostdeutschland","66.25","59.5","1548","35","43.33","80","100","175","64.18","68.32","0","416.67","64","68.3333358764648"
"2018","3","Westdeutschland","78.97","74.5","5136","36.67","50","100","125","200","77.87","80.07","0","350","80","83.3333358764648"
"2018","4","Ostdeutschland","69.04","65.92","2242","31","45","83.33","108","166.67","67.58","70.5","0","380","65.8333358764648","69"
"2018","4","Westdeutschland","78.51","75.92","7825","38","50","100","125","200","77.65","79.37","0","416.67","80","81"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","72.72","66.33","1655","34","50","95.83","116.25","170","70.82","74.62","0","583.33","66.6666641235352","70.8333358764648"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","78.61","74.92","10141","38.25","50.83","100","125","208.33","77.84","79.38","0","450","77","80"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","64.69","51.5","862","25","35","85","125","200","61.77","67.61","0","200","60","65"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","73.02","69.25","2350","24","42","100","121","244","70.86","75.18","0","370","80","83.3333358764648"
"2019","2","Ostdeutschland","67.21","56.33","964","30","40","84","116.67","200","63.71","70.71","0","345","66.6666641235352","70.8333358764648"
"2019","2","Westdeutschland","77.14","70.92","3234","30","50","100","130","200","75.59","78.69","0","308.33","80","83"
"2019","3","Ostdeutschland","68.57","63.67","1332","31","42","90","113","166.67","66.68","70.46","0","250","68","70"
"2019","3","Westdeutschland","77.08","69.92","4283","35","50","100","120.83","204","75.74","78.42","0","577","81","83.3333358764648"
"2019","4","Ostdeutschland","65.26","59.5","2362","30","44","83.33","100","170.33","63.72","66.8","0","333.33","66.6666641235352","69"
