year,hhtyp,sampreg,hlf0192,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,West,Yes,0.8558476881233001,11680,0.8494776255735504,0.8622177506730498
2001,Single-person household,West,No,0.1441523118766999,11680,0.1377822493269502,0.1505223744264496
2001,Single-person household,East,Yes,0.8794326241134752,11680,0.8735272034331609,0.8853380447937895
2001,Single-person household,East,No,0.12056737588652482,11680,0.11466195520621056,0.12647279656683907
2001,Couple without children,West,Yes,0.9235116804822909,11680,0.9186916098091796,0.9283317511554022
2001,Couple without children,West,No,0.07648831951770912,11680,0.07166824884459777,0.08130839019082048
2001,Couple without children,East,Yes,0.9078091106290672,11680,0.9025625352029999,0.9130556860551345
2001,Couple without children,East,No,0.09219088937093275,11680,0.08694431394486545,0.09743746479700006
2001,Single parent,West,Yes,0.8290766208251473,11680,0.822249576549232,0.8359036651010626
2001,Single parent,West,No,0.17092337917485265,11680,0.1640963348989373,0.177750423450768
2001,Single parent,East,Yes,0.8489583333333334,11680,0.8424641249133606,0.8554525417533061
2001,Single parent,East,No,0.15104166666666666,11680,0.14454745824669388,0.15753587508663944
2001,Couple with children,West,Yes,0.9380669377541445,11680,0.9336956153206208,0.9424382601876682
2001,Couple with children,West,No,0.06193306224585549,11680,0.05756173981233178,0.06630438467937921
2001,Couple with children,East,Yes,0.877466251298027,11680,0.8715195281397627,0.8834129744562913
2001,Couple with children,East,No,0.122533748701973,11680,0.11658702554370874,0.12848047186023726
2001,Multi-generational household,West,Yes,0.9328358208955224,11680,0.928296340834905,0.9373753009561399
2001,Multi-generational household,West,No,0.06716417910447761,11680,0.06262469904386014,0.07170365916509508
2001,Multi-generational household,East,Yes,0.92,11680,0.9150799042218923,0.9249200957781077
2001,Multi-generational household,East,No,0.08,11680,0.07507990422189229,0.08492009577810772
2001,Other Combinations,West,Yes,0.875,11680,0.8690021764792301,0.8809978235207699
2001,Other Combinations,West,No,0.125,11680,0.11900217647923003,0.13099782352076997
2001,Other Combinations,East,Yes,0.9642857142857143,11680,0.9609201452707451,0.9676512833006835
2001,Other Combinations,East,No,0.03571428571428571,11680,0.03234871669931654,0.03907985472925488
2003,Single-person household,West,Yes,0.8793650793650793,11804,0.8734893389609499,0.8852408197692088
