year,hhtyp,hlf0192,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,Yes,0.8615596015115081,11680,0.8552962219083785,0.8678229811146377
2001,Single-person household,No,0.13844039848849193,11680,0.13217701888536232,0.14470377809162155
2001,Couple without children,Yes,0.9194630872483222,11680,0.9145279493969894,0.9243982250996549
2001,Couple without children,No,0.08053691275167785,11680,0.07560177490034518,0.08547205060301051
2001,Single parent,Yes,0.8345221112696148,11680,0.8277826751734411,0.8412615473657886
2001,Single parent,No,0.16547788873038516,11680,0.15873845263421132,0.172217324826559
2001,Couple with children,Yes,0.9240384615384616,11680,0.9192336478718143,0.9288432752051089
2001,Couple with children,No,0.07596153846153846,11680,0.07115672479489119,0.08076635212818573
2001,Multi-generational household,Yes,0.9308176100628931,11680,0.9262154181394703,0.9354198019863159
2001,Multi-generational household,No,0.06918238993710692,11680,0.0645801980136841,0.07378458186052973
2001,Other Combinations,Yes,0.8951612903225806,11680,0.8896054963745581,0.9007170842706032
2001,Other Combinations,No,0.10483870967741936,11680,0.09928291572939679,0.11039450362544193
2003,Single-person household,Yes,0.8763311576777739,11804,0.8703922613349294,0.8822700540206184
2003,Single-person household,No,0.12366884232222604,11804,0.11772994597938152,0.12960773866507055
2003,Couple without children,Yes,0.9260230849947534,11804,0.9213013622096239,0.9307448077798829
2003,Couple without children,No,0.07397691500524659,11804,0.06925519222011711,0.07869863779037606
2003,Single parent,Yes,0.8565279770444764,11804,0.8502039188395307,0.862852035249422
2003,Single parent,No,0.14347202295552366,11804,0.137147964750578,0.14979608116046933
2003,Couple with children,Yes,0.9212503028834504,11804,0.91639121516942,0.9261093905974809
2003,Couple with children,No,0.07874969711654956,11804,0.07389060940251911,0.08360878483058
2003,Multi-generational household,Yes,0.9508196721311475,11804,0.9469185795238091,0.9547207647384859
2003,Multi-generational household,No,0.04918032786885246,11804,0.04527923526151408,0.053081420476190834
2003,Other Combinations,Yes,0.9210526315789473,11804,0.9161879712223807,0.925917291935514
2003,Other Combinations,No,0.07894736842105263,11804,0.07408270806448594,0.08381202877761931
2005,Single-person household,Yes,0.8760816891658013,11199,0.8699792073624838,0.8821841709691188
2005,Single-person household,No,0.12391831083419869,11199,0.11781582903088118,0.13002079263751617
2005,Couple without children,Yes,0.9282998370450842,11199,0.9235215673616709,0.9330781067284976
2005,Couple without children,No,0.07170016295491581,11199,0.0669218932715025,0.07647843263832912
2005,Single parent,Yes,0.8523878437047757,11199,0.8458181346794473,0.8589575527301041
2005,Single parent,No,0.1476121562952243,11199,0.14104244726989593,0.1541818653205527
2005,Couple with children,Yes,0.9262672811059908,11199,0.9214270651920968,0.9311074970198847
2005,Couple with children,No,0.07373271889400922,11199,0.06889250298011533,0.0785729348079031
2005,Multi-generational household,Yes,0.9716981132075472,11199,0.968626688854134,0.9747695375609603
2005,Multi-generational household,No,0.02830188679245283,11199,0.025230462439039657,0.031373311145866
2005,Other Combinations,Yes,0.93,11199,0.9252744001581256,0.9347255998418745
2005,Other Combinations,No,0.07,11199,0.06527440015812556,0.07472559984187445
2007,Single-person household,Yes,0.8739495798319328,11453,0.8678708648770406,0.880028294786825
2007,Single-person household,No,0.12605042016806722,11453,0.11997170521317504,0.1321291351229594
2007,Couple without children,Yes,0.9278510473235065,11453,0.9231124414571721,0.932589653189841
2007,Couple without children,No,0.0721489526764934,11453,0.06741034681015892,0.07688755854282789
2007,Single parent,Yes,0.8591549295774648,11453,0.8527839969890814,0.8655258621658481
2007,Single parent,No,0.14084507042253522,11453,0.13447413783415185,0.14721600301091858
2007,Couple with children,Yes,0.9303957339320797,11453,0.9257350653084423,0.9350564025557172
2007,Couple with children,No,0.06960426606792029,11453,0.06494359744428282,0.07426493469155776
2007,Multi-generational household,Yes,0.9777777777777777,11453,0.9750781103575914,0.9804774451979641
2007,Multi-generational household,No,0.022222222222222223,11453,0.019522554802035904,0.024921889642408542
2007,Other Combinations,Yes,0.9213483146067416,11453,0.9164181390911865,0.9262784901222967
2007,Other Combinations,No,0.07865168539325842,11453,0.07372150987770336,0.08358186090881349
2011,Single-person household,Yes,0.8584474885844748,16603,0.8531450158490378,0.8637499613199119
2011,Single-person household,No,0.1415525114155251,16603,0.13625003868008803,0.14685498415096218
2011,Couple without children,Yes,0.9298326072001835,16603,0.9259472330785852,0.9337179813217817
2011,Couple without children,No,0.07016739279981656,16603,0.0662820186782183,0.07405276692141481
2011,Single parent,Yes,0.8390804597701149,16603,0.8334910109653985,0.8446699085748314
2011,Single parent,No,0.16091954022988506,16603,0.15533009142516854,0.16650898903460157
2011,Couple with children,Yes,0.9391035548686244,16603,0.9354659501861068,0.942741159551142
2011,Couple with children,No,0.06089644513137558,16603,0.05725884044885793,0.06453404981389323
2011,Multi-generational household,Yes,0.9166666666666666,16603,0.9124625197537762,0.920870813579557
2011,Multi-generational household,No,0.08333333333333333,16603,0.07912918642044288,0.08753748024622378
2011,Other Combinations,Yes,0.8842105263157894,16603,0.87934337142037,0.8890776812112089
2011,Other Combinations,No,0.11578947368421053,16603,0.11092231878879107,0.12065662857962998
2013,Single-person household,Yes,0.8601398601398601,17870,0.8550544578859552,0.865225262393765
2013,Single-person household,No,0.13986013986013987,17870,0.13477473760623507,0.14494554211404467
2013,Couple without children,Yes,0.9273877017008286,17870,0.9235829216766128,0.9311924817250444
2013,Couple without children,No,0.07261229829917139,17870,0.06880751827495553,0.07641707832338725
2013,Single parent,Yes,0.8644240570846076,17870,0.8594046949009193,0.8694434192682958
2013,Single parent,No,0.13557594291539246,17870,0.13055658073170415,0.14059530509908078
2013,Couple with children,Yes,0.9419770773638968,17870,0.9385492908745736,0.94540486385322
2013,Couple with children,No,0.058022922636103154,17870,0.054595136146779966,0.06145070912542634
2013,Multi-generational household,Yes,0.9652173913043478,17870,0.9625308876243401,0.9679038949843555
2013,Multi-generational household,No,0.034782608695652174,17870,0.03209610501564448,0.03746911237565987
2013,Other Combinations,Yes,0.9096209912536443,17870,0.9054170385731206,0.9138249439341679
2013,Other Combinations,No,0.09037900874635568,17870,0.08617505606583203,0.09458296142687933
2015,Single-person household,Yes,0.8535911602209945,15764,0.848072527873441,0.8591097925685479
2015,Single-person household,No,0.1464088397790055,15764,0.14089020743145206,0.15192747212655897
2015,Couple without children,Yes,0.9230416857535502,15764,0.9188810347494114,0.9272023367576889
2015,Couple without children,No,0.07695831424644985,15764,0.07279766324231104,0.08111896525058865
2015,Single parent,Yes,0.8519388954171563,15764,0.8463945845369052,0.8574832062974074
2015,Single parent,No,0.14806110458284372,15764,0.14251679370259263,0.1536054154630948
2015,Couple with children,Yes,0.9301255970281267,15764,0.9261458752514816,0.9341053188047718
2015,Couple with children,No,0.06987440297187335,15764,0.06589468119522825,0.07385412474851845
2015,Multi-generational household,Yes,0.9428571428571428,15764,0.9392336552385353,0.9464806304757504
2015,Multi-generational household,No,0.05714285714285714,15764,0.05351936952424955,0.06076634476146473
2015,Other Combinations,Yes,0.9362549800796812,15764,0.9324413105295893,0.9400686496297731
2015,Other Combinations,No,0.06374501992031872,15764,0.05993135037022682,0.06755868947041063
2016,Single-person household,Yes,0.8406217070600632,16419,0.8350228728754837,0.8462205412446427
2016,Single-person household,No,0.15937829293993677,16419,0.15377945875535728,0.16497712712451626
2016,Couple without children,Yes,0.927504816955684,16419,0.9235384272506366,0.9314712066607314
2016,Couple without children,No,0.07249518304431599,16419,0.06852879333926863,0.07646157274936334
2016,Single parent,Yes,0.8686987104337632,16419,0.8635327413343643,0.8738646795331622
2016,Single parent,No,0.13130128956623682,16419,0.12613532046683784,0.1364672586656358
2016,Couple with children,Yes,0.9109710777185329,16419,0.9066149503214339,0.9153272051156319
2016,Couple with children,No,0.08902892228146712,16419,0.08467279488436816,0.09338504967856609
2016,Multi-generational household,Yes,0.9452054794520548,16419,0.9417243962718718,0.9486865626322378
2016,Multi-generational household,No,0.0547945205479452,16419,0.051313437367762185,0.05827560372812822
2016,Other Combinations,Yes,0.8203125,16419,0.8144398878700526,0.8261851121299474
2016,Other Combinations,No,0.1796875,16419,0.17381488787005261,0.18556011212994739
2017,Single-person household,Yes,0.8488317757009346,18279,0.8436387445808059,0.8540248068210633
2017,Single-person household,No,0.15116822429906543,18279,0.1459751931789367,0.15636125541919416
2017,Couple without children,Yes,0.9230605738575983,18279,0.9191971760669331,0.9269239716482636
2017,Couple without children,No,0.0769394261424017,18279,0.0730760283517365,0.08080282393306691
2017,Single parent,Yes,0.8971006253553155,18279,0.892696022029833,0.9015052286807981
2017,Single parent,No,0.10289937464468447,18279,0.09849477131920198,0.10730397797016697
2017,Couple with children,Yes,0.9325710935209616,18279,0.9289357631218935,0.9362064239200296
2017,Couple with children,No,0.0674289064790384,18279,0.06379357607997037,0.07106423687810644
2017,Multi-generational household,Yes,0.9570552147239264,18279,0.9541161877653105,0.9599942416825423
2017,Multi-generational household,No,0.04294478527607362,18279,0.040005758317457736,0.04588381223468951
2017,Other Combinations,Yes,0.8888888888888888,18279,0.884332903328265,0.8934448744495127
2017,Other Combinations,No,0.1111111111111111,18279,0.10655512555048725,0.11566709667173496
2018,Single-person household,Yes,0.8506056527590848,17878,0.8453801531491157,0.8558311523690539
2018,Single-person household,No,0.14939434724091522,17878,0.14416884763094612,0.1546198468508843
2018,Couple without children,Yes,0.9248380129589633,17878,0.9209731992291427,0.9287028266887839
2018,Couple without children,No,0.07516198704103672,17878,0.07129717331121613,0.0790268007708573
2018,Single parent,Yes,0.8888888888888888,17878,0.8842820917446813,0.8934956860330964
2018,Single parent,No,0.1111111111111111,17878,0.10650431396690356,0.11571790825531865
2018,Couple with children,Yes,0.939919479715082,17878,0.9364360362015524,0.9434029232286117
2018,Couple with children,No,0.06008052028491793,17878,0.056597076771388234,0.06356396379844763
2018,Multi-generational household,Yes,0.9503105590062112,17878,0.9471251776212624,0.95349594039116
2018,Multi-generational household,No,0.049689440993788817,17878,0.04650405960883999,0.05287482237873764
2018,Other Combinations,Yes,0.9172749391727494,17878,0.9132369521708652,0.9213129261746336
2018,Other Combinations,No,0.0827250608272506,17878,0.07868707382536647,0.08676304782913474
2019,Single-person household,Yes,0.8551040154813739,18428,0.8500217819465211,0.8601862490162268
2019,Single-person household,No,0.14489598451862604,18428,0.13981375098377322,0.14997821805347886
2019,Couple without children,Yes,0.9188286163522013,18428,0.914885535336034,0.9227716973683685
2019,Couple without children,No,0.08117138364779874,18428,0.07722830263163148,0.08511446466396601
2019,Single parent,Yes,0.8969654199011997,18428,0.892576109213747,0.9013547305886525
2019,Single parent,No,0.10303458009880029,18428,0.09864526941134749,0.10742389078625308
2019,Couple with children,Yes,0.9359596351639822,18428,0.9324247734547734,0.939494496873191
2019,Couple with children,No,0.06404036483601785,18428,0.06050550312680906,0.06757522654522666
2019,Multi-generational household,Yes,0.9809523809523809,18428,0.9789787712082971,0.9829259906964647
2019,Multi-generational household,No,0.01904761904761905,18428,0.017074009303535267,0.02102122879170283
2019,Other Combinations,Yes,0.9192825112107623,18428,0.9153494990467448,0.9232155233747799
2019,Other Combinations,No,0.08071748878923767,18428,0.07678447662522012,0.08465050095325521
2021,Single-person household,Yes,0.7576357466063348,12568,0.7501439238051083,0.7651275694075613
2021,Single-person household,No,0.24236425339366516,12568,0.23487243059243862,0.2498560761948917
2021,Couple without children,Yes,0.844200807847663,12568,0.8378602354206204,0.8505413802747057
2021,Couple without children,No,0.15579919215233698,12568,0.1494586197252943,0.16213976457937965
2021,Single parent,Yes,0.803729146221786,12568,0.7967852095724659,0.8106730828711062
2021,Single parent,No,0.19627085377821393,12568,0.18932691712889374,0.20321479042753413
2021,Couple with children,Yes,0.8610271903323263,12568,0.8549794054172669,0.8670749752473857
2021,Couple with children,No,0.13897280966767372,12568,0.1329250247526143,0.14502059458273314
2021,Multi-generational household,Yes,0.8723404255319149,12568,0.8665060728147216,0.8781747782491083
2021,Multi-generational household,No,0.1276595744680851,12568,0.12182522175089171,0.13349392718527847
2021,Other Combinations,Yes,0.8205882352941176,12568,0.8138799567474689,0.8272965138407663
2021,Other Combinations,No,0.17941176470588235,12568,0.17270348615923367,0.18612004325253104
