"hlf0192","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja","2001","1","Staedtischer Raum","3836","0.877461001123371","0.867663541247284","0.887258460999459"
"Ja","2001","1","Laendlicher Raum","2691","0.908403337252057","0.897967597882713","0.9188390766214"
"Ja","2001","2","Staedtischer Raum","4272","0.911272524033638","0.90311017507178","0.919434872995497"
"Ja","2001","2","Laendlicher Raum","2727","0.926237522298389","0.91683390218676","0.935641142410018"
"Ja","2001","3","Staedtischer Raum","3816","0.908442954864063","0.899692742097008","0.917193167631117"
"Ja","2001","3","Laendlicher Raum","1972","0.933848484713898","0.92324840230457","0.944448567123226"
"Ja","2001","4","Staedtischer Raum","3020","0.908787759927542","0.898976537175805","0.918598982679279"
"Ja","2001","4","Laendlicher Raum","1180","0.899983591839299","0.88373688417876","0.916230299499837"
"Ja","2001","5","Staedtischer Raum","2037","0.918460154549452","0.907104467693971","0.929815841404933"
"Ja","2001","5","Laendlicher Raum","550","0.877618417228246","0.851883962849108","0.903352871607384"
"Nein","2001","1","Staedtischer Raum","467","0.122538998876629","0.112741539000541","0.132336458752716"
"Nein","2001","1","Laendlicher Raum","244","0.0915966627479434","0.0811609233786002","0.102032402117287"
"Nein","2001","2","Staedtischer Raum","390","0.0887274759663619","0.0805651270045035","0.0968898249282203"
"Nein","2001","2","Laendlicher Raum","241","0.0737624777016111","0.0643588575899818","0.0831660978132403"
"Nein","2001","3","Staedtischer Raum","357","0.0915570451359375","0.0828068323688831","0.100307257902992"
"Nein","2001","3","Laendlicher Raum","140","0.0661515152861021","0.0555514328767741","0.0767515976954301"
"Nein","2001","4","Staedtischer Raum","288","0.0912122400724581","0.0814010173207208","0.101023462824195"
"Nein","2001","4","Laendlicher Raum","130","0.100016408160701","0.0837697005001629","0.11626311582124"
"Nein","2001","5","Staedtischer Raum","194","0.0815398454505482","0.0701841585950671","0.0928955323060292"
"Nein","2001","5","Laendlicher Raum","73","0.122381582771754","0.0966471283926156","0.148116037150892"
"Ja","2002","1","Staedtischer Raum","","","",""
"Ja","2002","1","Laendlicher Raum","","","",""
"Ja","2002","2","Staedtischer Raum","","","",""
"Ja","2002","2","Laendlicher Raum","","","",""
"Ja","2002","3","Staedtischer Raum","","","",""
"Ja","2002","3","Laendlicher Raum","","","",""
"Ja","2002","4","Staedtischer Raum","","","",""
"Ja","2002","4","Laendlicher Raum","","","",""
"Ja","2002","5","Staedtischer Raum","","","",""
"Ja","2002","5","Laendlicher Raum","","","",""
"Nein","2002","1","Staedtischer Raum","","","",""
"Nein","2002","1","Laendlicher Raum","","","",""
"Nein","2002","2","Staedtischer Raum","","","",""
"Nein","2002","2","Laendlicher Raum","","","",""
"Nein","2002","3","Staedtischer Raum","","","",""
"Nein","2002","3","Laendlicher Raum","","","",""
"Nein","2002","4","Staedtischer Raum","","","",""
"Nein","2002","4","Laendlicher Raum","","","",""
"Nein","2002","5","Staedtischer Raum","","","",""
"Nein","2002","5","Laendlicher Raum","","","",""
"Ja","2003","1","Staedtischer Raum","3068","0.874310608151429","0.863207018604697","0.885414197698162"
"Ja","2003","1","Laendlicher Raum","2108","0.90937494703636","0.897733491032482","0.921016403040237"
"Ja","2003","2","Staedtischer Raum","3495","0.904187145150179","0.89483867220157","0.913535618098788"
"Ja","2003","2","Laendlicher Raum","2129","0.925573123747794","0.9148629983114","0.936283249184188"
"Ja","2003","3","Staedtischer Raum","3651","0.926256636498902","0.918106278585758","0.934406994412047"
"Ja","2003","3","Laendlicher Raum","2003","0.92594577575605","0.914920579444098","0.936970972068002"
"Ja","2003","4","Staedtischer Raum","3732","0.915786614323219","0.9072506593905","0.924322569255938"
"Ja","2003","4","Laendlicher Raum","1604","0.901997209332028","0.888138308763297","0.915856109900759"
"Ja","2003","5","Staedtischer Raum","3549","0.917322177805036","0.908636625955238","0.926007729654835"
"Ja","2003","5","Laendlicher Raum","966","0.916324838603244","0.89956833686944","0.933081340337047"
"Nein","2003","1","Staedtischer Raum","356","0.12568939184857","0.114585802301838","0.136792981395303"
"Nein","2003","1","Laendlicher Raum","228","0.0906250529636404","0.078983596959763","0.102266508967518"
"Nein","2003","2","Staedtischer Raum","313","0.0958128548498211","0.0864643819012119","0.10516132779843"
"Nein","2003","2","Laendlicher Raum","178","0.0744268762522058","0.0637167508158118","0.0851370016885998"
"Nein","2003","3","Staedtischer Raum","299","0.0737433635010976","0.065593005587953","0.0818937214142422"
"Nein","2003","3","Laendlicher Raum","164","0.0740542242439496","0.0630290279319977","0.0850794205559015"
"Nein","2003","4","Staedtischer Raum","334","0.0842133856767813","0.0756774307440621","0.0927493406095006"
"Nein","2003","4","Laendlicher Raum","164","0.0980027906679724","0.0841438900992414","0.111861691236703"
"Nein","2003","5","Staedtischer Raum","313","0.0826778221949638","0.0739922703451654","0.0913633740447621"
"Nein","2003","5","Laendlicher Raum","83","0.0836751613967563","0.0669186596629529","0.10043166313056"
"Ja","2004","1","Staedtischer Raum","","","",""
"Ja","2004","1","Laendlicher Raum","","","",""
