"ple0097","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gesetzliche KV","1999","(noch) kein Abschluss","kein Migrationshintergrund","258","0.808325415959942","0.764294848237132","0.852355983682752"
"Gesetzliche KV","1999","(noch) kein Abschluss","direkter Migrationshintergrund","401","0.985350697427073","0.973664076346409","0.997037318507736"
"Gesetzliche KV","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","75","0.973024789030949","0.937070958508133","1.00897861955377"
"Gesetzliche KV","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","1999","Hauptschule","kein Migrationshintergrund","4376","0.934496175305177","0.927387254793027","0.941605095817327"
"Gesetzliche KV","1999","Hauptschule","direkter Migrationshintergrund","1120","0.974637373999089","0.965514663184744","0.983760084813433"
"Gesetzliche KV","1999","Hauptschule","indirekter Migrationshintergrund","222","0.98232294205171","0.96525573386014","0.999390150243281"
"Gesetzliche KV","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","1999","Realschule","kein Migrationshintergrund","2821","0.891629791242362","0.880717224064562","0.902542358420161"
"Gesetzliche KV","1999","Realschule","direkter Migrationshintergrund","122","0.880888562727615","0.825838288244506","0.935938837210724"
"Gesetzliche KV","1999","Realschule","indirekter Migrationshintergrund","127","0.940908746110757","0.900530467649655","0.98128702457186"
"Gesetzliche KV","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","1999","(Fach-)Abitur","kein Migrationshintergrund","667","0.79850653071165","0.771118916058388","0.825894145364912"
"Gesetzliche KV","1999","(Fach-)Abitur","direkter Migrationshintergrund","226","0.915490699982258","0.880078481199271","0.950902918765244"
"Gesetzliche KV","1999","(Fach-)Abitur","indirekter Migrationshintergrund","67","0.889929957215086","0.818620897145796","0.961239017284376"
"Gesetzliche KV","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","1999","AkademikerIn","kein Migrationshintergrund","1341","0.716079956290769","0.694978516846175","0.737181395735363"
"Gesetzliche KV","1999","AkademikerIn","direkter Migrationshintergrund","157","0.829851248467591","0.774803940539928","0.884898556395254"
"Gesetzliche KV","1999","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Gesetzliche KV","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","1999","(noch) kein Abschluss","kein Migrationshintergrund","48","0.189599094806469","0.14575137722855","0.233446812384389"
"Private KV","1999","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Private KV","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Private KV","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","1999","Hauptschule","kein Migrationshintergrund","250","0.0595654808451185","0.0527649444121588","0.0663660172780783"
"Private KV","1999","Hauptschule","direkter Migrationshintergrund","16","","",""
"Private KV","1999","Hauptschule","indirekter Migrationshintergrund","6","","",""
"Private KV","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","1999","Realschule","kein Migrationshintergrund","263","0.0974251379786296","0.0870149919538784","0.107835284003381"
"Private KV","1999","Realschule","direkter Migrationshintergrund","10","","",""
"Private KV","1999","Realschule","indirekter Migrationshintergrund","2","","",""
"Private KV","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","1999","(Fach-)Abitur","kein Migrationshintergrund","141","0.179857162216749","0.153633514508904","0.206080809924594"
"Private KV","1999","(Fach-)Abitur","direkter Migrationshintergrund","9","","",""
"Private KV","1999","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"Private KV","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Private KV","1999","AkademikerIn","kein Migrationshintergrund","400","0.276954840065566","0.25601272758852","0.297896952542612"
"Private KV","1999","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Private KV","1999","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Private KV","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","1999","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Weder-noch","1999","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Weder-noch","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Weder-noch","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","1999","Hauptschule","kein Migrationshintergrund","27","","",""
"Weder-noch","1999","Hauptschule","direkter Migrationshintergrund","5","","",""
"Weder-noch","1999","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Weder-noch","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","1999","Realschule","kein Migrationshintergrund","33","0.0109450707790087","0.00729249543699738","0.0145976461210199"
"Weder-noch","1999","Realschule","direkter Migrationshintergrund","1","","",""
"Weder-noch","1999","Realschule","indirekter Migrationshintergrund","2","","",""
"Weder-noch","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","1999","(Fach-)Abitur","kein Migrationshintergrund","16","","",""
"Weder-noch","1999","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Weder-noch","1999","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Weder-noch","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weder-noch","1999","AkademikerIn","kein Migrationshintergrund","13","","",""
"Weder-noch","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Weder-noch","1999","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Weder-noch","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gesetzliche KV","2000","(noch) kein Abschluss","kein Migrationshintergrund","375","0.809211407045961","0.773226320404689","0.845196493687232"
"Gesetzliche KV","2000","(noch) kein Abschluss","direkter Migrationshintergrund","379","0.993784042884745","0.985902405977068","1.00166567979242"
"Gesetzliche KV","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","72","0.950989330470454","0.902768368678363","0.999210292262546"
"Gesetzliche KV","2000","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
