year,sampreg,sex,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,West,male,Statutory health insurance,0.83518,4084,4788,0.82467,0.84569
1999,West,male,Private health insurance,0.15059,639,4788,0.14046,0.16072
1999,West,male,No insurance,0.01423,65,4788,0.01087,0.01758
1999,West,female,Statutory health insurance,0.90642,4662,5073,0.89840,0.91444
1999,West,female,Private health insurance,0.08910,411,5073,0.08126,0.09694
1999,East,male,Statutory health insurance,0.93703,1699,1801,0.92580,0.94825
1999,East,male,Private health insurance,0.05496,102,1801,0.04443,0.06549
1999,East,female,Statutory health insurance,0.97111,1904,1962,0.96370,0.97852
1999,East,female,Private health insurance,0.02755,58,1962,0.02030,0.03479
2000,West,male,Statutory health insurance,0.83263,7349,8777,0.82482,0.84044
2000,West,male,Private health insurance,0.15752,1345,8777,0.14990,0.16515
2000,West,male,No insurance,0.00984,83,8777,0.00778,0.01191
2000,West,female,Statutory health insurance,0.90451,8548,9463,0.89859,0.91044
2000,West,female,Private health insurance,0.09185,879,9463,0.08603,0.09767
2000,West,female,No insurance,0.00363,36,9463,0.00242,0.00485
2000,East,male,Statutory health insurance,0.92499,2581,2779,0.91519,0.93478
2000,East,male,Private health insurance,0.07064,198,2779,0.06111,0.08017
2000,East,female,Statutory health insurance,0.97151,2945,3042,0.96560,0.97743
2000,East,female,Private health insurance,0.02715,97,3042,0.02137,0.03293
2001,West,male,Statutory health insurance,0.82723,6577,7900,0.81889,0.83557
2001,West,male,Private health insurance,0.16053,1235,7900,0.15243,0.16862
2001,West,male,No insurance,0.01224,88,7900,0.00982,0.01467
2001,West,female,Statutory health insurance,0.90410,7748,8561,0.89786,0.91034
2001,West,female,Private health insurance,0.09373,813,8561,0.08756,0.09990
2001,East,male,Statutory health insurance,0.91946,2421,2606,0.90901,0.92991
2001,East,male,Private health insurance,0.07267,185,2606,0.06270,0.08264
2001,East,female,Statutory health insurance,0.96804,2712,2806,0.96153,0.97455
2001,East,female,Private health insurance,0.03012,94,2806,0.02379,0.03644
2002,West,male,Statutory health insurance,0.83560,6682,8487,0.82772,0.84349
2002,West,male,Private health insurance,0.15710,1731,8487,0.14935,0.16484
2002,West,male,No insurance,0.00730,74,8487,0.00549,0.00911
2002,West,female,Statutory health insurance,0.90690,7888,9075,0.90092,0.91288
2002,West,female,Private health insurance,0.09100,1187,9075,0.08508,0.09692
2002,East,male,Statutory health insurance,0.92092,2376,2617,0.91058,0.93126
2002,East,male,Private health insurance,0.07102,241,2617,0.06117,0.08086
2002,East,female,Statutory health insurance,0.97165,2664,2791,0.96549,0.97781
2002,East,female,Private health insurance,0.02706,127,2791,0.02104,0.03308
2003,West,male,Statutory health insurance,0.83656,6392,8076,0.82849,0.84462
2003,West,male,Private health insurance,0.15398,1606,8076,0.14610,0.16185
2003,West,male,No insurance,0.00947,78,8076,0.00735,0.01158
2003,West,female,Statutory health insurance,0.90585,7563,8692,0.89971,0.91199
2003,West,female,Private health insurance,0.09124,1129,8692,0.08519,0.09729
2003,East,male,Statutory health insurance,0.91576,2320,2563,0.90500,0.92651
2003,East,male,Private health insurance,0.07592,243,2563,0.06567,0.08618
2003,East,female,Statutory health insurance,0.97075,2623,2757,0.96446,0.97704
2003,East,female,Private health insurance,0.02851,134,2757,0.02230,0.03472
2004,West,male,Statutory health insurance,0.84578,6211,7779,0.83776,0.85381
2004,West,male,Private health insurance,0.15422,1568,7779,0.14619,0.16224
2004,West,female,Statutory health insurance,0.91082,7355,8456,0.90475,0.91690
2004,West,female,Private health insurance,0.08918,1101,8456,0.08310,0.09525
2004,East,male,Statutory health insurance,0.92095,2236,2481,0.91033,0.93157
2004,East,male,Private health insurance,0.07905,245,2481,0.06843,0.08967
2004,East,female,Statutory health insurance,0.97314,2582,2714,0.96706,0.97922
2004,East,female,Private health insurance,0.02686,132,2714,0.02078,0.03294
2005,West,male,Statutory health insurance,0.84620,5878,7366,0.83796,0.85444
2005,West,male,Private health insurance,0.15380,1488,7366,0.14556,0.16204
2005,West,female,Statutory health insurance,0.90853,7044,8112,0.90226,0.91480
2005,West,female,Private health insurance,0.09147,1068,8112,0.08520,0.09774
2005,East,male,Statutory health insurance,0.92095,2150,2380,0.91011,0.93179
2005,East,male,Private health insurance,0.07905,230,2380,0.06821,0.08989
2005,East,female,Statutory health insurance,0.97505,2472,2594,0.96905,0.98105
2005,East,female,Private health insurance,0.02495,122,2594,0.01895,0.03095
2006,West,male,Statutory health insurance,0.83643,6225,7864,0.82825,0.84460
2006,West,male,Private health insurance,0.16357,1639,7864,0.15540,0.17175
2006,West,female,Statutory health insurance,0.90691,7558,8697,0.90081,0.91302
2006,West,female,Private health insurance,0.09309,1139,8697,0.08698,0.09919
2006,East,male,Statutory health insurance,0.91456,2260,2504,0.90361,0.92551
2006,East,male,Private health insurance,0.08544,244,2504,0.07449,0.09639
2006,East,female,Statutory health insurance,0.97327,2601,2728,0.96722,0.97932
2006,East,female,Private health insurance,0.02673,127,2728,0.02068,0.03278
2007,West,male,Statutory health insurance,0.83479,5745,7247,0.82624,0.84334
2007,West,male,Private health insurance,0.16521,1502,7247,0.15666,0.17376
2007,West,female,Statutory health insurance,0.90736,7021,8082,0.90103,0.91368
2007,West,female,Private health insurance,0.09264,1061,8082,0.08632,0.09897
2007,East,male,Statutory health insurance,0.91727,2161,2387,0.90622,0.92833
2007,East,male,Private health insurance,0.08273,226,2387,0.07167,0.09378
2007,East,female,Statutory health insurance,0.96486,2435,2573,0.95775,0.97198
2007,East,female,Private health insurance,0.03514,138,2573,0.02802,0.04225
2008,West,male,Statutory health insurance,0.83600,5457,6886,0.82725,0.84474
2008,West,male,Private health insurance,0.16400,1429,6886,0.15526,0.17275
2008,West,female,Statutory health insurance,0.91090,6640,7628,0.90450,0.91729
2008,West,female,Private health insurance,0.08910,988,7628,0.08271,0.09550
2008,East,male,Statutory health insurance,0.91670,2078,2297,0.90540,0.92800
2008,East,male,Private health insurance,0.08330,219,2297,0.07200,0.09460
2008,East,female,Statutory health insurance,0.96897,2337,2461,0.96212,0.97582
2008,East,female,Private health insurance,0.03103,124,2461,0.02418,0.03788
2009,West,male,Statutory health insurance,0.83449,5052,6396,0.82538,0.84360
2009,West,male,Private health insurance,0.16551,1344,6396,0.15640,0.17462
2009,West,female,Statutory health insurance,0.90460,6129,7059,0.89775,0.91146
2009,West,female,Private health insurance,0.09540,930,7059,0.08854,0.10225
2009,East,male,Statutory health insurance,0.90238,1966,2186,0.88994,0.91483
2009,East,male,Private health insurance,0.09762,220,2186,0.08517,0.11006
2009,East,female,Statutory health insurance,0.96831,2238,2354,0.96124,0.97539
2009,East,female,Private health insurance,0.03169,116,2354,0.02461,0.03876
2010,West,male,Statutory health insurance,0.83230,6735,8382,0.82431,0.84030
2010,West,male,Private health insurance,0.16770,1647,8382,0.15970,0.17569
2010,West,female,Statutory health insurance,0.90227,8925,10081,0.89647,0.90806
2010,West,female,Private health insurance,0.09773,1156,10081,0.09194,0.10353
2010,East,male,Statutory health insurance,0.90241,2231,2509,0.89080,0.91403
2010,East,male,Private health insurance,0.09759,278,2509,0.08597,0.10920
2010,East,female,Statutory health insurance,0.96424,2822,2959,0.95755,0.97094
2010,East,female,Private health insurance,0.03576,137,2959,0.02906,0.04245
2011,West,male,Statutory health insurance,0.82702,8020,9938,0.81959,0.83446
2011,West,male,Private health insurance,0.17298,1918,9938,0.16554,0.18041
2011,West,female,Statutory health insurance,0.90016,10690,12063,0.89481,0.90551
2011,West,female,Private health insurance,0.09984,1373,12063,0.09449,0.10519
2011,East,male,Statutory health insurance,0.89545,2550,2872,0.88425,0.90664
