year,migback,pgisced97,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,No answer / don't know,Statutory health insurance,0.86274,127,127,0.80266,0.92283
1999,No migration background,Pre-primary Level,Statutory health insurance,0.73887,185,230,0.68197,0.79576
1999,No migration background,Pre-primary Level,Private health insurance,0.25815,45,230,0.20147,0.31484
1999,No migration background,Primary Level,Statutory health insurance,0.99389,69,69,0.97536,1.01241
1999,No migration background,Lower Secondary Level,Statutory health insurance,0.95234,1560,1627,0.94199,0.96270
1999,No migration background,Lower Secondary Level,Private health insurance,0.04202,67,1627,0.03227,0.05177
1999,No migration background,Upper Secondary Level,Statutory health insurance,0.90584,5414,5924,0.89840,0.91327
1999,No migration background,Upper Secondary Level,Private health insurance,0.08477,455,5924,0.07767,0.09186
1999,No migration background,Upper Secondary Level,No insurance,0.00940,55,5924,0.00694,0.01185
1999,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.88999,318,353,0.85730,0.92268
1999,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.09914,35,353,0.06792,0.13036
1999,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.82639,634,737,0.79903,0.85376
1999,No migration background,First Stage of Tertiary Education,Private health insurance,0.16118,103,737,0.13461,0.18774
1999,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.71623,1341,1741,0.69505,0.73742
1999,No migration background,Second Stage of Tertiary Education,Private health insurance,0.27681,400,1741,0.25578,0.29783
1999,Direct migration background,No answer / don't know,Statutory health insurance,0.87838,82,82,0.80720,0.94956
1999,Direct migration background,Primary Level,Statutory health insurance,0.99592,337,337,0.98910,1.00274
1999,Direct migration background,Lower Secondary Level,Statutory health insurance,0.98171,601,601,0.97099,0.99243
1999,Direct migration background,Upper Secondary Level,Statutory health insurance,0.95230,766,766,0.93719,0.96740
1999,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.91941,118,118,0.87008,0.96873
1999,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.84013,47,47,0.73422,0.94604
1999,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.82986,157,157,0.77089,0.88882
1999,Indirect migration background,No answer / don't know,Statutory health insurance,0.92079,48,48,0.84359,0.99800
1999,Indirect migration background,Pre-primary Level,Statutory health insurance,0.96910,61,61,0.92532,1.01289
1999,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.97508,188,188,0.95274,0.99742
1999,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.92743,203,203,0.89165,0.96320
2000,No migration background,Pre-primary Level,Statutory health insurance,0.76490,292,369,0.72157,0.80823
2000,No migration background,Pre-primary Level,Private health insurance,0.23249,77,369,0.18933,0.27565
2000,No migration background,Primary Level,Statutory health insurance,0.94784,99,99,0.90381,0.99186
2000,No migration background,Lower Secondary Level,Statutory health insurance,0.95992,2345,2430,0.95212,0.96772
2000,No migration background,Lower Secondary Level,Private health insurance,0.03600,85,2430,0.02859,0.04341
2000,No migration background,Upper Secondary Level,Statutory health insurance,0.90997,10221,11216,0.90467,0.91527
2000,No migration background,Upper Secondary Level,Private health insurance,0.08440,931,11216,0.07925,0.08954
2000,No migration background,Upper Secondary Level,No insurance,0.00563,64,11216,0.00425,0.00702
2000,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.88996,715,799,0.86824,0.91167
2000,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.10903,84,799,0.08741,0.13066
2000,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.87114,1434,1638,0.85491,0.88737
2000,No migration background,First Stage of Tertiary Education,Private health insurance,0.12357,204,1638,0.10763,0.13951
2000,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.68690,2383,3345,0.67118,0.70261
2000,No migration background,Second Stage of Tertiary Education,Private health insurance,0.30757,962,3345,0.29193,0.32321
2000,Direct migration background,Pre-primary Level,Statutory health insurance,0.98525,56,56,0.95339,1.01711
2000,Direct migration background,Primary Level,Statutory health insurance,0.99929,284,284,0.99620,1.00239
2000,Direct migration background,Lower Secondary Level,Statutory health insurance,0.97621,837,837,0.96588,0.98654
2000,Direct migration background,Upper Secondary Level,Statutory health insurance,0.94817,1179,1220,0.93573,0.96062
2000,Direct migration background,Upper Secondary Level,Private health insurance,0.04343,41,1220,0.03199,0.05487
2000,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.91854,257,257,0.88503,0.95205
2000,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.91760,179,179,0.87720,0.95799
2000,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.83520,334,394,0.79852,0.87188
2000,Direct migration background,Second Stage of Tertiary Education,Private health insurance,0.15322,60,394,0.11761,0.18883
2000,Indirect migration background,Pre-primary Level,Statutory health insurance,0.94220,62,62,0.88364,1.00076
2000,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.97660,253,253,0.95793,0.99526
2000,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.96083,329,329,0.93984,0.98183
2000,Indirect migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.76404,36,36,0.62337,0.90471
2000,Indirect migration background,First Stage of Tertiary Education,Statutory health insurance,0.87243,35,35,0.76029,0.98457
2000,Indirect migration background,Second Stage of Tertiary Education,Statutory health insurance,0.80493,43,43,0.68509,0.92477
2001,No migration background,No answer / don't know,Statutory health insurance,0.94094,79,79,0.88862,0.99326
2001,No migration background,Pre-primary Level,Statutory health insurance,0.77619,341,424,0.73647,0.81591
2001,No migration background,Pre-primary Level,Private health insurance,0.21247,83,424,0.17349,0.25145
2001,No migration background,Primary Level,Statutory health insurance,0.96657,88,88,0.92879,1.00434
2001,No migration background,Lower Secondary Level,Statutory health insurance,0.96176,1998,2069,0.95349,0.97002
2001,No migration background,Lower Secondary Level,Private health insurance,0.03469,71,2069,0.02680,0.04258
2001,No migration background,Upper Secondary Level,Statutory health insurance,0.90900,9274,10175,0.90341,0.91459
2001,No migration background,Upper Secondary Level,Private health insurance,0.08365,831,10175,0.07827,0.08903
2001,No migration background,Upper Secondary Level,No insurance,0.00735,70,10175,0.00569,0.00901
2001,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.88425,689,774,0.86170,0.90681
2001,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.11427,85,774,0.09184,0.13670
2001,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.86239,1281,1467,0.84475,0.88002
2001,No migration background,First Stage of Tertiary Education,Private health insurance,0.13190,186,1467,0.11458,0.14922
2001,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.68372,2222,3117,0.66740,0.70005
2001,No migration background,Second Stage of Tertiary Education,Private health insurance,0.31103,895,3117,0.29477,0.32728
2001,Direct migration background,Pre-primary Level,Statutory health insurance,0.95369,44,44,0.89088,1.01651
2001,Direct migration background,Primary Level,Statutory health insurance,0.99905,208,208,0.99484,1.00325
2001,Direct migration background,Lower Secondary Level,Statutory health insurance,0.98331,762,762,0.97420,0.99241
2001,Direct migration background,Upper Secondary Level,Statutory health insurance,0.94797,1044,1080,0.93472,0.96123
2001,Direct migration background,Upper Secondary Level,Private health insurance,0.04453,36,1080,0.03222,0.05683
2001,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.91892,240,240,0.88431,0.95352
2001,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.92407,154,154,0.88210,0.96604
2001,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.82426,295,358,0.78477,0.86374
2001,Direct migration background,Second Stage of Tertiary Education,Private health insurance,0.16483,63,358,0.12634,0.20332
2001,Indirect migration background,Pre-primary Level,Statutory health insurance,0.86198,57,57,0.77164,0.95232
2001,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.96674,228,228,0.94342,0.99007
2001,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.95501,295,295,0.93132,0.97870
2001,Indirect migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.75110,34,34,0.60358,0.89863
2001,Indirect migration background,First Stage of Tertiary Education,Statutory health insurance,0.88013,33,33,0.76759,0.99267
2001,Indirect migration background,Second Stage of Tertiary Education,Statutory health insurance,0.79139,45,45,0.67133,0.91145
2002,No migration background,No answer / don't know,Statutory health insurance,0.94362,126,126,0.90319,0.98406
2002,No migration background,Pre-primary Level,Statutory health insurance,0.82463,374,480,0.79057,0.85868
2002,No migration background,Pre-primary Level,Private health insurance,0.17496,106,480,0.14094,0.20899
2002,No migration background,Primary Level,Statutory health insurance,0.92434,82,82,0.86675,0.98193
2002,No migration background,Lower Secondary Level,Statutory health insurance,0.96281,1899,1981,0.95447,0.97114
2002,No migration background,Lower Secondary Level,Private health insurance,0.03583,82,1981,0.02765,0.04402
2002,No migration background,Upper Secondary Level,Statutory health insurance,0.91220,9212,10239,0.90672,0.91768
2002,No migration background,Upper Secondary Level,Private health insurance,0.08299,971,10239,0.07765,0.08834
2002,No migration background,Upper Secondary Level,No insurance,0.00481,56,10239,0.00347,0.00615
2002,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.90222,773,880,0.88259,0.92186
2002,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.09050,107,880,0.07153,0.10946
2002,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.87133,1301,1533,0.85456,0.88810
2002,No migration background,First Stage of Tertiary Education,Private health insurance,0.12348,232,1533,0.10701,0.13996
2002,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.67382,2521,4068,0.65941,0.68823
2002,No migration background,Second Stage of Tertiary Education,Private health insurance,0.32171,1547,4068,0.30735,0.33606
2002,Direct migration background,Pre-primary Level,Statutory health insurance,0.99067,51,51,0.96402,1.01732
2002,Direct migration background,Primary Level,Statutory health insurance,0.99893,188,188,0.99424,1.00362
2002,Direct migration background,Lower Secondary Level,Statutory health insurance,0.97870,692,692,0.96794,0.98947
2002,Direct migration background,Upper Secondary Level,Statutory health insurance,0.95775,974,1019,0.94540,0.97011
2002,Direct migration background,Upper Secondary Level,Private health insurance,0.03857,45,1019,0.02674,0.05040
2002,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.91611,226,226,0.87988,0.95233
2002,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.92546,148,148,0.88300,0.96792
2002,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.85349,304,392,0.81843,0.88854
2002,Direct migration background,Second Stage of Tertiary Education,Private health insurance,0.14209,88,392,0.10748,0.17670
2002,Indirect migration background,Pre-primary Level,Statutory health insurance,0.92842,70,70,0.86759,0.98924
2002,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.98205,193,193,0.96328,1.00083
2002,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.94420,295,295,0.91796,0.97044
2002,Indirect migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.85078,33,33,0.72732,0.97423
2002,Indirect migration background,First Stage of Tertiary Education,Statutory health insurance,0.83644,33,33,0.70828,0.96459
2002,Indirect migration background,Second Stage of Tertiary Education,Statutory health insurance,0.82088,53,53,0.71665,0.92510
2003,No migration background,No answer / don't know,Statutory health insurance,0.90822,151,151,0.86202,0.95442
2003,No migration background,Pre-primary Level,Statutory health insurance,0.81140,393,494,0.77687,0.84593
2003,No migration background,Pre-primary Level,Private health insurance,0.18665,101,494,0.15225,0.22104
2003,No migration background,Primary Level,Statutory health insurance,0.91097,85,85,0.85006,0.97187
2003,No migration background,Lower Secondary Level,Statutory health insurance,0.96899,1817,1880,0.96116,0.97683
2003,No migration background,Lower Secondary Level,Private health insurance,0.02783,63,1880,0.02039,0.03526
2003,No migration background,Upper Secondary Level,Statutory health insurance,0.91071,8802,9801,0.90506,0.91636
2003,No migration background,Upper Secondary Level,Private health insurance,0.08270,938,9801,0.07724,0.08815
2003,No migration background,Upper Secondary Level,No insurance,0.00659,61,9801,0.00499,0.00820
2003,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.89680,769,879,0.87668,0.91692
2003,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.10160,110,879,0.08162,0.12159
2003,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.86928,1273,1497,0.85219,0.88636
2003,No migration background,First Stage of Tertiary Education,Private health insurance,0.12734,224,1497,0.11045,0.14424
2003,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.67703,2433,3888,0.66233,0.69173
2003,No migration background,Second Stage of Tertiary Education,Private health insurance,0.31827,1455,3888,0.30362,0.33291
2003,Direct migration background,No answer / don't know,Statutory health insurance,0.97683,32,32,0.92388,1.02979
2003,Direct migration background,Pre-primary Level,Statutory health insurance,0.96556,48,48,0.91342,1.01769
2003,Direct migration background,Primary Level,Statutory health insurance,0.99903,168,168,0.99430,1.00375
2003,Direct migration background,Lower Secondary Level,Statutory health insurance,0.99065,651,651,0.98325,0.99805
2003,Direct migration background,Upper Secondary Level,Statutory health insurance,0.95896,928,967,0.94645,0.97147
2003,Direct migration background,Upper Secondary Level,Private health insurance,0.03708,39,967,0.02517,0.04900
2003,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.93693,214,214,0.90428,0.96957
2003,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.90569,129,129,0.85506,0.95632
2003,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.85796,293,368,0.82225,0.89368
2003,Direct migration background,Second Stage of Tertiary Education,Private health insurance,0.13744,75,368,0.10222,0.17267
2003,Indirect migration background,No answer / don't know,Statutory health insurance,0.96616,36,36,0.90625,1.02606
2003,Indirect migration background,Pre-primary Level,Statutory health insurance,0.86086,57,57,0.77021,0.95150
2003,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.99155,181,181,0.97818,1.00492
2003,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.93849,303,303,0.91139,0.96559
2003,Indirect migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.88255,40,40,0.78151,0.98360
2003,Indirect migration background,First Stage of Tertiary Education,Statutory health insurance,0.85273,34,34,0.73182,0.97364
2003,Indirect migration background,Second Stage of Tertiary Education,Statutory health insurance,0.83156,50,50,0.72677,0.93635
2004,No migration background,No answer / don't know,Statutory health insurance,0.92502,167,167,0.88496,0.96508
2004,No migration background,Pre-primary Level,Statutory health insurance,0.83873,369,484,0.80593,0.87153
2004,No migration background,Pre-primary Level,Private health insurance,0.16127,115,484,0.12847,0.19407
2004,No migration background,Primary Level,Statutory health insurance,0.98788,84,84,0.96435,1.01142
2004,No migration background,Lower Secondary Level,Statutory health insurance,0.97334,1696,1758,0.96581,0.98088
2004,No migration background,Lower Secondary Level,Private health insurance,0.02666,62,1758,0.01912,0.03419
2004,No migration background,Upper Secondary Level,Statutory health insurance,0.91849,8562,9433,0.91297,0.92401
2004,No migration background,Upper Secondary Level,Private health insurance,0.08151,871,9433,0.07599,0.08703
2004,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.88779,764,880,0.86692,0.90865
2004,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.11221,116,880,0.09135,0.13308
2004,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.87880,1235,1444,0.86196,0.89564
2004,No migration background,First Stage of Tertiary Education,Private health insurance,0.12120,209,1444,0.10436,0.13804
2004,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.67818,2398,3847,0.66342,0.69295
2004,No migration background,Second Stage of Tertiary Education,Private health insurance,0.32182,1449,3847,0.30705,0.33658
2004,Direct migration background,Pre-primary Level,Statutory health insurance,0.96639,57,57,0.91919,1.01359
2004,Direct migration background,Primary Level,Statutory health insurance,0.98679,155,155,0.96876,1.00482
2004,Direct migration background,Lower Secondary Level,Statutory health insurance,0.99337,611,611,0.98694,0.99981
2004,Direct migration background,Upper Secondary Level,Statutory health insurance,0.96026,899,941,0.94777,0.97275
2004,Direct migration background,Upper Secondary Level,Private health insurance,0.03974,42,941,0.02725,0.05223
2004,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.93870,211,211,0.90625,0.97114
2004,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.94323,132,132,0.90361,0.98286
2004,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.86670,282,357,0.83139,0.90201
2004,Direct migration background,Second Stage of Tertiary Education,Private health insurance,0.13330,75,357,0.09799,0.16861
2004,Indirect migration background,No answer / don't know,Statutory health insurance,0.96997,44,44,0.91895,1.02098
2004,Indirect migration background,Pre-primary Level,Statutory health insurance,0.95286,73,73,0.90390,1.00181
2004,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.99090,181,181,0.97702,1.00477
2004,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.94268,297,297,0.91620,0.96916
2004,Indirect migration background,First Stage of Tertiary Education,Statutory health insurance,0.86917,35,35,0.75582,0.98252
2004,Indirect migration background,Second Stage of Tertiary Education,Statutory health insurance,0.76799,43,43,0.64033,0.89565
2005,No migration background,No answer / don't know,Statutory health insurance,0.91094,190,190,0.87033,0.95155
2005,No migration background,Pre-primary Level,Statutory health insurance,0.83049,377,498,0.79750,0.86347
2005,No migration background,Pre-primary Level,Private health insurance,0.16951,121,498,0.13653,0.20250
2005,No migration background,Primary Level,Statutory health insurance,0.94341,81,81,0.89278,0.99405
2005,No migration background,Lower Secondary Level,Statutory health insurance,0.97723,1580,1631,0.96999,0.98447
2005,No migration background,Lower Secondary Level,Private health insurance,0.02277,51,1631,0.01553,0.03001
2005,No migration background,Upper Secondary Level,Statutory health insurance,0.91734,8106,8921,0.91162,0.92305
2005,No migration background,Upper Secondary Level,Private health insurance,0.08266,815,8921,0.07695,0.08838
2005,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.90689,759,864,0.88750,0.92628
2005,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.09311,105,864,0.07372,0.11250
2005,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.86210,1148,1365,0.84380,0.88040
2005,No migration background,First Stage of Tertiary Education,Private health insurance,0.13790,217,1365,0.11960,0.15620
2005,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.68325,2347,3720,0.66830,0.69820
2005,No migration background,Second Stage of Tertiary Education,Private health insurance,0.31675,1373,3720,0.30180,0.33170
2005,Direct migration background,Pre-primary Level,Statutory health insurance,0.95900,50,50,0.90348,1.01452
2005,Direct migration background,Primary Level,Statutory health insurance,0.98444,146,146,0.96429,1.00458
2005,Direct migration background,Lower Secondary Level,Statutory health insurance,0.99619,558,558,0.99108,1.00131
2005,Direct migration background,Upper Secondary Level,Statutory health insurance,0.95677,824,867,0.94322,0.97031
2005,Direct migration background,Upper Secondary Level,Private health insurance,0.04323,43,867,0.02969,0.05678
2005,Direct migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.93230,200,200,0.89739,0.96720
2005,Direct migration background,First Stage of Tertiary Education,Statutory health insurance,0.95159,125,125,0.91381,0.98937
2005,Direct migration background,Second Stage of Tertiary Education,Statutory health insurance,0.86583,263,332,0.82911,0.90254
2005,Direct migration background,Second Stage of Tertiary Education,Private health insurance,0.13417,69,332,0.09746,0.17089
2005,Indirect migration background,No answer / don't know,Statutory health insurance,0.96916,51,51,0.92123,1.01708
2005,Indirect migration background,Pre-primary Level,Statutory health insurance,0.96368,83,83,0.92318,1.00417
2005,Indirect migration background,Lower Secondary Level,Statutory health insurance,0.99220,170,170,0.97893,1.00546
2005,Indirect migration background,Upper Secondary Level,Statutory health insurance,0.95433,313,313,0.93117,0.97750
2005,Indirect migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.99100,42,42,0.96208,1.01991
2005,Indirect migration background,First Stage of Tertiary Education,Statutory health insurance,0.89835,36,36,0.79823,0.99846
2005,Indirect migration background,Second Stage of Tertiary Education,Statutory health insurance,0.78912,48,48,0.67249,0.90574
2006,No migration background,No answer / don't know,Statutory health insurance,0.92335,208,208,0.88710,0.95959
2006,No migration background,Pre-primary Level,Statutory health insurance,0.78174,207,300,0.73492,0.82856
2006,No migration background,Pre-primary Level,Private health insurance,0.21826,93,300,0.17144,0.26508
2006,No migration background,Primary Level,Statutory health insurance,0.96264,93,93,0.92389,1.00139
2006,No migration background,Lower Secondary Level,Statutory health insurance,0.96808,1680,1751,0.95985,0.97632
2006,No migration background,Lower Secondary Level,Private health insurance,0.03192,71,1751,0.02368,0.04015
2006,No migration background,Upper Secondary Level,Statutory health insurance,0.91719,8850,9754,0.91172,0.92266
2006,No migration background,Upper Secondary Level,Private health insurance,0.08281,904,9754,0.07734,0.08828
2006,No migration background,Post-secondary Non-tertiary Level,Statutory health insurance,0.91107,835,941,0.89288,0.92927
2006,No migration background,Post-secondary Non-tertiary Level,Private health insurance,0.08893,106,941,0.07073,0.10712
2006,No migration background,First Stage of Tertiary Education,Statutory health insurance,0.86359,1222,1449,0.84591,0.88127
2006,No migration background,First Stage of Tertiary Education,Private health insurance,0.13641,227,1449,0.11873,0.15409
2006,No migration background,Second Stage of Tertiary Education,Statutory health insurance,0.66937,2598,4106,0.65498,0.68376
2006,No migration background,Second Stage of Tertiary Education,Private health insurance,0.33063,1508,4106,0.31624,0.34502
